,what,is,the,german,term,for,segregating,students,based,on,their,parents,',wealth,?
teachers,0.2526462972164154,0.15701442956924438,0.22025763988494873,0.19994424283504486,0.09867394715547562,0.274332195520401,0.28355684876441956,0.7183375358581543,0.23616431653499603,0.24610933661460876,0.2814970314502716,0.4402286112308502,0.18346013128757477,0.21364407241344452,0.19522249698638916
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.13090145587921143,0.1040644645690918,0.34237727522850037,0.1716289073228836,0.26965975761413574,0.17453226447105408,0.4806317389011383,0.23641370236873627,0.21586936712265015,0.22634780406951904,0.13815608620643616,0.21978627145290375
ersatzschulen,0.30368682742118835,0.23800566792488098,0.29097533226013184,0.5483824014663696,0.21721285581588745,0.24283228814601898,0.2139061838388443,0.2927751839160919,0.16375945508480072,0.24504812061786652,0.2394741177558899,0.24380625784397125,0.26369085907936096,0.16491007804870605,0.3047671318054199
must,0.30362528562545776,0.3093329071998596,0.2713140547275543,0.16741594672203064,0.14101308584213257,0.31100544333457947,0.16820093989372253,0.19151121377944946,0.175694540143013,0.17571617662906647,0.3043864369392395,0.13783863186836243,0.1110309362411499,0.19614583253860474,0.23707495629787445
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.1590939462184906,0.24443839490413666,0.41175219416618347,0.3017469346523285,0.2558421790599823,0.28722938895225525,0.36494916677474976,0.523270845413208,0.20359010994434357,0.2580406367778778,0.20081286132335663,0.32991164922714233
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.13090145587921143,0.1040644645690918,0.34237727522850037,0.1716289073228836,0.26965975761413574,0.17453226447105408,0.4806317389011383,0.23641370236873627,0.21586936712265015,0.22634780406951904,0.13815608620643616,0.21978627145290375
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.14900773763656616,0.22869613766670227,0.330973356962204,0.1700771600008011,0.23093768954277039,0.14699235558509827,0.22816431522369385,0.318954735994339,0.1110834851861,0.18083162605762482,0.18665003776550293,0.28866854310035706
the,0.42745697498321533,0.5823672413825989,1.0,0.256483793258667,0.2740369141101837,0.4739971458911896,0.2614566385746002,0.25268980860710144,0.29860720038414,0.5107308030128479,0.516537070274353,0.15979741513729095,0.474788099527359,0.24999672174453735,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.1643693894147873,0.23864157497882843,0.31941699981689453,0.30684465169906616,0.1754903942346573,0.3390747308731079,0.39247995615005493,0.3805995285511017,0.1356656849384308,0.24496957659721375,0.11330324411392212,0.22649677097797394
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.16102461516857147,0.20306897163391113,0.27265021204948425,0.36446765065193176,0.5498206615447998,0.18659815192222595,0.2338395118713379,0.18489162623882294,0.314358651638031,0.17848768830299377,0.34567898511886597,0.18067774176597595
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.25850871205329895,0.22272127866744995,0.5064792633056641,0.3351791799068451,0.28111961483955383,0.2660958170890808,0.4077630043029785,0.45114588737487793,0.2922651767730713,0.3053182065486908,0.29316192865371704,0.20544172823429108
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.13090145587921143,0.1040644645690918,0.34237727522850037,0.1716289073228836,0.26965975761413574,0.17453226447105408,0.4806317389011383,0.23641370236873627,0.21586936712265015,0.22634780406951904,0.13815608620643616,0.21978627145290375
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.14900773763656616,0.22869613766670227,0.330973356962204,0.1700771600008011,0.23093768954277039,0.14699235558509827,0.22816431522369385,0.318954735994339,0.1110834851861,0.18083162605762482,0.18665003776550293,0.28866854310035706
the,0.42745697498321533,0.5823672413825989,1.0,0.256483793258667,0.2740369141101837,0.4739971458911896,0.2614566385746002,0.25268980860710144,0.29860720038414,0.5107308030128479,0.516537070274353,0.15979741513729095,0.474788099527359,0.24999672174453735,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.1643693894147873,0.23864157497882843,0.31941699981689453,0.30684465169906616,0.1754903942346573,0.3390747308731079,0.39247995615005493,0.3805995285511017,0.1356656849384308,0.24496957659721375,0.11330324411392212,0.22649677097797394
