,what,kind,of,economy,did,northern,california,start,to,grow,in,the,2000s,?
despite,0.1825345903635025,0.20099055767059326,0.33505672216415405,0.2381383329629898,0.38115930557250977,0.17011047899723053,0.1320684254169464,0.13784188032150269,0.3584847152233124,0.15511462092399597,0.27473363280296326,0.3172689974308014,-0.05834350734949112,0.14350546896457672
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24415728449821472,0.2552328109741211,0.22329643368721008,0.2426064908504486,0.29672953486442566,0.45503583550453186,0.20655770599842072,0.539380669593811,0.5829201340675354,-0.136931911110878,0.23916715383529663
reputation,0.24973461031913757,0.19559882581233978,0.1991330087184906,0.28147417306900024,0.3224841058254242,0.1514863669872284,0.133887380361557,0.16038982570171356,0.20996540784835815,0.24957941472530365,0.22389911115169525,0.21946515142917633,-0.027581097558140755,0.14395901560783386
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.2269710749387741,0.318512886762619,0.20134946703910828,0.23038740456104279,0.2663039267063141,0.4451248347759247,0.16215160489082336,0.4322226941585541,0.4739971458911896,-0.05370233207941055,0.264628142118454
high,0.20466077327728271,0.12234580516815186,0.2803038954734802,0.13391339778900146,0.15957149863243103,0.18721379339694977,0.21608760952949524,0.15571045875549316,0.28947713971138,0.1961868703365326,0.2652597725391388,0.28034812211990356,-0.21220660209655762,0.11137914657592773
growth,0.1739405393600464,0.15375715494155884,0.2679378092288971,0.48972833156585693,0.09287795424461365,0.1379423290491104,0.0639709085226059,0.26531487703323364,0.2701800763607025,0.5955879092216492,0.2819603681564331,0.2912366986274719,-0.22589996457099915,0.07547862827777863
rates,0.2148645967245102,0.2052890509366989,0.2585311233997345,0.29866480827331543,0.16058027744293213,0.10604221373796463,0.1831887662410736,0.24341446161270142,0.25232431292533875,0.28823181986808777,0.26258307695388794,0.25867342948913574,-0.2511006295681,0.13808594644069672
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.3015086054801941,0.29473260045051575,0.2704589068889618,0.2934366464614868,0.44245919585227966,0.2585790455341339,0.5201468467712402,0.4933079481124878,-0.06334228068590164,0.31091248989105225
southern,0.18679563701152802,0.12290651351213455,0.31933003664016724,0.20250599086284637,0.13322393596172333,0.7355895638465881,0.2983402609825134,0.13596700131893158,0.18284058570861816,0.1910911202430725,0.3190481662750244,0.3282862603664398,-0.2680957317352295,0.11225555837154388
california,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.11905400454998016,0.1524294763803482,0.23127253353595734,1.0,0.16920733451843262,0.20697450637817383,0.16782519221305847,0.2772824168205261,0.2750805914402008,-0.24802160263061523,0.1409905105829239
's,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.05879175290465355,0.05069678649306297,-0.01687377691268921,-0.0475497767329216,-0.029080811887979507,0.03782717138528824,0.00018041566363535821,-0.037580832839012146,-0.01540423184633255,-0.03648130223155022,-0.023395681753754616
rate,0.21845893561840057,0.24543651938438416,0.24132871627807617,0.287566214799881,0.14715521037578583,0.09031018614768982,0.17139843106269836,0.25189149379730225,0.28584644198417664,0.28342097997665405,0.24951417744159698,0.24881242215633392,-0.12854142487049103,0.1308269053697586
grew,0.11968503892421722,0.031069433316588402,0.2421051263809204,0.2910747826099396,0.28116604685783386,0.14502906799316406,0.18957427144050598,0.21515928208827972,0.20424646139144897,0.4499439299106598,0.2749199867248535,0.226883202791214,-0.2608296871185303,0.05505307391285896
less,0.31119704246520996,0.2730381488800049,0.30836719274520874,0.29747065901756287,0.1984580159187317,0.18123076856136322,0.12925545871257782,0.2864072024822235,0.38397523760795593,0.31915611028671265,0.2661931812763214,0.29185041785240173,-0.10955990850925446,0.22418740391731262
than,0.29388150572776794,0.22328941524028778,0.33036211133003235,0.24018609523773193,0.24820660054683685,0.17106010019779205,0.17079950869083405,0.24455207586288452,0.3192550539970398,0.3003598749637604,0.3270052373409271,0.3227543234825134,-0.08803437650203705,0.24917294085025787
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.34736719727516174,0.3422943353652954,0.2750805914402008,0.3656389117240906,0.535392165184021,0.2652076482772827,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
state,0.24273863434791565,0.16659919917583466,0.34253445267677307,0.3191017508506775,0.152080237865448,0.29877153038978577,0.3314559757709503,0.16764149069786072,0.25557461380958557,0.16483108699321747,0.33316072821617126,0.3097178041934967,-0.20244050025939941,0.1160883978009224
average,0.24068789184093475,0.17178930342197418,0.23717734217643738,0.22457392513751984,0.13524195551872253,0.1531764715909958,0.13245558738708496,0.213469997048378,0.2572915256023407,0.29315781593322754,0.23465414345264435,0.27058175206184387,-0.10674354434013367,0.21764592826366425
of,0.33290785551071167,0.2285657674074173,1.0,0.2583308815956116,0.2513895630836487,0.32586339116096497,0.24929828941822052,0.23166994750499725,0.41548454761505127,0.2535724341869354,0.5696388483047485,0.733189046382904,-0.2942696809768677,0.1826142966747284
10.0,-0.01950257457792759,-0.14591816067695618,0.12143360823392868,0.029458070173859596,-0.04480527341365814,0.13170121610164642,0.3116178810596466,0.006227000150829554,0.06240477040410042,0.0048697274178266525,0.18298856914043427,0.21242393553256989,-0.20853790640830994,-0.0030855503864586353
%,0.20738190412521362,0.1554429829120636,0.19953428208827972,0.2282678484916687,0.1450016051530838,0.17854003608226776,0.14933079481124878,0.18029537796974182,0.18513022363185883,0.19449159502983093,0.19465309381484985,0.21490740776062012,-0.102955661714077,0.21441808342933655
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2588731348514557,0.2593238651752472,0.3545122444629669,0.2772824168205261,0.29979339241981506,0.45010748505592346,0.2526702880859375,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.34736719727516174,0.3422943353652954,0.2750805914402008,0.3656389117240906,0.535392165184021,0.2652076482772827,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
2000s,0.1495852917432785,-0.04007921740412712,-0.2942696809768677,-0.21086181700229645,0.044008102267980576,-0.2863480746746063,-0.24802160263061523,-0.017050720751285553,-0.07610895484685898,-0.17936751246452332,-0.26794537901878357,-0.21699295938014984,1.0,0.2498977780342102
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2277245819568634,0.3596470057964325,0.2425830066204071,0.1933012157678604,0.26252481341362,0.42092081904411316,0.22178804874420166,0.3887844979763031,0.48381632566452026,-0.07504288852214813,0.27043893933296204
california,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.11905400454998016,0.1524294763803482,0.23127253353595734,1.0,0.16920733451843262,0.20697450637817383,0.16782519221305847,0.2772824168205261,0.2750805914402008,-0.24802160263061523,0.1409905105829239
's,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.05879175290465355,0.05069678649306297,-0.01687377691268921,-0.0475497767329216,-0.029080811887979507,0.03782717138528824,0.00018041566363535821,-0.037580832839012146,-0.01540423184633255,-0.03648130223155022,-0.023395681753754616
growth,0.1739405393600464,0.15375715494155884,0.2679378092288971,0.48972833156585693,0.09287795424461365,0.1379423290491104,0.0639709085226059,0.26531487703323364,0.2701800763607025,0.5955879092216492,0.2819603681564331,0.2912366986274719,-0.22589996457099915,0.07547862827777863
became,0.1434093862771988,0.07650677859783173,0.3638904094696045,0.25156816840171814,0.3632316589355469,0.18331386148929596,0.17841118574142456,0.18535694479942322,0.20401327311992645,0.17919865250587463,0.31047213077545166,0.36325156688690186,-0.2330334633588791,0.11374033987522125
concentrated,0.20476274192333221,0.20603743195533752,0.28396520018577576,0.26155951619148254,0.23969793319702148,0.11260677874088287,0.14246675372123718,0.21224884688854218,0.2865214943885803,0.21828342974185944,0.29073235392570496,0.2688957750797272,-0.23921151459217072,0.11501483619213104
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2588731348514557,0.2593238651752472,0.3545122444629669,0.2772824168205261,0.29979339241981506,0.45010748505592346,0.2526702880859375,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.34736719727516174,0.3422943353652954,0.2750805914402008,0.3656389117240906,0.535392165184021,0.2652076482772827,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
northern,0.19332477450370789,0.09608224034309387,0.32586339116096497,0.1825551837682724,0.14611519873142242,0.9999998807907104,0.23127253353595734,0.15968121588230133,0.1886475831270218,0.18168644607067108,0.3545122444629669,0.3422943353652954,-0.2863480746746063,0.13149388134479523
part,0.3476244807243347,0.23708929121494293,0.452393114566803,0.23941338062286377,0.23558001220226288,0.3608819246292114,0.14441202580928802,0.3260919153690338,0.2875264883041382,0.21031711995601654,0.4499994218349457,0.527681291103363,-0.1986076682806015,0.08557961881160736
of,0.33290785551071167,0.2285657674074173,1.0,0.2583308815956116,0.2513895630836487,0.32586339116096497,0.24929828941822052,0.23166994750499725,0.41548454761505127,0.2535724341869354,0.5696388483047485,0.733189046382904,-0.2942696809768677,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.34736719727516174,0.3422943353652954,0.2750805914402008,0.3656389117240906,0.535392165184021,0.2652076482772827,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
state,0.24273863434791565,0.16659919917583466,0.34253445267677307,0.3191017508506775,0.152080237865448,0.29877153038978577,0.3314559757709503,0.16764149069786072,0.25557461380958557,0.16483108699321747,0.33316072821617126,0.3097178041934967,-0.20244050025939941,0.1160883978009224
due,0.15204688906669617,0.1661464273929596,0.2533245384693146,0.22347581386566162,0.15152592957019806,0.10623704642057419,0.14267273247241974,0.14544689655303955,0.35188060998916626,0.18284736573696136,0.2516716718673706,0.22577603161334991,-0.07682276517152786,0.10954997688531876
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2613506615161896,0.4452643394470215,0.1886475831270218,0.20697450637817383,0.33345553278923035,1.0,0.3296493887901306,0.45010748505592346,0.535392165184021,-0.07610895484685898,0.29463258385658264
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24415728449821472,0.2552328109741211,0.22329643368721008,0.2426064908504486,0.29672953486442566,0.45503583550453186,0.20655770599842072,0.539380669593811,0.5829201340675354,-0.136931911110878,0.23916715383529663
stronger,0.26740801334381104,0.27544742822647095,0.19056105613708496,0.19903267920017242,0.24810373783111572,0.15837931632995605,0.14833295345306396,0.23279602825641632,0.32863837480545044,0.3599776029586792,0.20021474361419678,0.24540938436985016,-0.1650097668170929,0.12132075428962708
