,what,bridge,had,a,model,of,it,at,the,super,bowl,opening,night,?
alongside,0.154389888048172,0.13077090680599213,0.25585654377937317,0.17068058252334595,0.23508666455745697,0.23186348378658295,0.10619151592254639,0.22026056051254272,0.2475084811449051,0.15999802947044373,0.16149495542049408,0.19739824533462524,0.22544942796230316,0.20579710602760315
the,0.42745697498321533,0.27692803740501404,0.3875846862792969,0.5829201340675354,0.14028635621070862,0.733189046382904,0.6251175999641418,0.457212895154953,1.0,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.22068053483963013
traditional,0.20066824555397034,0.05613167583942413,0.18426692485809326,0.27521875500679016,0.16175338625907898,0.32287317514419556,0.19325736165046692,0.08783790469169617,0.25703898072242737,0.14538727700710297,0.13898542523384094,0.12682758271694183,0.12111261487007141,0.1327509582042694
media,0.18292108178138733,0.15883508324623108,0.18404661118984222,0.21000106632709503,0.18076243996620178,0.19700391590595245,0.19141267240047455,0.10818776488304138,0.19221965968608856,0.2023422122001648,0.10416857153177261,0.11797843873500824,0.05729071423411369,0.1571006178855896
availabilities,0.26677942276000977,0.1165400967001915,0.16475766897201538,0.1930767297744751,0.2343677431344986,0.22608135640621185,0.22911201417446136,0.18731020390987396,0.2367209494113922,0.21149678528308868,0.07894888520240784,0.1940801441669464,0.1182427704334259,0.22620020806789398
",",0.3087472915649414,0.2011108100414276,0.35487717390060425,0.427140474319458,0.244965597987175,0.4946078956127167,0.48329564929008484,0.38314947485923767,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.24495157599449158,0.24717365205287933,0.31091248989105225
the,0.42745697498321533,0.27692803740501404,0.3875846862792969,0.5829201340675354,0.14028635621070862,0.733189046382904,0.6251175999641418,0.457212895154953,1.0,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.22068053483963013
event,0.26981404423713684,0.1538155972957611,0.1993836760520935,0.2635729908943176,0.10203037410974503,0.19878064095973969,0.3087007403373718,0.3039053678512573,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.3158341944217682,0.20209398865699768,0.16076280176639557
featured,0.20330384373664856,0.1265285462141037,0.2903567850589752,0.3058987855911255,0.19965820014476776,0.2342860847711563,0.19783438742160797,0.25664472579956055,0.28660184144973755,0.24398969113826752,0.18793275952339172,0.289706289768219,0.3300460875034332,0.2944096624851227
an,0.2821882665157318,0.10296047478914261,0.22327841818332672,0.44552403688430786,0.18839088082313538,0.32280945777893066,0.39472338557243347,0.2446778565645218,0.4207492768764496,0.09755856543779373,0.13908697664737701,0.1827966272830963,0.11465995758771896,0.19793890416622162
opening,0.18146683275699615,0.24113759398460388,0.19179683923721313,0.2575104236602783,0.07717598974704742,0.2651100158691406,0.2575235366821289,0.25734835863113403,0.37298497557640076,0.1250116229057312,0.22217077016830444,1.0,0.27758240699768066,0.16502447426319122
ceremony,0.16581441462039948,0.1751074492931366,0.17513932287693024,0.16241572797298431,0.048527758568525314,0.2303226888179779,0.18531940877437592,0.29048076272010803,0.27631378173828125,0.10298140347003937,0.25571146607398987,0.4300638735294342,0.2116948962211609,0.1873435080051422
with,0.2464839518070221,0.16557477414608002,0.4739086329936981,0.3783375024795532,0.120089091360569,0.41827285289764404,0.3369046747684479,0.29126521944999695,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.20575091242790222,0.20756502449512482,0.2433311939239502
player,0.1592520773410797,0.19961154460906982,0.12922927737236023,0.2591003477573395,0.20374996960163116,0.1627044975757599,0.15926581621170044,0.14498065412044525,0.19900773465633392,0.19942335784435272,0.1651131808757782,0.18917277455329895,0.10504163056612015,0.18988972902297974
introductions,0.2435779720544815,0.0688687264919281,0.2643047571182251,0.21668168902397156,0.18830247223377228,0.24993228912353516,0.2017420083284378,0.1614401489496231,0.2942705750465393,0.14346382021903992,0.05957193300127983,0.3064660131931305,0.1422303318977356,0.2720862627029419
on,0.34226128458976746,0.19607321918010712,0.36692994832992554,0.3848365545272827,0.20435898005962372,0.3966929316520691,0.4529881477355957,0.4806317389011383,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2229088544845581,0.28230446577072144,0.2714994251728058
a,0.3320399522781372,0.1554761528968811,0.34897568821907043,1.0,0.29218459129333496,0.5052502155303955,0.5452592968940735,0.3095070421695709,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.2575104236602783,0.23192226886749268,0.23916715383529663
replica,0.14598625898361206,0.18907558917999268,0.1556214988231659,0.232511505484581,0.28266358375549316,0.20613695681095123,0.16236822307109833,0.14922599494457245,0.2576879858970642,0.22746506333351135,0.12333492934703827,0.25661754608154297,0.1684659868478775,0.07987788319587708
of,0.33290785551071167,0.17739711701869965,0.37755560874938965,0.5052502155303955,0.18271391093730927,1.0,0.38761502504348755,0.42558613419532776,0.733189046382904,0.14718765020370483,0.2243070751428604,0.2651100158691406,0.19958451390266418,0.1826142966747284
the,0.42745697498321533,0.27692803740501404,0.3875846862792969,0.5829201340675354,0.14028635621070862,0.733189046382904,0.6251175999641418,0.457212895154953,1.0,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.22068053483963013
golden,0.172581747174263,0.25489842891693115,0.18032915890216827,0.24846121668815613,0.16056685149669647,0.23340271413326263,0.18135562539100647,0.2343718558549881,0.28740859031677246,0.2640960216522217,0.25437235832214355,0.10610927641391754,0.19258302450180054,0.1324693262577057
gate,0.15973101556301117,0.3718024790287018,0.13430877029895782,0.1561926305294037,0.18904341757297516,0.15172944962978363,0.1883658766746521,0.19346238672733307,0.23649795353412628,0.10601513087749481,0.15150949358940125,0.2074635624885559,0.14569222927093506,0.071437306702137
bridge,0.16739098727703094,0.9999999403953552,0.15089653432369232,0.1554761528968811,0.10443059355020523,0.17739711701869965,0.22799189388751984,0.2026928812265396,0.27692803740501404,0.05330478772521019,0.04565837234258652,0.24113759398460388,0.18160192668437958,0.1396101862192154
.,0.3567904531955719,0.23252202570438385,0.37348684668540955,0.50484299659729,0.1938832700252533,0.5352458953857422,0.5593622326850891,0.4549728035926819,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.2886379361152649,0.24810922145843506,0.4130953550338745
