,which,end,of,the,saxon,garden,is,the,tom,of,the,unknown,soldier,located,at,?
at,0.3286694884300232,0.3223728835582733,0.42558613419532776,0.457212895154953,0.2056976556777954,0.23102568089962006,0.25906258821487427,0.457212895154953,0.1590569019317627,0.42558613419532776,0.457212895154953,0.20481207966804504,0.14484508335590363,0.3688831031322479,1.0,0.21978627145290375
the,0.6521818041801453,0.39658910036087036,0.733189046382904,1.0,0.26529496908187866,0.23359008133411407,0.5823672413825989,1.0,0.2116302251815796,0.733189046382904,1.0,0.23777544498443604,0.2112133949995041,0.407527357339859,0.457212895154953,0.22068053483963013
east,0.22817298769950867,0.21126505732536316,0.314786434173584,0.3383176326751709,0.21095570921897888,0.2436278760433197,0.2596127688884735,0.3383176326751709,0.12236911058425903,0.314786434173584,0.3383176326751709,0.08617054671049118,0.16169041395187378,0.35773882269859314,0.25603312253952026,0.10070597380399704
end,0.31110426783561707,1.0,0.2215006798505783,0.39658910036087036,0.15161670744419098,0.19992180168628693,0.2179071456193924,0.39658910036087036,0.15486332774162292,0.2215006798505783,0.39658910036087036,0.21416781842708588,0.22359581291675568,0.2061743140220642,0.3223728835582733,0.12543344497680664
of,0.5011631846427917,0.2215006798505783,1.0,0.733189046382904,0.2699488699436188,0.23306405544281006,0.4854315221309662,0.733189046382904,0.13850441575050354,1.0,0.733189046382904,0.2853793799877167,0.19775725901126862,0.32520920038223267,0.42558613419532776,0.1826142966747284
the,0.6521818041801453,0.39658910036087036,0.733189046382904,1.0,0.26529496908187866,0.23359008133411407,0.5823672413825989,1.0,0.2116302251815796,0.733189046382904,1.0,0.23777544498443604,0.2112133949995041,0.407527357339859,0.457212895154953,0.22068053483963013
park,0.22263368964195251,0.20478519797325134,0.24561640620231628,0.24748283624649048,0.09886232018470764,0.37896856665611267,0.2076987773180008,0.24748283624649048,0.18862789869308472,0.24561640620231628,0.24748283624649048,0.10726780444383621,0.1833181530237198,0.31520238518714905,0.24088282883167267,0.13508929312229156
",",0.3658004403114319,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.18075740337371826,0.2712799608707428,0.4691906273365021,0.4933079481124878,0.2243950217962265,0.4946078956127167,0.4933079481124878,0.26479753851890564,0.24486924707889557,0.2678719460964203,0.38314947485923767,0.31091248989105225
the,0.6521818041801453,0.39658910036087036,0.733189046382904,1.0,0.26529496908187866,0.23359008133411407,0.5823672413825989,1.0,0.2116302251815796,0.733189046382904,1.0,0.23777544498443604,0.2112133949995041,0.407527357339859,0.457212895154953,0.22068053483963013
tomb,0.17530469596385956,0.17028090357780457,0.24367870390415192,0.26880332827568054,0.18160083889961243,0.20728270709514618,0.2029544860124588,0.26880332827568054,0.26716867089271545,0.24367870390415192,0.26880332827568054,0.32264456152915955,0.32465845346450806,0.2872416377067566,0.20402348041534424,0.18185138702392578
of,0.5011631846427917,0.2215006798505783,1.0,0.733189046382904,0.2699488699436188,0.23306405544281006,0.4854315221309662,0.733189046382904,0.13850441575050354,1.0,0.733189046382904,0.2853793799877167,0.19775725901126862,0.32520920038223267,0.42558613419532776,0.1826142966747284
the,0.6521818041801453,0.39658910036087036,0.733189046382904,1.0,0.26529496908187866,0.23359008133411407,0.5823672413825989,1.0,0.2116302251815796,0.733189046382904,1.0,0.23777544498443604,0.2112133949995041,0.407527357339859,0.457212895154953,0.22068053483963013
unknown,0.23556388914585114,0.21416781842708588,0.2853793799877167,0.23777544498443604,0.23160308599472046,0.16316892206668854,0.2287159115076065,0.23777544498443604,0.07879733294248581,0.2853793799877167,0.23777544498443604,0.9999998807907104,0.2816399335861206,0.1348809152841568,0.20481207966804504,0.22083927690982819
soldier,0.08077579736709595,0.22359581291675568,0.19775725901126862,0.2112133949995041,0.14310091733932495,0.20410682260990143,0.19104135036468506,0.2112133949995041,0.1607956737279892,0.19775725901126862,0.2112133949995041,0.2816399335861206,1.0,0.12295354157686234,0.14484508335590363,0.1948787271976471
is,0.4457404911518097,0.2179071456193924,0.4854315221309662,0.5823672413825989,0.1688651442527771,0.21094022691249847,1.0,0.5823672413825989,0.16524507105350494,0.4854315221309662,0.5823672413825989,0.2287159115076065,0.19104135036468506,0.35717159509658813,0.25906258821487427,0.22961433231830597
situated,0.269835889339447,0.19152989983558655,0.2818121910095215,0.3139766454696655,0.20169375836849213,0.2004152536392212,0.36439594626426697,0.3139766454696655,0.04782070219516754,0.2818121910095215,0.3139766454696655,0.13366954028606415,0.12691622972488403,0.6149072647094727,0.30348193645477295,0.039639271795749664
.,0.45942068099975586,0.26526886224746704,0.5352458953857422,0.5934505462646484,0.17320390045642853,0.231033593416214,0.4569662809371948,0.5934505462646484,0.18908993899822235,0.5352458953857422,0.5934505462646484,0.287919819355011,0.22295594215393066,0.28226932883262634,0.4549728035926819,0.4130953550338745
