,how,many,miles,",",once,completed,",",will,the,the,lewis,s.,eaton,trail,cover,?
when,0.4767928421497345,0.36563900113105774,0.18827781081199646,0.36674630641937256,0.6055812835693359,0.1893177628517151,0.36674630641937256,0.42625120282173157,0.5091903209686279,0.5091903209686279,0.17199543118476868,0.03072851523756981,0.16968823969364166,0.19121548533439636,0.17469893395900726,0.22841128706932068
complete,0.2646922171115875,0.18256250023841858,0.19028398394584656,0.23945219814777374,0.228422150015831,0.6404756903648376,0.23945219814777374,0.2660394012928009,0.277624249458313,0.277624249458313,0.20872074365615845,-0.06358622014522552,0.1432308703660965,0.138273224234581,0.2605254352092743,0.11962060630321503
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,1.0000001192092896,0.32163992524147034,0.26047438383102417,1.0000001192092896,0.29706671833992004,0.4933079481124878,0.4933079481124878,0.23852142691612244,-0.04399429261684418,0.280277818441391,0.19075879454612732,0.24982257187366486,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.4933079481124878,0.4227895736694336,0.29278936982154846,0.4933079481124878,0.3635469079017639,1.0,1.0,0.2039148360490799,-0.04539619758725166,0.239471435546875,0.24638332426548004,0.26727065443992615,0.22068053483963013
lewis,0.17135991156101227,0.1891668438911438,0.20715932548046112,0.23852142691612244,0.19256697595119476,0.13088859617710114,0.23852142691612244,0.16287432610988617,0.2039148360490799,0.2039148360490799,1.0,0.018376870080828667,0.30508607625961304,0.2391989827156067,0.18277183175086975,0.153382807970047
s.,0.025706175714731216,-0.14284633100032806,-0.014046158641576767,-0.04399429261684418,0.06050017476081848,-0.079375259578228,-0.04399429261684418,0.029964681714773178,-0.04539619758725166,-0.04539619758725166,0.018376870080828667,1.0,-0.08322683721780777,-0.013206638395786285,-0.02308865636587143,0.07581593841314316
eaton,0.17278343439102173,0.14466793835163116,0.30920425057411194,0.280277818441391,0.25038886070251465,0.1702013909816742,0.280277818441391,0.16112776100635529,0.239471435546875,0.239471435546875,0.30508607625961304,-0.08322683721780777,1.0000001192092896,0.11112717539072037,0.14284461736679077,0.18085722625255585
trail,0.18135014176368713,0.15984612703323364,0.26519522070884705,0.19075879454612732,0.11901798099279404,0.12780369818210602,0.19075879454612732,0.16604937613010406,0.24638332426548004,0.24638332426548004,0.2391989827156067,-0.013206638395786285,0.11112717539072037,1.0000001192092896,0.14778849482536316,0.1399434357881546
system,0.282820463180542,0.2631138563156128,0.15915079414844513,0.18439900875091553,0.17757701873779297,0.17505456507205963,0.18439900875091553,0.21854417026042938,0.3233085572719574,0.3233085572719574,0.11296076327562332,-0.009207131341099739,0.12021023780107498,0.1115163192152977,0.10248077660799026,0.15556083619594574
will,0.41543328762054443,0.2847830653190613,0.11980267614126205,0.29706671833992004,0.42377960681915283,0.25806277990341187,0.29706671833992004,1.0,0.3635469079017639,0.3635469079017639,0.16287432610988617,0.029964681714773178,0.16112776100635529,0.16604937613010406,0.19302411377429962,0.35046905279159546
cover,0.12802870571613312,0.23853155970573425,0.11014319211244583,0.24982257187366486,0.16228005290031433,0.1860460340976715,0.24982257187366486,0.19302411377429962,0.26727065443992615,0.26727065443992615,0.18277183175086975,-0.02308865636587143,0.14284461736679077,0.14778849482536316,0.9999998807907104,0.18414615094661713
22,-0.07495728880167007,0.03192092478275299,-0.04449590668082237,-0.020062340423464775,-0.024807101115584373,-0.012593317776918411,-0.020062340423464775,0.09820693731307983,0.01572294719517231,0.01572294719517231,-0.03487137705087662,0.011088564060628414,-0.0953836590051651,-0.029622646048665047,-0.05216750502586365,0.06663474440574646
miles,0.13798850774765015,0.12950319051742554,1.0000001192092896,0.29495540261268616,0.23154915869235992,0.21581301093101501,0.29495540261268616,0.11980267614126205,0.25706055760383606,0.25706055760383606,0.20715932548046112,-0.014046158641576767,0.30920425057411194,0.26519522070884705,0.11014319211244583,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.6363511681556702,0.21157075464725494,0.21297790110111237,0.6363511681556702,0.26469120383262634,0.33289089798927307,0.33289089798927307,0.16988861560821533,0.049613021314144135,0.23045554757118225,0.12423907965421677,0.18309444189071655,0.40561532974243164
35,-0.11944353580474854,-0.07066774368286133,-0.07789628952741623,-0.0004808064259123057,-0.07215374708175659,0.07561089098453522,-0.0004808064259123057,0.028970476239919662,-0.04927394539117813,-0.04927394539117813,-0.04482901468873024,0.05108174309134483,-0.1357726901769638,-0.059675391763448715,-0.030044740065932274,-0.044106997549533844
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.2232249528169632,0.1526825726032257,0.18930211663246155,0.2232249528169632,0.07006053626537323,0.21376769244670868,0.21376769244670868,0.10191783308982849,-0.0941895842552185,0.2043927162885666,0.23835141956806183,0.03163609281182289,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.63033527135849,0.20788657665252686,0.23464587330818176,0.63033527135849,0.24492529034614563,0.3456730246543884,0.3456730246543884,0.19168627262115479,0.029647253453731537,0.21096093952655792,0.1385764181613922,0.16961535811424255,0.42300865054130554
between,0.2747800648212433,0.29423660039901733,0.22588089108467102,0.27714940905570984,0.25700652599334717,0.21500778198242188,0.27714940905570984,0.20024549961090088,0.39067012071609497,0.39067012071609497,0.08258144557476044,-0.019003387540578842,0.11118248105049133,0.16105319559574127,0.11831814050674438,0.12887074053287506
highway,0.13278521597385406,0.1213594377040863,0.3110760748386383,0.24056380987167358,0.11506802588701248,0.2130001038312912,0.24056380987167358,0.1074819564819336,0.20523275434970856,0.20523275434970856,0.13314345479011536,-0.05215614289045334,0.19583377242088318,0.3600755035877228,0.09023973345756531,0.15589815378189087
99,-0.1295674443244934,-0.1083502396941185,-0.06380124390125275,-0.0228560883551836,-0.006784289143979549,-0.06289371103048325,-0.0228560883551836,-0.1067247986793518,-0.061377424746751785,-0.061377424746751785,-0.08564914762973785,0.05400129780173302,0.05722184479236603,-0.07281188666820526,-0.0773831382393837,0.036831825971603394
and,0.33647966384887695,0.5296266674995422,0.2555042505264282,0.6633074283599854,0.31971874833106995,0.24284477531909943,0.6633074283599854,0.35983073711395264,0.5171257257461548,0.5171257257461548,0.26060494780540466,-0.06866887956857681,0.20476317405700684,0.23672235012054443,0.27793973684310913,0.20544172823429108
friant,0.13009998202323914,0.14731574058532715,0.1892295479774475,0.21162207424640656,0.11746931076049805,0.20683905482292175,0.21162207424640656,0.13657379150390625,0.2513693869113922,0.2513693869113922,0.10303904861211777,-0.027839938178658485,0.24309009313583374,0.18481898307800293,0.17833802103996277,0.17164628207683563
dam,0.13042567670345306,0.12589438259601593,0.23892289400100708,0.21186463534832,0.0988963395357132,0.3425740897655487,0.21186463534832,0.14393702149391174,0.2182406634092331,0.2182406634092331,0.0874456912279129,-0.1354367733001709,0.18119792640209198,0.16444775462150574,0.09617158770561218,0.08216840028762817
.,0.3287222981452942,0.3974229395389557,0.23885086178779602,0.6812511086463928,0.32454150915145874,0.2763804793357849,0.6812511086463928,0.33682769536972046,0.5934505462646484,0.5934505462646484,0.21951329708099365,0.03101840429008007,0.3012394309043884,0.16384440660476685,0.22325164079666138,0.4130953550338745
