,what,does,mnemiopsis,eat,?
one,0.376489520072937,0.2924913763999939,0.23214510083198547,0.20920982956886292,0.2673267424106598
ctenophore,0.2381439507007599,0.2509111762046814,0.5738357901573181,0.35920044779777527,0.2190871685743332
",",0.3087472915649414,0.28617382049560547,0.32095542550086975,0.27748003602027893,0.31091248989105225
mnemiopsis,0.3030424118041992,0.2771356701850891,1.0,0.2587071657180786,0.3170430064201355
",",0.3087472915649414,0.28617382049560547,0.32095542550086975,0.27748003602027893,0.31091248989105225
has,0.20338068902492523,0.42885294556617737,0.1918441504240036,0.17715062201023102,0.15994466841220856
accidentally,0.24162557721138,0.25304242968559265,0.168192058801651,0.20222169160842896,0.2163393795490265
been,0.2567804455757141,0.22925697267055511,0.14624370634555817,0.20259839296340942,0.24354910850524902
introduced,0.09417270123958588,0.13910196721553802,0.14781096577644348,0.2008390873670578,0.16386865079402924
into,0.2180619090795517,0.22312942147254944,0.12074291706085205,0.15252313017845154,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,0.23440246284008026,0.23500721156597137,0.22068053483963013
black,0.12054000794887543,0.1539068967103958,0.20939147472381592,0.2016335427761078,0.15159966051578522
sea,0.19525039196014404,0.12523514032363892,0.24282921850681305,0.23438358306884766,0.15551945567131042
",",0.3087472915649414,0.28617382049560547,0.32095542550086975,0.27748003602027893,0.31091248989105225
where,0.4457937180995941,0.2965966761112213,0.19037418067455292,0.18940359354019165,0.24793872237205505
it,0.45803478360176086,0.34188351035118103,0.2523363530635834,0.23909085988998413,0.25732165575027466
is,0.28837618231773376,0.4403602182865143,0.28297117352485657,0.2207634150981903,0.22961433231830597
blamed,0.21846549212932587,0.219659224152565,0.1522926539182663,0.23786509037017822,0.14765259623527527
for,0.3017193675041199,0.35159170627593994,0.25431740283966064,0.24262283742427826,0.264628142118454
causing,0.24770919978618622,0.30753469467163086,0.22404682636260986,0.24334079027175903,0.1852436512708664
fish,0.18598103523254395,0.20884616672992706,0.2590174376964569,0.4699729382991791,0.1945318728685379
stocks,0.18014369904994965,0.27501294016838074,0.15452681481838226,0.2778623402118683,0.17080073058605194
to,0.455847829580307,0.4391997456550598,0.2134498953819275,0.2744981348514557,0.29463258385658264
collapse,0.24220240116119385,0.20997929573059082,0.18355774879455566,0.157138854265213,0.11913932114839554
by,0.2455483376979828,0.143477201461792,0.16947123408317566,0.11022006720304489,0.17966607213020325
eating,0.2731613218784332,0.24198850989341736,0.32654303312301636,0.6750843524932861,0.24161317944526672
both,0.3361809551715851,0.3216230869293213,0.16601839661598206,0.1581161618232727,0.19455738365650177
fish,0.18598103523254395,0.20884616672992706,0.2590174376964569,0.4699729382991791,0.1945318728685379
larvae,0.186910018324852,0.19251230359077454,0.39720532298088074,0.4495505094528198,0.18174287676811218
and,0.31309178471565247,0.3461615741252899,0.22967760264873505,0.27494877576828003,0.20544172823429108
organisms,0.22214920818805695,0.23000341653823853,0.40281733870506287,0.3260660171508789,0.22621455788612366
that,0.6297725439071655,0.4764937460422516,0.3065280020236969,0.3223154842853546,0.32716336846351624
would,0.45766422152519226,0.5055691003799438,0.2145218402147293,0.26388394832611084,0.37178951501846313
otherwise,0.39239436388015747,0.3627772927284241,0.24970869719982147,0.23660175502300262,0.29367905855178833
have,0.39808809757232666,0.3709583580493927,0.26622363924980164,0.38198792934417725,0.32991164922714233
fed,0.18619252741336823,0.23115675151348114,0.14435170590877533,0.3126660883426666,0.17320656776428223
the,0.42745697498321533,0.35928019881248474,0.23440246284008026,0.23500721156597137,0.22068053483963013
fish,0.18598103523254395,0.20884616672992706,0.2590174376964569,0.4699729382991791,0.1945318728685379
.,0.3567904531955719,0.3022993505001068,0.29047080874443054,0.3032529056072235,0.4130953550338745
