,what,do,conquering,people,pass,down,to,native,populations,?
colonialism,0.27914220094680786,0.2352442741394043,0.3869563043117523,0.2552579641342163,0.10459644347429276,0.09713394194841385,0.24242931604385376,0.35224154591560364,0.300132155418396,0.1519109606742859
can,0.34502777457237244,0.45775556564331055,0.12186641991138458,0.30825889110565186,0.24173884093761444,0.2631096839904785,0.4979398250579834,0.20130297541618347,0.24503934383392334,0.3226337134838104
completely,0.3990919888019562,0.24644890427589417,0.31857457756996155,0.24266169965267181,0.14687339961528778,0.21865583956241608,0.3738563656806946,0.1650020033121109,0.23927773535251617,0.17155995965003967
change,0.3690716028213501,0.528757631778717,0.20677393674850464,0.2221015989780426,0.23433633148670197,0.2054651528596878,0.3581787943840027,0.14390841126441956,0.23375681042671204,0.24115969240665436
the,0.42745697498321533,0.30239659547805786,0.37138304114341736,0.36838498711586,0.25961899757385254,0.3325848877429962,0.535392165184021,0.24374492466449738,0.2796059846878052,0.22068053483963013
existing,0.31325602531433105,0.30033713579177856,0.2718626856803894,0.21248729526996613,0.1932237148284912,0.18659470975399017,0.36717307567596436,0.15459513664245605,0.211288183927536,0.31003472208976746
social,0.22217629849910736,0.21496951580047607,0.1711197793483734,0.2459716647863388,0.02787144109606743,0.13135796785354614,0.19684761762619019,0.1662042886018753,0.265784353017807,0.1615191102027893
structure,0.27351704239845276,0.1761092096567154,0.1898643970489502,0.15409263968467712,0.1411004662513733,0.18789444863796234,0.27200284600257874,0.16894955933094025,0.24948839843273163,0.1770772784948349
",",0.3087472915649414,0.3283645510673523,0.2530648410320282,0.36644625663757324,0.22301842272281647,0.23362469673156738,0.44245919585227966,0.30732813477516174,0.2880891263484955,0.31091248989105225
physical,0.27895045280456543,0.23259274661540985,0.19761475920677185,0.18675200641155243,0.11535334587097168,0.12014620751142502,0.24461913108825684,0.071675144135952,0.13253360986709595,0.11781801283359528
structure,0.27351704239845276,0.1761092096567154,0.1898643970489502,0.15409263968467712,0.1411004662513733,0.18789444863796234,0.27200284600257874,0.16894955933094025,0.24948839843273163,0.1770772784948349
and,0.31309178471565247,0.276123583316803,0.33119073510169983,0.3016039729118347,0.2433357536792755,0.2760816216468811,0.48971283435821533,0.26731550693511963,0.26962190866470337,0.20544172823429108
economics,0.21107932925224304,0.18133516609668732,0.12431032955646515,0.21489271521568298,0.04147441312670708,0.0783502385020256,0.22133201360702515,0.0949719026684761,0.18176501989364624,0.15849412977695465
of,0.33290785551071167,0.26150479912757874,0.3325044810771942,0.3251037895679474,0.18302802741527557,0.23279321193695068,0.41548454761505127,0.2524676024913788,0.2561377286911011,0.1826142966747284
an,0.2821882665157318,0.25865980982780457,0.12081211060285568,0.16753636300563812,0.13785582780838013,0.12891331315040588,0.3138085603713989,0.2282305657863617,0.13399507105350494,0.19793890416622162
area,0.21965408325195312,0.19017988443374634,0.2689865231513977,0.37957796454429626,0.14520515501499176,0.1461591124534607,0.2797197997570038,0.30992376804351807,0.42614439129829407,0.12640461325645447
;,0.10986888408660889,0.06261929124593735,0.13173317909240723,0.054711293429136276,0.03374861553311348,0.05124911293387413,0.0979827418923378,0.16911308467388153,0.0555834099650383,0.10349778085947037
it,0.45803478360176086,0.337066113948822,0.2809390127658844,0.3940119743347168,0.2256692498922348,0.2670116126537323,0.513711154460907,0.23190028965473175,0.2608520984649658,0.25732165575027466
is,0.28837618231773376,0.30895981192588806,0.19527630507946014,0.34254953265190125,0.20208431780338287,0.16725905239582062,0.42745086550712585,0.25614386796951294,0.23993824422359467,0.22961433231830597
not,0.5449194312095642,0.6619802713394165,0.22718125581741333,0.28395727276802063,0.2082633674144745,0.24106737971305847,0.5149973034858704,0.22181853652000427,0.2606426775455475,0.41942933201789856
