,who,can,enforce,the,european,union,law,when,member,states,provide,lesser,rights,?
where,0.41804537177085876,0.3773181736469269,0.1965661495923996,0.5003893971443176,0.17414534091949463,0.14066480100154877,0.21956811845302582,0.5747735500335693,0.1601654589176178,0.24649012088775635,0.30263036489486694,0.1870117336511612,0.1592552661895752,0.24793872237205505
the,0.3733934462070465,0.312528520822525,0.2724851667881012,1.0,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.5091903209686279,0.2806392312049866,0.3463578522205353,0.26373472809791565,0.27918535470962524,0.2579100430011749,0.22068053483963013
laws,0.30102699995040894,0.21583211421966553,0.5171294808387756,0.2587076723575592,0.21827232837677002,0.2677162289619446,0.6853237152099609,0.24706986546516418,0.19865256547927856,0.27461767196655273,0.1902511864900589,0.20226570963859558,0.38518741726875305,0.17911791801452637
of,0.2827862501144409,0.2603091299533844,0.2509682774543762,0.733189046382904,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.3757161796092987,0.2701796889305115,0.30884552001953125,0.27198103070259094,0.28063535690307617,0.19425496459007263,0.1826142966747284
member,0.3046252727508545,0.09298814088106155,0.2053259164094925,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.17515966296195984,0.1946450024843216,0.9999998807907104,0.18290899693965912,0.09132219851016998,0.12109117209911346,0.18115058541297913,0.06826172769069672
states,0.21313154697418213,0.18360939621925354,0.3358687162399292,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.2508668601512909,0.24639196693897247,0.18290899693965912,1.0,0.21804334223270416,0.13869459927082062,0.26858797669410706,0.16272737085819244
provide,0.2286112904548645,0.3899819850921631,0.3279434144496918,0.26373472809791565,0.133933424949646,0.15900202095508575,0.18199969828128815,0.22032307088375092,0.09132219851016998,0.21804334223270416,1.0,0.13260464370250702,0.16886408627033234,0.22704634070396423
for,0.37110671401023865,0.35690054297447205,0.2628662884235382,0.4739971458911896,0.2838500738143921,0.20406247675418854,0.1650637686252594,0.43402108550071716,0.2718653976917267,0.2496437132358551,0.42299434542655945,0.14413470029830933,0.24823954701423645,0.264628142118454
lesser,0.13477520644664764,0.1749589741230011,0.18138748407363892,0.27918535470962524,0.17928901314735413,0.11598675698041916,0.18641531467437744,0.16509698331356049,0.12109117209911346,0.13869459927082062,0.13260464370250702,0.9999998807907104,0.1518717110157013,0.17708076536655426
rights,0.3146883249282837,0.1727154403924942,0.34561869502067566,0.2579100430011749,0.20173384249210358,0.16317512094974518,0.3795265257358551,0.18668439984321594,0.18115058541297913,0.26858797669410706,0.16886408627033234,0.1518717110157013,0.9999999403953552,0.21814769506454468
european,0.2314588874578476,0.14084136486053467,0.1659049391746521,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.1717725396156311,0.24138560891151428,0.25554242730140686,0.133933424949646,0.17928901314735413,0.20173384249210358,0.14560863375663757
union,0.16662479937076569,0.1335739940404892,0.23547005653381348,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.1950688660144806,0.23030449450016022,0.30693942308425903,0.15900202095508575,0.11598675698041916,0.16317512094974518,0.07797172665596008
law,0.21111567318439484,0.13600260019302368,0.4950305223464966,0.24548950791358948,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.2062477022409439,0.17515966296195984,0.2508668601512909,0.18199969828128815,0.18641531467437744,0.3795265257358551,0.1528988480567932
can,0.2602734863758087,1.0,0.23977316915988922,0.312528520822525,0.14084136486053467,0.1335739940404892,0.13600260019302368,0.39191514253616333,0.09298814088106155,0.18360939621925354,0.3899819850921631,0.1749589741230011,0.1727154403924942,0.3226337134838104
be,0.3371641933917999,0.5791122913360596,0.3089166283607483,0.4248143136501312,0.13481922447681427,0.16980519890785217,0.18454892933368683,0.4451393485069275,0.15509481728076935,0.24637973308563232,0.41814184188842773,0.15838582813739777,0.19251969456672668,0.3324260413646698
enforced,0.3077579438686371,0.19714421033859253,0.837976336479187,0.23242081701755524,0.1732768416404724,0.1997518092393875,0.46206778287887573,0.22070559859275818,0.1984521597623825,0.2320481240749359,0.23873531818389893,0.1663132905960083,0.3141033351421356,0.21104566752910614
by,0.39727845788002014,0.29642900824546814,0.19583843648433685,0.4408751428127289,0.17922990024089813,0.14484883844852448,0.1977037936449051,0.4376842677593231,0.14692413806915283,0.23827408254146576,0.2001653015613556,0.15003332495689392,0.19225828349590302,0.17966607213020325
the,0.3733934462070465,0.312528520822525,0.2724851667881012,1.0,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.5091903209686279,0.2806392312049866,0.3463578522205353,0.26373472809791565,0.27918535470962524,0.2579100430011749,0.22068053483963013
courts,0.25162091851234436,0.21489909291267395,0.4055846631526947,0.2453746348619461,0.1762567013502121,0.25711148977279663,0.4104453921318054,0.19352199137210846,0.1733669489622116,0.309557169675827,0.2087753564119339,0.17619648575782776,0.28723129630088806,0.17759139835834503
of,0.2827862501144409,0.2603091299533844,0.2509682774543762,0.733189046382904,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.3757161796092987,0.2701796889305115,0.30884552001953125,0.27198103070259094,0.28063535690307617,0.19425496459007263,0.1826142966747284
member,0.3046252727508545,0.09298814088106155,0.2053259164094925,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.17515966296195984,0.1946450024843216,0.9999998807907104,0.18290899693965912,0.09132219851016998,0.12109117209911346,0.18115058541297913,0.06826172769069672
states,0.21313154697418213,0.18360939621925354,0.3358687162399292,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.2508668601512909,0.24639196693897247,0.18290899693965912,1.0,0.21804334223270416,0.13869459927082062,0.26858797669410706,0.16272737085819244
