,in,modern,times,",",firms,may,offer,themselves,as,what,for,a,construction,project,?
thus,0.26358214020729065,0.15861831605434418,0.24907788634300232,0.3071325421333313,0.265517920255661,0.18323582410812378,0.28784748911857605,0.36354464292526245,0.3594212234020233,0.30745524168014526,0.35466766357421875,0.3190890848636627,0.2205021232366562,0.18454866111278534,0.18769288063049316
",",0.5201468467712402,0.2557750344276428,0.2897866368293762,1.0000001192092896,0.20413024723529816,0.5007920861244202,0.2830800712108612,0.19974499940872192,0.48816442489624023,0.3087472915649414,0.4464869201183319,0.427140474319458,0.23704268038272858,0.24875426292419434,0.31091248989105225
each,0.30816060304641724,0.19188116490840912,0.2752619683742523,0.207483172416687,0.22161144018173218,0.19972848892211914,0.2323574423789978,0.3347231447696686,0.27854636311531067,0.3353266417980194,0.3044290542602539,0.434999018907547,0.22676728665828705,0.15298576653003693,0.21173812448978424
such,0.2704046070575714,0.2688790261745453,0.19573956727981567,0.39626169204711914,0.33581021428108215,0.327393501996994,0.2678348124027252,0.29908061027526855,0.6207084655761719,0.23989605903625488,0.36098620295524597,0.2706976532936096,0.1646624356508255,0.15285636484622955,0.17851735651493073
firm,0.18565146625041962,0.14423121511936188,0.16063670814037323,0.21962358057498932,0.6748208999633789,0.1361672580242157,0.2585376501083374,0.13437895476818085,0.2475360780954361,0.15721003711223602,0.1946931630373001,0.21934929490089417,0.3128361105918884,0.2488148808479309,0.08762375265359879
may,0.3424151837825775,0.16199226677417755,0.22239290177822113,0.5007920861244202,0.15867847204208374,0.9999998807907104,0.18761511147022247,0.2462133914232254,0.32133710384368896,0.25739946961402893,0.29255861043930054,0.29255667328834534,0.16899748146533966,0.17985300719738007,0.2768254578113556
offer,0.1875079721212387,0.12697787582874298,0.17214766144752502,0.2830800712108612,0.3518274128437042,0.18761511147022247,0.9999998807907104,0.2226036787033081,0.3012295663356781,0.20134106278419495,0.35623615980148315,0.20917463302612305,0.21167317032814026,0.17733366787433624,0.1774262934923172
itself,0.28042417764663696,0.23670323193073273,0.25105100870132446,0.2783147692680359,0.2892645001411438,0.22121036052703857,0.14468300342559814,0.40837809443473816,0.2946869432926178,0.3625122308731079,0.25750136375427246,0.4065200984477997,0.21809403598308563,0.16717009246349335,0.17933900654315948
as,0.3887844979763031,0.242071270942688,0.2614286541938782,0.48816442489624023,0.28902846574783325,0.32133710384368896,0.3012295663356781,0.28746727108955383,1.0,0.31749409437179565,0.44774648547172546,0.39550232887268066,0.22668303549289703,0.22332392632961273,0.27043893933296204
``,0.04765888676047325,0.07341054081916809,0.027419542893767357,0.09681109338998795,-0.006294821854680777,0.13614267110824585,-0.04611703380942345,0.12830042839050293,0.03910288214683533,0.008517155423760414,0.01270448137074709,0.07272057235240936,-0.05752743408083916,-0.08674123138189316,0.0685480609536171
one-stop,0.3254952132701874,0.21148639917373657,0.26058799028396606,0.352873831987381,0.23098179697990417,0.2230931520462036,0.2755506634712219,0.2788063585758209,0.3270705044269562,0.36847954988479614,0.34505903720855713,0.3286191523075104,0.2683771252632141,0.3247426152229309,0.3018774390220642
shopping,0.25587013363838196,0.20649775862693787,0.12913084030151367,0.22641058266162872,0.2835718095302582,0.12557640671730042,0.2854776084423065,0.1610233187675476,0.2204592376947403,0.128513902425766,0.26195716857910156,0.2608565390110016,0.3037639558315277,0.1066480427980423,0.1303974688053131
'',0.07432962208986282,0.0925660952925682,-0.032459624111652374,-0.037358131259679794,-0.005270225461572409,0.020231230184435844,0.00034824403701350093,-0.032429132610559464,0.006628023460507393,0.08143015950918198,-0.04479556903243065,0.04890415817499161,0.043016478419303894,-0.03403550386428833,0.018684765323996544
for,0.4322226941585541,0.22431503236293793,0.2999500632286072,0.4464869201183319,0.21972301602363586,0.29255861043930054,0.35623615980148315,0.2530568838119507,0.44774648547172546,0.3017193675041199,0.9999999403953552,0.44038116931915283,0.2193669229745865,0.2228124439716339,0.264628142118454
a,0.539380669593811,0.24361324310302734,0.2745400369167328,0.427140474319458,0.24381820857524872,0.29255667328834534,0.20917463302612305,0.19371497631072998,0.39550232887268066,0.3320399522781372,0.44038116931915283,1.0,0.25036895275115967,0.2328382134437561,0.23916715383529663
construction,0.3031303882598877,0.25003910064697266,0.14236842095851898,0.23704268038272858,0.3115715980529785,0.16899748146533966,0.21167317032814026,0.15836729109287262,0.22668303549289703,0.20329850912094116,0.2193669229745865,0.25036895275115967,1.0,0.39453527331352234,0.13494056463241577
project,0.16277937591075897,0.10612449795007706,0.09994018822908401,0.24875426292419434,0.24888038635253906,0.17985300719738007,0.17733366787433624,0.1464061737060547,0.22332392632961273,0.27033838629722595,0.2228124439716339,0.2328382134437561,0.39453527331352234,1.0,0.30569031834602356
",",0.5201468467712402,0.2557750344276428,0.2897866368293762,1.0000001192092896,0.20413024723529816,0.5007920861244202,0.2830800712108612,0.19974499940872192,0.48816442489624023,0.3087472915649414,0.4464869201183319,0.427140474319458,0.23704268038272858,0.24875426292419434,0.31091248989105225
from,0.4274188280105591,0.20089907944202423,0.25679540634155273,0.39760664105415344,0.16356799006462097,0.23997589945793152,0.16435587406158447,0.21627750992774963,0.3251767158508301,0.2737620174884796,0.314039945602417,0.322764128446579,0.15699175000190735,0.17965814471244812,0.19969791173934937
beginning,0.3787442147731781,0.2769600450992584,0.2672138214111328,0.31347912549972534,0.20748548209667206,0.23129837214946747,0.13186703622341156,0.22062884271144867,0.3335636258125305,0.3351518511772156,0.2987837791442871,0.31769853830337524,0.26435041427612305,0.20906905829906464,0.19413669407367706
to,0.45010748505592346,0.193939670920372,0.32875269651412964,0.44245919585227966,0.24817463755607605,0.391582727432251,0.34615713357925415,0.37259936332702637,0.42092081904411316,0.455847829580307,0.4451248347759247,0.45503583550453186,0.24810278415679932,0.28750085830688477,0.29463258385658264
end,0.28539085388183594,0.16392387449741364,0.197792649269104,0.25448864698410034,0.16932177543640137,0.15091805160045624,0.1653095930814743,0.18844814598560333,0.23417671024799347,0.29234179854393005,0.22042374312877655,0.28924596309661865,0.2179669588804245,0.18564964830875397,0.12543344497680664
.,0.5591574311256409,0.22790057957172394,0.2891986668109894,0.6812511086463928,0.1992122232913971,0.35826805233955383,0.23210087418556213,0.20394743978977203,0.515582263469696,0.3567904531955719,0.4726039469242096,0.50484299659729,0.23682771623134613,0.23938670754432678,0.4130953550338745
