,how,many,intercollegiate,sports,does,harvard,compete,in,ncaa,division,i
the,0.33890387415885925,0.4335206151008606,0.30398470163345337,0.20313861966133118,0.35928019881248474,0.24496200680732727,0.28425246477127075,0.6662389636039734,0.24887123703956604,0.26203617453575134,0.26687872409820557
harvard,0.19650645554065704,0.19690528512001038,0.40628063678741455,0.20384465157985687,0.11194910854101181,1.0,0.22711509466171265,0.26072487235069275,0.3165546953678131,0.12598228454589844,0.17101705074310303
crimson,0.21195346117019653,0.13885678350925446,0.2729590833187103,0.1976870596408844,0.1565794050693512,0.2547101676464081,0.1734331101179123,0.16905781626701355,0.26996102929115295,0.10678622126579285,0.20005252957344055
competes,0.0973222628235817,0.1899069845676422,0.43976178765296936,0.3823626935482025,0.25779691338539124,0.22024810314178467,0.8145822882652283,0.242519810795784,0.34446629881858826,0.2668488025665283,0.10746199637651443
in,0.2601168751716614,0.41474202275276184,0.2711106836795807,0.27591386437416077,0.214483380317688,0.26072487235069275,0.2251034528017044,1.0,0.19002242386341095,0.2658538520336151,0.22907796502113342
42,-0.03820109739899635,-0.09037695825099945,-0.11639285087585449,-0.029034104198217392,0.013180499896407127,-0.07802855223417282,-0.09790515899658203,-0.1243850365281105,-0.06304218620061874,-0.19285839796066284,-0.11201932281255722
intercollegiate,0.14521431922912598,0.21274301409721375,0.9999998807907104,0.42215198278427124,0.2063138484954834,0.40628063678741455,0.4409509003162384,0.2711106836795807,0.5864467024803162,0.3388229012489319,0.1696929931640625
sports,0.10512971878051758,0.18239200115203857,0.42215198278427124,0.9999999403953552,0.1843414306640625,0.20384465157985687,0.35998570919036865,0.27591386437416077,0.39481228590011597,0.18151158094406128,0.1553589105606079
in,0.2601168751716614,0.41474202275276184,0.2711106836795807,0.27591386437416077,0.214483380317688,0.26072487235069275,0.2251034528017044,1.0,0.19002242386341095,0.2658538520336151,0.22907796502113342
the,0.33890387415885925,0.4335206151008606,0.30398470163345337,0.20313861966133118,0.35928019881248474,0.24496200680732727,0.28425246477127075,0.6662389636039734,0.24887123703956604,0.26203617453575134,0.26687872409820557
ncaa,0.16276533901691437,0.14460471272468567,0.5864467024803162,0.39481228590011597,0.1974589228630066,0.3165546953678131,0.4039894938468933,0.19002242386341095,1.0,0.43689456582069397,0.267013818025589
division,0.1334267407655716,0.17186380922794342,0.3388229012489319,0.18151158094406128,0.10631364583969116,0.12598228454589844,0.21591022610664368,0.2658538520336151,0.43689456582069397,1.0,0.1133301630616188
i,0.3186261057853699,0.22270812094211578,0.1696929931640625,0.1553589105606079,0.2994098961353302,0.17101705074310303,0.14752249419689178,0.22907796502113342,0.267013818025589,0.1133301630616188,0.9999999403953552
ivy,0.1020754873752594,0.15177899599075317,0.31369277834892273,0.15539252758026123,0.16133533418178558,0.2955663204193115,0.2013801634311676,0.1755220741033554,0.3523304760456085,0.16406488418579102,0.1924787312746048
league,0.04579940438270569,0.15746146440505981,0.40340080857276917,0.3001449704170227,0.11557354778051376,0.19372740387916565,0.32466310262680054,0.22963495552539825,0.4325389862060547,0.3892407715320587,0.17376257479190826
.,0.3287222981452942,0.3974229395389557,0.2604511082172394,0.25474128127098083,0.3022993505001068,0.254516065120697,0.20177166163921356,0.5591574311256409,0.20997175574302673,0.27855971455574036,0.33645379543304443
