,outside,of,national,recognition,",",what,other,kind,of,recognition,do,some,of,the,cities,get,?
southern,0.25898024439811707,0.31933003664016724,0.24961405992507935,0.11876804381608963,0.2795628309249878,0.18679563701152802,0.22025135159492493,0.12290651351213455,0.31933003664016724,0.11876804381608963,0.12368836998939514,0.20197974145412445,0.31933003664016724,0.3282862603664398,0.23386754095554352,0.1346699744462967,0.11225555837154388
california,0.1528339982032776,0.24929828941822052,0.2546478509902954,0.12525221705436707,0.2704589068889618,0.1811584085226059,0.19346874952316284,0.14210517704486847,0.24929828941822052,0.12525221705436707,0.1666015088558197,0.1997632533311844,0.24929828941822052,0.2750805914402008,0.10079557448625565,0.17275960743427277,0.1409905105829239
is,0.2823421061038971,0.4854315221309662,0.23413582146167755,0.1883109211921692,0.4691906273365021,0.28837618231773376,0.25895947217941284,0.3292753994464874,0.4854315221309662,0.1883109211921692,0.30895981192588806,0.3038453459739685,0.4854315221309662,0.5823672413825989,0.21770904958248138,0.29207053780555725,0.22961433231830597
divided,0.18900997936725616,0.37450557947158813,0.15852099657058716,0.15652506053447723,0.25847432017326355,0.2138991504907608,0.24478933215141296,0.11056923866271973,0.37450557947158813,0.15652506053447723,0.18526464700698853,0.2474404126405716,0.37450557947158813,0.34601110219955444,0.19329403340816498,0.15987414121627808,0.10190024226903915
culturally,0.26046571135520935,0.24142678081989288,0.31440433859825134,0.3319159150123596,0.21637564897537231,0.25300973653793335,0.27738115191459656,0.1396971195936203,0.24142678081989288,0.3319159150123596,0.18263232707977295,0.3200843930244446,0.24142678081989288,0.2812896966934204,0.26244479417800903,0.10994225740432739,0.13023632764816284
",",0.2726076543331146,0.4946078956127167,0.23933029174804688,0.23705700039863586,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20629581809043884,0.4946078956127167,0.23705700039863586,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.31927579641342163,0.2926318049430847,0.31091248989105225
politically,0.23764823377132416,0.21152378618717194,0.1751955896615982,0.21006101369857788,0.23017244040966034,0.1967483013868332,0.2046525627374649,0.11580625176429749,0.21152378618717194,0.21006101369857788,0.14788326621055603,0.26443079113960266,0.21152378618717194,0.2379349023103714,0.23964525759220123,0.1594541072845459,0.14733245968818665
",",0.2726076543331146,0.4946078956127167,0.23933029174804688,0.23705700039863586,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20629581809043884,0.4946078956127167,0.23705700039863586,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.31927579641342163,0.2926318049430847,0.31091248989105225
and,0.31803378462791443,0.5116966962814331,0.2608908712863922,0.26816076040267944,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.22462370991706848,0.5116966962814331,0.26816076040267944,0.276123583316803,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.292957067489624,0.37609121203422546,0.20544172823429108
economically,0.2248479276895523,0.2826400101184845,0.11984074115753174,0.1997733861207962,0.2064574956893921,0.23679961264133453,0.2754456102848053,0.1802385151386261,0.2826400101184845,0.1997733861207962,0.22202175855636597,0.30926772952079773,0.2826400101184845,0.30036741495132446,0.2777937352657318,0.2043197751045227,0.09716098010540009
into,0.32923445105552673,0.32255905866622925,0.13876460492610931,0.19662126898765564,0.2826121151447296,0.2180619090795517,0.25933539867401123,0.20515212416648865,0.32255905866622925,0.19662126898765564,0.20546826720237732,0.3148764669895172,0.32255905866622925,0.39493247866630554,0.17888465523719788,0.29681822657585144,0.15662476420402527
distinctive,0.20869624614715576,0.28103455901145935,0.14084503054618835,0.3753017783164978,0.24679994583129883,0.25436970591545105,0.2945929765701294,0.37425997853279114,0.28103455901145935,0.3753017783164978,0.19705992937088013,0.34566062688827515,0.28103455901145935,0.2618619501590729,0.03975777328014374,0.10918454825878143,0.07970129698514938
regions,0.3060830533504486,0.3694140613079071,0.2279759794473648,0.2169319987297058,0.26776278018951416,0.22129066288471222,0.29254353046417236,0.2296396940946579,0.3694140613079071,0.2169319987297058,0.18364502489566803,0.2415134757757187,0.3694140613079071,0.36158451437950134,0.4261610805988312,0.14706285297870636,0.11608363687992096
",",0.2726076543331146,0.4946078956127167,0.23933029174804688,0.23705700039863586,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20629581809043884,0.4946078956127167,0.23705700039863586,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.31927579641342163,0.2926318049430847,0.31091248989105225
each,0.26892638206481934,0.38460010290145874,0.20138581097126007,0.20262344181537628,0.207483172416687,0.3353266417980194,0.5260580778121948,0.23845946788787842,0.38460010290145874,0.20262344181537628,0.2601187825202942,0.3905022144317627,0.38460010290145874,0.470844566822052,0.17861276865005493,0.303616464138031,0.21173812448978424
containing,0.26555612683296204,0.3227089047431946,0.15622588992118835,0.09659409523010254,0.24371451139450073,0.10250329971313477,0.3657306432723999,0.21049514412879944,0.3227089047431946,0.09659409523010254,0.186015784740448,0.33131954073905945,0.3227089047431946,0.268460214138031,0.14246170222759247,0.2673335671424866,0.1655367761850357
its,0.27479639649391174,0.48690423369407654,0.22022826969623566,0.27068614959716797,0.33157986402511597,0.30393704771995544,0.29483991861343384,0.17957401275634766,0.48690423369407654,0.27068614959716797,0.18495778739452362,0.37440580129623413,0.48690423369407654,0.559237003326416,0.2535979151725769,0.21364489197731018,0.15103481709957123
own,0.2866668403148651,0.3269667625427246,0.16448239982128143,0.31629589200019836,0.2796398997306824,0.35062843561172485,0.3725730776786804,0.2678379416465759,0.3269667625427246,0.31629589200019836,0.31129190325737,0.396758496761322,0.3269667625427246,0.334675133228302,0.1609964668750763,0.2926033139228821,0.1937696635723114
culture,0.1847383826971054,0.27266472578048706,0.27194491028785706,0.25607797503471375,0.23807421326637268,0.22475376725196838,0.22603745758533478,0.1990969330072403,0.27266472578048706,0.25607797503471375,0.1603490710258484,0.2460697889328003,0.27266472578048706,0.27157285809516907,0.21979199349880219,0.14012955129146576,0.13093146681785583
and,0.31803378462791443,0.5116966962814331,0.2608908712863922,0.26816076040267944,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.22462370991706848,0.5116966962814331,0.26816076040267944,0.276123583316803,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.292957067489624,0.37609121203422546,0.20544172823429108
atmosphere,0.25480595231056213,0.1981431096792221,0.16490504145622253,0.17463867366313934,0.26560261845588684,0.2530241310596466,0.2516075372695923,0.14903736114501953,0.1981431096792221,0.17463867366313934,0.14721478521823883,0.2536154091358185,0.1981431096792221,0.24429655075073242,0.16498741507530212,0.16163741052150726,0.15636961162090302
",",0.2726076543331146,0.4946078956127167,0.23933029174804688,0.23705700039863586,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20629581809043884,0.4946078956127167,0.23705700039863586,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.31927579641342163,0.2926318049430847,0.31091248989105225
anchored,0.13315710425376892,0.18385523557662964,0.08460281044244766,0.11786943674087524,0.202683225274086,0.16780303418636322,0.13314180076122284,0.11602519452571869,0.18385523557662964,0.11786943674087524,0.18064583837985992,0.15423057973384857,0.18385523557662964,0.25245562195777893,0.12052949517965317,0.11316860467195511,0.0930626317858696
usually,0.33734869956970215,0.33931583166122437,0.17828132212162018,0.13768281042575836,0.21946179866790771,0.32521089911460876,0.42674925923347473,0.4697824716567993,0.33931583166122437,0.13768281042575836,0.3498661518096924,0.5402855277061462,0.33931583166122437,0.36782920360565186,0.13005106151103973,0.36749744415283203,0.19435347616672516
by,0.28780537843704224,0.3646814823150635,0.19307640194892883,0.2397790551185608,0.3680937886238098,0.2455483376979828,0.3321913778781891,0.13289578258991241,0.3646814823150635,0.2397790551185608,0.1481526494026184,0.306446373462677,0.3646814823150635,0.4408751428127289,0.14042139053344727,0.2411126047372818,0.17966607213020325
a,0.3113526403903961,0.5052502155303955,0.27889734506607056,0.26844608783721924,0.427140474319458,0.3320399522781372,0.2806335389614105,0.42310917377471924,0.5052502155303955,0.26844608783721924,0.26237669587135315,0.34539633989334106,0.5052502155303955,0.5829201340675354,0.18820415437221527,0.27948489785194397,0.23916715383529663
city,0.24333782494068146,0.32503411173820496,0.24780899286270142,0.16937577724456787,0.35839709639549255,0.17493832111358643,0.20028837025165558,0.1391046792268753,0.32503411173820496,0.16937577724456787,0.11803969740867615,0.1744091510772705,0.32503411173820496,0.35769423842430115,0.5864919424057007,0.1543910801410675,0.13423943519592285
with,0.27869418263435364,0.41827285289764404,0.15206176042556763,0.23170287907123566,0.4120737314224243,0.2464839518070221,0.44086363911628723,0.2680599093437195,0.41827285289764404,0.23170287907123566,0.23744353652000427,0.3924338221549988,0.41827285289764404,0.4223487675189972,0.22294199466705322,0.3307689428329468,0.2433311939239502
both,0.29967406392097473,0.3565710783004761,0.17430591583251953,0.30362358689308167,0.38080528378486633,0.3361809551715851,0.48922300338745117,0.21418920159339905,0.3565710783004761,0.30362358689308167,0.24471816420555115,0.553080141544342,0.3565710783004761,0.4931981563568115,0.19824077188968658,0.3147074580192566,0.19455738365650177
national,0.21555297076702118,0.3314673602581024,1.0000001192092896,0.25582775473594666,0.23933029174804688,0.16882304847240448,0.1963898241519928,0.10908827185630798,0.3314673602581024,0.25582775473594666,0.1124928817152977,0.19008179008960724,0.3314673602581024,0.32739606499671936,0.22973015904426575,0.13178110122680664,0.15643028914928436
and,0.31803378462791443,0.5116966962814331,0.2608908712863922,0.26816076040267944,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.22462370991706848,0.5116966962814331,0.26816076040267944,0.276123583316803,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.292957067489624,0.37609121203422546,0.20544172823429108
sometimes,0.3087632358074188,0.296434611082077,0.12786579132080078,0.207136869430542,0.26600122451782227,0.34229418635368347,0.4085802435874939,0.40395209193229675,0.296434611082077,0.207136869430542,0.32188543677330017,0.5743314027786255,0.296434611082077,0.35816407203674316,0.15057161450386047,0.3268088698387146,0.1751544177532196
global,0.15724830329418182,0.19114547967910767,0.19564266502857208,0.24579982459545135,0.1937657743692398,0.21706031262874603,0.18381670117378235,0.1426493227481842,0.19114547967910767,0.24579982459545135,0.19965578615665436,0.16024108231067657,0.19114547967910767,0.17898012697696686,0.10617833584547043,0.23243892192840576,0.22985349595546722
recognition,0.21801503002643585,0.295685350894928,0.25582775473594666,1.0,0.23705700039863586,0.25729188323020935,0.2667297422885895,0.1526772826910019,0.295685350894928,1.0,0.18713010847568512,0.2741353511810303,0.295685350894928,0.31624147295951843,0.14749132096767426,0.19656892120838165,0.20074869692325592
",",0.2726076543331146,0.4946078956127167,0.23933029174804688,0.23705700039863586,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20629581809043884,0.4946078956127167,0.23705700039863586,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.31927579641342163,0.2926318049430847,0.31091248989105225
which,0.3882860839366913,0.5011631846427917,0.28337109088897705,0.3267291784286499,0.3658004403114319,0.5261979103088379,0.50507652759552,0.4120495617389679,0.5011631846427917,0.3267291784286499,0.31153854727745056,0.5407140851020813,0.5011631846427917,0.6521818041801453,0.21391116082668304,0.3393840193748474,0.25814583897590637
are,0.30540841817855835,0.39081433415412903,0.17082279920578003,0.16518700122833252,0.4062570035457611,0.29724663496017456,0.5932393670082092,0.296465665102005,0.39081433415412903,0.16518700122833252,0.41111594438552856,0.6331475377082825,0.39081433415412903,0.40399202704429626,0.26694464683532715,0.36355718970298767,0.24591213464736938
often,0.3641873598098755,0.3351972997188568,0.18881629407405853,0.24690881371498108,0.24139221012592316,0.3849453330039978,0.4479043185710907,0.43886423110961914,0.3351972997188568,0.24690881371498108,0.30438441038131714,0.5903232097625732,0.3351972997188568,0.38004449009895325,0.14962394535541534,0.3194315433502197,0.23748154938220978
the,0.3879719078540802,0.733189046382904,0.32739606499671936,0.31624147295951843,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2516445517539978,0.733189046382904,0.31624147295951843,0.30239659547805786,0.4566698372364044,0.733189046382904,1.0,0.2621172070503235,0.29667025804519653,0.22068053483963013
hub,0.2206231653690338,0.24752295017242432,0.21715493500232697,0.16998332738876343,0.21143218874931335,0.12371621280908585,0.21270935237407684,0.1450299620628357,0.24752295017242432,0.16998332738876343,0.12621161341667175,0.18311408162117004,0.24752295017242432,0.3125457465648651,0.3357304632663727,0.08617937564849854,0.09806779772043228
