,which,artist,has,a,piece,of,his,artwork,located,at,the,fulton,mall,?
while,0.38669952750205994,0.12823107838630676,0.2546449601650238,0.3733035624027252,0.24516290426254272,0.3366928696632385,0.39785656332969666,0.126855731010437,0.1695127934217453,0.37809836864471436,0.39804592728614807,0.205196350812912,0.15434356033802032,0.21076419949531555
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
fulton,0.2136283814907074,0.2409258484840393,0.22680449485778809,0.311431884765625,0.15922090411186218,0.25977763533592224,0.2479260414838791,0.17619651556015015,0.21495355665683746,0.1713220179080963,0.2509615123271942,1.0,0.25514447689056396,0.11802370846271515
mall,0.20642131567001343,0.11868288367986679,0.2140001803636551,0.21817205846309662,0.16577214002609253,0.19005939364433289,0.08028063923120499,0.22208566963672638,0.3811229467391968,0.27272072434425354,0.24676764011383057,0.25514447689056396,1.0,0.11636045575141907
corridor,0.2961203455924988,0.14322258532047272,0.14434343576431274,0.23558111488819122,0.2662040591239929,0.19544380903244019,0.15319369733333588,0.1776355504989624,0.3131045401096344,0.1739671230316162,0.3119317591190338,0.1794603168964386,0.33994612097740173,0.07780100405216217
has,0.4350704550743103,0.1746223419904709,1.0,0.4670248031616211,0.22443047165870667,0.3909035325050354,0.2611220180988312,0.17364387214183807,0.2580956220626831,0.2743658423423767,0.4177538752555847,0.22680449485778809,0.2140001803636551,0.15994466841220856
suffered,0.17920911312103271,0.10609380900859833,0.19488826394081116,0.2735525667667389,0.08988583087921143,0.2524636387825012,0.3798946738243103,0.1530158668756485,0.15887996554374695,0.23065312206745148,0.2558774948120117,0.18456339836120605,0.1939636617898941,0.08963493257761002
a,0.56894451379776,0.21805593371391296,0.4670248031616211,1.0,0.37707507610321045,0.5052502155303955,0.3497250974178314,0.137777179479599,0.2605401277542114,0.3095070421695709,0.5829201340675354,0.311431884765625,0.21817205846309662,0.23916715383529663
sharp,0.3009967505931854,0.09554499387741089,0.17828091979026794,0.2714505195617676,0.36696165800094604,0.18021084368228912,0.1567385494709015,0.20025354623794556,0.12641645967960358,0.1440189629793167,0.20238399505615234,0.21460500359535217,0.1506131887435913,0.10235925018787384
decline,0.23603788018226624,0.02385876141488552,0.2097615897655487,0.1839693933725357,0.07051778584718704,0.20493058860301971,0.19355982542037964,0.0672704204916954,0.0972992554306984,0.17383019626140594,0.2774365544319153,0.13790994882583618,0.17337916791439056,0.131937175989151
from,0.38755592703819275,0.16678541898727417,0.2621968984603882,0.322764128446579,0.16774801909923553,0.4249346852302551,0.3195365369319916,0.20706242322921753,0.2290649116039276,0.3447161316871643,0.40150508284568787,0.16057686507701874,0.13035960495471954,0.19969791173934937
its,0.5154205560684204,0.1010260209441185,0.4627293348312378,0.4424409866333008,0.20289720594882965,0.48690423369407654,0.37344956398010254,0.18569369614124298,0.3198530077934265,0.2685394287109375,0.559237003326416,0.17771178483963013,0.17151658236980438,0.15103481709957123
heyday,0.26887258887290955,0.20631256699562073,0.2026292234659195,0.27970248460769653,0.14437226951122284,0.27742254734039307,0.31834203004837036,0.27764347195625305,0.17658743262290955,0.2785153388977051,0.3456340432167053,0.25534170866012573,0.2632647454738617,0.12949229776859283
",",0.3658004403114319,0.2583858072757721,0.3734780251979828,0.427140474319458,0.2074742168188095,0.4946078956127167,0.3378419280052185,0.2503893971443176,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.30604198575019836,0.20413163304328918,0.31091248989105225
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
mall,0.20642131567001343,0.11868288367986679,0.2140001803636551,0.21817205846309662,0.16577214002609253,0.19005939364433289,0.08028063923120499,0.22208566963672638,0.3811229467391968,0.27272072434425354,0.24676764011383057,0.25514447689056396,1.0,0.11636045575141907
includes,0.36315640807151794,0.1369931846857071,0.32801979780197144,0.25086286664009094,0.18262970447540283,0.4359378218650818,0.13156427443027496,0.24744750559329987,0.298879474401474,0.21011501550674438,0.3388250470161438,0.2362358272075653,0.21156682074069977,0.14011523127555847
some,0.5407140851020813,0.11765377223491669,0.3587830364704132,0.34539633989334106,0.23390641808509827,0.4300730526447296,0.3033970892429352,0.2520541250705719,0.1509244740009308,0.25582021474838257,0.4566698372364044,0.19399328529834747,0.18390685319900513,0.2562315762042999
of,0.5011631846427917,0.15722915530204773,0.3909035325050354,0.5052502155303955,0.24685195088386536,1.0,0.38364991545677185,0.22802816331386566,0.32520920038223267,0.42558613419532776,0.733189046382904,0.25977763533592224,0.19005939364433289,0.1826142966747284
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
finest,0.24203677475452423,0.20982924103736877,0.1571817547082901,0.22842390835285187,0.23341427743434906,0.3590813875198364,0.30344274640083313,0.32739102840423584,0.15954618155956268,0.24418888986110687,0.3178524971008301,0.1326841115951538,0.14991913735866547,0.1559486985206604
public,0.2544276714324951,0.1460910141468048,0.20210739970207214,0.19607044756412506,0.16294662654399872,0.2391265481710434,0.26603415608406067,0.2928943932056427,0.19267596304416656,0.2642328441143036,0.22857438027858734,0.19128632545471191,0.2762357294559479,0.19872993230819702
art,0.19862167537212372,0.47621312737464905,0.17609576880931854,0.1329297125339508,0.2167646884918213,0.22648051381111145,0.19784432649612427,0.5592175722122192,0.2105845957994461,0.17421728372573853,0.20297785103321075,0.13495709002017975,0.2813842296600342,0.138971745967865
pieces,0.3588203191757202,0.1517111212015152,0.21121692657470703,0.28865358233451843,0.72948157787323,0.2685854732990265,0.2625238597393036,0.2879694402217865,0.06375499069690704,0.17345644533634186,0.2676405906677246,0.11566817760467529,0.1700524389743805,0.12758022546768188
in,0.4840516746044159,0.18431559205055237,0.4173259735107422,0.539380669593811,0.20736105740070343,0.5696388483047485,0.3598145842552185,0.1858375519514084,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.2750072777271271,0.2939794063568115,0.20430970191955566
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
country,0.2308337539434433,0.24561245739459991,0.23112818598747253,0.20991116762161255,0.1793777048587799,0.28866857290267944,0.19778595864772797,0.18788409233093262,0.19386409223079681,0.18832142651081085,0.30432501435279846,0.15703323483467102,0.12016620486974716,0.12647280097007751
",",0.3658004403114319,0.2583858072757721,0.3734780251979828,0.427140474319458,0.2074742168188095,0.4946078956127167,0.3378419280052185,0.2503893971443176,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.30604198575019836,0.20413163304328918,0.31091248989105225
including,0.41826364398002625,0.17414095997810364,0.36956900358200073,0.21045410633087158,0.1671765148639679,0.44195112586021423,0.25115638971328735,0.2718627452850342,0.20901727676391602,0.2641666531562805,0.3738902807235718,0.19679297506809235,0.2062273472547531,0.1633303165435791
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
only,0.5654799342155457,0.16995029151439667,0.4251205623149872,0.47549712657928467,0.22090484201908112,0.49632513523101807,0.3256984353065491,0.18664395809173584,0.2677863538265228,0.30990660190582275,0.5497692227363586,0.24078640341758728,0.16251231729984283,0.2767370045185089
pierre-auguste,0.1446191668510437,0.28475049138069153,0.1540263146162033,0.25535690784454346,0.18890151381492615,0.23874345421791077,0.33661705255508423,0.28473836183547974,0.11619742214679718,0.22352278232574463,0.2327248454093933,0.2902374267578125,0.16137602925300598,0.18382075428962708
