,what,did,this,hymn,presage,?
luther,0.2134782373905182,0.23667675256729126,0.17328955233097076,0.24335725605487823,0.31996822357177734,0.1732746809720993
's,0.02692362666130066,0.05069678649306297,0.02106832154095173,0.01253789383918047,0.0035924785770475864,-0.023395681753754616
1524,0.007574824616312981,0.07726114243268967,-0.0369277223944664,-0.004631543066352606,0.029505081474781036,0.10532363504171371
creedal,0.29360431432724,0.23961372673511505,0.35496747493743896,0.37786543369293213,0.4402994215488434,0.23692907392978668
hymn,0.17087575793266296,0.13866516947746277,0.16291919350624084,0.9999999403953552,0.2221159040927887,0.15131041407585144
``,0.008517155423760414,-0.029888948425650597,0.09380315989255905,0.10007781535387039,-0.03910856321454048,0.0685480609536171
wir,0.08665595203638077,0.051847487688064575,0.13105976581573486,0.13019216060638428,0.21710951626300812,0.07741018384695053
glauben,0.21936535835266113,0.18137714266777039,0.2351210117340088,0.3081837296485901,0.26180821657180786,0.2820551097393036
all,0.41981086134910583,0.33943864703178406,0.4746263027191162,0.15431642532348633,0.2141004353761673,0.29575422406196594
an,0.2821882665157318,0.22598257660865784,0.41881775856018066,0.1355760246515274,0.2614392638206482,0.19793890416622162
einen,0.10039022564888,0.09158175438642502,0.13082090020179749,0.17763330042362213,0.11561821401119232,0.1817529946565628
gott,0.17180165648460388,0.20073828101158142,0.14216159284114838,0.23587939143180847,0.2191414088010788,0.21327990293502808
'',0.08143015950918198,0.01978493109345436,0.015337302349507809,-0.056234996765851974,0.008228487335145473,0.018684765323996544
(,0.2411840260028839,0.18979617953300476,0.3388223350048065,0.13691121339797974,0.2585097551345825,0.40561532974243164
``,0.008517155423760414,-0.029888948425650597,0.09380315989255905,0.10007781535387039,-0.03910856321454048,0.0685480609536171
we,0.5622460842132568,0.3426455855369568,0.4555104374885559,0.17415651679039001,0.18638283014297485,0.535264790058136
all,0.41981086134910583,0.33943864703178406,0.4746263027191162,0.15431642532348633,0.2141004353761673,0.29575422406196594
believe,0.46656209230422974,0.3557283282279968,0.4528229534626007,0.23253802955150604,0.214973583817482,0.3329349160194397
in,0.30808621644973755,0.2593238651752472,0.45205554366111755,0.15935353934764862,0.2487531304359436,0.20430970191955566
one,0.376489520072937,0.27659472823143005,0.4978463351726532,0.18143123388290405,0.18707478046417236,0.2673267424106598
true,0.34890216588974,0.23050670325756073,0.33604276180267334,0.12551362812519073,0.20856933295726776,0.22515304386615753
god,0.3127830922603607,0.2420882135629654,0.23806245625019073,0.3677464723587036,0.21816281974315643,0.23396754264831543
'',0.08143015950918198,0.01978493109345436,0.015337302349507809,-0.056234996765851974,0.008228487335145473,0.018684765323996544
),0.26259949803352356,0.18584993481636047,0.3621573746204376,0.15801535546779633,0.2599557638168335,0.42300865054130554
is,0.28837618231773376,0.19247472286224365,0.480927973985672,0.12444980442523956,0.2738153040409088,0.22961433231830597
a,0.3320399522781372,0.2552328109741211,0.5422310829162598,0.1312560737133026,0.28418058156967163,0.23916715383529663
three-stanza,0.24464406073093414,0.17622527480125427,0.306058406829834,0.2813844680786133,0.2682446241378784,0.2231397181749344
confession,0.2553298771381378,0.20081323385238647,0.2672640383243561,0.2711336314678192,0.32329878211021423,0.19668595492839813
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.27317509055137634,0.23683172464370728,0.1826142966747284
faith,0.3120079040527344,0.24413958191871643,0.2723909020423889,0.27329105138778687,0.2866434156894684,0.2833177447319031
prefiguring,0.37593767046928406,0.2258908450603485,0.3422037661075592,0.1438453197479248,0.31721678376197815,0.3179652988910675
luther,0.2134782373905182,0.23667675256729126,0.17328955233097076,0.24335725605487823,0.31996822357177734,0.1732746809720993
's,0.02692362666130066,0.05069678649306297,0.02106832154095173,0.01253789383918047,0.0035924785770475864,-0.023395681753754616
1529,0.07017510384321213,0.12269923090934753,0.12059908360242844,0.15823794901371002,0.23948369920253754,0.17319193482398987
three-part,0.3335442841053009,0.26888507604599,0.4127269685268402,0.1967259794473648,0.25580668449401855,0.20301535725593567
explanation,0.3953537344932556,0.2452382892370224,0.4570704698562622,0.18448658287525177,0.26837611198425293,0.33794105052948
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.27317509055137634,0.23683172464370728,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.6274310946464539,0.22713270783424377,0.30466946959495544,0.22068053483963013
apostles,0.2925112545490265,0.1721324473619461,0.24036864936351776,0.3385428190231323,0.3250431716442108,0.1676054745912552
',0.3245812654495239,0.25488927960395813,0.4329338073730469,0.1416013389825821,0.29736408591270447,0.330942302942276
creed,0.24051550030708313,0.23317869007587433,0.2475927621126175,0.3340681791305542,0.3126920163631439,0.19858981668949127
in,0.30808621644973755,0.2593238651752472,0.45205554366111755,0.15935353934764862,0.2487531304359436,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.6274310946464539,0.22713270783424377,0.30466946959495544,0.22068053483963013
small,0.2504110634326935,0.20443524420261383,0.3319980800151825,0.18530379235744476,0.17792820930480957,0.13914890587329865
catechism,0.29557177424430847,0.16412173211574554,0.2555350661277771,0.32973334193229675,0.29141753911972046,0.25135189294815063
.,0.3567904531955719,0.35288307070732117,0.500583827495575,0.18054819107055664,0.253123939037323,0.4130953550338745
