,how,many,sources,of,european,union,law,are,there,?
the,0.33890387415885925,0.4335206151008606,0.27209216356277466,0.733189046382904,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.40399202704429626,0.47025805711746216,0.22068053483963013
three,0.23807744681835175,0.4501400589942932,0.14161023497581482,0.3844621181488037,0.20070487260818481,0.1587013304233551,0.16254623234272003,0.38895705342292786,0.3531675636768341,0.20928427577018738
sources,0.2532365620136261,0.28766462206840515,1.0,0.20696839690208435,0.1349249929189682,0.08081434667110443,0.20332248508930206,0.3228793740272522,0.3535604774951935,0.2886999845504761
of,0.2480744868516922,0.37253960967063904,0.20696839690208435,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.39081433415412903,0.44397735595703125,0.1826142966747284
european,0.123964823782444,0.24996337294578552,0.1349249929189682,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.15548661351203918,0.18805880844593048,0.14560863375663757
union,0.1126161515712738,0.18863573670387268,0.08081434667110443,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.15829040110111237,0.18366625905036926,0.07797172665596008
law,0.18813064694404602,0.1860491931438446,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.13009320199489594,0.15803654491901398,0.1528988480567932
are,0.311818927526474,0.5655534863471985,0.3228793740272522,0.39081433415412903,0.15548661351203918,0.15829040110111237,0.13009320199489594,1.0,0.5433560013771057,0.24591213464736938
primary,0.15994705259799957,0.22016435861587524,0.27182701230049133,0.23414276540279388,0.10110604763031006,0.10285277664661407,0.1267443150281906,0.24237659573554993,0.19273145496845245,0.16286636888980865
law,0.18813064694404602,0.1860491931438446,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.13009320199489594,0.15803654491901398,0.1528988480567932
",",0.22659391164779663,0.40610817074775696,0.3490506112575531,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.24953721463680267,0.4062570035457611,0.4587128460407257,0.31091248989105225
secondary,0.1384657621383667,0.18097048997879028,0.32872334122657776,0.219074085354805,0.04336964339017868,0.11224137246608734,0.1541907638311386,0.24611520767211914,0.23319382965564728,0.18118004500865936
law,0.18813064694404602,0.1860491931438446,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.13009320199489594,0.15803654491901398,0.1528988480567932
and,0.33647966384887695,0.5296266674995422,0.27464351058006287,0.5116966962814331,0.24143946170806885,0.2594362497329712,0.254730761051178,0.48576638102531433,0.4242868423461914,0.20544172823429108
supplementary,0.24630817770957947,0.20128442347049713,0.3321971595287323,0.27749159932136536,0.10676435381174088,0.13432088494300842,0.19569797813892365,0.3076252043247223,0.24224643409252167,0.17542016506195068
law,0.18813064694404602,0.1860491931438446,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.13009320199489594,0.15803654491901398,0.1528988480567932
.,0.3287222981452942,0.3974229395389557,0.25805729627609253,0.5352458953857422,0.2095622420310974,0.23708370327949524,0.24482665956020355,0.3452940285205841,0.43897318840026855,0.4130953550338745
