,in,which,year,did,the,newspaper,define,southern,california,?
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.24728119373321533,0.17850013077259064,0.3190481662750244,0.2772824168205261,0.20430970191955566
1900,0.11635804176330566,0.18227529525756836,0.04584627225995064,0.01588265411555767,0.12699992954730988,0.1581069529056549,0.06531622260808945,-0.04527461901307106,-0.008215396665036678,0.12663045525550842
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.228145033121109,0.215811088681221,0.3282862603664398,0.2750805914402008,0.22068053483963013
los,0.2795681953430176,0.15805238485336304,0.21333596110343933,0.14636720716953278,0.2502395510673523,0.19186387956142426,0.10030069947242737,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.23927895724773407,0.15751682221889496,0.20601436495780945,0.14749552309513092,0.24588194489479065,0.19780896604061127,0.10785919427871704,0.19405479729175568,0.6717669367790222,0.16139166057109833
times,0.2427823841571808,0.29070794582366943,0.306132435798645,0.23068773746490479,0.29093852639198303,0.30033794045448303,0.15760178864002228,0.1500178873538971,0.11193957179784775,0.18880689144134521
defined,0.2143561989068985,0.3236873149871826,0.15922938287258148,0.1809641718864441,0.2634572982788086,0.030315550044178963,0.7789273262023926,0.1111694797873497,0.09465860575437546,0.22494901716709137
southern,0.3190481662750244,0.2648681700229645,0.18763160705566406,0.13322393596172333,0.3282862603664398,0.15298287570476532,0.08609065413475037,1.0,0.2983402609825134,0.11225555837154388
california,0.2772824168205261,0.17128102481365204,0.14150623977184296,0.1524294763803482,0.2750805914402008,0.17242084443569183,0.10639788955450058,0.2983402609825134,1.0,0.1409905105829239
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.20844076573848724,0.30605360865592957,0.17950406670570374,0.1933012157678604,0.27043893933296204
including,0.35857823491096497,0.41826364398002625,0.1839407980442047,0.26678287982940674,0.3738902807235718,0.09254137426614761,0.13955430686473846,0.24088382720947266,0.18516892194747925,0.1633303165435791
``,0.04765888676047325,0.05178012326359749,0.050706423819065094,-0.029888948425650597,0.029072100296616554,-0.017015662044286728,0.11909022927284241,0.056062471121549606,-0.0839167982339859,0.0685480609536171
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.228145033121109,0.215811088681221,0.3282862603664398,0.2750805914402008,0.22068053483963013
seven,0.24717609584331512,0.2638515830039978,0.23835140466690063,0.11491922289133072,0.28151169419288635,0.06826626509428024,0.04286852478981018,0.16149812936782837,0.18435965478420258,0.1732930988073349
counties,0.26787781715393066,0.20777370035648346,0.16644184291362762,0.18038558959960938,0.23370873928070068,0.18714819848537445,0.16558074951171875,0.27950868010520935,0.21366026997566223,0.09521792083978653
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1885620355606079,0.23249299824237823,0.31933003664016724,0.24929828941822052,0.1826142966747284
los,0.2795681953430176,0.15805238485336304,0.21333596110343933,0.14636720716953278,0.2502395510673523,0.19186387956142426,0.10030069947242737,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.23927895724773407,0.15751682221889496,0.20601436495780945,0.14749552309513092,0.24588194489479065,0.19780896604061127,0.10785919427871704,0.19405479729175568,0.6717669367790222,0.16139166057109833
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.2617562413215637,0.190042182803154,0.145152747631073,0.1785750538110733,0.2858080565929413,0.21070614457130432,0.15005306899547577,0.2520903944969177,0.5170050263404846,0.10952327400445938
bernardino,0.28734850883483887,0.20370326936244965,0.14738264679908752,0.11662589758634567,0.2722903788089752,0.2233859896659851,0.12766505777835846,0.32294273376464844,0.463833212852478,0.11443846672773361
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
orange,0.20098833739757538,0.20850969851016998,0.11552535742521286,0.10191533714532852,0.20814983546733856,0.10031741857528687,0.1467347890138626,0.19798541069030762,0.30975285172462463,0.1066059097647667
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
riverside,0.30268025398254395,0.282682329416275,0.16915471851825714,0.13865071535110474,0.27102717757225037,0.1974024772644043,0.07431378215551376,0.33184489607810974,0.4531821310520172,0.10042606294155121
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.2617562413215637,0.190042182803154,0.145152747631073,0.1785750538110733,0.2858080565929413,0.21070614457130432,0.15005306899547577,0.2520903944969177,0.5170050263404846,0.10952327400445938
diego,0.2255222201347351,0.12495049089193344,0.1464589536190033,0.1545010507106781,0.20885010063648224,0.17739152908325195,0.19669601321220398,0.17262554168701172,0.5714370608329773,0.11438121646642685
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.18871451914310455,0.2795628309249878,0.2704589068889618,0.31091248989105225
ventura,0.21579620242118835,0.19172365963459015,0.13191591203212738,0.0804460272192955,0.2383604198694229,0.21256615221500397,0.11351030319929123,0.20590990781784058,0.3943842947483063,0.10329297184944153
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.15757136046886444,0.2597722113132477,0.24232792854309082,0.2441616654396057,0.20544172823429108
santa,0.20108501613140106,0.21508361399173737,0.11570822447538376,0.11785970628261566,0.23511074483394623,0.13412663340568542,0.10707608610391617,0.300683856010437,0.4592178761959076,0.17321589589118958
barbara,0.17272788286209106,0.1289471536874771,0.1252129077911377,0.17325492203235626,0.17965389788150787,0.15371602773666382,0.089048370718956,0.2089109569787979,0.41829583048820496,0.15980994701385498
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1886528879404068,0.19754591584205627,0.26629969477653503,0.2870451807975769,0.4130953550338745
'',0.07432962208986282,-0.03332270681858063,-0.01924106478691101,0.01978493109345436,0.041273195296525955,0.05351297929883003,0.1587384194135666,-0.043483391404151917,0.01669328659772873,0.018684765323996544
