,what,position,at,abc,did,thomas,murphy,stay,on,for,after,stepping,down,as,president,?
in,0.30808621644973755,0.20453733205795288,0.4374977946281433,0.1697147786617279,0.2593238651752472,0.21133768558502197,0.2727879285812378,0.23382514715194702,0.46853652596473694,0.4322226941585541,0.44050168991088867,0.14181861281394958,0.2321847528219223,0.3887844979763031,0.18811661005020142,0.20430970191955566
1990,0.053733065724372864,-0.0795249342918396,0.006490836851298809,-0.11151333153247833,0.10054399073123932,0.031116120517253876,-0.04414961859583855,0.005224351771175861,-0.0531277060508728,-0.06792524456977844,0.10796575248241425,-0.12615090608596802,-0.08613487333059311,-0.1149316057562828,0.1049930602312088,0.07789827883243561
",",0.3087472915649414,0.1771278828382492,0.38314947485923767,0.2097204476594925,0.3015086054801941,0.25079426169395447,0.2993151843547821,0.2502226233482361,0.49057599902153015,0.4464869201183319,0.38860568404197693,0.23575961589813232,0.23362469673156738,0.48816442489624023,0.26552814245224,0.31091248989105225
thomas,0.1806955188512802,0.10777643322944641,0.18481792509555817,0.21790172159671783,0.20728807151317596,1.0000001192092896,0.24473543465137482,0.09091813117265701,0.1902061104774475,0.19489257037639618,0.1820588856935501,0.09629129618406296,0.05717531591653824,0.19479404389858246,0.22410279512405396,0.16133050620555878
s.,0.027025721967220306,0.027686912566423416,-0.06271013617515564,0.050216104835271835,-0.015845926478505135,-0.04167528823018074,-0.01850704848766327,-0.04403241351246834,-0.046693962067365646,0.046290744096040726,-0.01493161078542471,-0.0403314046561718,0.007745991926640272,-0.020032282918691635,-0.11523573100566864,0.07581593841314316
murphy,0.15905806422233582,0.12053784728050232,0.20460349321365356,0.2258860468864441,0.19445356726646423,0.24473543465137482,1.0,0.17348171770572662,0.24801862239837646,0.19901061058044434,0.1790740191936493,0.11827853322029114,0.11189331114292145,0.26997292041778564,0.10970347374677658,0.1981727033853531
delegated,0.18640203773975372,0.2554330825805664,0.2900228500366211,0.10275766253471375,0.2523368299007416,0.14086857438087463,0.11322814971208572,0.17436225712299347,0.19261066615581512,0.20416031777858734,0.23287434875965118,0.17855602502822876,0.21234048902988434,0.23376356065273285,0.4508150517940521,0.136549174785614
his,0.26976513862609863,0.2973788380622864,0.27659502625465393,0.18588677048683167,0.3546801507472992,0.20028819143772125,0.2367129772901535,0.23717626929283142,0.32064297795295715,0.39312878251075745,0.41949746012687683,0.31134340167045593,0.21882498264312744,0.3146366477012634,0.25683027505874634,0.18075084686279297
position,0.22031237185001373,1.0000001192092896,0.20755837857723236,0.1637340784072876,0.2170831561088562,0.10777643322944641,0.12053784728050232,0.24292713403701782,0.22749492526054382,0.27123650908470154,0.19508057832717896,0.30157721042633057,0.18226854503154755,0.2407573163509369,0.19582977890968323,0.15529610216617584
as,0.31749409437179565,0.2407573163509369,0.28092536330223083,0.2286096066236496,0.3596470057964325,0.19479404389858246,0.26997292041778564,0.2565058171749115,0.36047765612602234,0.44774648547172546,0.3014480769634247,0.3022482395172119,0.2080715298652649,1.0,0.2031671553850174,0.27043893933296204
president,0.1870913952589035,0.19582977890968323,0.1509951651096344,0.20593604445457458,0.1801012009382248,0.22410279512405396,0.10970347374677658,0.1571594476699829,0.18996542692184448,0.17469504475593567,0.25286588072776794,0.14135095477104187,0.10824063420295715,0.2031671553850174,1.0000001192092896,0.14148259162902832
to,0.455847829580307,0.2374807894229889,0.36524343490600586,0.1762417107820511,0.4452643394470215,0.1928519904613495,0.23132163286209106,0.39492106437683105,0.41031414270401,0.4451248347759247,0.37890323996543884,0.32090938091278076,0.33130598068237305,0.42092081904411316,0.21247753500938416,0.29463258385658264
daniel,0.09604346752166748,0.12424948066473007,0.05668244883418083,0.18076586723327637,0.12625107169151306,0.2566600441932678,0.29233986139297485,0.032112542539834976,0.15716806054115295,0.17294347286224365,0.14496611058712006,0.18110030889511108,0.11984025686979294,0.15492023527622223,0.17979766428470612,0.1540297418832779
b.,-0.08520887047052383,-0.09553072601556778,-0.08145531266927719,-0.03166768327355385,0.05412197485566139,-0.004345292691141367,-0.008997066877782345,-0.06258881837129593,-0.06772769242525101,-0.09202004224061966,-0.027281221002340317,0.03516583889722824,0.025032659992575645,0.04194670170545578,-0.08066215366125107,-0.032647255808115005
burke,0.19646884500980377,0.17781127989292145,0.12964269518852234,0.2753645181655884,0.20579926669597626,0.30722668766975403,0.3857452869415283,0.13932982087135315,0.16359984874725342,0.17304584383964539,0.22422315180301666,0.13631770014762878,0.11625730246305466,0.12856978178024292,0.16731171309947968,0.12550751864910126
while,0.35511791706085205,0.25766754150390625,0.37809836864471436,0.14978811144828796,0.3330625295639038,0.16585712134838104,0.22447732090950012,0.3738459050655365,0.44084006547927856,0.4232339859008789,0.42262914776802063,0.32294580340385437,0.3019059896469116,0.4165958762168884,0.17505937814712524,0.21076419949531555
remaining,0.21802754700183868,0.24987196922302246,0.2063896358013153,0.10117755085229874,0.27409452199935913,0.11039047688245773,0.10572754591703415,0.3154333233833313,0.2692584991455078,0.27834343910217285,0.3413199186325073,0.28137800097465515,0.23636579513549805,0.26056531071662903,0.1300738900899887,0.16961920261383057
abc,0.1317344456911087,0.1637340784072876,0.12953892350196838,1.0000001192092896,0.13353709876537323,0.21790172159671783,0.2258860468864441,0.11596246063709259,0.2862928807735443,0.22510288655757904,0.20314010977745056,0.15877193212509155,0.07762625813484192,0.2286096066236496,0.20593604445457458,0.19065172970294952
's,0.02692362666130066,-0.02956485003232956,-0.08481216430664062,0.06670809537172318,0.05069678649306297,0.0326034352183342,0.0140488650649786,0.017655545845627785,0.0026888418942689896,-0.07241261005401611,-0.055672239512205124,-0.01457465160638094,-0.0948290154337883,-0.05775856226682663,-0.08566092699766159,-0.023395681753754616
chairman,0.07858958840370178,0.24382749199867249,0.16862545907497406,0.16381487250328064,0.10608064383268356,0.1558430790901184,0.19266213476657867,0.12398795783519745,0.18472251296043396,0.18146489560604095,0.2196463793516159,0.22387836873531342,0.11964022368192673,0.22366109490394592,0.5072928071022034,0.08324678242206573
and,0.31309178471565247,0.22603030502796173,0.3571503460407257,0.16453155875205994,0.34479495882987976,0.20946627855300903,0.2506687343120575,0.279899924993515,0.4077630043029785,0.5064792633056641,0.3765919506549835,0.3071952164173126,0.2760816216468811,0.49487000703811646,0.23286236822605133,0.20544172823429108
ceo,0.12662312388420105,0.19830703735351562,0.1413046270608902,0.17861904203891754,0.16891877353191376,0.2243909239768982,0.2257373034954071,0.13115082681179047,0.17200063169002533,0.13690952956676483,0.13435561954975128,0.20534950494766235,0.18744775652885437,0.23039278388023376,0.4603186249732971,0.13378572463989258
.,0.3567904531955719,0.24342353641986847,0.4549728035926819,0.2567209303379059,0.35288307070732117,0.2580391466617584,0.28817734122276306,0.3077605068683624,0.49257001280784607,0.4726039469242096,0.35870397090911865,0.23494958877563477,0.2362249493598938,0.515582263469696,0.26255303621292114,0.4130953550338745
