,what,does,child,well-being,in,rich,countries,correlate,most,to,?
the,0.42745697498321533,0.35928019881248474,0.19800683856010437,0.4274795949459076,0.6662389636039734,0.2007024586200714,0.33290645480155945,0.24036549031734467,0.47635307908058167,0.535392165184021,0.22068053483963013
unicef,0.20438186824321747,0.12659253180027008,0.2733857333660126,0.3174319863319397,0.27030348777770996,0.1853955239057541,0.4179585576057434,0.15599632263183594,0.20555154979228973,0.2429933398962021,0.15475232899188995
index,0.21440383791923523,0.19498784840106964,0.0909138098359108,0.23763442039489746,0.17663216590881348,0.12486414611339569,0.2062481939792633,0.31173884868621826,0.07365566492080688,0.198527991771698,0.2477751076221466
of,0.33290785551071167,0.3119818866252899,0.17253053188323975,0.3677307963371277,0.5696388483047485,0.23752830922603607,0.2800094783306122,0.23018546402454376,0.4178851246833801,0.41548454761505127,0.1826142966747284
``,0.008517155423760414,0.06539655476808548,-0.05988221988081932,-0.06488930433988571,0.04765888676047325,-0.06251954287290573,0.06715091317892075,0.1551288515329361,0.08567854017019272,0.06720756739377975,0.0685480609536171
child,0.21805857121944427,0.12544456124305725,1.0000001192092896,0.26839861273765564,0.19259177148342133,0.1796257197856903,0.20835375785827637,0.10702933371067047,0.16467076539993286,0.1868607997894287,0.1979578584432602
well-being,0.3161223232746124,0.2605994939804077,0.26839861273765564,1.0,0.3292508125305176,0.29753920435905457,0.28740939497947693,0.259904682636261,0.35192689299583435,0.41242629289627075,0.27211615443229675
in,0.30808621644973755,0.214483380317688,0.19259177148342133,0.3292508125305176,1.0,0.21139568090438843,0.3027990758419037,0.21418170630931854,0.41416558623313904,0.45010748505592346,0.20430970191955566
rich,0.22860300540924072,0.17937467992305756,0.1796257197856903,0.29753920435905457,0.21139568090438843,0.9999998807907104,0.22983206808567047,0.12353270500898361,0.3016948401927948,0.2667584717273712,0.13849185407161713
countries,0.22319257259368896,0.2621564269065857,0.20835375785827637,0.28740939497947693,0.3027990758419037,0.22983206808567047,0.9999999403953552,0.20431673526763916,0.33387476205825806,0.3111797273159027,0.15128466486930847
'',0.08143015950918198,-0.004023602232336998,0.005308784544467926,-0.005057288333773613,0.07432962208986282,0.08441521972417831,0.07233493775129318,0.06839767098426819,0.01990530639886856,-0.009905828163027763,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.24469749629497528,0.3922356367111206,0.5201468467712402,0.272274911403656,0.2966555655002594,0.22901585698127747,0.3636029064655304,0.44245919585227966,0.31091248989105225
studying,0.3393959105014801,0.20338502526283264,0.23374149203300476,0.276614248752594,0.32655033469200134,0.23636989295482635,0.188256174325943,0.27496787905693054,0.26437026262283325,0.3110249936580658,0.14438828825950623
40,-0.05768606811761856,0.05612829700112343,0.024022160097956657,-0.07550911605358124,-0.058843277394771576,0.06447059661149979,0.010559959337115288,-0.03189769759774208,-0.0034868570510298014,-0.027606580406427383,0.010195288807153702
indicators,0.2948732078075409,0.27092042565345764,0.047190822660923004,0.22378532588481903,0.2047707587480545,0.1403752863407135,0.3371941149234772,0.43846219778060913,0.295858770608902,0.2606032192707062,0.2084866762161255
in,0.30808621644973755,0.214483380317688,0.19259177148342133,0.3292508125305176,1.0,0.21139568090438843,0.3027990758419037,0.21418170630931854,0.41416558623313904,0.45010748505592346,0.20430970191955566
22,0.02076123282313347,0.029967594891786575,0.019599931314587593,-0.049201589077711105,0.01694893091917038,-0.05491992086172104,0.0008324416121467948,-0.028041712939739227,0.003084868658334017,0.038123417645692825,0.06663474440574646
countries,0.22319257259368896,0.2621564269065857,0.20835375785827637,0.28740939497947693,0.3027990758419037,0.22983206808567047,0.9999999403953552,0.20431673526763916,0.33387476205825806,0.3111797273159027,0.15128466486930847
",",0.3087472915649414,0.28617382049560547,0.24469749629497528,0.3922356367111206,0.5201468467712402,0.272274911403656,0.2966555655002594,0.22901585698127747,0.3636029064655304,0.44245919585227966,0.31091248989105225
correlates,0.3110075891017914,0.3265599310398102,0.09153635799884796,0.25472885370254517,0.2106250375509262,0.13887906074523926,0.1896355301141739,0.9136025309562683,0.23514366149902344,0.25890791416168213,0.2394503653049469
with,0.2464839518070221,0.26186925172805786,0.1592225432395935,0.36792048811912537,0.4080928862094879,0.256880521774292,0.33792537450790405,0.25494152307510376,0.336320698261261,0.4239959120750427,0.2433311939239502
greater,0.1946859508752823,0.20582076907157898,0.1359095722436905,0.24851177632808685,0.26627716422080994,0.12073967605829239,0.14572814106941223,0.1981738805770874,0.20576724410057068,0.25585630536079407,0.09723397344350815
equality,0.2506782114505768,0.22799581289291382,0.18736623227596283,0.3632906973361969,0.1692870706319809,0.16332314908504486,0.25489944219589233,0.22331644594669342,0.16366975009441376,0.24343636631965637,0.19821703433990479
but,0.5029441118240356,0.4353378415107727,0.21349893510341644,0.4391997158527374,0.48674455285072327,0.24537776410579681,0.33815017342567444,0.24754279851913452,0.45211657881736755,0.5542377829551697,0.27921953797340393
not,0.5449194312095642,0.6355478763580322,0.23555020987987518,0.38144680857658386,0.3403114080429077,0.2112734466791153,0.30537277460098267,0.34960293769836426,0.419027179479599,0.5149973034858704,0.41942933201789856
per,0.21384303271770477,0.22441036999225616,0.07573684304952621,0.20181624591350555,0.1975519210100174,0.07579702883958817,0.1625177562236786,0.298127681016922,0.23338425159454346,0.2519395351409912,0.22323818504810333
capita,0.20979470014572144,0.16330569982528687,0.12715834379196167,0.18780896067619324,0.21924816071987152,0.1415310502052307,0.2619713246822357,0.26855751872062683,0.20621539652347565,0.21939945220947266,0.21739831566810608
income,0.21837803721427917,0.18851257860660553,0.1913364976644516,0.2685844898223877,0.1795814335346222,0.35326406359672546,0.2989959716796875,0.272195041179657,0.22118313610553741,0.27188464999198914,0.14935168623924255
.,0.3567904531955719,0.3022993505001068,0.21665646135807037,0.41121819615364075,0.5591574311256409,0.24216711521148682,0.27938392758369446,0.20525677502155304,0.35404038429260254,0.4645031690597534,0.4130953550338745
