,who,designed,the,hereford,screen,?
one,0.40083858370780945,0.2124830186367035,0.5514441132545471,0.19074514508247375,0.2731417417526245,0.2673267424106598
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.26728641986846924,0.1909627914428711,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.26893913745880127,0.2616176903247833,0.22068053483963013
largest,0.12422340363264084,0.13669298589229584,0.3757036626338959,0.19617198407649994,0.06715434044599533,0.12401245534420013
items,0.21601051092147827,0.24362480640411377,0.23580949008464813,0.08891956508159637,0.2176160216331482,0.19807128608226776
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.18719986081123352,0.1850069761276245,0.22961433231830597
the,0.3733934462070465,0.2559613883495331,1.0,0.26893913745880127,0.2616176903247833,0.22068053483963013
hereford,0.2264704704284668,0.1246681809425354,0.26893913745880127,1.0000001192092896,0.18684308230876923,0.2061518132686615
screen,0.19978530704975128,0.1646011471748352,0.2616176903247833,0.18684308230876923,1.0,0.1954205334186554
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.31091248989105225
weighing,0.10917665809392929,0.22026564180850983,0.2043631225824356,0.15597733855247498,0.18243147432804108,0.212739497423172
nearly,0.2641548216342926,0.15715347230434418,0.3409946858882904,0.24651966989040375,0.1791657954454422,0.11670064926147461
8,0.001927281147800386,-0.05294498801231384,0.0063715726137161255,0.0042898268438875675,0.03254375606775284,-0.04056251794099808
tonnes,0.08747310936450958,0.13178633153438568,0.22186078131198883,0.1955554336309433,0.11464548856019974,0.17092333734035492
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.31091248989105225
10.5,-0.052872076630592346,0.024314047768712044,0.06848721951246262,0.17538705468177795,0.007827207446098328,0.11624222248792648
metres,0.115117147564888,0.1909153163433075,0.2668202519416809,0.22890605032444,0.1899058073759079,0.11151815950870514
high,0.14553065598011017,0.14433395862579346,0.28034812211990356,0.22441208362579346,0.1819240003824234,0.11137914657592773
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.2939012348651886,0.2946627736091614,0.20544172823429108
11,0.11859084665775299,-0.015535435639321804,-0.0219515822827816,-0.052511319518089294,-0.008222208358347416,-0.04295448586344719
metres,0.115117147564888,0.1909153163433075,0.2668202519416809,0.22890605032444,0.1899058073759079,0.11151815950870514
wide,0.12099401652812958,0.29674839973449707,0.28078147768974304,0.19507651031017303,0.21931305527687073,0.12719376385211945
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.31091248989105225
designed,0.21097040176391602,1.0,0.2559613883495331,0.1246681809425354,0.1646011471748352,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.15601608157157898,0.21180912852287292,0.17966607213020325
sir,0.24442657828330994,0.1984376460313797,0.20237073302268982,0.29368361830711365,0.14349694550037384,0.10503887385129929
george,0.25805044174194336,0.09072600305080414,0.2510760426521301,0.22945694625377655,0.1817438006401062,0.1479024887084961
gilbert,0.21537192165851593,0.10365276038646698,0.1988684982061386,0.26770737767219543,0.10597710311412811,0.16105259954929352
scott,0.23192273080348969,0.13442392647266388,0.20135091245174408,0.27385610342025757,0.15573973953723907,0.0875725969672203
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.23648160696029663,0.14476974308490753,0.20430970191955566
1862,-0.010647359304130077,0.04773949086666107,0.043515436351299286,0.12973877787590027,0.0758383572101593,0.06664664298295975
for,0.37110671401023865,0.22817277908325195,0.4739971458911896,0.26284319162368774,0.2733238935470581,0.264628142118454
the,0.3733934462070465,0.2559613883495331,1.0,0.26893913745880127,0.2616176903247833,0.22068053483963013
chancel,0.22600297629833221,0.2649988532066345,0.35158711671829224,0.3034375309944153,0.30247536301612854,0.15613511204719543
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.23648160696029663,0.14476974308490753,0.20430970191955566
hereford,0.2264704704284668,0.1246681809425354,0.26893913745880127,1.0000001192092896,0.18684308230876923,0.2061518132686615
cathedral,0.12171406298875809,0.231435164809227,0.23437000811100006,0.4149121344089508,0.19775326550006866,0.1257525086402893
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.31091248989105225
from,0.27839982509613037,0.12069370597600937,0.40150508284568787,0.20700375735759735,0.1493392139673233,0.19969791173934937
which,0.3688730001449585,0.3073212206363678,0.6521818041801453,0.27238962054252625,0.2998180687427521,0.25814583897590637
it,0.2868398427963257,0.3057002127170563,0.6251175999641418,0.19753436744213104,0.18631544709205627,0.25732165575027466
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.25862979888916016,0.1767638623714447,0.18412111699581146
removed,0.18101587891578674,0.2154538333415985,0.33493471145629883,0.16036638617515564,0.22419506311416626,0.2955436408519745
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.23648160696029663,0.14476974308490753,0.20430970191955566
1967,-0.022702937945723534,-0.0699150562286377,-0.012038951739668846,-0.0009071805980056524,-0.16143368184566498,0.017933469265699387
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.2832055389881134,0.25262126326560974,0.4130953550338745
