,in,1890,",",who,did,the,university,decide,to,team,up,with,?
in,1.0,0.022108707576990128,0.5201468467712402,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.24276606738567352,0.45010748505592346,0.18841172754764557,0.3120773434638977,0.4080928862094879,0.20430970191955566
the,0.6662389636039734,-0.08158351480960846,0.4933079481124878,0.3733934462070465,0.34736719727516174,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.22564226388931274,0.38423117995262146,0.4223487675189972,0.22068053483963013
1890s,-0.06619101017713547,0.08466480672359467,0.006902731955051422,0.09896037727594376,0.014743250794708729,-0.08553695678710938,-0.18644513189792633,-0.004406730644404888,-0.0383119136095047,0.028247423470020294,-0.0568905770778656,-0.07740325480699539,0.06898432970046997
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
the,0.6662389636039734,-0.08158351480960846,0.4933079481124878,0.3733934462070465,0.34736719727516174,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.22564226388931274,0.38423117995262146,0.4223487675189972,0.22068053483963013
university,0.3201795518398285,0.0057269916869699955,0.3017033040523529,0.2115909904241562,0.15114416182041168,0.263973206281662,1.0,0.12647351622581482,0.20192374289035797,0.24608415365219116,0.1440795660018921,0.13264121115207672,0.11887256056070328
of,0.5696388483047485,-0.06748127192258835,0.4946078956127167,0.2827862501144409,0.2513895630836487,0.733189046382904,0.30646374821662903,0.2682307958602905,0.41548454761505127,0.20352502167224884,0.32945773005485535,0.41827285289764404,0.1826142966747284
chicago,0.23921214044094086,-0.06956356763839722,0.2679542899131775,0.2047077715396881,0.1900576800107956,0.27360326051712036,0.29005804657936096,0.16374342143535614,0.19278118014335632,0.18985861539840698,0.23031698167324066,0.23699991405010223,0.16446958482265472
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
fearful,0.15671098232269287,0.11833563446998596,0.26790234446525574,0.3538679778575897,0.22758078575134277,0.221258282661438,0.14014050364494324,0.2568597197532654,0.2710852324962616,0.07016871869564056,0.23582440614700317,0.3318158686161041,0.18211184442043304
that,0.435920387506485,-0.08945536613464355,0.4137537479400635,0.45444270968437195,0.47518548369407654,0.5473989248275757,0.16441112756729126,0.42361801862716675,0.5436353087425232,0.17048367857933044,0.35427621006965637,0.4154358208179474,0.32716336846351624
its,0.3793783485889435,-0.1918477565050125,0.33157986402511597,0.1326070874929428,0.19922670722007751,0.559237003326416,0.18994906544685364,0.15593929588794708,0.3691340684890747,0.1276291012763977,0.2559551000595093,0.3087116777896881,0.15103481709957123
vast,0.24572928249835968,-0.16973276436328888,0.26677265763282776,0.2104111760854721,0.15524283051490784,0.28638118505477905,0.16342377662658691,0.2078458070755005,0.25245171785354614,0.013291693292558193,0.20455233752727509,0.18890511989593506,0.12112510949373245
resources,0.2161814570426941,-0.17412139475345612,0.2789028584957123,0.22842295467853546,0.19938795268535614,0.25734785199165344,0.21853569149971008,0.26568830013275146,0.3263809382915497,0.14626312255859375,0.14479058980941772,0.21074682474136353,0.26047492027282715
would,0.30461156368255615,-0.13106174767017365,0.32586824893951416,0.3632977604866028,0.6268245577812195,0.4133751392364502,0.09878629446029663,0.46889594197273254,0.5965728163719177,0.1833384782075882,0.35289904475212097,0.38372042775154114,0.37178951501846313
