,what,did,queen,elizabeth,ii,open,in,newcastle,in,1981,?
it,0.45803478360176086,0.2993364930152893,0.22712574899196625,0.23148289322853088,0.22521261870861053,0.23126272857189178,0.5130809545516968,0.17789338529109955,0.5130809545516968,-0.008113288320600986,0.25732165575027466
was,0.22111038863658905,0.41399896144866943,0.24258024990558624,0.26819300651550293,0.25630512833595276,0.13277080655097961,0.45514053106307983,0.25710436701774597,0.45514053106307983,0.06542467325925827,0.18412111699581146
developed,0.15555569529533386,0.24445466697216034,0.07425495982170105,0.10631736367940903,0.13767677545547485,0.19653639197349548,0.2498214840888977,0.14132197201251984,0.2498214840888977,0.0392741858959198,0.10763012617826462
from,0.2737620174884796,0.20248863101005554,0.11452437937259674,0.07163557410240173,0.1690160185098648,0.17097608745098114,0.4274188280105591,0.1747848093509674,0.4274188280105591,-0.0007169611053541303,0.19969791173934937
a,0.3320399522781372,0.2552328109741211,0.23244257271289825,0.1767999827861786,0.2111874669790268,0.21603602170944214,0.539380669593811,0.21405641734600067,0.539380669593811,0.000713431159965694,0.23916715383529663
combination,0.2204057276248932,0.15067073702812195,0.16254572570323944,0.09275354444980621,0.1010194793343544,0.1658569574356079,0.2628061771392822,0.11168262362480164,0.2628061771392822,-0.04572482034564018,0.1620941311120987
of,0.33290785551071167,0.2513895630836487,0.27787157893180847,0.20585080981254578,0.2844806909561157,0.17970167100429535,0.5696388483047485,0.18781472742557526,0.5696388483047485,0.01745067909359932,0.1826142966747284
existing,0.31325602531433105,0.2163872867822647,0.1470588743686676,0.12099465727806091,0.12914268672466278,0.2031005173921585,0.2761130928993225,0.1837889403104782,0.2761130928993225,-0.06337608397006989,0.31003472208976746
and,0.31309178471565247,0.34479495882987976,0.24302659928798676,0.23224513232707977,0.27599602937698364,0.27364909648895264,0.4954058527946472,0.20204751193523407,0.4954058527946472,0.012531566433608532,0.20544172823429108
newly,0.16360709071159363,0.18732944130897522,0.1616869866847992,0.13113971054553986,0.17436204850673676,0.07780272513628006,0.3222779333591461,0.1423332542181015,0.3222779333591461,-0.0004334592376835644,0.08549588173627853
built,0.1554843783378601,0.2079687863588333,0.16724494099617004,0.12138157337903976,0.23734770715236664,0.20656956732273102,0.25829681754112244,0.21985043585300446,0.25829681754112244,0.04129405319690704,0.09449632465839386
tracks,0.1380288451910019,0.17630688846111298,0.11323099583387375,0.11578887701034546,0.15491119027137756,0.20300233364105225,0.15609382092952728,0.11116322129964828,0.15609382092952728,0.11051081120967865,0.11127933114767075
and,0.31309178471565247,0.34479495882987976,0.24302659928798676,0.23224513232707977,0.27599602937698364,0.27364909648895264,0.4954058527946472,0.20204751193523407,0.4954058527946472,0.012531566433608532,0.20544172823429108
stations,0.1621520221233368,0.16568200290203094,0.15654051303863525,0.15046636760234833,0.12755343317985535,0.1506519913673401,0.25864288210868835,0.24480663239955902,0.25864288210868835,0.011594249866902828,0.13192185759544373
",",0.3087472915649414,0.3015086054801941,0.20616334676742554,0.26568669080734253,0.27159881591796875,0.28863707184791565,0.5201468467712402,0.251589834690094,0.5201468467712402,0.1628991663455963,0.31091248989105225
with,0.2464839518070221,0.25472134351730347,0.17705358564853668,0.17362606525421143,0.22142726182937622,0.24389693140983582,0.4080928862094879,0.1710812896490097,0.4080928862094879,-0.023909708485007286,0.2433311939239502
deep-level,0.30921897292137146,0.15056286752223969,0.06242048740386963,0.13915570080280304,0.13540315628051758,0.2657127380371094,0.2590840458869934,0.24811916053295135,0.2590840458869934,0.08249346911907196,0.2755815386772156
tunnels,0.17968496680259705,0.17419284582138062,0.21473048627376556,0.17837828397750854,0.16966496407985687,0.2313719093799591,0.2578262686729431,0.2194141000509262,0.2578262686729431,0.10660669207572937,0.13990333676338196
constructed,0.18810124695301056,0.1521158069372177,0.1300256848335266,0.11757583916187286,0.1560830920934677,0.20509672164916992,0.31212013959884644,0.18369321525096893,0.31212013959884644,0.030284833163022995,0.12459525465965271
through,0.23167094588279724,0.14190755784511566,0.18003632128238678,0.1760123372077942,0.1394781619310379,0.3105227053165436,0.38533157110214233,0.12130791693925858,0.38533157110214233,-0.0717664286494255,0.16913433372974396
newcastle,0.16276082396507263,0.18762841820716858,0.18583154678344727,0.2760513424873352,0.12833598256111145,0.14423096179962158,0.19270820915699005,1.0000001192092896,0.19270820915699005,0.18391737341880798,0.0902252271771431
city,0.17493832111358643,0.12266099452972412,0.20086286962032318,0.21400156617164612,0.1812870353460312,0.14382146298885345,0.3911624252796173,0.32860881090164185,0.3911624252796173,0.10731375217437744,0.13423943519592285
centre,0.12324132025241852,0.13387377560138702,0.1640825718641281,0.1837335228919983,0.15830525755882263,0.1503543108701706,0.2765078544616699,0.24609284102916718,0.2765078544616699,0.0656631588935852,0.019365152344107628
.,0.3567904531955719,0.35288307070732117,0.21888704597949982,0.2499874234199524,0.27393630146980286,0.28460413217544556,0.5591574311256409,0.2714749276638031,0.5591574311256409,0.08660200238227844,0.4130953550338745
