,what,do,all,member,states,agree,takes,precedence,over,national,law,?
generally,0.40614598989486694,0.33159759640693665,0.42350268363952637,0.1283309906721115,0.23697461187839508,0.2983015477657318,0.16164231300354004,0.2773664891719818,0.3679150342941284,0.18888381123542786,0.23798233270645142,0.23411904275417328
speaking,0.3079870939254761,0.2170247882604599,0.28003448247909546,0.17144931852817535,0.18980742990970612,0.18317100405693054,0.1674385815858841,0.21333900094032288,0.225189670920372,0.14091187715530396,0.23372241854667664,0.18994855880737305
",",0.3087472915649414,0.3283645510673523,0.425624817609787,0.25757819414138794,0.3315127193927765,0.26245203614234924,0.2755669057369232,0.243845134973526,0.3301127254962921,0.23933029174804688,0.24953721463680267,0.31091248989105225
while,0.35511791706085205,0.3032379448413849,0.3794350028038025,0.17600251734256744,0.21951094269752502,0.2834904193878174,0.2512095868587494,0.16406802833080292,0.4003058969974518,0.1506514847278595,0.2214563637971878,0.21076419949531555
all,0.41981086134910583,0.38664430379867554,1.0000001192092896,0.2020397186279297,0.22727420926094055,0.32820770144462585,0.19067026674747467,0.25790324807167053,0.3786722719669342,0.22516204416751862,0.21162362396717072,0.29575422406196594
member,0.09932345896959305,0.07755962759256363,0.2020397186279297,0.9999998807907104,0.18290899693965912,0.1923905611038208,0.10949964821338654,0.2062368392944336,0.083309106528759,0.24121400713920593,0.17515966296195984,0.06826172769069672
states,0.21526020765304565,0.1594211608171463,0.22727420926094055,0.18290899693965912,1.0,0.15295438468456268,0.1366109848022461,0.26850056648254395,0.2563806474208832,0.3062762916088104,0.2508668601512909,0.16272737085819244
recognise,0.34254080057144165,0.34070563316345215,0.28402429819107056,0.16073006391525269,0.17432886362075806,0.32616695761680603,0.20467358827590942,0.2967893183231354,0.2720617651939392,0.17035576701164246,0.23986825346946716,0.28343525528907776
that,0.6297725439071655,0.44533252716064453,0.53305584192276,0.17725452780723572,0.291576623916626,0.4474307596683502,0.22034741938114166,0.2532109320163727,0.3882925808429718,0.20268747210502625,0.23277728259563446,0.32716336846351624
eu,0.15409135818481445,0.19533392786979675,0.1786581575870514,0.2245567888021469,0.17918972671031952,0.2416616678237915,0.1220131665468216,0.16525940597057343,0.13044525682926178,0.17586670815944672,0.20359504222869873,0.21586786210536957
law,0.2145031988620758,0.193905308842659,0.21162362396717072,0.17515966296195984,0.2508668601512909,0.24173815548419952,0.1354266256093979,0.36121025681495667,0.08360998332500458,0.15905754268169403,1.0000001192092896,0.1528988480567932
takes,0.15264007449150085,0.22596018016338348,0.19067026674747467,0.10949964821338654,0.1366109848022461,0.1721939891576767,1.0,0.24501214921474457,0.33623212575912476,0.13033953309059143,0.1354266256093979,0.10935472697019577
primacy,0.28350478410720825,0.186625674366951,0.19950620830059052,0.08526615053415298,0.18932045996189117,0.277902215719223,0.18008552491664886,0.35860252380371094,0.16024865210056305,0.14680145680904388,0.24467529356479645,0.138555109500885
over,0.28007611632347107,0.22620153427124023,0.3786722719669342,0.083309106528759,0.2563806474208832,0.2274785190820694,0.33623212575912476,0.2570643424987793,1.0,0.23819220066070557,0.08360998332500458,0.25742942094802856
national,0.16882304847240448,0.1124928817152977,0.22516204416751862,0.24121400713920593,0.3062762916088104,0.09500367939472198,0.13033953309059143,0.15243007242679596,0.23819220066070557,1.0000001192092896,0.15905754268169403,0.15643028914928436
law,0.2145031988620758,0.193905308842659,0.21162362396717072,0.17515966296195984,0.2508668601512909,0.24173815548419952,0.1354266256093979,0.36121025681495667,0.08360998332500458,0.15905754268169403,1.0000001192092896,0.1528988480567932
where,0.4457937180995941,0.2949419915676117,0.36365973949432373,0.1601654589176178,0.24649012088775635,0.1530625820159912,0.2697744369506836,0.16295179724693298,0.33514800667762756,0.23696602880954742,0.21956811845302582,0.24793872237205505
this,0.5489566326141357,0.34963881969451904,0.4746263027191162,0.15663136541843414,0.2684851288795471,0.3805089592933655,0.29303789138793945,0.24995918571949005,0.3688461482524872,0.21063072979450226,0.1943822205066681,0.3155723512172699
agreed,0.3416297733783722,0.27658990025520325,0.3428787887096405,0.21406710147857666,0.2183360755443573,0.6964925527572632,0.1719600260257721,0.20206807553768158,0.26990625262260437,0.1559719741344452,0.2648782432079315,0.21258382499217987
in,0.30808621644973755,0.23402775824069977,0.3335905969142914,0.20856694877147675,0.3977442979812622,0.15189619362354279,0.2945663630962372,0.2199999988079071,0.3605569899082184,0.28915393352508545,0.24850773811340332,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.4860881567001343,0.2806392312049866,0.3463578522205353,0.23006735742092133,0.33578023314476013,0.3058393597602844,0.39856547117233276,0.32739606499671936,0.24548950791358948,0.22068053483963013
treaties,0.2403455525636673,0.1936204433441162,0.31491851806640625,0.1925402134656906,0.3604946732521057,0.37539756298065186,0.17318229377269745,0.3867667615413666,0.21397344768047333,0.21615031361579895,0.39653173089027405,0.1693580597639084
",",0.3087472915649414,0.3283645510673523,0.425624817609787,0.25757819414138794,0.3315127193927765,0.26245203614234924,0.2755669057369232,0.243845134973526,0.3301127254962921,0.23933029174804688,0.24953721463680267,0.31091248989105225
they,0.4431931674480438,0.4667694866657257,0.4884434938430786,0.18650034070014954,0.23871077597141266,0.2667374610900879,0.17218469083309174,0.16283726692199707,0.29507914185523987,0.17293670773506165,0.21479126811027527,0.2753053903579712
do,0.4609605669975281,1.0,0.38664430379867554,0.07755962759256363,0.1594211608171463,0.449712336063385,0.22596018016338348,0.226568803191185,0.22620153427124023,0.1124928817152977,0.193905308842659,0.4093979299068451
not,0.5449194312095642,0.6619802713394165,0.4974499046802521,0.1560761034488678,0.24589264392852783,0.4693492650985718,0.1444857120513916,0.280029296875,0.2890527844429016,0.18304212391376495,0.2588513493537903,0.41942933201789856
accept,0.40259191393852234,0.3259050250053406,0.32272282242774963,0.23196512460708618,0.1740695834159851,0.45966964960098267,0.2320825606584549,0.24195095896720886,0.15885387361049652,0.0760926902294159,0.2406398355960846,0.2590680420398712
that,0.6297725439071655,0.44533252716064453,0.53305584192276,0.17725452780723572,0.291576623916626,0.4474307596683502,0.22034741938114166,0.2532109320163727,0.3882925808429718,0.20268747210502625,0.23277728259563446,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,0.4860881567001343,0.2806392312049866,0.3463578522205353,0.23006735742092133,0.33578023314476013,0.3058393597602844,0.39856547117233276,0.32739606499671936,0.24548950791358948,0.22068053483963013
court,0.23440583050251007,0.09375496953725815,0.18986862897872925,0.21980570256710052,0.3169350028038025,0.18469783663749695,0.109222911298275,0.3515429198741913,0.16987735033035278,0.1857565939426422,0.413828045129776,0.17100423574447632
of,0.33290785551071167,0.26150479912757874,0.42798417806625366,0.2701796889305115,0.30884552001953125,0.22545385360717773,0.3277401030063629,0.3150084316730499,0.36136594414711,0.3314673602581024,0.2816956341266632,0.1826142966747284
justice,0.21462921798229218,0.015849685296416283,0.19227614998817444,0.26324737071990967,0.30231809616088867,0.14110440015792847,0.10361773520708084,0.3454177677631378,0.1484592854976654,0.18591716885566711,0.357088178396225,0.19269752502441406
has,0.20338068902492523,0.22084827721118927,0.3343993127346039,0.2241092026233673,0.1958659142255783,0.20004932582378387,0.309713214635849,0.17038263380527496,0.370955228805542,0.2672328054904938,0.15925909578800201,0.15994466841220856
the,0.42745697498321533,0.30239659547805786,0.4860881567001343,0.2806392312049866,0.3463578522205353,0.23006735742092133,0.33578023314476013,0.3058393597602844,0.39856547117233276,0.32739606499671936,0.24548950791358948,0.22068053483963013
final,0.20972409844398499,0.09494265913963318,0.222634419798851,0.15144231915473938,0.18431155383586884,0.19910959899425507,0.27236485481262207,0.26533615589141846,0.2844679057598114,0.2230503112077713,0.14078935980796814,0.17315025627613068
