,where,would,profits,go,in,this,new,company,?
together,0.27854785323143005,0.24288856983184814,0.17204312980175018,0.11697784811258316,0.3252169191837311,0.278789222240448,0.21075569093227386,0.1862488090991974,0.1690303236246109
in,0.5344807505607605,0.30461156368255615,0.15890081226825714,0.22233200073242188,1.0,0.45205554366111755,0.3758552670478821,0.22141718864440918,0.20430970191955566
april,0.17358720302581787,0.216451033949852,0.09417970478534698,0.2113252878189087,0.2882915735244751,0.25486525893211365,0.24175630509853363,0.20497600734233856,0.25704094767570496
1887,0.01866179145872593,0.06970381736755371,0.029409164562821388,-0.04450754448771477,-0.07133353501558304,-0.03974796459078789,-0.012977074831724167,-0.09448292851448059,-0.017046842724084854
they,0.43078136444091797,0.5262938141822815,0.33083754777908325,0.35253602266311646,0.4330179989337921,0.4273154139518738,0.2588704824447632,0.23680368065834045,0.2753053903579712
formed,0.1854202151298523,0.17511478066444397,0.21653307974338531,0.09782467782497406,0.27325257658958435,0.20024752616882324,0.18156881630420685,0.1684102863073349,0.09686966985464096
the,0.5003893971443176,0.4133751392364502,0.2556864619255066,0.29801803827285767,0.6662389636039734,0.6274310946464539,0.3845241069793701,0.26591673493385315,0.22068053483963013
tesla,0.12761090695858002,0.14290116727352142,0.1919420063495636,0.07152407616376877,0.17097744345664978,0.2066725641489029,0.15999311208724976,0.23045730590820312,0.10250775516033173
electric,0.18615438044071198,0.18745185434818268,0.2071705311536789,0.171164408326149,0.19779469072818756,0.23794974386692047,0.1046885997056961,0.27608945965766907,0.15674720704555511
company,0.21870826184749603,0.2073281854391098,0.42954200506210327,0.13231335580348969,0.22141718864440918,0.2114456593990326,0.16146139800548553,1.0,0.12195809185504913
with,0.4142743945121765,0.38372042775154114,0.20709338784217834,0.18863290548324585,0.4080928862094879,0.36358317732810974,0.24325589835643768,0.24132338166236877,0.2433311939239502
an,0.24824833869934082,0.2650099992752075,0.17642231285572052,0.11282923072576523,0.2605783939361572,0.41881775856018066,0.19160676002502441,0.13791987299919128,0.19793890416622162
agreement,0.184928759932518,0.29784896969795227,0.3048228323459625,0.15608444809913635,0.20350398123264313,0.2593045234680176,0.17310528457164764,0.25054582953453064,0.15830197930335999
that,0.4876193106174469,0.5895259380340576,0.3027469217777252,0.337613970041275,0.435920387506485,0.6909449696540833,0.29177987575531006,0.22723333537578583,0.32716336846351624
profits,0.16185304522514343,0.350881963968277,1.0,0.16078795492649078,0.15890081226825714,0.2789880037307739,0.19245219230651855,0.42954200506210327,0.1589900553226471
from,0.3713873624801636,0.26231399178504944,0.17787910997867584,0.20520222187042236,0.4274188280105591,0.3469814360141754,0.3360432982444763,0.1728876233100891,0.19969791173934937
generated,0.22788546979427338,0.24898934364318848,0.23409347236156464,0.15855106711387634,0.19890514016151428,0.35172131657600403,0.15043646097183228,0.15670032799243927,0.28358349204063416
patents,0.16377021372318268,0.1621590405702591,0.2941073477268219,0.06343398988246918,0.20229753851890564,0.2568124234676361,0.21696273982524872,0.3766961097717285,0.1148110032081604
would,0.3602546751499176,1.0000001192092896,0.350881963968277,0.34386715292930603,0.30461156368255615,0.47797831892967224,0.30488598346710205,0.2073281854391098,0.37178951501846313
go,0.3893263638019562,0.34386715292930603,0.16078795492649078,0.9999999403953552,0.22233200073242188,0.3145105242729187,0.18648427724838257,0.13231335580348969,0.25942572951316833
⅓,0.25422486662864685,0.30893757939338684,0.23183362185955048,0.2358483374118805,0.2969810366630554,0.3635893762111664,0.18567948043346405,0.1532295048236847,0.20435191690921783
to,0.47735077142715454,0.5965728163719177,0.3137185275554657,0.384844571352005,0.45010748505592346,0.5759071707725525,0.33159172534942627,0.24903783202171326,0.29463258385658264
tesla,0.12761090695858002,0.14290116727352142,0.1919420063495636,0.07152407616376877,0.17097744345664978,0.2066725641489029,0.15999311208724976,0.23045730590820312,0.10250775516033173
",",0.3149496018886566,0.32586824893951416,0.14407268166542053,0.3043581247329712,0.5201468467712402,0.4316047728061676,0.36073189973831177,0.2697763442993164,0.31091248989105225
⅓,0.25422486662864685,0.30893757939338684,0.23183362185955048,0.2358483374118805,0.2969810366630554,0.3635893762111664,0.18567948043346405,0.1532295048236847,0.20435191690921783
to,0.47735077142715454,0.5965728163719177,0.3137185275554657,0.384844571352005,0.45010748505592346,0.5759071707725525,0.33159172534942627,0.24903783202171326,0.29463258385658264
peck,0.17093585431575775,0.21139252185821533,0.12962356209754944,0.1697811335325241,0.2105751633644104,0.14761529862880707,0.16463935375213623,0.11175356060266495,0.22361880540847778
and,0.43859338760375977,0.34921059012413025,0.20269834995269775,0.35260969400405884,0.4954058527946472,0.42353692650794983,0.31402453780174255,0.23788511753082275,0.20544172823429108
brown,0.1785518378019333,0.1631116271018982,0.11210581660270691,0.2009204924106598,0.20236437022686005,0.18586336076259613,0.12720443308353424,0.12029571086168289,0.18920691311359406
",",0.3149496018886566,0.32586824893951416,0.14407268166542053,0.3043581247329712,0.5201468467712402,0.4316047728061676,0.36073189973831177,0.2697763442993164,0.31091248989105225
