,how,many,panthers,were,designated,all-pro,?
ten,0.26821833848953247,0.340677946805954,0.15674318373203278,0.3543928563594818,0.17256435751914978,0.19305765628814697,0.14471080899238586
players,0.19302120804786682,0.2428085058927536,0.31885892152786255,0.2492639571428299,0.12505120038986206,0.2594926953315735,0.15925642848014832
were,0.2082374095916748,0.4804460406303406,0.18933986127376556,1.0000001192092896,0.11946389079093933,0.21487198770046234,0.17890112102031708
selected,0.2515982687473297,0.2565077543258667,0.29468804597854614,0.18268117308616638,0.3375193178653717,0.27613621950149536,0.19565007090568542
to,0.44169697165489197,0.40243685245513916,0.2185782641172409,0.31913647055625916,0.194892019033432,0.24128471314907074,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.2602776288986206,0.3906462490558624,0.23178240656852722,0.25509414076805115,0.22068053483963013
pro,0.18713277578353882,0.13571034371852875,0.20294983685016632,0.15433499217033386,0.12830501794815063,0.5767541527748108,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.34713199734687805,0.17085392773151398,0.16266454756259918,0.36240196228027344,0.21118052303791046
(,0.1676948219537735,0.1455259770154953,0.24568988382816315,0.14743882417678833,0.19298940896987915,0.33269432187080383,0.40561532974243164
the,0.33890387415885925,0.4335206151008606,0.2602776288986206,0.3906462490558624,0.23178240656852722,0.25509414076805115,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.18297190964221954,0.3543298542499542,0.14575421810150146,0.2453325092792511,0.2107497900724411
in,0.2601168751716614,0.41474202275276184,0.2115829735994339,0.3815755248069763,0.25212356448173523,0.22380708158016205,0.20430970191955566
franchise,0.1421767622232437,0.1937589943408966,0.3353862166404724,0.17517590522766113,0.1315402090549469,0.24028190970420837,0.13445523381233215
history,0.28613850474357605,0.2746841311454773,0.15208889544010162,0.2241225242614746,0.14648203551769257,0.20180641114711761,0.2501974403858185
),0.17939934134483337,0.16602720320224762,0.24380707740783691,0.1566188633441925,0.16576355695724487,0.34436604380607605,0.42300865054130554
along,0.2501010298728943,0.280875027179718,0.26302406191825867,0.30671337246894836,0.1763477623462677,0.14667701721191406,0.17134909331798553
with,0.3525622487068176,0.35744401812553406,0.23276561498641968,0.3179011940956116,0.09710786491632462,0.2776520848274231,0.2433311939239502
eight,0.222213014960289,0.348200261592865,0.1773618459701538,0.34618258476257324,0.24135015904903412,0.18367242813110352,0.11634626984596252
all-pro,0.2581752836704254,0.20954293012619019,0.2710704207420349,0.21487198770046234,0.23277553915977478,1.0,0.328987181186676
selections,0.29313933849334717,0.2996109426021576,0.2650362551212311,0.23514436185359955,0.24399487674236298,0.34549668431282043,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.23446570336818695,0.3378238379955292,0.25461071729660034,0.33898839354515076,0.4130953550338745
