,what,is,the,force,equivalent,of,torque,compared,to,angular,momentum,?
torque,0.20737673342227936,0.2553624212741852,0.17918266355991364,0.3989385962486267,0.2944411337375641,0.17480440437793732,1.0000001192092896,0.23610025644302368,0.2776867747306824,0.4770011901855469,0.5264062285423279,0.18402814865112305
is,0.28837618231773376,1.0,0.5823672413825989,0.22036980092525482,0.31158339977264404,0.4854315221309662,0.2553624212741852,0.2816821038722992,0.42745086550712585,0.19060391187667847,0.17100326716899872,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.25884127616882324,0.733189046382904,0.17918266355991364,0.28685078024864197,0.535392165184021,0.23341166973114014,0.25104424357414246,0.22068053483963013
rotation,0.22387553751468658,0.2122466117143631,0.2576199471950531,0.27357640862464905,0.27632197737693787,0.20764458179473877,0.4817042946815491,0.26048582792282104,0.23143674433231354,0.4834132492542267,0.5186656713485718,0.1310587376356125
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.2235725373029709,0.9999998807907104,0.294894814491272,0.2944411337375641,0.3105356991291046,0.2572562098503113,0.30586740374565125,0.24942868947982788,0.19755122065544128
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.294894814491272,1.0,0.17480440437793732,0.3360389769077301,0.41548454761505127,0.2594107985496521,0.20991002023220062,0.1826142966747284
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,1.0000001192092896,0.2235725373029709,0.27094775438308716,0.3989385962486267,0.1615532785654068,0.24496492743492126,0.289646714925766,0.35530537366867065,0.1650998443365097
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21744468808174133,0.2342279851436615,0.5696388483047485,0.17021064460277557,0.2479310929775238,0.45010748505592346,0.15265382826328278,0.1619764119386673,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.25884127616882324,0.733189046382904,0.17918266355991364,0.28685078024864197,0.535392165184021,0.23341166973114014,0.25104424357414246,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.22107502818107605,0.3568207323551178,0.3808329105377197,0.30222976207733154,0.3256661891937256,0.3205692768096924,0.2637680172920227,0.30821722745895386,0.22649677097797394
way,0.4835909903049469,0.31685471534729004,0.36217406392097473,0.20701614022254944,0.24976763129234314,0.266871839761734,0.3062191605567932,0.2449987828731537,0.4772548973560333,0.28970059752464294,0.32824623584747314,0.31575819849967957
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.26810982823371887,0.27524828910827637,0.41498205065727234,0.2555283308029175,0.30344316363334656,0.5436353087425232,0.2926815450191498,0.30346521735191345,0.32716336846351624
angle,0.23325645923614502,0.19955028593540192,0.24015556275844574,0.2502554655075073,0.16591906547546387,0.206426739692688,0.4295365810394287,0.1434861570596695,0.20845073461532593,0.4890519678592682,0.44982749223709106,0.16875454783439636
is,0.28837618231773376,1.0,0.5823672413825989,0.22036980092525482,0.31158339977264404,0.4854315221309662,0.2553624212741852,0.2816821038722992,0.42745086550712585,0.19060391187667847,0.17100326716899872,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.25884127616882324,0.733189046382904,0.17918266355991364,0.28685078024864197,0.535392165184021,0.23341166973114014,0.25104424357414246,0.22068053483963013
rotational,0.20972047746181488,0.22487960755825043,0.23343583941459656,0.2662399113178253,0.30398043990135193,0.2599866986274719,0.46031567454338074,0.2848903238773346,0.24084725975990295,0.4835456609725952,0.4836723208427429,0.12318766117095947
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.2235725373029709,0.9999998807907104,0.294894814491272,0.2944411337375641,0.3105356991291046,0.2572562098503113,0.30586740374565125,0.24942868947982788,0.19755122065544128
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.15857845544815063,0.2752762734889984,0.4185989499092102,0.22435441613197327,0.2969150245189667,0.4451248347759247,0.1819334477186203,0.16635693609714508,0.264628142118454
position,0.22031237185001373,0.19614431262016296,0.3183514177799225,0.25129586458206177,0.20444166660308838,0.23636478185653687,0.18868283927440643,0.22173593938350677,0.2374807894229889,0.289509117603302,0.38549140095710754,0.15529610216617584
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.3022598922252655,0.4946078956127167,0.18022006750106812,0.25363782048225403,0.44245919585227966,0.20017574727535248,0.17816640436649323,0.31091248989105225
angular,0.21473631262779236,0.19060391187667847,0.23341166973114014,0.289646714925766,0.30586740374565125,0.2594107985496521,0.4770011901855469,0.23860986530780792,0.212856724858284,1.0000001192092896,0.5464699268341064,0.0890423133969307
velocity,0.21937116980552673,0.18647955358028412,0.22094543278217316,0.33556628227233887,0.26109641790390015,0.15038157999515533,0.5578561425209045,0.2768332362174988,0.2513314187526703,0.4658086597919464,0.5631541609764099,0.20807628333568573
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.15857845544815063,0.2752762734889984,0.4185989499092102,0.22435441613197327,0.2969150245189667,0.4451248347759247,0.1819334477186203,0.16635693609714508,0.264628142118454
velocity,0.21937116980552673,0.18647955358028412,0.22094543278217316,0.33556628227233887,0.26109641790390015,0.15038157999515533,0.5578561425209045,0.2768332362174988,0.2513314187526703,0.4658086597919464,0.5631541609764099,0.20807628333568573
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.3022598922252655,0.4946078956127167,0.18022006750106812,0.25363782048225403,0.44245919585227966,0.20017574727535248,0.17816640436649323,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24372100830078125,0.2953563332557678,0.5116966962814331,0.20806780457496643,0.38507750630378723,0.48971283435821533,0.2351670116186142,0.17244109511375427,0.20544172823429108
angular,0.21473631262779236,0.19060391187667847,0.23341166973114014,0.289646714925766,0.30586740374565125,0.2594107985496521,0.4770011901855469,0.23860986530780792,0.212856724858284,1.0000001192092896,0.5464699268341064,0.0890423133969307
momentum,0.2866780757904053,0.17100326716899872,0.25104424357414246,0.35530537366867065,0.24942868947982788,0.20991002023220062,0.5264062285423279,0.1765323281288147,0.24623270332813263,0.5464699268341064,1.0,0.1894138902425766
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.15857845544815063,0.2752762734889984,0.4185989499092102,0.22435441613197327,0.2969150245189667,0.4451248347759247,0.1819334477186203,0.16635693609714508,0.264628142118454
momentum,0.2866780757904053,0.17100326716899872,0.25104424357414246,0.35530537366867065,0.24942868947982788,0.20991002023220062,0.5264062285423279,0.1765323281288147,0.24623270332813263,0.5464699268341064,1.0,0.1894138902425766
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2783275842666626,0.3060283362865448,0.5352458953857422,0.2254699170589447,0.27071613073349,0.4645031690597534,0.17304769158363342,0.18132592737674713,0.4130953550338745
,what,is,the,force,equivalent,of,torque,compared,to,angular,momentum,?
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.19216643273830414,0.29047077894210815,0.3886612355709076,0.19743523001670837,0.2889116704463959,0.42092081904411316,0.15804795920848846,0.18887123465538025,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2451154738664627,0.2775270342826843,0.5052502155303955,0.29824548959732056,0.2797974646091461,0.45503583550453186,0.26779499650001526,0.2464022934436798,0.23916715383529663
consequence,0.29853200912475586,0.2356904149055481,0.2915307283401489,0.2912921905517578,0.2759835720062256,0.27524054050445557,0.25181347131729126,0.2849152982234955,0.3111545145511627,0.28295692801475525,0.30261239409446716,0.196389839053154
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.294894814491272,1.0,0.17480440437793732,0.3360389769077301,0.41548454761505127,0.2594107985496521,0.20991002023220062,0.1826142966747284
newton,0.20841743052005768,0.21921560168266296,0.1876603662967682,0.28017669916152954,0.2703019976615906,0.18479612469673157,0.329208105802536,0.11100759357213974,0.2176830768585205,0.24903160333633423,0.33839574456214905,0.09645649790763855
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.020782919600605965,0.038734015077352524,-0.03817026689648628,0.057062290608882904,0.04780092462897301,0.03782717138528824,0.023473229259252548,0.012202559038996696,-0.023395681753754616
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.1799899935722351,0.2536664307117462,0.3536086082458496,0.18418003618717194,0.20295920968055725,0.3792489171028137,0.1446363627910614,0.16285735368728638,0.18701928853988647
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.23490524291992188,0.2109493464231491,0.2816956341266632,0.2570192813873291,0.058231327682733536,0.259207159280777,0.19037653505802155,0.2695237100124359,0.1528988480567932
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.294894814491272,1.0,0.17480440437793732,0.3360389769077301,0.41548454761505127,0.2594107985496521,0.20991002023220062,0.1826142966747284
motion,0.260096937417984,0.2224293351173401,0.30530840158462524,0.262514591217041,0.17449690401554108,0.24864931404590607,0.3618735671043396,0.17902003228664398,0.26277783513069153,0.39011040329933167,0.42326411604881287,0.20143945515155792
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.3022598922252655,0.4946078956127167,0.18022006750106812,0.25363782048225403,0.44245919585227966,0.20017574727535248,0.17816640436649323,0.31091248989105225
