,what,year,was,setanta,sports,awarded,primeier,leage,rights,to,broadcast,?
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.2587471604347229,0.27591386437416077,0.25735601782798767,0.22183501720428467,0.27972137928009033,0.17772755026817322,0.45010748505592346,0.26723843812942505,0.20430970191955566
may,0.25739946961402893,0.22333407402038574,0.3388521671295166,0.21487845480442047,0.1919209361076355,0.18252165615558624,0.2544306218624115,0.23155315220355988,0.20407463610172272,0.391582727432251,0.2171957939863205,0.2768254578113556
2006,-0.0008085015579126775,0.007006329949945211,-0.08876620978116989,-0.07595241069793701,-0.008289358578622341,-0.014178045094013214,-0.11379431188106537,0.18826518952846527,-0.006592086516320705,0.012056082487106323,-0.014856270514428616,-0.1194092258810997
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3244000971317291,0.2693314254283905,0.2723027765750885,0.32452401518821716,0.2371261715888977,0.2595706284046173,0.44245919585227966,0.24917922914028168,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.23956644535064697,0.20313861966133118,0.24971646070480347,0.24312077462673187,0.3690566122531891,0.2579100430011749,0.535392165184021,0.2713715434074402,0.22068053483963013
irish,0.12490905076265335,0.1511118859052658,0.2472245693206787,0.23437905311584473,0.16324198246002197,0.14307276904582977,0.14492960274219513,0.14510785043239594,0.10044343024492264,0.19614946842193604,0.1865270733833313,0.09232300519943237
broadcaster,0.13187484443187714,0.2154533565044403,0.2724062502384186,0.24234984815120697,0.3488624691963196,0.26305148005485535,0.28919705748558044,0.2222396433353424,0.2212580293416977,0.15827877819538116,0.7665559649467468,0.13187550008296967
setanta,0.19379256665706635,0.1785203218460083,0.2215076982975006,1.0,0.2971038520336151,0.19284169375896454,0.2732653319835663,0.21041058003902435,0.15787094831466675,0.2352461814880371,0.17683976888656616,0.1556110829114914
sports,0.13245077431201935,0.18717817962169647,0.19941140711307526,0.2971038520336151,0.9999999403953552,0.12807144224643707,0.21214105188846588,0.24211174249649048,0.202855184674263,0.1915440857410431,0.2826615273952484,0.04557104781270027
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.2215076982975006,0.19941140711307526,0.30614012479782104,0.23260152339935303,0.22025418281555176,0.19272007048130035,0.3636345863342285,0.24068336188793182,0.18412111699581146
awarded,0.0973663404583931,0.30510014295578003,0.30614012479782104,0.19284169375896454,0.12807144224643707,1.0,0.19007432460784912,0.17501117289066315,0.19746318459510803,0.17180772125720978,0.23299182951450348,0.1431703418493271
two,0.23363454639911652,0.2893567979335785,0.27166637778282166,0.24346671998500824,0.11811549961566925,0.2187136858701706,0.2603711783885956,0.2662394642829895,0.15556561946868896,0.3343428373336792,0.1938299685716629,0.19645625352859497
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.24849773943424225,0.24392472207546234,0.2630610167980194,0.24279485642910004,0.27091172337532043,0.19425496459007263,0.41548454761505127,0.20155203342437744,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.23956644535064697,0.20313861966133118,0.24971646070480347,0.24312077462673187,0.3690566122531891,0.2579100430011749,0.535392165184021,0.2713715434074402,0.22068053483963013
six,0.1779850870370865,0.31663334369659424,0.3042767345905304,0.2199828326702118,0.10079964995384216,0.20720162987709045,0.2107629030942917,0.2588208019733429,0.11041232198476791,0.2762264311313629,0.1815827339887619,0.15298804640769958
premier,0.1411381959915161,0.15372394025325775,0.205341175198555,0.14026552438735962,0.2075887769460678,0.15813444554805756,0.4294344186782837,0.3419921398162842,0.19440405070781708,0.170038640499115,0.11549346148967743,0.1292608082294464
league,0.16616638004779816,0.20387181639671326,0.21425791084766388,0.23202592134475708,0.3001449704170227,0.22396719455718994,0.2745770514011383,0.5632074475288391,0.22009842097759247,0.18720030784606934,0.19478030502796173,0.15941482782363892
packages,0.2038624882698059,0.21295525133609772,0.176748588681221,0.183079332113266,0.19525600969791412,0.18960680067539215,0.2427646964788437,0.34437987208366394,0.20193442702293396,0.3064035177230835,0.22283442318439484,0.2038814127445221
that,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.21167609095573425,0.18669648468494415,0.13811200857162476,0.23864959180355072,0.30017706751823425,0.251168817281723,0.5436353087425232,0.267183780670166,0.32716336846351624
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.23956644535064697,0.20313861966133118,0.24971646070480347,0.24312077462673187,0.3690566122531891,0.2579100430011749,0.535392165184021,0.2713715434074402,0.22068053483963013
english,0.25060737133026123,0.19212706387043,0.23000946640968323,0.15153789520263672,0.13371340930461884,0.12140870094299316,0.19134442508220673,0.16496789455413818,0.214710995554924,0.21984367072582245,0.20417197048664093,0.23251567780971527
fa,0.1598968207836151,0.12015078961849213,0.13952648639678955,0.2633323669433594,0.10222480446100235,0.2011910080909729,0.11502391844987869,0.22997236251831055,0.20327356457710266,0.14400863647460938,0.12172474712133408,0.25038349628448486
offered,0.1662205457687378,0.25439193844795227,0.39858749508857727,0.2159888595342636,0.19161978363990784,0.35183772444725037,0.18457047641277313,0.2269187718629837,0.20708875358104706,0.28788384795188904,0.22349141538143158,0.22244536876678467
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.2352461814880371,0.1915440857410431,0.17180772125720978,0.2081182301044464,0.3440088927745819,0.2570022940635681,1.0,0.2326623648405075,0.29463258385658264
broadcasters,0.19592861831188202,0.26177456974983215,0.24629826843738556,0.2813010513782501,0.4168190658092499,0.27143633365631104,0.29107338190078735,0.3369665741920471,0.2847118675708771,0.2560518682003021,0.7125352025032043,0.20347130298614502
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.28406819701194763,0.25474128127098083,0.25280869007110596,0.26479285955429077,0.32512167096138,0.24957291781902313,0.4645031690597534,0.2280997633934021,0.4130953550338745
