,where,do,cryptophyte,chloroplasts,store,starch,?
they,0.43078136444091797,0.4667694866657257,0.28797435760498047,0.37369829416275024,0.28481075167655945,0.32157671451568604,0.2753053903579712
synthesize,0.1860474944114685,0.23457713425159454,0.37655147910118103,0.4822883903980255,0.24849584698677063,0.4048376977443695,0.20040832459926605
ordinary,0.2585916221141815,0.3683397173881531,0.18038420379161835,0.22126808762550354,0.23542185127735138,0.27853238582611084,0.22565332055091858
starch,0.20085912942886353,0.2514069080352783,0.47488394379615784,0.584715723991394,0.3659400939941406,1.0000001192092896,0.1948019117116928
",",0.3149496018886566,0.3283645510673523,0.22245514392852783,0.20794041454792023,0.27140161395072937,0.2539854049682617,0.31091248989105225
which,0.5477990508079529,0.31153854727745056,0.35078370571136475,0.3874085545539856,0.25919073820114136,0.35283997654914856,0.25814583897590637
is,0.3586711287498474,0.30895981192588806,0.28574585914611816,0.22550933063030243,0.24926087260246277,0.21072232723236084,0.22961433231830597
stored,0.3101474642753601,0.2388223260641098,0.3611657917499542,0.386023610830307,0.6592265963554382,0.47190403938293457,0.18399180471897125
in,0.5344807505607605,0.23402775824069977,0.1699182093143463,0.21141497790813446,0.3481425344944,0.22129224240779877,0.20430970191955566
granules,0.1944318264722824,0.22485478222370148,0.4925757646560669,0.659332275390625,0.19222471117973328,0.6108137369155884,0.15524077415466309
found,0.2867223024368286,0.19611693918704987,0.2467057704925537,0.23219403624534607,0.2778010368347168,0.24122977256774902,0.16790300607681274
in,0.5344807505607605,0.23402775824069977,0.1699182093143463,0.21141497790813446,0.3481425344944,0.22129224240779877,0.20430970191955566
the,0.5003893971443176,0.30239659547805786,0.215342178940773,0.23062430322170258,0.2639283239841461,0.25495320558547974,0.22068053483963013
periplastid,0.2564127743244171,0.296724796295166,0.5548480749130249,0.6916346549987793,0.2552611827850342,0.4676194489002228,0.21360674500465393
space—outside,0.43060097098350525,0.25302624702453613,0.34303754568099976,0.43864816427230835,0.279125452041626,0.32776179909706116,0.25494441390037537
the,0.5003893971443176,0.30239659547805786,0.215342178940773,0.23062430322170258,0.2639283239841461,0.25495320558547974,0.22068053483963013
original,0.15837015211582184,0.1608448624610901,0.21962805092334747,0.2131224274635315,0.2092573195695877,0.23511359095573425,0.17256900668144226
double,0.19478586316108704,0.12869450449943542,0.21719537675380707,0.26824215054512024,0.09577422589063644,0.22393764555454254,0.10017921775579453
membrane,0.18034356832504272,0.2031068652868271,0.3913704454898834,0.6331068873405457,0.21688908338546753,0.46558353304862976,0.18908235430717468
",",0.3149496018886566,0.3283645510673523,0.22245514392852783,0.20794041454792023,0.27140161395072937,0.2539854049682617,0.31091248989105225
in,0.5344807505607605,0.23402775824069977,0.1699182093143463,0.21141497790813446,0.3481425344944,0.22129224240779877,0.20430970191955566
the,0.5003893971443176,0.30239659547805786,0.215342178940773,0.23062430322170258,0.2639283239841461,0.25495320558547974,0.22068053483963013
place,0.4786618947982788,0.2542041838169098,0.16248074173927307,0.18316106498241425,0.191865012049675,0.15726692974567413,0.2455766350030899
that,0.4876193106174469,0.44533252716064453,0.2765265107154846,0.3177454173564911,0.22256715595722198,0.31636112928390503,0.32716336846351624
corresponds,0.26347512006759644,0.18944814801216125,0.3107505440711975,0.2991119921207428,0.13317589461803436,0.2906598448753357,0.10960221290588379
to,0.47735077142715454,0.38876664638519287,0.20937129855155945,0.23370109498500824,0.303510457277298,0.25500980019569397,0.29463258385658264
the,0.5003893971443176,0.30239659547805786,0.215342178940773,0.23062430322170258,0.2639283239841461,0.25495320558547974,0.22068053483963013
red,0.22026731073856354,0.19410714507102966,0.1332361251115799,0.26118144392967224,0.12203149497509003,0.2168039232492447,0.1495664119720459
alga,0.1816519945859909,0.25086095929145813,0.49126288294792175,0.6178844571113586,0.24137355387210846,0.4420405626296997,0.15664592385292053
's,0.0007701900321990252,-0.01994597539305687,0.03953023999929428,-0.026035647839307785,0.02149244211614132,-0.030944928526878357,-0.023395681753754616
cytoplasm,0.22991377115249634,0.2390817254781723,0.49562934041023254,0.7543765306472778,0.25968778133392334,0.5861282348632812,0.1524042785167694
.,0.41390106081962585,0.3613996207714081,0.24506814777851105,0.23868323862552643,0.2638673484325409,0.29690173268318176,0.4130953550338745
