,in,the,rankine,cycle,",",what,does,water,turn,into,when,heated,?
in,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.5201468467712402,0.30808621644973755,0.214483380317688,0.23966141045093536,0.1769595742225647,0.38021373748779297,0.4431333839893341,0.22588367760181427,0.20430970191955566
the,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.297396719455719,0.3359498679637909,0.39493247866630554,0.5091903209686279,0.23381417989730835,0.22068053483963013
cycle,0.20483464002609253,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.16122886538505554,0.17920038104057312,0.186013326048851,0.2720015347003937,0.29972827434539795,0.14627525210380554,0.2033594697713852,0.1917436271905899,0.07156776636838913
",",0.5201468467712402,0.4933079481124878,0.2938905656337738,0.16122886538505554,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.26706066727638245,0.23215743899345398,0.2826121151447296,0.36674630641937256,0.24705879390239716,0.31091248989105225
water,0.23966141045093536,0.297396719455719,0.21470332145690918,0.2720015347003937,0.26706066727638245,0.17456887662410736,0.29202038049697876,0.9999998807907104,0.28680846095085144,0.2901814877986908,0.28462544083595276,0.48033371567726135,0.14731885492801666
is,0.5394441485404968,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.2879090905189514,0.24236083030700684,0.2619607150554657,0.3471449911594391,0.2211911827325821,0.22961433231830597
heated,0.22588367760181427,0.23381417989730835,0.3174472153186798,0.1917436271905899,0.24705879390239716,0.23818936944007874,0.2919135093688965,0.48033371567726135,0.2763795256614685,0.31561872363090515,0.41087648272514343,0.9999999403953552,0.17015774548053741
and,0.4954058527946472,0.5171257257461548,0.2593007981777191,0.2020994871854782,0.6633074283599854,0.31309178471565247,0.3461615741252899,0.3054247498512268,0.29704567790031433,0.36597734689712524,0.4716290831565857,0.27777475118637085,0.20544172823429108
transforms,0.1428205668926239,0.24296821653842926,0.18777115643024445,0.20547005534172058,0.1990315467119217,0.13705132901668549,0.21369574964046478,0.17444030940532684,0.3916599452495575,0.3339933454990387,0.23677025735378265,0.2580118477344513,0.07925523817539215
into,0.38021373748779297,0.39493247866630554,0.08062097430229187,0.14627525210380554,0.2826121151447296,0.2180619090795517,0.22312942147254944,0.2901814877986908,0.3957577645778656,1.0,0.389646977186203,0.31561872363090515,0.15662476420402527
steam,0.19852672517299652,0.23105813562870026,0.2536572813987732,0.24528048932552338,0.2264556586742401,0.15672586858272552,0.1864793747663498,0.43059393763542175,0.28689682483673096,0.18330587446689606,0.29351481795310974,0.4441978633403778,0.113324373960495
within,0.40576374530792236,0.39827480912208557,0.18110904097557068,0.18040014803409576,0.2513136863708496,0.2498195916414261,0.29514265060424805,0.2068917453289032,0.13744060695171356,0.33419179916381836,0.3464125096797943,0.15925802290439606,0.1870293766260147
a,0.539380669593811,0.5829201340675354,0.18306823074817657,0.21741491556167603,0.427140474319458,0.3320399522781372,0.38201746344566345,0.2979097068309784,0.3154307007789612,0.3461161255836487,0.44397395849227905,0.22704613208770752,0.23916715383529663
boiler,0.25116536021232605,0.2309672236442566,0.2433781921863556,0.16577763855457306,0.20319129526615143,0.23551298677921295,0.18338285386562347,0.4237300455570221,0.2297450751066208,0.22870968282222748,0.28006625175476074,0.48181891441345215,0.20881007611751556
operating,0.2706070840358734,0.28778329491615295,0.22824908792972565,0.19171454012393951,0.28136807680130005,0.25311869382858276,0.2529928386211395,0.2537432312965393,0.16391266882419586,0.1460949182510376,0.2633994221687317,0.2050691395998001,0.15840965509414673
at,0.4374977946281433,0.457212895154953,0.23498916625976562,0.16644613444805145,0.38314947485923767,0.2838611304759979,0.17465277016162872,0.14569826424121857,0.16891281306743622,0.2095452845096588,0.38876327872276306,0.20548808574676514,0.21978627145290375
a,0.539380669593811,0.5829201340675354,0.18306823074817657,0.21741491556167603,0.427140474319458,0.3320399522781372,0.38201746344566345,0.2979097068309784,0.3154307007789612,0.3461161255836487,0.44397395849227905,0.22704613208770752,0.23916715383529663
high,0.2652597725391388,0.28034812211990356,0.2970644533634186,0.08289308100938797,0.27938312292099,0.20466077327728271,0.2028418332338333,0.21074092388153076,0.22173097729682922,0.14017035067081451,0.20577524602413177,0.24107016623020172,0.11137914657592773
pressure,0.16116683185100555,0.28285476565361023,0.3223322927951813,0.1404963731765747,0.21867604553699493,0.2625555694103241,0.21297191083431244,0.42039209604263306,0.24502861499786377,0.2177886962890625,0.3197888433933258,0.41845211386680603,0.142023503780365
.,0.5591574311256409,0.5934505462646484,0.24286073446273804,0.19143328070640564,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.26634910702705383,0.30823618173599243,0.26250120997428894,0.475719153881073,0.274145245552063,0.4130953550338745
