,what,do,people,with,lower,income,have,less,access,to,?
as,0.31749409437179565,0.38329678773880005,0.15704652667045593,0.40387406945228577,0.21512500941753387,0.1530616581439972,0.37788212299346924,0.3253805339336395,0.18291348218917847,0.42092081904411316,0.27043893933296204
a,0.3320399522781372,0.26237669587135315,0.3483705520629883,0.3783375024795532,0.2221667766571045,0.2084353119134903,0.338716596364975,0.3475147485733032,0.21509003639221191,0.45503583550453186,0.23916715383529663
result,0.19945499300956726,0.23993156850337982,0.1918027251958847,0.21787862479686737,0.2211267501115799,0.19292858242988586,0.28083348274230957,0.2483719438314438,0.21287588775157928,0.23653174936771393,0.17218433320522308
",",0.3087472915649414,0.3283645510673523,0.36644625663757324,0.4120737314224243,0.236776202917099,0.19703416526317596,0.3541618287563324,0.28111666440963745,0.21104522049427032,0.44245919585227966,0.31091248989105225
those,0.44466671347618103,0.43052518367767334,0.4342038333415985,0.3564215302467346,0.27896571159362793,0.2642168700695038,0.5838188529014587,0.3945322036743164,0.3006208539009094,0.47350940108299255,0.3328189253807068
who,0.40942975878715515,0.2662210166454315,0.3933800458908081,0.3282766342163086,0.13005778193473816,0.1852571815252304,0.39246654510498047,0.24590972065925598,0.19773592054843903,0.42656609416007996,0.26220351457595825
are,0.29724663496017456,0.41111594438552856,0.385090708732605,0.38996943831443787,0.22557412087917328,0.20486517250537872,0.6577680706977844,0.37797531485557556,0.26493874192237854,0.3504326641559601,0.24591213464736938
unable,0.2877064049243927,0.2597893476486206,0.25711342692375183,0.2665347456932068,0.17217408120632172,0.2153988927602768,0.29778918623924255,0.2555198669433594,0.255573034286499,0.47413626313209534,0.1804998219013214
to,0.455847829580307,0.38876664638519287,0.37275731563568115,0.4239959120750427,0.233318492770195,0.27188464999198914,0.4544740617275238,0.38397523760795593,0.3465658128261566,1.0,0.29463258385658264
afford,0.2490071803331375,0.3151162266731262,0.24805530905723572,0.23832660913467407,0.22779184579849243,0.3238849639892578,0.3553431034088135,0.35112446546554565,0.23354320228099823,0.36459875106811523,0.2048596292734146
an,0.2821882665157318,0.25865980982780457,0.16753636300563812,0.2730048894882202,0.0962325856089592,0.12479376047849655,0.22897054255008698,0.24461770057678223,0.21247172355651855,0.3138085603713989,0.19793890416622162
education,0.19940856099128723,0.18523280322551727,0.21798217296600342,0.11138669401407242,0.21266406774520874,0.4021187722682953,0.19461645185947418,0.14383840560913086,0.2850135266780853,0.2626708149909973,0.18067774176597595
",",0.3087472915649414,0.3283645510673523,0.36644625663757324,0.4120737314224243,0.236776202917099,0.19703416526317596,0.3541618287563324,0.28111666440963745,0.21104522049427032,0.44245919585227966,0.31091248989105225
or,0.33867141604423523,0.39439281821250916,0.335800439119339,0.38158315420150757,0.27895238995552063,0.2201215922832489,0.46389055252075195,0.40981101989746094,0.2958061695098877,0.38921234011650085,0.32389625906944275
choose,0.37237128615379333,0.37000808119773865,0.26329439878463745,0.24596300721168518,0.18775993585586548,0.2119605392217636,0.3714294135570526,0.2351154088973999,0.2478167563676834,0.38412243127822876,0.2863835394382477
not,0.5449194312095642,0.6619802713394165,0.28395727276802063,0.3409014642238617,0.20697054266929626,0.25472235679626465,0.5619372129440308,0.422049343585968,0.2917294502258301,0.5149973034858704,0.41942933201789856
to,0.455847829580307,0.38876664638519287,0.37275731563568115,0.4239959120750427,0.233318492770195,0.27188464999198914,0.4544740617275238,0.38397523760795593,0.3465658128261566,1.0,0.29463258385658264
pursue,0.21410717070102692,0.2400127351284027,0.11010289192199707,0.17327171564102173,0.1300053894519806,0.1630694419145584,0.2974075973033905,0.18722125887870789,0.17449457943439484,0.38036081194877625,0.1284760683774948
optional,0.18392537534236908,0.18821562826633453,0.14800383150577545,0.14345374703407288,0.22371944785118103,0.17268988490104675,0.20812268555164337,0.1413765698671341,0.22043246030807495,0.1964407116174698,0.2415110170841217
education,0.19940856099128723,0.18523280322551727,0.21798217296600342,0.11138669401407242,0.21266406774520874,0.4021187722682953,0.19461645185947418,0.14383840560913086,0.2850135266780853,0.2626708149909973,0.18067774176597595
",",0.3087472915649414,0.3283645510673523,0.36644625663757324,0.4120737314224243,0.236776202917099,0.19703416526317596,0.3541618287563324,0.28111666440963745,0.21104522049427032,0.44245919585227966,0.31091248989105225
generally,0.40614598989486694,0.33159759640693665,0.23223119974136353,0.33641812205314636,0.23940885066986084,0.22210274636745453,0.49163123965263367,0.48648715019226074,0.31487706303596497,0.3871513605117798,0.23411904275417328
receive,0.20392422378063202,0.3382364809513092,0.18670649826526642,0.23076897859573364,0.15474215149879456,0.2612389624118805,0.3276139199733734,0.2493913471698761,0.3173690438270569,0.3372296690940857,0.1652119904756546
much,0.45316147804260254,0.312346875667572,0.29446882009506226,0.2808258831501007,0.2710433602333069,0.22319182753562927,0.440376877784729,0.6148731112480164,0.2709234952926636,0.40610215067863464,0.23442231118679047
lower,0.20079238712787628,0.12720887362957,0.16504937410354614,0.1784515678882599,1.0,0.25601446628570557,0.2959109842777252,0.31475934386253357,0.18708786368370056,0.233318492770195,0.08471795171499252
wages,0.20351257920265198,0.18496131896972656,0.2767269015312195,0.14361517131328583,0.23713955283164978,0.5553869605064392,0.22623831033706665,0.3182685971260071,0.24421298503875732,0.24337364733219147,0.19884631037712097
.,0.3567904531955719,0.3613996207714081,0.33118996024131775,0.4446153938770294,0.24347278475761414,0.26448529958724976,0.41614407300949097,0.32668155431747437,0.25392448902130127,0.4645031690597534,0.4130953550338745
