,what,is,the,only,dinophyte,that,has,a,non-rhodoplast,chloroplast,?
lepidodinium,0.18634876608848572,0.2544657588005066,0.3021300137042999,0.29064977169036865,0.566999614238739,0.25108563899993896,0.21924948692321777,0.2375578135251999,0.5616741180419922,0.5146566033363342,0.18498578667640686
viride,0.19064870476722717,0.2854582965373993,0.18238520622253418,0.2023339569568634,0.421782523393631,0.17160682380199432,0.19664952158927917,0.3003922402858734,0.47870633006095886,0.44529175758361816,0.24772310256958008
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.21289017796516418,0.4731321930885315,0.43716782331466675,0.3739250600337982,0.2666188180446625,0.19758054614067078,0.20544172823429108
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.3620542287826538,0.17578065395355225,0.416561484336853,0.4627293348312378,0.4424409866333008,0.27388864755630493,0.21647074818611145,0.15103481709957123
close,0.23424343764781952,0.26769399642944336,0.2625353932380676,0.23371516168117523,0.17350757122039795,0.2975064516067505,0.17172996699810028,0.2293529510498047,0.21565483510494232,0.16894198954105377,0.1908312737941742
relatives,0.1565784066915512,0.11001893877983093,0.13813774287700653,0.2135026454925537,0.4301096200942993,0.24421492218971252,0.09221847355365753,0.12794458866119385,0.2691720128059387,0.27333730459213257,0.1256532222032547
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.4533037543296814,0.3241233229637146,0.45265161991119385,0.4313911199569702,0.265255331993103,0.3710296154022217,0.26561424136161804,0.24591213464736938
dinophytes,0.24863049387931824,0.23188437521457672,0.21529841423034668,0.33631667494773865,0.9631615281105042,0.2883336842060089,0.21241366863250732,0.22030939161777496,0.6685238480567932,0.5790420770645142,0.23279373347759247
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.6004067063331604,0.24814166128635406,1.0,0.41272613406181335,0.47537946701049805,0.35215815901756287,0.30851247906684875,0.32716336846351624
lost,0.198215052485466,0.18998044729232788,0.3376973867416382,0.28440654277801514,0.09103342890739441,0.26059767603874207,0.22842691838741302,0.24504798650741577,0.14600567519664764,0.17385512590408325,0.15261413156986237
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.374733567237854,0.2205135077238083,0.4266771972179413,0.2814009487628937,0.29698723554611206,0.28353723883628845,0.25170472264289856,0.1898253709077835
original,0.24651947617530823,0.2681281864643097,0.4037000238895416,0.30343738198280334,0.1938314288854599,0.326194703578949,0.26627111434936523,0.25438275933265686,0.25287798047065735,0.23150280117988586,0.17256900668144226
peridinin,0.22104650735855103,0.3188054859638214,0.357619047164917,0.259196013212204,0.38833490014076233,0.2504256069660187,0.17573752999305725,0.3299764394760132,0.36964738368988037,0.3532528281211853,0.16034066677093506
chloroplast,0.23505516350269318,0.20798198878765106,0.21317854523658752,0.298546701669693,0.545157253742218,0.30851247906684875,0.1652500033378601,0.237538680434227,0.7868029475212097,1.0000001192092896,0.12532055377960205
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.21289017796516418,0.4731321930885315,0.43716782331466675,0.3739250600337982,0.2666188180446625,0.19758054614067078,0.20544172823429108
replaced,0.12975038588047028,0.20220594108104706,0.2645455598831177,0.2796187400817871,0.17420317232608795,0.2443014234304428,0.16623616218566895,0.20298108458518982,0.2151867151260376,0.1561889797449112,0.14945141971111298
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.46795082092285156,0.1650887280702591,0.5921133160591125,0.41962623596191406,0.5452592968940735,0.28544333577156067,0.23054824769496918,0.25732165575027466
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.367427259683609,0.19182336330413818,0.4154358208179474,0.44092974066734314,0.3783375024795532,0.22405888140201569,0.19272543489933014,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.47549712657928467,0.2405577301979065,0.47537946701049805,0.4670248031616211,1.0,0.2876337766647339,0.237538680434227,0.23916715383529663
green,0.16762696206569672,0.23195718228816986,0.24099771678447723,0.25540974736213684,0.29144564270973206,0.18731415271759033,0.2077392339706421,0.2557748556137085,0.24967169761657715,0.3238564133644104,0.11409882456064224
algal,0.19235531985759735,0.28404173254966736,0.2194017767906189,0.252113938331604,0.5452669858932495,0.2880746126174927,0.22213652729988098,0.19408543407917023,0.511289656162262,0.585027813911438,0.18147486448287964
derived,0.20143714547157288,0.2666328251361847,0.26961472630500793,0.22180339694023132,0.35537081956863403,0.28356388211250305,0.1696081906557083,0.20561029016971588,0.3252910375595093,0.25981593132019043,0.1241099163889885
chloroplast,0.23505516350269318,0.20798198878765106,0.21317854523658752,0.298546701669693,0.545157253742218,0.30851247906684875,0.1652500033378601,0.237538680434227,0.7868029475212097,1.0000001192092896,0.12532055377960205
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.30817532539367676,0.26533740758895874,0.2264307141304016,0.2498389035463333,0.3206180930137634,0.23392519354820251,0.17505401372909546,0.40561532974243164
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.46864160895347595,0.24020209908485413,0.4813884496688843,0.3442428410053253,0.3452818691730499,0.2750144600868225,0.22333800792694092,0.27894994616508484
specifically,0.37581726908683777,0.30065107345581055,0.3760298490524292,0.32939302921295166,0.25483521819114685,0.41220247745513916,0.22357237339019775,0.30994293093681335,0.24299001693725586,0.1657068431377411,0.2063003033399582
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.28200945258140564,0.4137537479400635,0.3734780251979828,0.427140474319458,0.28500989079475403,0.20078974962234497,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.47549712657928467,0.2405577301979065,0.47537946701049805,0.4670248031616211,1.0,0.2876337766647339,0.237538680434227,0.23916715383529663
prasinophyte,0.21488139033317566,0.26101499795913696,0.23673196136951447,0.3059636652469635,0.9081348776817322,0.24274827539920807,0.26005539298057556,0.24340443313121796,0.6520932912826538,0.5332319140434265,0.22744351625442505
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.31837013363838196,0.25803133845329285,0.23478686809539795,0.26944878697395325,0.3640355169773102,0.22821125388145447,0.16709916293621063,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.2765951156616211,0.4460422694683075,0.4105546176433563,0.50484299659729,0.2889614403247833,0.2371024191379547,0.4130953550338745
