,what,did,johannes,agricola,preach,that,god,'s,gospel,revealed,?
early,0.2454567849636078,0.32047218084335327,0.23647083342075348,0.20802976191043854,0.2404363453388214,0.29580917954444885,0.178793266415596,0.03384959325194359,0.26437145471572876,0.2795078456401825,0.15272949635982513
in,0.30808621644973755,0.2593238651752472,0.1588989645242691,0.22637778520584106,0.2044697254896164,0.435920387506485,0.1355067938566208,-0.037580832839012146,0.1775401383638382,0.23558005690574646,0.20430970191955566
1537,0.14134517312049866,0.038711920380592346,0.02134648896753788,0.002671071095392108,-0.08482195436954498,0.12239804118871689,-0.020948590710759163,0.028205078095197678,-0.01327140349894762,-0.1161753311753273,0.20334532856941223
",",0.3087472915649414,0.3015086054801941,0.23842287063598633,0.31323951482772827,0.22622790932655334,0.4137537479400635,0.24755379557609558,-0.0016132977325469255,0.19893822073936462,0.2688588798046112,0.31091248989105225
johannes,0.15563374757766724,0.21629485487937927,1.0000001192092896,0.40181809663772583,0.23896627128124237,0.1908387690782547,0.18581391870975494,0.04966715723276138,0.152152419090271,0.12731079757213593,0.11330793052911758
agricola,0.16765640676021576,0.19420742988586426,0.40181809663772583,1.0000001192092896,0.18605853617191315,0.15990127623081207,0.2288515269756317,0.11471420526504517,0.21619656682014465,0.08960973471403122,0.09306862205266953
(,0.2411840260028839,0.18979617953300476,0.1835002303123474,0.27603399753570557,0.1520339399576187,0.2264307141304016,0.12776459753513336,0.0012731997994706035,0.15194553136825562,0.11922375112771988,0.40561532974243164
1494–1566,-0.007657377980649471,-0.02039993554353714,0.08932173252105713,0.16368016600608826,0.09234923869371414,-0.09235638380050659,0.07594959437847137,-0.035490766167640686,0.05241916701197624,0.019724350422620773,0.10092730820178986
),0.26259949803352356,0.18584993481636047,0.19637052714824677,0.2796342968940735,0.15728986263275146,0.23478686809539795,0.13456648588180542,0.021107977256178856,0.15507782995700836,0.13362501561641693,0.42300865054130554
–,0.13008765876293182,0.2259434312582016,0.23627306520938873,0.3083796501159668,0.15374134480953217,0.15484696626663208,0.08678116649389267,0.02811010740697384,0.15337525308132172,0.1311538815498352,0.2714554965496063
