,according,to,the,princeton,review,where,has,harvard,ranked,as,a,``,dream,college,'',in,2013
from,0.24556046724319458,0.4069952368736267,0.40150508284568787,0.16618144512176514,0.1490122228860855,0.3713873624801636,0.2621968984603882,0.2288978099822998,0.13486354053020477,0.3251767158508301,0.322764128446579,0.02677825279533863,0.1962859034538269,0.19399894773960114,-0.011389154009521008,0.4274188280105591,-0.24895043671131134
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.1700495183467865,0.2132924199104309,0.40997210144996643,0.4670248031616211,0.24754071235656738,0.15578456223011017,0.39550232887268066,1.0,0.07272057235240936,0.19379842281341553,0.20302298665046692,0.04890415817499161,0.539380669593811,-0.3549499809741974
poll,0.2501724362373352,0.23188330233097076,0.23910145461559296,0.19998037815093994,0.2982862591743469,0.14064933359622955,0.15216748416423798,0.16203245520591736,0.32336241006851196,0.14838699996471405,0.1860024631023407,-0.024682408198714256,0.13294899463653564,0.2386576533317566,-0.009792346507310867,0.211052805185318,-0.1481322944164276
done,0.2378292679786682,0.2647212743759155,0.26575928926467896,0.13500747084617615,0.29435044527053833,0.24295906722545624,0.28241458535194397,0.11917183548212051,0.2344050258398056,0.28695398569107056,0.2800007462501526,0.045302920043468475,0.19451291859149933,0.1352114975452423,0.006338078062981367,0.22165289521217346,-0.3459271788597107
by,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.1274966150522232,0.14880061149597168,0.2641284465789795,0.3254803419113159,0.18136346340179443,0.17682971060276031,0.3815547823905945,0.32094135880470276,-0.030704375356435776,0.09510371088981628,0.18773820996284485,-0.010275691747665405,0.370934396982193,-0.25238490104675293
the,0.3202974498271942,0.535392165184021,1.0,0.2383277863264084,0.245576411485672,0.5003893971443176,0.4177538752555847,0.24496200680732727,0.2711145281791687,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.18804152309894562,0.19751401245594025,0.041273195296525955,0.6662389636039734,-0.38509321212768555
princeton,0.1759834885597229,0.1856478601694107,0.2383277863264084,1.0,0.2718026340007782,0.24923525750637054,0.1948034167289734,0.5002841949462891,0.21983619034290314,0.15891847014427185,0.1700495183467865,-0.014111604541540146,0.12852051854133606,0.40917178988456726,-0.04545992985367775,0.28176820278167725,0.0875687524676323
review,0.23978863656520844,0.22984053194522858,0.245576411485672,0.2718026340007782,1.0000001192092896,0.10769011080265045,0.18060384690761566,0.3302672505378723,0.17477144300937653,0.21991686522960663,0.2132924199104309,-0.11371882259845734,0.16997253894805908,0.23851966857910156,-0.05241112783551216,0.1851312667131424,-0.1091950535774231
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.28074315190315247,0.32966679334640503,0.3149496018886566,0.3734780251979828,0.2719281017780304,0.21935869753360748,0.48816442489624023,0.427140474319458,0.09681109338998795,0.16965176165103912,0.23942269384860992,-0.037358131259679794,0.5201468467712402,-0.20834597945213318
harvard,0.16711533069610596,0.2043667882680893,0.24496200680732727,0.5002841949462891,0.3302672505378723,0.2272007018327713,0.16033083200454712,1.0,0.1952599138021469,0.19990062713623047,0.24754071235656738,0.012157585471868515,0.06635155528783798,0.46371275186538696,-0.04945635795593262,0.26072487235069275,0.09260550141334534
is,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.11035037785768509,0.18014690279960632,0.3586711287498474,0.5668748617172241,0.15387701988220215,0.180992990732193,0.43216490745544434,0.658733606338501,0.058766357600688934,0.140292689204216,0.15433147549629211,0.0793738141655922,0.5394441485404968,-0.3365909159183502
the,0.3202974498271942,0.535392165184021,1.0,0.2383277863264084,0.245576411485672,0.5003893971443176,0.4177538752555847,0.24496200680732727,0.2711145281791687,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.18804152309894562,0.19751401245594025,0.041273195296525955,0.6662389636039734,-0.38509321212768555
second,0.17949353158473969,0.3098561465740204,0.4620301127433777,0.1552322953939438,0.12749505043029785,0.26257625222206116,0.20881785452365875,0.22269271314144135,0.1908818781375885,0.25569814443588257,0.3655064105987549,0.07228557765483856,0.0954253301024437,0.21466028690338135,-0.06889788806438446,0.34510284662246704,-0.20881907641887665
most,0.2654551863670349,0.321603000164032,0.47635307908058167,0.17345695197582245,0.17384622991085052,0.3678402900695801,0.3426419198513031,0.15653693675994873,0.3533777892589569,0.3548237979412079,0.3508910834789276,0.08567854017019272,0.14096447825431824,0.15798422694206238,0.01990530639886856,0.41416558623313904,-0.33203089237213135
