,when,was,sky,digital,launched,?
when,0.9999999403953552,0.37326499819755554,0.22495415806770325,0.11012646555900574,0.20492124557495117,0.22841128706932068
sky,0.22495415806770325,0.181777685880661,1.0,0.24256861209869385,0.2275601327419281,0.11270341277122498
digital,0.11012646555900574,0.14947694540023804,0.24256861209869385,1.0000001192092896,0.2442242056131363,0.12982943654060364
was,0.37326499819755554,1.0000001192092896,0.181777685880661,0.14947694540023804,0.28489428758621216,0.18412111699581146
launched,0.20492124557495117,0.28489428758621216,0.2275601327419281,0.2442242056131363,1.0,0.1803835779428482
in,0.4431333839893341,0.45514053106307983,0.20324937999248505,0.1500016450881958,0.18876992166042328,0.20430970191955566
1998,-0.02254817821085453,0.04920116811990738,-0.048559874296188354,-0.03832988068461418,0.07228998094797134,0.11714459210634232
the,0.5091903209686279,0.48711544275283813,0.26521286368370056,0.18361380696296692,0.2547066807746887,0.22068053483963013
new,0.257220059633255,0.2748313844203949,0.08702775835990906,0.17902426421642303,0.2090310901403427,0.14782847464084625
service,0.23540960252285004,0.22689001262187958,0.09141623228788376,0.2400941252708435,0.29664507508277893,0.1676298975944519
used,0.3272556662559509,0.23679393529891968,0.1796981245279312,0.23035404086112976,0.273776113986969,0.22430120408535004
the,0.5091903209686279,0.48711544275283813,0.26521286368370056,0.18361380696296692,0.2547066807746887,0.22068053483963013
astra,0.12501053512096405,0.1697757989168167,0.3241647481918335,0.20493097603321075,0.3064923882484436,0.1366768777370453
2a,0.2656506896018982,0.08596842736005783,0.16092820465564728,-0.0987963154911995,-0.03911173716187477,0.10166355967521667
satellite,0.15352311730384827,0.21137270331382751,0.3576030731201172,0.4044962227344513,0.4276261031627655,0.13568443059921265
which,0.572554349899292,0.2830964922904968,0.20498745143413544,0.23021383583545685,0.23018783330917358,0.25814583897590637
was,0.37326499819755554,1.0000001192092896,0.181777685880661,0.14947694540023804,0.28489428758621216,0.18412111699581146
located,0.16845738887786865,0.20133289694786072,0.08802227675914764,0.13971643149852753,0.2062835395336151,0.08983194828033447
at,0.38876327872276306,0.36707764863967896,0.19386574625968933,0.19604487717151642,0.22991134226322174,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,0.26521286368370056,0.18361380696296692,0.2547066807746887,0.22068053483963013
28.5°e,0.1044953465461731,0.21407753229141235,0.10138867050409317,0.13634058833122253,0.12966331839561462,0.25977110862731934
orbital,0.16165541112422943,0.137677863240242,0.17352402210235596,0.24859018623828888,0.27544528245925903,0.22483505308628082
position,0.285004198551178,0.23203803598880768,0.20771640539169312,0.14994892477989197,0.12319109588861465,0.15529610216617584
",",0.36674630641937256,0.45456063747406006,0.22621183097362518,0.17865565419197083,0.222664475440979,0.31091248989105225
unlike,0.298819899559021,0.18063496053218842,0.21881011128425598,0.19031298160552979,0.23142574727535248,0.12876726686954498
the,0.5091903209686279,0.48711544275283813,0.26521286368370056,0.18361380696296692,0.2547066807746887,0.22068053483963013
analogue,0.18194502592086792,0.14290757477283478,0.22053661942481995,0.48044538497924805,0.1571839451789856,0.17176184058189392
service,0.23540960252285004,0.22689001262187958,0.09141623228788376,0.2400941252708435,0.29664507508277893,0.1676298975944519
which,0.572554349899292,0.2830964922904968,0.20498745143413544,0.23021383583545685,0.23018783330917358,0.25814583897590637
was,0.37326499819755554,1.0000001192092896,0.181777685880661,0.14947694540023804,0.28489428758621216,0.18412111699581146
broadcast,0.2190258502960205,0.24068336188793182,0.24367868900299072,0.3613227903842926,0.34890836477279663,0.15760008990764618
from,0.405669629573822,0.31171464920043945,0.1670776903629303,0.1673154979944229,0.18379946053028107,0.19969791173934937
19.2°e,0.34355583786964417,0.10168522596359253,0.10007743537425995,0.08470914512872696,0.06759083271026611,0.265282541513443
.,0.475719153881073,0.40146201848983765,0.19117935001850128,0.1748691350221634,0.21241185069084167,0.4130953550338745
