,who,considers,luther,'s,speech,a,world,classic,?
at,0.22096660733222961,0.23676733672618866,0.13834704458713531,-0.08481216430664062,0.1494930535554886,0.3095070421695709,0.22825311124324799,0.19029518961906433,0.21978627145290375
the,0.3733934462070465,0.3659789562225342,0.1759674996137619,-0.01540423184633255,0.2542078197002411,0.5829201340675354,0.33604270219802856,0.2647959589958191,0.22068053483963013
end,0.15423893928527832,0.16066737473011017,0.08824415504932404,0.030466308817267418,0.15346060693264008,0.28924596309661865,0.23514898121356964,0.21236655116081238,0.12543344497680664
of,0.2827862501144409,0.38215962052345276,0.1719115972518921,-0.03817026689648628,0.23325279355049133,0.5052502155303955,0.2828933000564575,0.21591906249523163,0.1826142966747284
this,0.3345087468624115,0.38867563009262085,0.17328955233097076,0.02106832154095173,0.260648638010025,0.5422310829162598,0.2903963327407837,0.22938470542430878,0.3155723512172699
speech,0.1328972578048706,0.13062459230422974,0.2792437970638275,-0.031413331627845764,1.0,0.2413124442100525,0.17099453508853912,0.12380219250917435,0.1412617564201355
",",0.3365725874900818,0.34394001960754395,0.23255878686904907,-0.0016132977325469255,0.19290532171726227,0.427140474319458,0.26091980934143066,0.2646180987358093,0.31091248989105225
luther,0.21013082563877106,0.12675562500953674,1.0,-0.009990512393414974,0.2792437970638275,0.17967689037322998,0.1640164852142334,0.15111461281776428,0.1732746809720993
raised,0.17848792672157288,0.18477800488471985,0.1631360948085785,-0.08130557090044022,0.09372519701719284,0.2132149040699005,0.11943298578262329,0.0178849920630455,0.1332261711359024
his,0.44966956973075867,0.30003076791763306,0.27093374729156494,0.047556519508361816,0.24528160691261292,0.3497250974178314,0.22569474577903748,0.2074202001094818,0.18075084686279297
arm,0.22269174456596375,0.1077779158949852,0.07209109514951706,-0.021379897370934486,0.1678873747587204,0.2200365960597992,0.12869063019752502,0.10014822334051132,0.12539196014404297
``,0.02397952415049076,0.06614179909229279,-0.013964727520942688,-0.03416389226913452,0.08571683615446091,0.07272057235240936,-0.0740956962108612,-0.06876800209283829,0.0685480609536171
in,0.2792111933231354,0.23268146812915802,0.20523880422115326,-0.037580832839012146,0.22392018139362335,0.539380669593811,0.3038199245929718,0.24514059722423553,0.20430970191955566
the,0.3733934462070465,0.3659789562225342,0.1759674996137619,-0.01540423184633255,0.2542078197002411,0.5829201340675354,0.33604270219802856,0.2647959589958191,0.22068053483963013
traditional,0.21787117421627045,0.2749558985233307,0.16050830483436584,0.05243854969739914,0.0720534548163414,0.27521875500679016,0.14837205410003662,0.300944447517395,0.1327509582042694
salute,0.2358582466840744,0.20243996381759644,0.2154252529144287,0.0737612172961235,0.23458579182624817,0.2388385683298111,0.24451929330825806,0.21591205894947052,0.1636352837085724
of,0.2827862501144409,0.38215962052345276,0.1719115972518921,-0.03817026689648628,0.23325279355049133,0.5052502155303955,0.2828933000564575,0.21591906249523163,0.1826142966747284
a,0.36608949303627014,0.34029877185821533,0.17967689037322998,0.04866964742541313,0.2413124442100525,1.0,0.22239887714385986,0.24168631434440613,0.23916715383529663
knight,0.26645979285240173,0.15504169464111328,0.18146932125091553,-0.05993250757455826,0.07516026496887207,0.24672043323516846,0.1745021641254425,0.19790883362293243,0.12124335020780563
winning,0.24573363363742828,0.21838514506816864,0.18873903155326843,0.0400766022503376,0.1626110076904297,0.22859083116054535,0.24922972917556763,0.23566530644893646,0.1251823455095291
a,0.36608949303627014,0.34029877185821533,0.17967689037322998,0.04866964742541313,0.2413124442100525,1.0,0.22239887714385986,0.24168631434440613,0.23916715383529663
bout,0.11638140678405762,0.12209264934062958,0.12649565935134888,-0.029307371005415916,0.1317807137966156,0.27394142746925354,0.227582186460495,0.1716311126947403,0.2146783173084259
.,0.3541337847709656,0.27001509070396423,0.24907569587230682,-0.003708066651597619,0.18166135251522064,0.50484299659729,0.3177160322666168,0.26465514302253723,0.4130953550338745
'',0.024401003494858742,0.06297796219587326,-0.04572787508368492,-0.04859459400177002,-0.062200479209423065,0.04890415817499161,-0.07833857089281082,0.0439208522439003,0.018684765323996544
