,what,animals,does,the,vistula,river,'s,ecosystem,include,?
about,0.47976887226104736,0.30534636974334717,0.26877498626708984,0.37995871901512146,0.24765263497829437,0.16182227432727814,-0.020936643704771996,0.20213021337985992,0.2731299102306366,0.302409827709198
15,-0.01077192835509777,-0.003862856887280941,-0.06282642483711243,-0.011810222640633583,-0.0035680625587701797,0.05081956833600998,0.012974794954061508,-0.044707488268613815,0.006194563582539558,-0.010706285014748573
kilometres,0.17518062889575958,0.19336776435375214,0.11234987527132034,0.26219841837882996,0.3856169283390045,0.3469339609146118,0.035597555339336395,0.24467122554779053,0.1763017475605011,0.09185487031936646
(,0.2411840260028839,0.16008307039737701,0.2728188931941986,0.33289089798927307,0.15570606291294098,0.16287720203399658,0.0012731997994706035,0.13545021414756775,0.20541292428970337,0.40561532974243164
9,-0.048040688037872314,0.0010138268116861582,-0.013489182107150555,0.023652536794543266,-0.06583604961633682,-0.02573252283036709,0.048719488084316254,-0.023570166900753975,0.026728054508566856,-0.026682810857892036
miles,0.1893789917230606,0.14851494133472443,0.11880313605070114,0.25706055760383606,0.3173923194408417,0.3377959132194519,-0.0059337555430829525,0.17368994653224945,0.20365315675735474,0.09363767504692078
),0.26259949803352356,0.1515108048915863,0.2575884759426117,0.3456730246543884,0.17416024208068848,0.16430801153182983,0.021107977256178856,0.11230548471212387,0.19260966777801514,0.42300865054130554
from,0.2737620174884796,0.22686421871185303,0.1777622550725937,0.40150508284568787,0.27477869391441345,0.20433256030082703,-0.01936490088701248,0.1814454048871994,0.2679238021373749,0.19969791173934937
warsaw,0.10373849421739578,0.11923803389072418,0.16921466588974,0.23137180507183075,0.43355974555015564,0.10622203350067139,0.02839025668799877,0.059088513255119324,0.10660800337791443,0.09769917279481888
",",0.3087472915649414,0.23067066073417664,0.28617382049560547,0.4933079481124878,0.2821540832519531,0.26637205481529236,-0.0016132977325469255,0.1941627413034439,0.35606324672698975,0.31091248989105225
the,0.42745697498321533,0.2939487397670746,0.35928019881248474,1.0,0.36214977502822876,0.2894456386566162,-0.01540423184633255,0.26392892003059387,0.2951717972755432,0.22068053483963013
vistula,0.20743709802627563,0.16797664761543274,0.13901375234127045,0.36214977502822876,0.9999999403953552,0.4237925112247467,0.026809174567461014,0.2402253895998001,0.14930379390716553,0.1677311211824417
river,0.13815869390964508,0.1510019153356552,0.14026834070682526,0.2894456386566162,0.4237925112247467,0.9999999403953552,-0.03599277883768082,0.23035229742527008,0.10553833097219467,0.15390869975090027
's,0.02692362666130066,0.09563761949539185,-0.02895052544772625,-0.01540423184633255,0.026809174567461014,-0.03599277883768082,0.9999999403953552,0.002329043112695217,-0.07849370688199997,-0.023395681753754616
environment,0.213022843003273,0.36331960558891296,0.23829883337020874,0.25819888710975647,0.13025611639022827,0.046693384647369385,0.00273244665004313,0.5961803793907166,0.20846714079380035,0.19478057324886322
changes,0.2740466892719269,0.22599811851978302,0.29364344477653503,0.3427845537662506,0.15768378973007202,0.14491522312164307,0.006762445904314518,0.2153346687555313,0.198226198554039,0.21264225244522095
strikingly,0.29737594723701477,0.26428601145744324,0.2740342319011688,0.30730217695236206,0.12398934364318848,0.1116935983300209,0.01046259980648756,0.25070807337760925,0.14812712371349335,0.1551889181137085
and,0.31309178471565247,0.3589221239089966,0.3461615741252899,0.5171257257461548,0.2513432800769806,0.19898422062397003,0.06895173341035843,0.2580353617668152,0.3915219306945801,0.20544172823429108
features,0.20126673579216003,0.2848678231239319,0.24207650125026703,0.29863014817237854,0.11908064037561417,0.11203038692474365,0.009004111401736736,0.25353020429611206,0.3885679244995117,0.23497378826141357
a,0.3320399522781372,0.2420264482498169,0.38201746344566345,0.5829201340675354,0.219985231757164,0.20514865219593048,0.04866964742541313,0.1789931356906891,0.18765322864055634,0.23916715383529663
perfectly,0.3855270445346832,0.2339354306459427,0.35925012826919556,0.2723748981952667,0.1348574459552765,0.0639713779091835,0.051599081605672836,0.19609147310256958,0.14132007956504822,0.3143039643764496
preserved,0.24459883570671082,0.2666846513748169,0.18948404490947723,0.2642197906970978,0.21210679411888123,0.18556399643421173,-0.023957468569278717,0.26605719327926636,0.19628633558750153,0.1633087694644928
ecosystem,0.18935301899909973,0.47754964232444763,0.18034882843494415,0.26392892003059387,0.2402253895998001,0.23035229742527008,0.002329043112695217,1.0000001192092896,0.182424858212471,0.1864660233259201
",",0.3087472915649414,0.23067066073417664,0.28617382049560547,0.4933079481124878,0.2821540832519531,0.26637205481529236,-0.0016132977325469255,0.1941627413034439,0.35606324672698975,0.31091248989105225
with,0.2464839518070221,0.22077065706253052,0.26186925172805786,0.4223487675189972,0.18995487689971924,0.1749907284975052,-0.04624466598033905,0.10458503663539886,0.3391835689544678,0.2433311939239502
a,0.3320399522781372,0.2420264482498169,0.38201746344566345,0.5829201340675354,0.219985231757164,0.20514865219593048,0.04866964742541313,0.1789931356906891,0.18765322864055634,0.23916715383529663
habitat,0.16545847058296204,0.442568838596344,0.1587032526731491,0.26140961050987244,0.24581773579120636,0.28326934576034546,0.02717413753271103,0.6056007742881775,0.2278129756450653,0.12719453871250153
