,what,period,did,the,rhine,capture,streams,?
by,0.2455483376979828,0.22862431406974792,0.18574509024620056,0.4408751428127289,0.18456800282001495,0.22937145829200745,0.16884806752204895,0.17966607213020325
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
pliocene,0.19391129910945892,0.36346858739852905,0.1798153668642044,0.19559454917907715,0.15263833105564117,0.10620945692062378,0.29268208146095276,0.17165020108222961
period,0.24507179856300354,1.0,0.1760309934616089,0.3125074505805969,0.14820457994937897,0.14123809337615967,0.1527317464351654,0.18706195056438446
",",0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.167837992310524,0.23900990188121796,0.28180238604545593,0.31091248989105225
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
rhine,0.16475653648376465,0.14820457994937897,0.15695837140083313,0.30735138058662415,1.0,0.14610227942466736,0.2665761411190033,0.13754533231258392
had,0.23849567770957947,0.23601923882961273,0.540525496006012,0.3875846862792969,0.17234164476394653,0.1918894499540329,0.11153855919837952,0.20728366076946259
captured,0.1119019091129303,0.1533813327550888,0.14055760204792023,0.2944179177284241,0.18573316931724548,0.8150180578231812,0.18991337716579437,0.11851847916841507
streams,0.12328469753265381,0.1527317464351654,0.1004127711057663,0.260405570268631,0.2665761411190033,0.1325625479221344,1.0,0.1508319228887558
down,0.26226112246513367,0.15131722390651703,0.2029697746038437,0.3325848877429962,0.18172766268253326,0.19863355159759521,0.22554804384708405,0.13836295902729034
to,0.455847829580307,0.24346192181110382,0.4452643394470215,0.535392165184021,0.1736302673816681,0.30964332818984985,0.23461183905601501,0.29463258385658264
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
vosges,0.207711324095726,0.17842763662338257,0.13933204114437103,0.42886078357696533,0.4967588782310486,0.18885332345962524,0.3610149919986725,0.1469881236553192
mountains,0.1498076319694519,0.14219218492507935,0.12836767733097076,0.27269288897514343,0.22178804874420166,0.15377917885780334,0.4239218831062317,0.08633821457624435
",",0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.167837992310524,0.23900990188121796,0.28180238604545593,0.31091248989105225
including,0.18328791856765747,0.16496984660625458,0.26678287982940674,0.3738902807235718,0.12528754770755768,0.17455162107944489,0.21217231452465057,0.1633303165435791
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
mosel,0.18006658554077148,0.07778963446617126,0.1485692858695984,0.24704118072986603,0.4918784499168396,0.10202943533658981,0.2498258799314499,0.11133065074682236
",",0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.167837992310524,0.23900990188121796,0.28180238604545593,0.31091248989105225
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
main,0.2344268560409546,0.1289975345134735,0.15925762057304382,0.38631999492645264,0.23040270805358887,0.14536388218402863,0.16570356488227844,0.1665669083595276
and,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.5171257257461548,0.22029656171798706,0.20398123562335968,0.3020942509174347,0.20544172823429108
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.30735138058662415,0.3008226752281189,0.260405570268631,0.22068053483963013
neckar,0.15843458473682404,0.08055272698402405,0.13128560781478882,0.23835383355617523,0.5317907929420471,0.10728153586387634,0.2580230236053467,0.18175753951072693
.,0.3567904531955719,0.2575049102306366,0.35288307070732117,0.5934505462646484,0.2089352011680603,0.2623634934425354,0.2647906243801117,0.4130953550338745
