,along,with,wear,",",what,development,makes,it,difficult,to,seal,the,rotors,in,an,engine,that,lacks,pistons,?
the,0.39495137333869934,0.4223487675189972,0.27011215686798096,0.4933079481124878,0.42745697498321533,0.3362044394016266,0.3029823303222656,0.6251175999641418,0.277450829744339,0.535392165184021,0.2316584438085556,1.0,0.2792211174964905,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.5473989248275757,0.2201744019985199,0.278138667345047,0.22068053483963013
major,0.2070547193288803,0.21643421053886414,0.15036992728710175,0.29355156421661377,0.21026742458343506,0.24778911471366882,0.13762034475803375,0.22329258918762207,0.20231521129608154,0.19240309298038483,0.043485376983881,0.31775903701782227,0.17986756563186646,0.3249945342540741,0.14518070220947266,0.13686148822307587,0.2570328712463379,0.20189857482910156,0.20821480453014374,0.19788557291030884
problem,0.1562660038471222,0.2717578709125519,0.1536978781223297,0.23938199877738953,0.42183366417884827,0.20998120307922363,0.2516017258167267,0.296018123626709,0.43395328521728516,0.2502208352088928,0.07643701136112213,0.24928659200668335,0.19744987785816193,0.16969570517539978,0.21292734146118164,0.2882568836212158,0.4416671693325043,0.3090183436870575,0.15555119514465332,0.3762950301170349
is,0.23571021854877472,0.3250955045223236,0.1974191516637802,0.4691906273365021,0.28837618231773376,0.2293442040681839,0.4565773010253906,0.6328473687171936,0.29025518894195557,0.42745086550712585,0.2498227208852768,0.5823672413825989,0.2282179445028305,0.5394441485404968,0.4654068350791931,0.18856970965862274,0.3995479643344879,0.2925722599029541,0.2082388699054718,0.22961433231830597
the,0.39495137333869934,0.4223487675189972,0.27011215686798096,0.4933079481124878,0.42745697498321533,0.3362044394016266,0.3029823303222656,0.6251175999641418,0.277450829744339,0.535392165184021,0.2316584438085556,1.0,0.2792211174964905,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.5473989248275757,0.2201744019985199,0.278138667345047,0.22068053483963013
difficulty,0.21577709913253784,0.2914443612098694,0.18895864486694336,0.21331651508808136,0.3258202373981476,0.2430223673582077,0.2404380738735199,0.23879292607307434,0.7794454097747803,0.3135955035686493,0.2255825251340866,0.28524860739707947,0.16221080720424652,0.1823630928993225,0.16522565484046936,0.19302605092525482,0.33686771988868713,0.2943946123123169,0.14618046581745148,0.1517200618982315
of,0.34889817237854004,0.41827285289764404,0.24815733730793,0.4946078956127167,0.33290785551071167,0.28700894117355347,0.2927091419696808,0.38761502504348755,0.2539307773113251,0.41548454761505127,0.23927870392799377,0.733189046382904,0.24719494581222534,0.5696388483047485,0.32280945777893066,0.17095594108104706,0.41498205065727234,0.19759522378444672,0.20359718799591064,0.1826142966747284
sealing,0.2442912459373474,0.26325252652168274,0.2351512610912323,0.2729296386241913,0.18648135662078857,0.20363807678222656,0.24658630788326263,0.24754266440868378,0.26480570435523987,0.3139594793319702,0.5873093008995056,0.2936994135379791,0.27283215522766113,0.22764916718006134,0.19503022730350494,0.1508093923330307,0.2885383367538452,0.14837348461151123,0.26147696375846863,0.14426223933696747
the,0.39495137333869934,0.4223487675189972,0.27011215686798096,0.4933079481124878,0.42745697498321533,0.3362044394016266,0.3029823303222656,0.6251175999641418,0.277450829744339,0.535392165184021,0.2316584438085556,1.0,0.2792211174964905,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.5473989248275757,0.2201744019985199,0.278138667345047,0.22068053483963013
rotors,0.19420479238033295,0.19149591028690338,0.21820974349975586,0.23797942698001862,0.17702068388462067,0.26966342329978943,0.23364883661270142,0.22855757176876068,0.16017328202724457,0.2291257083415985,0.15930698812007904,0.2792211174964905,1.0,0.22445957362651825,0.20307035744190216,0.4893082082271576,0.24408794939517975,0.18372337520122528,0.4875985383987427,0.14298434555530548
to,0.2976071536540985,0.4239959120750427,0.28873685002326965,0.44245919585227966,0.455847829580307,0.27639102935791016,0.35811367630958557,0.513711154460907,0.4417358338832855,1.0,0.16533806920051575,0.535392165184021,0.2291257083415985,0.45010748505592346,0.3138085603713989,0.20794793963432312,0.5436353087425232,0.19497692584991455,0.2704523503780365,0.29463258385658264
make,0.18743456900119781,0.39503780007362366,0.24197059869766235,0.324553906917572,0.3792211413383484,0.24308271706104279,0.7288578748703003,0.40787607431411743,0.3735513687133789,0.497876912355423,0.16439957916736603,0.3146495521068573,0.2290889024734497,0.268858402967453,0.17815372347831726,0.19948385655879974,0.48783382773399353,0.21925123035907745,0.23912741243839264,0.28314751386642456
them,0.3191710412502289,0.4064640402793884,0.304267555475235,0.3985835015773773,0.4994642734527588,0.1627897024154663,0.3398982584476471,0.44355401396751404,0.4743134081363678,0.5916602611541748,0.12590062618255615,0.4788833558559418,0.23731771111488342,0.29119014739990234,0.20136259496212006,0.1851080358028412,0.5601773262023926,0.22946597635746002,0.30485737323760986,0.35435691475868225
steam-tight,0.27173155546188354,0.3560613691806793,0.3402761220932007,0.3400764763355255,0.276982843875885,0.15052248537540436,0.2775743007659912,0.2940772473812103,0.3102661967277527,0.3268738090991974,0.29245078563690186,0.3244895339012146,0.4064055383205414,0.28852784633636475,0.20673002302646637,0.4163951575756073,0.35204190015792847,0.22070623934268951,0.4177823066711426,0.2066688984632492
in,0.3603311777114868,0.4080928862094879,0.20694924890995026,0.5201468467712402,0.30808621644973755,0.2550492286682129,0.22258508205413818,0.5130809545516968,0.2128705233335495,0.45010748505592346,0.17132852971553802,0.6662389636039734,0.22445957362651825,1.0,0.2605783939361572,0.18885408341884613,0.435920387506485,0.2074471265077591,0.24242204427719116,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.27011215686798096,0.4933079481124878,0.42745697498321533,0.3362044394016266,0.3029823303222656,0.6251175999641418,0.277450829744339,0.535392165184021,0.2316584438085556,1.0,0.2792211174964905,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.5473989248275757,0.2201744019985199,0.278138667345047,0.22068053483963013
face,0.2337576001882553,0.3262256979942322,0.3563048243522644,0.2059936672449112,0.227594256401062,0.12464282661676407,0.15345615148544312,0.18958276510238647,0.20484840869903564,0.2785937190055847,0.21168212592601776,0.2601291239261627,0.1488131284713745,0.17266811430454254,0.1305890530347824,0.142336905002594,0.27556395530700684,0.18605059385299683,0.1693042516708374,0.12476722151041031
of,0.34889817237854004,0.41827285289764404,0.24815733730793,0.4946078956127167,0.33290785551071167,0.28700894117355347,0.2927091419696808,0.38761502504348755,0.2539307773113251,0.41548454761505127,0.23927870392799377,0.733189046382904,0.24719494581222534,0.5696388483047485,0.32280945777893066,0.17095594108104706,0.41498205065727234,0.19759522378444672,0.20359718799591064,0.1826142966747284
wear,0.15573883056640625,0.1642160415649414,1.0,0.2098228484392166,0.21155497431755066,0.17062097787857056,0.11828015744686127,0.1939687579870224,0.21145480871200562,0.28873685002326965,0.14448700845241547,0.27011215686798096,0.21820974349975586,0.20694924890995026,0.1088961511850357,0.128983736038208,0.2677870988845825,0.13051427900791168,0.19221431016921997,0.1366986185312271
and,0.4213258922100067,0.5477725267410278,0.21877847611904144,0.6633074283599854,0.31309178471565247,0.26069340109825134,0.34688496589660645,0.40957894921302795,0.28586524724960327,0.48971283435821533,0.18065907061100006,0.5171257257461548,0.21497946977615356,0.4954058527946472,0.2838519215583801,0.18437977135181427,0.4731321930885315,0.27950531244277954,0.22695127129554749,0.20544172823429108
thermal,0.12963682413101196,0.1360781192779541,0.16588549315929413,0.2259252667427063,0.17441019415855408,0.20703841745853424,0.17251858115196228,0.18679137527942657,0.19358903169631958,0.22363251447677612,0.1649961918592453,0.21634668111801147,0.42514994740486145,0.21879374980926514,0.2041480988264084,0.27629992365837097,0.22244024276733398,0.19012244045734406,0.3006512522697449,0.1446758508682251
expansion,0.21030807495117188,0.17767347395420074,0.09892134368419647,0.15777990221977234,0.2671823799610138,0.3733573853969574,0.19202664494514465,0.22734709084033966,0.17042453587055206,0.2769574522972107,0.15155696868896484,0.31353142857551575,0.2625989317893982,0.20021484792232513,0.12082995474338531,0.2244432121515274,0.31901687383651733,0.2530238926410675,0.21654929220676422,0.18286365270614624
;,0.04494662955403328,0.12944702804088593,0.004386349581182003,0.04938793554902077,0.10986888408660889,0.07425069063901901,-0.029235268011689186,0.08263079822063446,0.06927982717752457,0.0979827418923378,0.036718498915433884,0.09152708947658539,-0.033584605902433395,0.092739537358284,-0.0424368716776371,0.0016585135599598289,0.0633435994386673,0.04797131568193436,0.022646721452474594,0.10349778085947037
the,0.39495137333869934,0.4223487675189972,0.27011215686798096,0.4933079481124878,0.42745697498321533,0.3362044394016266,0.3029823303222656,0.6251175999641418,0.277450829744339,0.535392165184021,0.2316584438085556,1.0,0.2792211174964905,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.5473989248275757,0.2201744019985199,0.278138667345047,0.22068053483963013
resulting,0.20228725671768188,0.3180278241634369,0.1391957551240921,0.24877792596817017,0.17960047721862793,0.2034875601530075,0.31649765372276306,0.21290481090545654,0.25373807549476624,0.26808956265449524,0.10209964960813522,0.3905409574508667,0.294424444437027,0.3149644732475281,0.23642291128635406,0.29381513595581055,0.3038327991962433,0.22626955807209015,0.19456170499324799,0.10813049972057343
leakage,0.22336634993553162,0.2100762128829956,0.19250905513763428,0.1901664286851883,0.2729823589324951,0.34371817111968994,0.290132075548172,0.27249911427497864,0.3022332191467285,0.3284342586994171,0.124054916203022,0.2879392206668854,0.30127888917922974,0.18268340826034546,0.23073819279670715,0.2619491219520569,0.32816967368125916,0.2891947031021118,0.13585086166858673,0.17911845445632935
made,0.18090049922466278,0.3459964990615845,0.16197632253170013,0.32507219910621643,0.23419176042079926,0.21771858632564545,0.505645751953125,0.3944323658943176,0.24571216106414795,0.3377571105957031,0.1386110484600067,0.3885267674922943,0.21841976046562195,0.25271502137184143,0.2376096546649933,0.14108897745609283,0.3437977731227875,0.1445842981338501,0.21780438721179962,0.17218779027462006
