,what,u.s.,entity,said,that,corporal,punishment,was,constitutional,?
most,0.3219912350177765,0.044641200453042984,0.19254450500011444,0.26140880584716797,0.4497850239276886,0.11076462268829346,0.17340581119060516,0.29933857917785645,0.20565854012966156,0.2107497900724411
western,0.2454150915145874,0.012541704811155796,0.1043299213051796,0.14482437074184418,0.21672776341438293,0.11195523291826248,0.18652625381946564,0.2864105999469757,0.1741700917482376,0.17439141869544983
countries,0.22319257259368896,-0.023569520562887192,0.2026383876800537,0.19308385252952576,0.31063947081565857,0.14045284688472748,0.19745223224163055,0.24139733612537384,0.31652578711509705,0.15128466486930847
",",0.3087472915649414,0.030410487204790115,0.19129666686058044,0.34496036171913147,0.4137537479400635,0.2217067927122116,0.2216428816318512,0.45456063747406006,0.26596060395240784,0.31091248989105225
and,0.31309178471565247,0.011246231384575367,0.20907706022262573,0.2940692901611328,0.4731321930885315,0.2243828922510147,0.2325662225484848,0.3740963041782379,0.2651209533214569,0.20544172823429108
some,0.4491020441055298,-0.0020023565739393234,0.216230571269989,0.345081090927124,0.6049469113349915,0.13640184700489044,0.2556392252445221,0.21528802812099457,0.23287877440452576,0.2562315762042999
others,0.3888046145439148,0.11439787596464157,0.18860451877117157,0.3231428265571594,0.4184957444667816,0.23018382489681244,0.2633834183216095,0.21874937415122986,0.17762666940689087,0.26705288887023926
",",0.3087472915649414,0.030410487204790115,0.19129666686058044,0.34496036171913147,0.4137537479400635,0.2217067927122116,0.2216428816318512,0.45456063747406006,0.26596060395240784,0.31091248989105225
have,0.39808809757232666,0.02077469229698181,0.24544057250022888,0.3617204427719116,0.6182622313499451,0.13562873005867004,0.27079349756240845,0.2863433063030243,0.2192072570323944,0.32991164922714233
now,0.4903225302696228,0.056861817836761475,0.2518062889575958,0.28965502977371216,0.4135645031929016,0.07526207715272903,0.1782178431749344,0.35876134037971497,0.23423410952091217,0.29641881585121155
banned,0.28035780787467957,0.005834129173308611,0.18867595493793488,0.35363906621932983,0.32961606979370117,0.09279218316078186,0.3070095479488373,0.29364562034606934,0.2222420871257782,0.3147534728050232
it,0.45803478360176086,0.011612125672399998,0.2522418200969696,0.3120289742946625,0.5921133160591125,0.1397869884967804,0.24223963916301727,0.4577186405658722,0.21692055463790894,0.25732165575027466
",",0.3087472915649414,0.030410487204790115,0.19129666686058044,0.34496036171913147,0.4137537479400635,0.2217067927122116,0.2216428816318512,0.45456063747406006,0.26596060395240784,0.31091248989105225
but,0.5029441118240356,0.11918109655380249,0.2745714485645294,0.418783038854599,0.7244205474853516,0.1317705363035202,0.2950800359249115,0.36023372411727905,0.2790268063545227,0.27921953797340393
it,0.45803478360176086,0.011612125672399998,0.2522418200969696,0.3120289742946625,0.5921133160591125,0.1397869884967804,0.24223963916301727,0.4577186405658722,0.21692055463790894,0.25732165575027466
remains,0.2232762724161148,-0.0964977964758873,0.24290978908538818,0.25321871042251587,0.33055394887924194,0.1908639818429947,0.14632931351661682,0.34667134284973145,0.20306916534900665,0.1479063630104065
lawful,0.3231540322303772,0.13230106234550476,0.2934548854827881,0.3158411681652069,0.35893890261650085,0.22819609940052032,0.4562494456768036,0.23108486831188202,0.45030727982521057,0.19633424282073975
in,0.30808621644973755,-0.003064807504415512,0.22507517039775848,0.23461468517780304,0.435920387506485,0.15530824661254883,0.19258901476860046,0.45514053106307983,0.278969407081604,0.20430970191955566
the,0.42745697498321533,0.06592652946710587,0.2403784692287445,0.3024602234363556,0.5473989248275757,0.22063873708248138,0.2503047287464142,0.48711544275283813,0.2926941215991974,0.22068053483963013
united,0.20036718249320984,-0.016844162717461586,0.15409940481185913,0.22592084109783173,0.25567954778671265,0.24711443483829498,0.19906409084796906,0.31727492809295654,0.32883214950561523,0.17266890406608582
states,0.21526020765304565,-0.013163301162421703,0.1935424953699112,0.22977343201637268,0.291576623916626,0.26527202129364014,0.24844320118427277,0.2847922146320343,0.36130639910697937,0.16272737085819244
following,0.2506418824195862,0.026662833988666534,0.19896388053894043,0.12579885125160217,0.3429057002067566,0.15646356344223022,0.19023969769477844,0.16493390500545502,0.19626842439174652,0.1555173695087433
a,0.3320399522781372,0.0347411222755909,0.2841722071170807,0.31069710850715637,0.47537946701049805,0.1676696091890335,0.1934642344713211,0.4508470594882965,0.2662247121334076,0.23916715383529663
us,0.32081687450408936,0.03950560837984085,0.07738178968429565,0.2107640653848648,0.282404363155365,0.15402711927890778,0.14288465678691864,0.19898231327533722,0.17372749745845795,0.2742428481578827
supreme,0.25469252467155457,-0.05965763330459595,0.23262138664722443,0.2825636863708496,0.2784337103366852,0.19261698424816132,0.2813398838043213,0.26731494069099426,0.545634925365448,0.20777292549610138
court,0.23440583050251007,0.007643367163836956,0.17786403000354767,0.23555301129817963,0.2474849969148636,0.2035323977470398,0.30922967195510864,0.2737988233566284,0.49154651165008545,0.17100423574447632
decision,0.32053670287132263,0.03824872151017189,0.2537536919116974,0.34685882925987244,0.35045957565307617,0.17509092390537262,0.2802419364452362,0.25498270988464355,0.40326809883117676,0.2796577215194702
in,0.30808621644973755,-0.003064807504415512,0.22507517039775848,0.23461468517780304,0.435920387506485,0.15530824661254883,0.19258901476860046,0.45514053106307983,0.278969407081604,0.20430970191955566
1977,-0.14419497549533844,0.009209859184920788,0.013464679941534996,-0.0673469677567482,-0.06518607586622238,-0.012020529247820377,-0.05729769542813301,0.047073230147361755,0.01603960245847702,-0.059247612953186035
which,0.5261979103088379,0.014487938955426216,0.2909833490848541,0.27170243859291077,0.6894589066505432,0.17511245608329773,0.2524498403072357,0.2830964922904968,0.2864847183227539,0.25814583897590637
held,0.0974166989326477,-0.02787366881966591,0.16463786363601685,0.21667034924030304,0.224154531955719,0.2254665046930313,0.18617844581604004,0.30231067538261414,0.2733960747718811,0.14103956520557404
that,0.6297725439071655,0.006652553100138903,0.29692912101745605,0.5459781289100647,1.0,0.11974111199378967,0.35341644287109375,0.33670201897621155,0.2671305537223816,0.32716336846351624
paddling,0.20416639745235443,0.08038539439439774,0.0900125578045845,0.17371688783168793,0.3103266954421997,0.19708269834518433,0.16248978674411774,0.15017777681350708,0.06971695274114609,0.17293263971805573
did,0.4259131848812103,0.11472565680742264,0.17033904790878296,0.5119821429252625,0.47518548369407654,0.10970591008663177,0.2483551949262619,0.41399896144866943,0.2400074154138565,0.3023456633090973
not,0.5449194312095642,0.07010660320520401,0.3352169394493103,0.40718916058540344,0.6600887179374695,0.17519666254520416,0.34782421588897705,0.2888734042644501,0.2985531687736511,0.41942933201789856
violate,0.3856595456600189,-0.01861855387687683,0.2840891182422638,0.27316078543663025,0.37585607171058655,0.23250028491020203,0.4355778098106384,0.17654557526111603,0.4060560464859009,0.3665410578250885
the,0.42745697498321533,0.06592652946710587,0.2403784692287445,0.3024602234363556,0.5473989248275757,0.22063873708248138,0.2503047287464142,0.48711544275283813,0.2926941215991974,0.22068053483963013
us,0.32081687450408936,0.03950560837984085,0.07738178968429565,0.2107640653848648,0.282404363155365,0.15402711927890778,0.14288465678691864,0.19898231327533722,0.17372749745845795,0.2742428481578827
constitution,0.26995089650154114,-0.00012344380957074463,0.3273541331291199,0.22474487125873566,0.28390300273895264,0.15609854459762573,0.37917256355285645,0.2620309591293335,0.9025528430938721,0.23706454038619995
.,0.3567904531955719,0.09558769315481186,0.24862751364707947,0.33782967925071716,0.4460422694683075,0.23281329870224,0.24320337176322937,0.40146201848983765,0.22597159445285797,0.4130953550338745
