,in,antigone,",",who,was,the,target,of,civil,disobedience,?
one,0.4129433035850525,0.20232835412025452,0.3696635365486145,0.40083858370780945,0.3752199709415436,0.5514441132545471,0.24006426334381104,0.4999135136604309,0.15266822278499603,0.20541732013225555,0.2673267424106598
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.6662389636039734,0.20033924281597137,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.25054478645324707,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
oldest,0.33251360058784485,0.1516818404197693,0.23638197779655457,0.2502763569355011,0.29228392243385315,0.30836519598960876,0.09166911989450455,0.33351290225982666,0.09821687638759613,0.13601447641849518,0.14864160120487213
depictions,0.22689732909202576,0.31593823432922363,0.20761986076831818,0.22975975275039673,0.22501371800899506,0.2684508264064789,0.13142646849155426,0.2799503803253174,0.11556647717952728,0.36857280135154724,0.14728380739688873
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
civil,0.26466667652130127,0.1779717206954956,0.24795588850975037,0.14972704648971558,0.24303317070007324,0.2477465271949768,0.02057228423655033,0.24698495864868164,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3054615259170532,0.25068399310112,0.2878543734550476,0.34217217564582825,0.28287848830223083,0.30963727831840515,0.17560319602489471,0.31932318210601807,0.5442691445350647,1.0,0.19890835881233215
is,0.5394441485404968,0.15813754498958588,0.4691906273365021,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.1898431032896042,0.4854315221309662,0.16941262781620026,0.21453623473644257,0.22961433231830597
in,1.0,0.17945496737957,0.5201468467712402,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1404450386762619,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
sophocles,0.2046385407447815,0.44340935349464417,0.27250176668167114,0.36925312876701355,0.2613391578197479,0.2736586928367615,0.17228658497333527,0.2629030644893646,0.1515890657901764,0.2748347222805023,0.1973816305398941
',0.4158826768398285,0.17648760974407196,0.5178600549697876,0.22534559667110443,0.33675912022590637,0.474788099527359,0.17753009498119354,0.39136970043182373,0.16727153956890106,0.20764939486980438,0.330942302942276
play,0.24321173131465912,0.22160761058330536,0.2231253683567047,0.2742305099964142,0.23784595727920532,0.24793598055839539,0.15911969542503357,0.15350224077701569,0.0800999104976654,0.18516378104686737,0.11059518158435822
antigone,0.17945496737957,1.0,0.209270179271698,0.1943591684103012,0.20026780664920807,0.20033924281597137,0.18340247869491577,0.2282322198152542,0.1779717206954956,0.25068399310112,0.10473794490098953
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
in,1.0,0.17945496737957,0.5201468467712402,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1404450386762619,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
which,0.4840516746044159,0.15784083306789398,0.3658004403114319,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.2972763478755951,0.5011631846427917,0.13459211587905884,0.3121037483215332,0.25814583897590637
antigone,0.17945496737957,1.0,0.209270179271698,0.1943591684103012,0.20026780664920807,0.20033924281597137,0.18340247869491577,0.2282322198152542,0.1779717206954956,0.25068399310112,0.10473794490098953
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
one,0.4129433035850525,0.20232835412025452,0.3696635365486145,0.40083858370780945,0.3752199709415436,0.5514441132545471,0.24006426334381104,0.4999135136604309,0.15266822278499603,0.20541732013225555,0.2673267424106598
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.6662389636039734,0.20033924281597137,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.25054478645324707,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
daughters,0.15512987971305847,0.2919502258300781,0.2853327691555023,0.3538438081741333,0.19965700805187225,0.14048056304454803,0.11120614409446716,0.18476681411266327,0.13458435237407684,0.23573920130729675,0.13857798278331757
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
former,0.2668642997741699,0.13478094339370728,0.2738454341888428,0.25351381301879883,0.2544213533401489,0.2251449078321457,0.10790133476257324,0.30415382981300354,0.17250412702560425,0.1721409410238266,0.10570605844259262
king,0.2044914960861206,0.32412102818489075,0.27879971265792847,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.05693143233656883,0.2938710153102875,0.2031002789735794,0.27967801690101624,0.19130074977874756
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
thebes,0.14054594933986664,0.46927374601364136,0.2152290791273117,0.2588423192501068,0.24601739645004272,0.3074202537536621,0.1670001894235611,0.2555355429649353,0.13852077722549438,0.24273796379566193,0.12076496332883835
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
oedipus,0.16694779694080353,0.5076553821563721,0.18471765518188477,0.31270235776901245,0.21518371999263763,0.23250001668930054,0.21316181123256683,0.22094962000846863,0.17252084612846375,0.39767229557037354,0.21369202435016632
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
defies,0.2628017067909241,0.2490464448928833,0.28352463245391846,0.23309263586997986,0.2556408941745758,0.3342396020889282,0.2143367975950241,0.320153146982193,0.27496370673179626,0.38298261165618896,0.29705896973609924
creon,0.09571358561515808,0.36536380648612976,0.24185208976268768,0.275459885597229,0.2844116985797882,0.23209533095359802,0.09559586644172668,0.22167593240737915,0.17192846536636353,0.2603053152561188,0.2820618748664856
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.6662389636039734,0.20033924281597137,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.25054478645324707,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
current,0.1955713927745819,0.09661836177110672,0.29341426491737366,0.18425484001636505,0.20140352845191956,0.3314409554004669,0.19135969877243042,0.31470298767089844,0.1636456847190857,0.10193347185850143,0.12074550241231918
king,0.2044914960861206,0.32412102818489075,0.27879971265792847,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.05693143233656883,0.2938710153102875,0.2031002789735794,0.27967801690101624,0.19130074977874756
of,0.5696388483047485,0.2282322198152542,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15346646308898926,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
thebes,0.14054594933986664,0.46927374601364136,0.2152290791273117,0.2588423192501068,0.24601739645004272,0.3074202537536621,0.1670001894235611,0.2555355429649353,0.13852077722549438,0.24273796379566193,0.12076496332883835
",",0.5201468467712402,0.209270179271698,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
who,0.2792111933231354,0.1943591684103012,0.3365725874900818,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.21944314241409302,0.2827862501144409,0.14972704648971558,0.34217217564582825,0.26220351457595825
is,0.5394441485404968,0.15813754498958588,0.4691906273365021,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.1898431032896042,0.4854315221309662,0.16941262781620026,0.21453623473644257,0.22961433231830597
trying,0.24387381970882416,0.11833140254020691,0.24321463704109192,0.4113895297050476,0.19752094149589539,0.2930695712566376,0.25161853432655334,0.21177013218402863,0.1802179217338562,0.3077872097492218,0.3144860565662384
to,0.45010748505592346,0.12166310101747513,0.44245919585227966,0.42656609416007996,0.3636345863342285,0.535392165184021,0.275001585483551,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
stop,0.20196323096752167,0.12830546498298645,0.24759207665920258,0.21249593794345856,0.1702059656381607,0.25771772861480713,0.1953846961259842,0.2052845060825348,0.2045789510011673,0.32520580291748047,0.23117060959339142
her,0.30892789363861084,0.3209836483001709,0.3269027769565582,0.3824957311153412,0.34084662795066833,0.354963481426239,0.12246181815862656,0.27399197220802307,0.17531102895736694,0.32259857654571533,0.20310723781585693
from,0.4274188280105591,0.1413501501083374,0.39760664105415344,0.27839982509613037,0.31171464920043945,0.40150508284568787,0.1984626203775406,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.19969791173934937
giving,0.24607835710048676,0.11254570633172989,0.28642573952674866,0.2905098795890808,0.2248714715242386,0.3626074492931366,0.1276748776435852,0.3440891206264496,0.10219912976026535,0.2674778699874878,0.2052922248840332
her,0.30892789363861084,0.3209836483001709,0.3269027769565582,0.3824957311153412,0.34084662795066833,0.354963481426239,0.12246181815862656,0.27399197220802307,0.17531102895736694,0.32259857654571533,0.20310723781585693
brother,0.21517863869667053,0.2562076151371002,0.25189656019210815,0.39596912264823914,0.30654317140579224,0.1885300725698471,0.09953000396490097,0.18226121366024017,0.10371534526348114,0.20120905339717865,0.14267398416996002
polynices,0.25382286310195923,0.3100802004337311,0.2910694479942322,0.31332477927207947,0.15795764327049255,0.2767927944660187,0.20487210154533386,0.2809331715106964,0.2303633838891983,0.25846990942955017,0.23299169540405273
a,0.539380669593811,0.21860060095787048,0.427140474319458,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.1994335651397705,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
proper,0.23365779221057892,0.08763105422258377,0.28737831115722656,0.2180490493774414,0.13788238167762756,0.3680674135684967,0.23998476564884186,0.3278234004974365,0.1727437525987625,0.21320024132728577,0.2291053831577301
burial,0.233357235789299,0.18615010380744934,0.2167155146598816,0.1824198067188263,0.21821482479572296,0.23356176912784576,0.06252884119749069,0.22971592843532562,0.14172309637069702,0.24713389575481415,0.15331946313381195
.,0.5591574311256409,0.23352663218975067,0.6812511086463928,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.24514639377593994,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
