,how,long,did,it,take,johnson,to,respond,to,kennedy,?
johnson,0.1713753342628479,0.18988966941833496,0.16520443558692932,0.19937214255332947,0.2097874879837036,0.9999999403953552,0.18891119956970215,0.15596158802509308,0.18891119956970215,0.4465610086917877,0.1463736891746521
responded,0.3297395408153534,0.16054211556911469,0.3910515010356903,0.19232980906963348,0.31589582562446594,0.22573669254779816,0.2985798120498657,0.7668659687042236,0.2985798120498657,0.276723712682724,0.254449725151062
approximately,0.17167454957962036,0.27080869674682617,0.10670274496078491,0.25085556507110596,0.18233051896095276,0.10176951438188553,0.27967149019241333,0.1611114740371704,0.27967149019241333,0.14770588278770447,0.10237617790699005
one,0.3213292360305786,0.3024393320083618,0.27659472823143005,0.4284902811050415,0.3211195170879364,0.11031243205070496,0.4025384783744812,0.23352907598018646,0.4025384783744812,0.2088700830936432,0.2673267424106598
week,0.21998494863510132,0.25338634848594666,0.2459598332643509,0.2849201261997223,0.27174729108810425,0.17083902657032013,0.27498435974121094,0.2501562833786011,0.27498435974121094,0.3233431577682495,0.25105318427085876
later,0.2534695267677307,0.18281172215938568,0.38386887311935425,0.3362252712249756,0.26801127195358276,0.20495441555976868,0.393297016620636,0.18051058053970337,0.393297016620636,0.21726609766483307,0.1417175978422165
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.2783930003643036,0.44245919585227966,0.25066259503364563,0.44245919585227966,0.3363509774208069,0.31091248989105225
concluding,0.2456960380077362,0.21879644691944122,0.32822704315185547,0.2166380137205124,0.22625108063220978,0.2282608300447464,0.28720659017562866,0.33517175912857056,0.28720659017562866,0.22580106556415558,0.18368390202522278
that,0.557814359664917,0.34424030780792236,0.47518548369407654,0.5921133160591125,0.3651382029056549,0.21526092290878296,0.5436353087425232,0.4110258221626282,0.5436353087425232,0.26946479082107544,0.32716336846351624
``,-0.01591024175286293,0.1858668327331543,-0.029888948425650597,0.035206809639930725,0.010215016081929207,-0.04800928011536598,0.06720756739377975,0.13006669282913208,0.06720756739377975,0.016692638397216797,0.0685480609536171
we,0.49824854731559753,0.2635733187198639,0.3426455855369568,0.3495568633079529,0.3145121932029724,0.19785737991333008,0.4005183279514313,0.3723800778388977,0.4005183279514313,0.22753821313381195,0.535264790058136
are,0.311818927526474,0.23909839987754822,0.2159031480550766,0.3617996573448181,0.2774496376514435,0.12350256741046906,0.3504326641559601,0.28191235661506653,0.3504326641559601,0.1523096114397049,0.24591213464736938
neither,0.30782127380371094,0.1835426390171051,0.3713912069797516,0.28849416971206665,0.23278182744979858,0.20662792026996613,0.3499351739883423,0.3142023980617523,0.3499351739883423,0.14138220250606537,0.262674480676651
making,0.32306843996047974,0.25539034605026245,0.32095879316329956,0.3834436535835266,0.27644017338752747,0.1563030183315277,0.3740498423576355,0.19606436789035797,0.3740498423576355,0.159842848777771,0.2539324164390564
maximum,0.2148227095603943,0.30514779686927795,0.10565699636936188,0.20822367072105408,0.18442004919052124,0.13741937279701233,0.27501562237739563,0.1877821385860443,0.27501562237739563,0.14174127578735352,0.10959649085998535
effort,0.25679001212120056,0.1683805137872696,0.3294799327850342,0.26101890206336975,0.2563965618610382,0.13712215423583984,0.39937761425971985,0.26859909296035767,0.39937761425971985,0.2327166348695755,0.27546563744544983
nor,0.29089364409446716,0.19301210343837738,0.3459411859512329,0.24842780828475952,0.1556849181652069,0.13432677090168,0.29058706760406494,0.2873535454273224,0.29058706760406494,0.10945826768875122,0.2602383494377136
achieving,0.2001163512468338,0.142248272895813,0.24739080667495728,0.2195890098810196,0.27354541420936584,0.14479251205921173,0.30664265155792236,0.25013619661331177,0.30664265155792236,0.1414717733860016,0.16495080292224884
results,0.2975708544254303,0.12042691558599472,0.27762722969055176,0.22609937191009521,0.2324775755405426,0.14415691792964935,0.24358662962913513,0.2547079026699066,0.24358662962913513,0.08394622802734375,0.21797199547290802
necessary,0.37167298793792725,0.28365370631217957,0.34152600169181824,0.2928282916545868,0.3804464042186737,0.10889125615358353,0.40437278151512146,0.39615383744239807,0.40437278151512146,0.20060279965400696,0.3430270850658417
if,0.4917012155056,0.30125731229782104,0.3197491765022278,0.35967332124710083,0.34231019020080566,0.1846725344657898,0.4559597074985504,0.3834936022758484,0.4559597074985504,0.23365849256515503,0.4441644251346588
this,0.45272302627563477,0.3617446720600128,0.3609912693500519,0.6107783317565918,0.3235001862049103,0.15099114179611206,0.5759071707725525,0.34982365369796753,0.5759071707725525,0.21960267424583435,0.3155723512172699
country,0.17206698656082153,0.13748116791248322,0.24348343908786774,0.2677888870239258,0.21343351900577545,0.1252758502960205,0.31281599402427673,0.16484993696212769,0.31281599402427673,0.101834237575531,0.12647280097007751
is,0.22544461488723755,0.28473302721977234,0.19247472286224365,0.6328473687171936,0.22669753432273865,0.13863670825958252,0.42745086550712585,0.18442408740520477,0.42745086550712585,0.1314866691827774,0.22961433231830597
to,0.44169697165489197,0.30218687653541565,0.4452643394470215,0.513711154460907,0.4075521230697632,0.18891119956970215,1.0,0.33126938343048096,1.0,0.2569362223148346,0.29463258385658264
reach,0.19447876513004303,0.2588627338409424,0.2372579574584961,0.27278128266334534,0.42438551783561707,0.1696782410144806,0.37959611415863037,0.255062073469162,0.37959611415863037,0.14487816393375397,0.13152138888835907
a,0.29312583804130554,0.3795371353626251,0.2552328109741211,0.5452592968940735,0.2789212465286255,0.2052394300699234,0.45503583550453186,0.2199072241783142,0.45503583550453186,0.16651007533073425,0.23916715383529663
position,0.19999539852142334,0.16597434878349304,0.2170831561088562,0.18904933333396912,0.15303584933280945,0.19538812339305878,0.2374807894229889,0.2571186423301697,0.2374807894229889,0.15947376191616058,0.15529610216617584
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.38761502504348755,0.29282352328300476,0.2041160613298416,0.41548454761505127,0.19069483876228333,0.41548454761505127,0.1657739132642746,0.1826142966747284
