,what,did,low,suggest,using,apollo,8,for,instead,of,simply,orbiting,the,earth,'s,surface,?
rather,0.3923804461956024,0.3137456178665161,0.2584626078605652,0.4489297866821289,0.37380820512771606,0.21362628042697906,-0.11677469313144684,0.3629494905471802,0.5369940400123596,0.3045461177825928,0.42777135968208313,0.26405641436576843,0.31983619928359985,0.25817108154296875,0.08959644287824631,0.2988423705101013,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.23881082236766815,0.3477986752986908,0.3075134754180908,0.12615370750427246,-0.0684245228767395,0.30793827772140503,0.3410697281360626,0.33036211133003235,0.3010621964931488,0.24978983402252197,0.3227543234825134,0.2436409294605255,0.0585811510682106,0.23491397500038147,0.24917294085025787
waste,0.28944942355155945,0.17621275782585144,0.2643163204193115,0.2743479311466217,0.22705909609794617,0.2129889875650406,-0.0023705901112407446,0.23778855800628662,0.2694588899612427,0.256231427192688,0.23548491299152374,0.25067025423049927,0.1971915364265442,0.19435547292232513,0.0417659729719162,0.22578901052474976,0.299444317817688
the,0.42745697498321533,0.34736719727516174,0.2544175982475281,0.2682655155658722,0.28364112973213196,0.2169172167778015,0.0063715726137161255,0.4739971458911896,0.3940567970275879,0.733189046382904,0.3653980493545532,0.22328095138072968,1.0,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.22068053483963013
saturn,0.12153393030166626,0.18646769225597382,0.1439170241355896,0.2056470513343811,0.15834662318229675,0.391809344291687,0.012708622962236404,0.30204665660858154,0.20255306363105774,0.19011574983596802,0.16258233785629272,0.5645523071289062,0.24189656972885132,0.38226228952407837,0.11320748925209045,0.3195807933807373,0.1619711071252823
v,0.16628342866897583,0.17618848383426666,0.09922777861356735,0.0772036612033844,0.11179538816213608,0.21478798985481262,0.02728726901113987,0.13933385908603668,0.2517107427120209,0.1655031144618988,0.12327640503644943,0.15194116532802582,0.18580520153045654,0.1663668006658554,-0.008823617361485958,0.15856193006038666,0.28677162528038025
on,0.34226128458976746,0.2670976221561432,0.23674005270004272,0.25547099113464355,0.29792529344558716,0.16069947183132172,-0.04966927692294121,0.36199691891670227,0.3444349467754364,0.3966929316520691,0.22995029389858246,0.24213190376758575,0.5107308030128479,0.20645220577716827,0.0026888418942689896,0.2674844264984131,0.2714994251728058
another,0.4190070629119873,0.29175329208374023,0.1563725620508194,0.32796797156333923,0.3110477328300476,0.24549752473831177,-0.04026525840163231,0.36770403385162354,0.3453333079814911,0.38147079944610596,0.3734928369522095,0.27362582087516785,0.5019711852073669,0.23142755031585693,0.026405371725559235,0.21474498510360718,0.295511931180954
simple,0.4218197166919708,0.24971726536750793,0.2741043269634247,0.4180876314640045,0.4318058490753174,0.18332669138908386,-0.05451362580060959,0.32954689860343933,0.3657529354095459,0.23205730319023132,0.43728694319725037,0.23041771352291107,0.24738673865795135,0.193011075258255,0.058021657168865204,0.2550608515739441,0.4614735543727875
earth-orbiting,0.29107406735420227,0.20809908211231232,0.30284082889556885,0.3813702166080475,0.3345876634120941,0.39071014523506165,0.01564674824476242,0.27044063806533813,0.27742525935173035,0.2937733232975006,0.2631392776966095,0.8938065767288208,0.2965320646762848,0.6919386982917786,-0.017173688858747482,0.5242300033569336,0.22127513587474823
mission,0.2317502647638321,0.1377914398908615,0.16302089393138885,0.13809821009635925,0.14504839479923248,0.4094500243663788,0.009265366941690445,0.18326549232006073,0.12197502702474594,0.20170781016349792,0.1173660159111023,0.38189661502838135,0.22673439979553223,0.25668099522590637,-0.010545115917921066,0.23021507263183594,0.19506393373012543
",",0.3087472915649414,0.3015086054801941,0.25131091475486755,0.2924377918243408,0.27050045132637024,0.19808128476142883,-0.02218378335237503,0.4464869201183319,0.32166025042533875,0.4946078956127167,0.3156386911869049,0.2269826978445053,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.23000483214855194,0.31091248989105225
aspo,0.2105836719274521,0.18364904820919037,0.1272212117910385,0.1930171698331833,0.19726009666919708,0.19593700766563416,-0.0816878154873848,0.2196194976568222,0.2043631225824356,0.17341388761997223,0.20054775476455688,0.23386521637439728,0.2064874768257141,0.14687015116214752,-0.03469191491603851,0.2303503453731537,0.31658074259757996
manager,0.14875216782093048,0.1511809527873993,0.08479559421539307,0.07599397003650665,0.1398395597934723,0.18334639072418213,0.031736988574266434,0.20642828941345215,0.14586324989795685,0.14671361446380615,0.17698059976100922,0.1150226816534996,0.18262924253940582,0.008013066835701466,-0.024977421388030052,0.09713859111070633,0.11875338107347488
george,0.22000353038311005,0.238631471991539,0.07334800809621811,0.20263686776161194,0.1030094176530838,0.15020567178726196,0.012447363696992397,0.18388281762599945,0.22341829538345337,0.22097964584827423,0.132919579744339,0.09179459512233734,0.2510760426521301,0.06796427071094513,-0.019076833501458168,0.0747843086719513,0.1479024887084961
low,0.20743566751480103,0.17553527653217316,1.0000001192092896,0.15439292788505554,0.22359047830104828,0.06859767436981201,0.017518319189548492,0.19718985259532928,0.25089794397354126,0.27171993255615234,0.1351643055677414,0.26503947377204895,0.2544175982475281,0.18913963437080383,0.08605270087718964,0.291113018989563,0.10658930987119675
suggested,0.30050885677337646,0.36875683069229126,0.12151878327131271,0.7531330585479736,0.2899658679962158,0.2091415673494339,-0.03743720054626465,0.3348638117313385,0.263876348733902,0.29373469948768616,0.3024432361125946,0.34222203493118286,0.28443726897239685,0.22196172177791595,-0.03879263624548912,0.20169107615947723,0.2549840807914734
the,0.42745697498321533,0.34736719727516174,0.2544175982475281,0.2682655155658722,0.28364112973213196,0.2169172167778015,0.0063715726137161255,0.4739971458911896,0.3940567970275879,0.733189046382904,0.3653980493545532,0.22328095138072968,1.0,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.22068053483963013
bold,0.20431113243103027,0.1547463983297348,0.10211192071437836,0.23816749453544617,0.21202844381332397,0.10912545770406723,-0.04849337041378021,0.190251424908638,0.2619360089302063,0.17060621082782745,0.1846921443939209,0.13260485231876373,0.20297379791736603,0.23047944903373718,-0.008238040842115879,0.10221241414546967,0.27128171920776367
step,0.28945717215538025,0.14902596175670624,0.1798003911972046,0.22449178993701935,0.2110709697008133,0.20837131142616272,-0.016821764409542084,0.2152853012084961,0.24667586386203766,0.22579428553581238,0.2652757465839386,0.17516013979911804,0.20505109429359436,0.19360707700252533,-0.02321682497859001,0.1231761947274208,0.23299238085746765
of,0.33290785551071167,0.2513895630836487,0.27171993255615234,0.28071948885917664,0.24298200011253357,0.1786269098520279,0.03280399739742279,0.4185989499092102,0.31208282709121704,1.0,0.2891358435153961,0.2235465943813324,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.24204103648662567,0.1826142966747284
sending,0.3269664943218231,0.23902535438537598,0.24698850512504578,0.23743459582328796,0.41431286931037903,0.21778492629528046,0.06918331235647202,0.3043045103549957,0.3981766998767853,0.2912614941596985,0.23500625789165497,0.35004085302352905,0.3486887514591217,0.2668761909008026,0.043411727994680405,0.22175173461437225,0.12831254303455353
apollo,0.13561789691448212,0.1976410299539566,0.06859767436981201,0.20011423528194427,0.16690342128276825,0.9999999403953552,0.057197246700525284,0.18462510406970978,0.1810438632965088,0.1786269098520279,0.09708204120397568,0.3825299143791199,0.2169172167778015,0.3316074311733246,-0.020172206684947014,0.19678367674350739,0.191528782248497
8,-0.005443718284368515,-0.004101584665477276,0.017518319189548492,-0.10229223966598511,0.010187963955104351,0.057197246700525284,1.0,-0.08449628204107285,-0.008123807609081268,0.03280399739742279,-0.014793531969189644,-0.00033511643414385617,0.0063715726137161255,-0.015306207351386547,0.04971888288855553,-0.07782827317714691,-0.04056251794099808
to,0.455847829580307,0.4452643394470215,0.2700593173503876,0.3512662351131439,0.3678804934024811,0.23190522193908691,-0.013905820436775684,0.4451248347759247,0.457004189491272,0.41548454761505127,0.3868776261806488,0.25737202167510986,0.535392165184021,0.2486501932144165,0.03782717138528824,0.23727688193321228,0.29463258385658264
orbit,0.19471463561058044,0.1529427319765091,0.22373604774475098,0.3003464341163635,0.17746251821517944,0.4154411554336548,-0.010118034668266773,0.16374921798706055,0.14481844007968903,0.13123251497745514,0.13771964609622955,0.8573021292686462,0.1565481424331665,0.514371395111084,-0.02842618152499199,0.3658416271209717,0.16621392965316772
the,0.42745697498321533,0.34736719727516174,0.2544175982475281,0.2682655155658722,0.28364112973213196,0.2169172167778015,0.0063715726137161255,0.4739971458911896,0.3940567970275879,0.733189046382904,0.3653980493545532,0.22328095138072968,1.0,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.22068053483963013
moon,0.15898863971233368,0.1910509169101715,0.1609213501214981,0.3161448538303375,0.20391404628753662,0.512973427772522,0.01711699180305004,0.2043032944202423,0.20089443027973175,0.18815091252326965,0.11444997787475586,0.5978970527648926,0.23613092303276062,0.5198023319244385,0.0421946756541729,0.3550443947315216,0.1442703753709793
instead,0.4104403555393219,0.34208473563194275,0.25089794397354126,0.3196043372154236,0.5064479112625122,0.1810438632965088,-0.008123807609081268,0.4413341283798218,0.9999998807907104,0.31208282709121704,0.4515295922756195,0.19885653257369995,0.3940567970275879,0.21383309364318848,0.025141391903162003,0.2402859777212143,0.2942638397216797
",",0.3087472915649414,0.3015086054801941,0.25131091475486755,0.2924377918243408,0.27050045132637024,0.19808128476142883,-0.02218378335237503,0.4464869201183319,0.32166025042533875,0.4946078956127167,0.3156386911869049,0.2269826978445053,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.23000483214855194,0.31091248989105225
deferring,0.4315809905529022,0.2363683581352234,0.13799530267715454,0.3747107982635498,0.3599453568458557,0.1394444704055786,-0.019237220287322998,0.3306625485420227,0.3402375876903534,0.26578256487846375,0.34743547439575195,0.25010958313941956,0.306085467338562,0.19245143234729767,-0.031541526317596436,0.21472851932048798,0.35207104682922363
the,0.42745697498321533,0.34736719727516174,0.2544175982475281,0.2682655155658722,0.28364112973213196,0.2169172167778015,0.0063715726137161255,0.4739971458911896,0.3940567970275879,0.733189046382904,0.3653980493545532,0.22328095138072968,1.0,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.22068053483963013
d,0.13108977675437927,0.2285817265510559,0.160048246383667,0.1790980100631714,0.11188632249832153,0.11544304341077805,-0.11080273985862732,0.16356059908866882,0.18469515442848206,0.2222626954317093,0.13156886398792267,0.15693940222263336,0.22546343505382538,0.09183216840028763,0.07097401469945908,0.09387660026550293,0.1780570149421692
mission,0.2317502647638321,0.1377914398908615,0.16302089393138885,0.13809821009635925,0.14504839479923248,0.4094500243663788,0.009265366941690445,0.18326549232006073,0.12197502702474594,0.20170781016349792,0.1173660159111023,0.38189661502838135,0.22673439979553223,0.25668099522590637,-0.010545115917921066,0.23021507263183594,0.19506393373012543
to,0.455847829580307,0.4452643394470215,0.2700593173503876,0.3512662351131439,0.3678804934024811,0.23190522193908691,-0.013905820436775684,0.4451248347759247,0.457004189491272,0.41548454761505127,0.3868776261806488,0.25737202167510986,0.535392165184021,0.2486501932144165,0.03782717138528824,0.23727688193321228,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.2544175982475281,0.2682655155658722,0.28364112973213196,0.2169172167778015,0.0063715726137161255,0.4739971458911896,0.3940567970275879,0.733189046382904,0.3653980493545532,0.22328095138072968,1.0,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.22068053483963013
next,0.25980645418167114,0.22386232018470764,0.13658447563648224,0.1835702657699585,0.14654871821403503,0.10984072089195251,-0.07706518471240997,0.24420638382434845,0.22704511880874634,0.2935165464878082,0.15046235918998718,0.21578910946846008,0.35833123326301575,0.11258640140295029,-0.056625429540872574,0.0925351157784462,0.167460098862648
mission,0.2317502647638321,0.1377914398908615,0.16302089393138885,0.13809821009635925,0.14504839479923248,0.4094500243663788,0.009265366941690445,0.18326549232006073,0.12197502702474594,0.20170781016349792,0.1173660159111023,0.38189661502838135,0.22673439979553223,0.25668099522590637,-0.010545115917921066,0.23021507263183594,0.19506393373012543
in,0.30808621644973755,0.2593238651752472,0.21458278596401215,0.21134044229984283,0.2717311978340149,0.1461767554283142,-0.05886392667889595,0.4322226941585541,0.28091272711753845,0.5696388483047485,0.26013514399528503,0.18873316049575806,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.20246390998363495,0.20430970191955566
march,0.20529508590698242,0.27992504835128784,0.12915195524692535,0.1453758180141449,0.16024284064769745,0.17299580574035645,-0.09938029199838638,0.2775171995162964,0.17158858478069305,0.20692677795886993,0.13282595574855804,0.13056086003780365,0.2680487632751465,0.148568257689476,-0.036253921687603,0.08414105325937271,0.2802562415599823
1969,0.17037658393383026,0.20070725679397583,0.12953384220600128,0.1899069994688034,0.10908179730176926,0.2411709427833557,-0.0026041516102850437,0.18071401119232178,0.17732374370098114,0.23144781589508057,0.10755161195993423,0.2254805862903595,0.22767919301986694,0.1300102323293686,-0.08720163255929947,0.12369240075349808,0.19860808551311493
