,what,doctor,who,spin-off,only,made,it,as,far,as,a,pilot,episode,?
doctor,0.20870667695999146,0.9999999403953552,0.3504868149757385,0.25316321849823,0.20663131773471832,0.1472696214914322,0.24568085372447968,0.17422905564308167,0.124855175614357,0.17422905564308167,0.22883038222789764,0.25551092624664307,0.2940889000892639,0.1462511420249939
who,0.40942975878715515,0.3504868149757385,0.9999998807907104,0.23322443664073944,0.4202229380607605,0.2576322853565216,0.2868398427963257,0.3923053741455078,0.24308858811855316,0.3923053741455078,0.36608949303627014,0.19510570168495178,0.2015407234430313,0.26220351457595825
also,0.42747777700424194,0.2990783452987671,0.47919341921806335,0.24505919218063354,0.5950305461883545,0.39542055130004883,0.542508602142334,0.5774298906326294,0.295375794172287,0.5774298906326294,0.5149940252304077,0.17390941083431244,0.22503605484962463,0.21848613023757935
spawned,0.23088228702545166,0.09295125305652618,0.1867411583662033,0.2661404013633728,0.2766346037387848,0.2410399168729782,0.28300654888153076,0.2239122986793518,0.2704557478427887,0.2239122986793518,0.25255313515663147,0.16982832551002502,0.3208925724029541,0.18825288116931915
spin-offs,0.18887479603290558,0.21200299263000488,0.22589553892612457,0.8381112217903137,0.2144947052001953,0.23889656364917755,0.2517891824245453,0.24641378223896027,0.20837761461734772,0.24641378223896027,0.2683139145374298,0.22307731211185455,0.28357693552970886,0.1458415389060974
in,0.30808621644973755,0.25567495822906494,0.2792111933231354,0.20659251511096954,0.42992329597473145,0.25271502137184143,0.5130809545516968,0.3887844979763031,0.2599720060825348,0.3887844979763031,0.539380669593811,0.15693403780460358,0.19184806942939758,0.20430970191955566
multiple,0.19839626550674438,0.09450381994247437,0.18654736876487732,0.1847693771123886,0.3351118862628937,0.10475539416074753,0.12368384748697281,0.20626232028007507,0.2127353847026825,0.20626232028007507,0.23904410004615784,0.08237668126821518,0.11524368822574615,0.1591399908065796
media,0.18292108178138733,0.08406877517700195,0.14310432970523834,0.1619362086057663,0.22255387902259827,0.14125113189220428,0.19141267240047455,0.19105610251426697,0.13276149332523346,0.19105610251426697,0.21000106632709503,0.14382925629615784,0.14467790722846985,0.1571006178855896
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.33544525504112244,0.4220978021621704,0.32507219910621643,0.48329564929008484,0.48816442489624023,0.346853643655777,0.48816442489624023,0.427140474319458,0.2157025933265686,0.18198037147521973,0.31091248989105225
including,0.18328791856765747,0.104278564453125,0.2835840582847595,0.20046143233776093,0.365864098072052,0.25331175327301025,0.21794912219047546,0.3863891661167145,0.2229471355676651,0.3863891661167145,0.21045410633087158,0.14762768149375916,0.15041084587574005,0.1633303165435791
torchwood,0.2638390064239502,0.45518022775650024,0.2899830639362335,0.425921231508255,0.23702716827392578,0.21049325168132782,0.22429296374320984,0.24709656834602356,0.17785663902759552,0.24709656834602356,0.252493292093277,0.20151741802692413,0.4593362510204315,0.18952997028827667
(,0.2411840260028839,0.1570640504360199,0.2443375140428543,0.18870912492275238,0.30817532539367676,0.20796485245227814,0.2745298147201538,0.32029855251312256,0.20085982978343964,0.32029855251312256,0.3206180930137634,0.1514139026403427,0.19250941276550293,0.40561532974243164
2006–2011,-0.0036699161864817142,-0.0682787075638771,0.0414457842707634,-0.027300352230668068,0.12920208275318146,0.03933419659733772,0.045131929218769073,-0.0036559065338224173,0.07151298969984055,-0.0036559065338224173,0.07556253671646118,-0.024796269834041595,0.02030956745147705,-0.08721921592950821
),0.26259949803352356,0.1509941965341568,0.2457384318113327,0.1816142052412033,0.31837013363838196,0.22539687156677246,0.28560304641723633,0.32161882519721985,0.20805810391902924,0.32161882519721985,0.3640355169773102,0.17158682644367218,0.1890215277671814,0.42300865054130554
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.26920682191848755,0.4542345404624939,0.34954607486724854,0.40957894921302795,0.49487000703811646,0.3353408873081207,0.49487000703811646,0.3739250600337982,0.22935014963150024,0.2091434895992279,0.20544172823429108
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.24405531585216522,0.5497692227363586,0.3885267674922943,0.6251175999641418,0.48381632566452026,0.38564538955688477,0.48381632566452026,0.5829201340675354,0.17881006002426147,0.25342556834220886,0.22068053483963013
sarah,0.18478435277938843,0.3485953211784363,0.24870508909225464,0.2794140577316284,0.16808010637760162,0.11607483774423599,0.15900495648384094,0.1525762379169464,0.1357215791940689,0.1525762379169464,0.16850237548351288,0.16623052954673767,0.2866126000881195,0.11216213554143906
jane,0.21317945420742035,0.34157314896583557,0.21626175940036774,0.23093509674072266,0.20126600563526154,0.12158410251140594,0.17987559735774994,0.17059101164340973,0.11778978258371353,0.17059101164340973,0.2211165726184845,0.1724439263343811,0.2245556265115738,0.14947275817394257
adventures,0.18775875866413116,0.283301442861557,0.2170078009366989,0.3425781726837158,0.16235071420669556,0.19770991802215576,0.15813139081001282,0.2297765165567398,0.10815811902284622,0.2297765165567398,0.15743407607078552,0.2318519651889801,0.40914130210876465,0.15214234590530396
(,0.2411840260028839,0.1570640504360199,0.2443375140428543,0.18870912492275238,0.30817532539367676,0.20796485245227814,0.2745298147201538,0.32029855251312256,0.20085982978343964,0.32029855251312256,0.3206180930137634,0.1514139026403427,0.19250941276550293,0.40561532974243164
2007–2011,-0.143887460231781,0.12051097303628922,-0.18596436083316803,0.15360219776630402,-0.11923111975193024,0.01813199557363987,-0.034378450363874435,-0.11237647384405136,-0.10449440777301788,-0.11237647384405136,-0.030404871329665184,-0.022049318999052048,-0.012179620563983917,-0.13785503804683685
),0.26259949803352356,0.1509941965341568,0.2457384318113327,0.1816142052412033,0.31837013363838196,0.22539687156677246,0.28560304641723633,0.32161882519721985,0.20805810391902924,0.32161882519721985,0.3640355169773102,0.17158682644367218,0.1890215277671814,0.42300865054130554
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.33544525504112244,0.4220978021621704,0.32507219910621643,0.48329564929008484,0.48816442489624023,0.346853643655777,0.48816442489624023,0.427140474319458,0.2157025933265686,0.18198037147521973,0.31091248989105225
both,0.3361809551715851,0.17321419715881348,0.31663915514945984,0.2547672986984253,0.49337831139564514,0.26666468381881714,0.37194210290908813,0.42436254024505615,0.29016655683517456,0.42436254024505615,0.3171786069869995,0.15265411138534546,0.12119008600711823,0.19455738365650177
created,0.20714101195335388,0.1847328394651413,0.25695955753326416,0.13241225481033325,0.30671200156211853,0.39366546273231506,0.35949116945266724,0.25030744075775146,0.13960042595863342,0.25030744075775146,0.30777761340141296,0.15211549401283264,0.16416969895362854,0.21177415549755096
by,0.2455483376979828,0.13681447505950928,0.39727845788002014,0.2577304542064667,0.36511722207069397,0.34175434708595276,0.40926623344421387,0.3815547823905945,0.20033018290996552,0.3815547823905945,0.32094135880470276,0.1950041949748993,0.1369706690311432,0.17966607213020325
russell,0.16743159294128418,0.12072563916444778,0.2708354890346527,0.34212371706962585,0.17144343256950378,0.054538458585739136,0.18642494082450867,0.2363286316394806,0.15303616225719452,0.2363286316394806,0.18258225917816162,0.12125033140182495,0.17651250958442688,0.11642709374427795
t,0.37454068660736084,0.17748232185840607,0.23457348346710205,0.17818507552146912,0.3248940706253052,0.15969039499759674,0.30958133935928345,0.2405824363231659,0.26058849692344666,0.2405824363231659,0.2456076741218567,0.12614282965660095,0.22930596768856049,0.4954066574573517
davies,0.14111879467964172,0.2710629403591156,0.24405889213085175,0.29158467054367065,0.12220446765422821,0.1623927503824234,0.17556782066822052,0.26569676399230957,0.17123456299304962,0.26569676399230957,0.21516187489032745,0.19070221483707428,0.2751469910144806,0.12641099095344543
;,0.10986888408660889,0.03465403988957405,0.007937713526189327,-0.02250511758029461,0.11739356070756912,0.06876794993877411,0.08263079822063446,0.05586666986346245,0.14951153099536896,0.05586666986346245,-0.02122584730386734,-0.0626460388302803,-0.014577606692910194,0.10349778085947037
k-9,0.2641632854938507,0.05706265941262245,0.0071449014358222485,0.004169549327343702,0.29162073135375977,0.02873488888144493,0.14842137694358826,0.09356748312711716,0.03889280557632446,0.09356748312711716,0.16699162125587463,0.04210249334573746,0.1318235546350479,0.32387372851371765
(,0.2411840260028839,0.1570640504360199,0.2443375140428543,0.18870912492275238,0.30817532539367676,0.20796485245227814,0.2745298147201538,0.32029855251312256,0.20085982978343964,0.32029855251312256,0.3206180930137634,0.1514139026403427,0.19250941276550293,0.40561532974243164
2009–2010,0.13426992297172546,0.09650465101003647,0.26231247186660767,0.0068851737305521965,0.13643436133861542,0.11829719692468643,0.1468845009803772,0.2166379690170288,0.20565731823444366,0.2166379690170288,0.0762244239449501,0.07235389947891235,0.12497582286596298,0.11720598489046097
