,charleston,settler,elie,prioleau,was,from,what,french,town,?
elie,0.2138843685388565,0.22207142412662506,1.0,0.308458149433136,0.22746491432189941,0.08679812401533127,0.16224750876426697,0.31180453300476074,0.1065172404050827,0.16349981725215912
prioleau,0.39737802743911743,0.21050332486629486,0.308458149433136,1.0000001192092896,0.25166645646095276,0.22659847140312195,0.19230641424655914,0.3637537360191345,0.16599130630493164,0.1839839071035385
from,0.20135797560214996,0.17341214418411255,0.08679812401533127,0.22659847140312195,0.31171464920043945,1.0,0.2737620174884796,0.19660584628582,0.19462890923023224,0.19969791173934937
the,0.27515897154808044,0.23537814617156982,0.21759118139743805,0.32432830333709717,0.48711544275283813,0.40150508284568787,0.42745697498321533,0.2555147111415863,0.2974243760108948,0.22068053483963013
town,0.28317463397979736,0.38786324858665466,0.1065172404050827,0.16599130630493164,0.26823142170906067,0.19462890923023224,0.19713185727596283,0.13479074835777283,1.0,0.09902279824018478
of,0.24689002335071564,0.2102622389793396,0.16890323162078857,0.2984199523925781,0.4069072902202606,0.4249346852302551,0.33290785551071167,0.19450366497039795,0.26585668325424194,0.1826142966747284
pons,0.1871901899576187,0.19045162200927734,0.2978264093399048,0.37512797117233276,0.1956612914800644,0.1396227478981018,0.04153430089354515,0.36632999777793884,0.16946639120578766,0.11148941516876221
in,0.2974682152271271,0.24986819922924042,0.22696031630039215,0.29321184754371643,0.45514053106307983,0.4274188280105591,0.30808621644973755,0.22093388438224792,0.34975525736808777,0.20430970191955566
france,0.26237890124320984,0.1342340111732483,0.2471460998058319,0.39209455251693726,0.2715669870376587,0.20540620386600494,0.17793065309524536,0.5492131114006042,0.17991404235363007,0.15069349110126495
",",0.2876717448234558,0.2876359820365906,0.23477554321289062,0.3448728322982788,0.45456063747406006,0.39760664105415344,0.3087472915649414,0.28806620836257935,0.27598801255226135,0.31091248989105225
was,0.31931594014167786,0.32155489921569824,0.22746491432189941,0.25166645646095276,1.0000001192092896,0.31171464920043945,0.22111038863658905,0.2523815333843231,0.26823142170906067,0.18412111699581146
among,0.13950951397418976,0.14747461676597595,0.216653972864151,0.22903119027614594,0.23730893433094025,0.19863110780715942,0.21154822409152985,0.1406155526638031,0.06535571068525314,0.14343059062957764
the,0.27515897154808044,0.23537814617156982,0.21759118139743805,0.32432830333709717,0.48711544275283813,0.40150508284568787,0.42745697498321533,0.2555147111415863,0.2974243760108948,0.22068053483963013
first,0.25654923915863037,0.3284853398799896,0.20831063389778137,0.2299647480249405,0.5022147297859192,0.23348960280418396,0.28086137771606445,0.2345779836177826,0.19075606763362885,0.18701928853988647
to,0.2431255728006363,0.26195257902145386,0.1420959234237671,0.23428642749786377,0.3636345863342285,0.4069952368736267,0.455847829580307,0.1713797152042389,0.18535545468330383,0.29463258385658264
settle,0.20220310986042023,0.7952529788017273,0.11393871158361435,0.08480869233608246,0.20535625517368317,0.19305722415447235,0.3276752829551697,0.11875297874212265,0.3094789385795593,0.19976577162742615
there,0.21972458064556122,0.1961497813463211,0.09700886905193329,0.21294230222702026,0.24909798800945282,0.2965545952320099,0.35085538029670715,0.1568460762500763,0.285830557346344,0.29405656456947327
.,0.3151201605796814,0.21112394332885742,0.2005237489938736,0.33439865708351135,0.40146201848983765,0.41536515951156616,0.3567904531955719,0.2480926215648651,0.28254011273384094,0.4130953550338745
