,what,happens,to,the,jellyfish,nematocysts,when,they,are,eaten,by,the,haeckelia,?
members,0.16873176395893097,0.11251195520162582,0.26617446541786194,0.3321719169616699,0.2826569974422455,0.2682809829711914,0.2236606478691101,0.3697482645511627,0.31528955698013306,0.162746399641037,0.24919851124286652,0.3321719169616699,0.16746899485588074,0.10212311148643494
of,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.19592024385929108,0.236311137676239,0.3757161796092987,0.3426007330417633,0.39081433415412903,0.21065570414066315,0.3646814823150635,0.733189046382904,0.307922899723053,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.2366606742143631,0.2565656006336212,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.24814368784427643,0.4408751428127289,1.0,0.24928739666938782,0.22068053483963013
genus,0.10777679085731506,0.06491512805223465,0.13711737096309662,0.17396312952041626,0.4284852147102356,0.4012046754360199,0.10510843992233276,0.19238696992397308,0.20309922099113464,0.31628531217575073,0.07048168033361435,0.17396312952041626,0.44983282685279846,0.1421816647052765
haeckelia,0.28672394156455994,0.21463856101036072,0.22958114743232727,0.24928739666938782,0.4020928144454956,0.3945496380329132,0.23867914080619812,0.30585765838623047,0.2711569368839264,0.23899498581886292,0.19911684095859528,0.24928739666938782,1.0,0.23024362325668335
prey,0.21349354088306427,0.22793446481227875,0.22945891320705414,0.2732231020927429,0.4972385764122009,0.5842141509056091,0.20046767592430115,0.38060784339904785,0.28169316053390503,0.4195016920566559,0.18207105994224548,0.2732231020927429,0.2554682791233063,0.15793472528457642
on,0.34226128458976746,0.2789331078529358,0.41031414270401,0.5107308030128479,0.1282213181257248,0.18412181735038757,0.37706470489501953,0.31295230984687805,0.268924742937088,0.16391092538833618,0.33887791633605957,0.5107308030128479,0.220432311296463,0.2714994251728058
jellyfish,0.19957445561885834,0.2466900497674942,0.2273033857345581,0.2366606742143631,0.9999999403953552,0.6226879954338074,0.22725097835063934,0.35643136501312256,0.3216749429702759,0.44478750228881836,0.15460191667079926,0.2366606742143631,0.4020928144454956,0.16284534335136414
and,0.31309178471565247,0.23238006234169006,0.48971283435821533,0.5171257257461548,0.23375780880451202,0.2901923358440399,0.4716290831565857,0.5073080658912659,0.48576638102531433,0.27254194021224976,0.4289871156215668,0.5171257257461548,0.2770765721797943,0.20544172823429108
incorporate,0.27291518449783325,0.18381355702877045,0.2908913493156433,0.2866564989089966,0.11945680528879166,0.09618592262268066,0.16817545890808105,0.2087341696023941,0.23935502767562866,0.1584843248128891,0.19331081211566925,0.2866564989089966,0.1588018238544464,0.2177756130695343
their,0.35142919421195984,0.2833726406097412,0.44619059562683105,0.516537070274353,0.2453826516866684,0.4060652256011963,0.3682888448238373,0.7104025483131409,0.46887820959091187,0.28388047218322754,0.3242124021053314,0.516537070274353,0.18341240286827087,0.1898253709077835
prey,0.21349354088306427,0.22793446481227875,0.22945891320705414,0.2732231020927429,0.4972385764122009,0.5842141509056091,0.20046767592430115,0.38060784339904785,0.28169316053390503,0.4195016920566559,0.18207105994224548,0.2732231020927429,0.2554682791233063,0.15793472528457642
's,0.02692362666130066,-0.024232789874076843,0.03782717138528824,-0.01540423184633255,0.04008571803569794,-0.05544913932681084,-0.03368149697780609,0.03738465905189514,-0.008927806280553341,0.022136857733130455,-0.010884488001465797,-0.01540423184633255,0.032829660922288895,-0.023395681753754616
nematocysts,0.23919658362865448,0.32789820432662964,0.2733355164527893,0.2565656006336212,0.6226879954338074,1.0000001192092896,0.25123560428619385,0.4436399042606354,0.4283571243286133,0.4679427444934845,0.16982527077198029,0.2565656006336212,0.3945496380329132,0.2249772846698761
(,0.2411840260028839,0.22396224737167358,0.30882009863853455,0.33289089798927307,0.1393953114748001,0.19498421251773834,0.2459595799446106,0.22770340740680695,0.23263892531394958,0.15120267868041992,0.20696312189102173,0.33289089798927307,0.2527052164077759,0.40561532974243164
stinging,0.23266787827014923,0.2438189685344696,0.2853008806705475,0.28025001287460327,0.4796859920024872,0.6404534578323364,0.3138706386089325,0.4096403419971466,0.3618353605270386,0.46251603960990906,0.2592039406299591,0.28025001287460327,0.30248722434043884,0.1810075342655182
cells,0.1758001297712326,0.28830331563949585,0.26320719718933105,0.19095487892627716,0.3950587213039398,0.6108139753341675,0.2794494032859802,0.3539968729019165,0.2908284366130829,0.27293840050697327,0.19208736717700958,0.19095487892627716,0.3851640522480011,0.1898086667060852
),0.26259949803352356,0.21613579988479614,0.31236231327056885,0.3456730246543884,0.1513415277004242,0.19005689024925232,0.2538422644138336,0.22818082571029663,0.2373749315738678,0.16806691884994507,0.2151763141155243,0.3456730246543884,0.24486282467842102,0.42300865054130554
into,0.2180619090795517,0.23569484055042267,0.38810545206069946,0.39493247866630554,0.22837507724761963,0.24695439636707306,0.389646977186203,0.32590940594673157,0.2930682599544525,0.21358126401901245,0.30473223328590393,0.39493247866630554,0.1894187033176422,0.15662476420402527
their,0.35142919421195984,0.2833726406097412,0.44619059562683105,0.516537070274353,0.2453826516866684,0.4060652256011963,0.3682888448238373,0.7104025483131409,0.46887820959091187,0.28388047218322754,0.3242124021053314,0.516537070274353,0.18341240286827087,0.1898253709077835
own,0.35062843561172485,0.1958569586277008,0.35879063606262207,0.334675133228302,0.11145363748073578,0.24824732542037964,0.3067531883716583,0.40454912185668945,0.29801490902900696,0.19740180671215057,0.2755888104438782,0.334675133228302,0.16656428575515747,0.1937696635723114
tentacles,0.17259258031845093,0.2070232480764389,0.23366349935531616,0.24109509587287903,0.5538645386695862,0.6128115057945251,0.19019807875156403,0.3357461094856262,0.3209848701953888,0.343070924282074,0.24369199573993683,0.24109509587287903,0.2973722219467163,0.15145425498485565
instead,0.4104403555393219,0.2855912148952484,0.457004189491272,0.3940567970275879,0.20555225014686584,0.254427045583725,0.5292962193489075,0.3707234859466553,0.32666558027267456,0.21183042228221893,0.2769894301891327,0.3940567970275879,0.19588682055473328,0.2942638397216797
of,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.19592024385929108,0.236311137676239,0.3757161796092987,0.3426007330417633,0.39081433415412903,0.21065570414066315,0.3646814823150635,0.733189046382904,0.307922899723053,0.1826142966747284
colloblasts,0.25280773639678955,0.30619195103645325,0.2248389720916748,0.31561675667762756,0.3307187557220459,0.5171637535095215,0.20697784423828125,0.2869283854961395,0.33420172333717346,0.29243677854537964,0.17853139340877533,0.31561675667762756,0.39741989970207214,0.20071622729301453
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.24503003060817719,0.2657298743724823,0.475719153881073,0.4510921239852905,0.3452940285205841,0.27862393856048584,0.3936232924461365,0.5934505462646484,0.34629738330841064,0.4130953550338745
