,what,year,was,the,maastricht,treaty,signed,?
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2621105909347534,0.2690109610557556,0.20675969123840332,0.22068053483963013
uk,0.17163191735744476,0.179987832903862,0.206756129860878,0.2143084555864334,0.24189689755439758,0.12230867147445679,0.162593275308609,0.20222434401512146
subsequently,0.10897690057754517,0.18225598335266113,0.3486802279949188,0.2886511981487274,0.11665946245193481,0.12391921877861023,0.1748788058757782,0.005594457965344191
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.2129037231206894,0.2409621626138687,0.2625274360179901,0.18412111699581146
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2621105909347534,0.2690109610557556,0.20675969123840332,0.22068053483963013
only,0.41415658593177795,0.2698895335197449,0.36249664425849915,0.5497692227363586,0.21777546405792236,0.19396792352199554,0.20349489152431488,0.2767370045185089
member,0.09932345896959305,0.2153089940547943,0.31559354066848755,0.2806392312049866,0.18162447214126587,0.19731877744197845,0.2071143239736557,0.06826172769069672
state,0.24273863434791565,0.2108888030052185,0.22072885930538177,0.3097178041934967,0.11692321300506592,0.20049017667770386,0.14610335230827332,0.1160883978009224
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.1718650460243225,0.1986158937215805,0.23242348432540894,0.29463258385658264
veto,0.2663957476615906,0.211637482047081,0.16954950988292694,0.25482627749443054,0.12218687683343887,0.327290415763855,0.30636197328567505,0.2314452826976776
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2621105909347534,0.2690109610557556,0.20675969123840332,0.22068053483963013
social,0.22217629849910736,0.08831923454999924,0.196878582239151,0.21797899901866913,0.23761314153671265,0.17468462884426117,0.11402537673711777,0.1615191102027893
charter,0.13714581727981567,0.24134770035743713,0.23359626531600952,0.26436546444892883,0.36670270562171936,0.39000245928764343,0.3335528075695038,0.14220231771469116
being,0.3760843276977539,0.2561481297016144,0.5201660394668579,0.419739305973053,0.1526980698108673,0.1414862871170044,0.15476363897323608,0.26743772625923157
included,0.2288810908794403,0.15589673817157745,0.3148443400859833,0.3825419843196869,0.13423645496368408,0.16249537467956543,0.20625852048397064,0.14385655522346497
as,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.48381632566452026,0.11812345683574677,0.21985258162021637,0.2223709672689438,0.27043893933296204
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2621105909347534,0.2690109610557556,0.20675969123840332,0.22068053483963013
``,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.11137444525957108,0.16497017443180084,0.06377222388982773,0.0685480609536171
social,0.22217629849910736,0.08831923454999924,0.196878582239151,0.21797899901866913,0.23761314153671265,0.17468462884426117,0.11402537673711777,0.1615191102027893
chapter,0.25136247277259827,0.16902074217796326,0.15535534918308258,0.29158273339271545,0.13098303973674774,0.13891063630580902,0.06205571070313454,0.20212359726428986
'',0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,0.004178438801318407,0.07842288166284561,0.07164184004068375,0.018684765323996544
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.21534964442253113,0.2602092921733856,0.19593118131160736,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2621105909347534,0.2690109610557556,0.20675969123840332,0.22068053483963013
1992,0.12803657352924347,0.11173026263713837,0.14268599450588226,0.12138951569795609,0.11420989036560059,0.2532901465892792,0.13753731548786163,0.11522171646356583
maastricht,0.16686071455478668,0.16354234516620636,0.2129037231206894,0.2621105909347534,0.9999999403953552,0.31827980279922485,0.24825648963451385,0.1555221527814865
treaty,0.17237819731235504,0.1441882997751236,0.2409621626138687,0.2690109610557556,0.31827980279922485,1.0,0.5778844356536865,0.1174844279885292
-,0.13380742073059082,0.22633466124534607,0.21728090941905975,0.3207225501537323,0.1739286631345749,0.20973147451877594,0.15266330540180206,0.3336010277271271
instead,0.4104403555393219,0.206660196185112,0.23083001375198364,0.3940567970275879,0.12440476566553116,0.1570306420326233,0.1746639460325241,0.2942638397216797
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2668982446193695,0.21270246803760529,0.2289608120918274,0.31091248989105225
an,0.2821882665157318,0.17045794427394867,0.3694365322589874,0.4207492768764496,0.13521762192249298,0.16682939231395721,0.18243291974067688,0.19793890416622162
agreement,0.2851087749004364,0.22348463535308838,0.23975293338298798,0.2490699142217636,0.26735737919807434,0.6315374374389648,0.5602117776870728,0.15830197930335999
on,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.20496369898319244,0.19638824462890625,0.25481486320495605,0.2714994251728058
