,what,month,",",day,and,year,did,super,bowl,50,take,place,?
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.3062323033809662,0.5171257257461548,0.3609684407711029,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31620436906814575,0.4179787337779999,0.22068053483963013
game,0.2246788740158081,0.13914896547794342,0.2653886377811432,0.19963723421096802,0.25192898511886597,0.24385766685009003,0.19789010286331177,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.20187129080295563,0.19114939868450165,0.1829071193933487
was,0.22111038863658905,0.25208011269569397,0.45456063747406006,0.24314451217651367,0.3740963041782379,0.3209837079048157,0.41399896144866943,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.15919329226016998,0.26867109537124634,0.18412111699581146
played,0.14831039309501648,0.0762328952550888,0.2987361550331116,0.1683405041694641,0.268975168466568,0.24165725708007812,0.19653649628162384,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.20975211262702942,0.20924867689609528,0.14096300303936005
on,0.34226128458976746,0.32571008801460266,0.49057599902153015,0.3332281708717346,0.4077630043029785,0.27628999948501587,0.2670976221561432,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.27423644065856934,0.32431602478027344,0.2714994251728058
february,0.1913013905286789,0.33358851075172424,0.43470194935798645,0.23981158435344696,0.25102463364601135,0.2866375148296356,0.25426602363586426,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.14701907336711884,0.19406801462173462,0.29594847559928894
7,-0.1699475795030594,-0.07387001067399979,0.07715427130460739,-0.047316718846559525,-0.012642918154597282,-0.12103487551212311,-0.147744283080101,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.18966534733772278,-0.13138021528720856,-0.15092156827449799
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.30821847915649414,0.6633074283599854,0.28560417890548706,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.31091248989105225
2016,0.10915659368038177,0.010707649402320385,-0.10076791793107986,0.08458080887794495,-0.004591997247189283,0.10234657675027847,0.1935887485742569,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,0.04472174495458603,0.06014300510287285,-0.12147852033376694
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.30821847915649414,0.6633074283599854,0.28560417890548706,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.31091248989105225
at,0.2838611304759979,0.2865840494632721,0.38314947485923767,0.27667680382728577,0.3571503460407257,0.3146436810493469,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.21978627145290375
levi,0.13056978583335876,0.06188412010669708,0.2592664957046509,0.11001073569059372,0.16145840287208557,0.03743577376008034,0.1928999423980713,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.10926367342472076,0.0895209088921547,0.09252339601516724
's,0.02692362666130066,-0.02560724876821041,-0.0016132977325469255,0.03448042273521423,0.06895173341035843,-0.04087831452488899,0.05069678649306297,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
stadium,0.12456028908491135,0.06539910286664963,0.2056228220462799,0.1098509132862091,0.11777293682098389,0.17522569000720978,0.14029206335544586,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.1042487695813179,0.2594786286354065,0.07579939067363739
in,0.30808621644973755,0.2385365217924118,0.5201468467712402,0.2671984136104584,0.4954058527946472,0.3359307050704956,0.2593238651752472,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.3062323033809662,0.5171257257461548,0.3609684407711029,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31620436906814575,0.4179787337779999,0.22068053483963013
san,0.19375550746917725,0.24737712740898132,0.25561806559562683,0.20456178486347198,0.23541347682476044,0.145152747631073,0.1785750538110733,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.13093869388103485,0.19986800849437714,0.10952327400445938
francisco,0.17887917160987854,0.21209797263145447,0.22144022583961487,0.18624939024448395,0.2290353924036026,0.09950915724039078,0.1959451586008072,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.15135663747787476,0.16960975527763367,0.1020219698548317
bay,0.20251236855983734,0.11890605092048645,0.26044994592666626,0.22470130026340485,0.18794362246990204,0.09143916517496109,0.05503932014107704,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.16412900388240814,0.19794072210788727,0.10773546993732452
area,0.21965408325195312,0.1995399296283722,0.2664283812046051,0.1958368420600891,0.3044000566005707,0.1947406381368637,0.14067986607551575,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.1462567150592804,0.3004036247730255,0.12640461325645447
at,0.2838611304759979,0.2865840494632721,0.38314947485923767,0.27667680382728577,0.3571503460407257,0.3146436810493469,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.21978627145290375
santa,0.23841293156147003,0.15788978338241577,0.25609585642814636,0.16564108431339264,0.1827874481678009,0.11570822447538376,0.11785970628261566,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.14487585425376892,0.13105420768260956,0.17321589589118958
clara,0.23403491079807281,0.19743309915065765,0.25817182660102844,0.21648596227169037,0.19340574741363525,0.1545548290014267,0.15096807479858398,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.15002340078353882,0.09976069629192352,0.11961202323436737
