,who,covered,the,halftime,coverage,?
westwood,0.18958885967731476,0.19967631995677948,0.289829283952713,0.384064644575119,0.23694206774234772,0.17119714617729187
one,0.40083858370780945,0.21369163691997528,0.5514441132545471,0.29871803522109985,0.2662618160247803,0.2673267424106598
will,0.24651563167572021,0.18266256153583527,0.3635469079017639,0.2507304847240448,0.2153923511505127,0.35046905279159546
carry,0.20254260301589966,0.23890307545661926,0.26752355694770813,0.13256588578224182,0.13951171934604645,0.17171701788902283
the,0.3733934462070465,0.3132939636707306,1.0,0.31780552864074707,0.2704935073852539,0.22068053483963013
game,0.2523840069770813,0.11600471287965775,0.285271555185318,0.3788028657436371,0.24938496947288513,0.1829071193933487
throughout,0.22343657910823822,0.2849394977092743,0.4158564507961273,0.2996576130390167,0.284963458776474,0.12665234506130219
north,0.11026738584041595,0.22758831083774567,0.36298373341560364,0.22161245346069336,0.17977260053157806,0.11829731613397598
america,0.1830417811870575,0.1997639536857605,0.37090015411376953,0.2498791217803955,0.22183124721050262,0.19333907961845398
",",0.3365725874900818,0.30773067474365234,0.4933079481124878,0.3626100420951843,0.2504524886608124,0.31091248989105225
with,0.3282766342163086,0.339670330286026,0.4223487675189972,0.3187163174152374,0.1812182366847992,0.2433311939239502
kevin,0.2511484920978546,0.12992385029792786,0.179534912109375,0.2635945975780487,0.14115828275680542,0.1176677793264389
harlan,0.2475024312734604,0.12337618321180344,0.22123396396636963,0.31308361887931824,0.20267918705940247,0.1691509187221527
as,0.3923053741455078,0.264883816242218,0.48381632566452026,0.26029151678085327,0.22092190384864807,0.27043893933296204
play-by-play,0.2488287091255188,0.1826050579547882,0.2794552743434906,0.45000579953193665,0.30121755599975586,0.2925850749015808
announcer,0.1876700222492218,0.12404374033212662,0.2399389147758484,0.40698009729385376,0.2926708459854126,0.18424807488918304
",",0.3365725874900818,0.30773067474365234,0.4933079481124878,0.3626100420951843,0.2504524886608124,0.31091248989105225
boomer,0.2918093502521515,0.06491595506668091,0.19121207296848297,0.2904605269432068,0.1572023630142212,0.1773107945919037
esiason,0.276216596364975,0.20888160169124603,0.3538505434989929,0.37535327672958374,0.27100682258605957,0.276677668094635
and,0.41279885172843933,0.3234351575374603,0.5171257257461548,0.34601953625679016,0.19886082410812378,0.20544172823429108
dan,0.24452054500579834,0.1292964518070221,0.21507468819618225,0.21340984106063843,0.15243777632713318,0.12045673280954361
fouts,0.27286213636398315,0.20929116010665894,0.28466182947158813,0.34824952483177185,0.26997995376586914,0.22210446000099182
as,0.3923053741455078,0.264883816242218,0.48381632566452026,0.26029151678085327,0.22092190384864807,0.27043893933296204
color,0.1621498465538025,0.1983102709054947,0.21895472705364227,0.21685020625591278,0.2129790186882019,0.21299609541893005
analysts,0.23764149844646454,0.09505752474069595,0.23779353499412537,0.24080123007297516,0.35752907395362854,0.18784141540527344
",",0.3365725874900818,0.30773067474365234,0.4933079481124878,0.3626100420951843,0.2504524886608124,0.31091248989105225
and,0.41279885172843933,0.3234351575374603,0.5171257257461548,0.34601953625679016,0.19886082410812378,0.20544172823429108
james,0.2562035918235779,0.19365859031677246,0.22481533885002136,0.22175346314907074,0.18242643773555756,0.12139993160963058
lofton,0.2292756289243698,0.25171715021133423,0.23757049441337585,0.364653080701828,0.16900253295898438,0.12585721909999847
and,0.41279885172843933,0.3234351575374603,0.5171257257461548,0.34601953625679016,0.19886082410812378,0.20544172823429108
mark,0.1636335253715515,0.14986474812030792,0.2235521525144577,0.16988703608512878,0.13486577570438385,0.11634156107902527
malone,0.2876465618610382,0.16223318874835968,0.23672804236412048,0.32672375440597534,0.15928150713443756,0.15293700993061066
as,0.3923053741455078,0.264883816242218,0.48381632566452026,0.26029151678085327,0.22092190384864807,0.27043893933296204
sideline,0.25843048095703125,0.22791621088981628,0.2606579065322876,0.4540289044380188,0.43451428413391113,0.2637002468109131
reporters,0.30018317699432373,0.17911602556705475,0.20859824120998383,0.28428298234939575,0.395751416683197,0.20937705039978027
.,0.3541337847709656,0.2543253004550934,0.5934505462646484,0.33941835165023804,0.24490486085414886,0.4130953550338745
