,in,what,city,is,the,last,huguenot,congregation,in,the,us,?
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.5823672413825989,1.0,0.3698786795139313,0.29557526111602783,0.2882172167301178,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
last,0.30714505910873413,0.23175878822803497,0.16240404546260834,0.2445172220468521,0.3698786795139313,1.0,0.1616014689207077,0.09369383752346039,0.30714505910873413,0.3698786795139313,0.11980646848678589,0.22371746599674225
active,0.2698204517364502,0.2610722482204437,0.10837221890687943,0.2193424552679062,0.2376219779253006,0.2655891478061676,0.13098683953285217,0.1531207412481308,0.2698204517364502,0.2376219779253006,0.23354050517082214,0.20374006032943726
huguenot,0.26198551058769226,0.1912020891904831,0.2337077558040619,0.12706810235977173,0.29557526111602783,0.1616014689207077,1.0000001192092896,0.4121936857700348,0.26198551058769226,0.29557526111602783,0.10562314093112946,0.1359742432832718
congregation,0.21616820991039276,0.16460371017456055,0.17777119576931,0.15025809407234192,0.2882172167301178,0.09369383752346039,0.4121936857700348,1.0000001192092896,0.21616820991039276,0.2882172167301178,0.1513306200504303,0.1875634491443634
in,1.0,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.30714505910873413,0.26198551058769226,0.21616820991039276,1.0,0.6662389636039734,0.19746538996696472,0.20430970191955566
north,0.39050599932670593,0.18673177063465118,0.3820379972457886,0.2993389368057251,0.36298373341560364,0.1556471288204193,0.22711920738220215,0.2067224532365799,0.39050599932670593,0.36298373341560364,0.2076253890991211,0.11829731613397598
america,0.3098583221435547,0.2517423629760742,0.20921117067337036,0.1998184472322464,0.37090015411376953,0.16159003973007202,0.1636737585067749,0.22469092905521393,0.3098583221435547,0.37090015411376953,0.2523760497570038,0.19333907961845398
worships,0.16757619380950928,0.24223493039608002,0.22596822679042816,0.14243263006210327,0.23967887461185455,0.13132038712501526,0.2843129634857178,0.4819315969944,0.16757619380950928,0.23967887461185455,0.16242870688438416,0.17623528838157654
in,1.0,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.30714505910873413,0.26198551058769226,0.21616820991039276,1.0,0.6662389636039734,0.19746538996696472,0.20430970191955566
charleston,0.2974682152271271,0.25634345412254333,0.3162432014942169,0.17740404605865479,0.27515897154808044,0.10815293341875076,0.3182103931903839,0.24703601002693176,0.2974682152271271,0.27515897154808044,0.2845779061317444,0.18022049963474274
",",0.5201468467712402,0.3087472915649414,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.29026782512664795,0.24752236902713776,0.2149576097726822,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.31091248989105225
south,0.33642083406448364,0.15388517081737518,0.38135167956352234,0.27680471539497375,0.3129390776157379,0.1511668711900711,0.23090137541294098,0.1796964555978775,0.33642083406448364,0.3129390776157379,0.1746729165315628,0.12336621433496475
carolina,0.2380082756280899,0.1956660896539688,0.26210474967956543,0.13908782601356506,0.24749229848384857,0.15467976033687592,0.17832261323928833,0.20740146934986115,0.2380082756280899,0.24749229848384857,0.2672348618507385,0.11847445368766785
",",0.5201468467712402,0.3087472915649414,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.29026782512664795,0.24752236902713776,0.2149576097726822,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.31091248989105225
at,0.4374977946281433,0.2838611304759979,0.2310783565044403,0.25906258821487427,0.457212895154953,0.2946198880672455,0.23064149916172028,0.17031335830688477,0.4374977946281433,0.457212895154953,0.2341633439064026,0.21978627145290375
a,0.539380669593811,0.3320399522781372,0.2349124401807785,0.658733606338501,0.5829201340675354,0.2864423990249634,0.22502337396144867,0.2073277086019516,0.539380669593811,0.5829201340675354,0.1862444281578064,0.23916715383529663
church,0.2493300437927246,0.1944202184677124,0.27134183049201965,0.203276589512825,0.23846197128295898,0.11115076392889023,0.3685069978237152,0.613531768321991,0.2493300437927246,0.23846197128295898,0.08791007101535797,0.18081501126289368
that,0.435920387506485,0.6297725439071655,0.183757483959198,0.3995479643344879,0.5473989248275757,0.31652477383613586,0.19593703746795654,0.22610151767730713,0.435920387506485,0.5473989248275757,0.282404363155365,0.32716336846351624
dates,0.2340383380651474,0.2078574001789093,0.09355884045362473,0.19036540389060974,0.3088380992412567,0.3301553726196289,0.1709921658039093,0.19212068617343903,0.2340383380651474,0.3088380992412567,0.13885535299777985,0.2331625074148178
to,0.45010748505592346,0.455847829580307,0.20300441980361938,0.42745086550712585,0.535392165184021,0.30156898498535156,0.24496324360370636,0.21811531484127045,0.45010748505592346,0.535392165184021,0.2928973436355591,0.29463258385658264
1844,0.17720869183540344,0.15794388949871063,0.024017926305532455,0.1397411823272705,0.19602495431900024,0.11347414553165436,0.29434314370155334,0.07869099080562592,0.17720869183540344,0.19602495431900024,-0.002721641445532441,0.0120101198554039
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.3548945486545563,0.2060975730419159,0.27044418454170227,0.5591574311256409,0.5934505462646484,0.3162994682788849,0.4130953550338745
