,in,which,year,was,the,salting,bequest,?
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,1.0,0.29557669162750244,0.27512025833129883,0.22068053483963013
collection,0.23004686832427979,0.30199134349823,0.12698578834533691,0.1743653565645218,0.25281965732574463,0.09621156752109528,0.2727102041244507,0.20069393515586853
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2864784300327301,0.30752936005592346,0.1826142966747284
middle,0.26767921447753906,0.22406704723834991,0.15330830216407776,0.21038298308849335,0.3405749201774597,0.13232864439487457,0.14289939403533936,0.13139553368091583
eastern,0.3306356370449066,0.26815342903137207,0.16377967596054077,0.23346775770187378,0.3928247392177582,0.1728975772857666,0.21720975637435913,0.20060817897319794
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2457580715417862,0.29343608021736145,0.20544172823429108
persian,0.16762448847293854,0.20525389909744263,0.13354332745075226,0.14728625118732452,0.24001385271549225,0.1966818869113922,0.19105187058448792,0.11708208173513412
rugs,0.17676986753940582,0.3168089687824249,0.0392286516726017,0.141087606549263,0.2105589658021927,0.27187401056289673,0.15927468240261078,0.14074210822582245
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2457580715417862,0.29343608021736145,0.20544172823429108
carpets,0.21549905836582184,0.2524987459182739,0.1320832073688507,0.18334904313087463,0.24214400351047516,0.21462734043598175,0.22447340190410614,0.12282828986644745
is,0.5394441485404968,0.4457404911518097,0.2402215600013733,0.5810302495956421,0.5823672413825989,0.2845807671546936,0.23654431104660034,0.22961433231830597
amongst,0.30727991461753845,0.28749313950538635,0.1100965216755867,0.15412168204784393,0.30752041935920715,0.21680739521980286,0.16515329480171204,0.16806721687316895
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,1.0,0.29557669162750244,0.27512025833129883,0.22068053483963013
finest,0.2985647916793823,0.24203677475452423,0.15557065606117249,0.22616782784461975,0.3178524971008301,0.2642776668071747,0.2077750563621521,0.1559486985206604
in,1.0,0.4840516746044159,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.238237664103508,0.2849925756454468,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,1.0,0.29557669162750244,0.27512025833129883,0.22068053483963013
world,0.3038199245929718,0.29213306307792664,0.25931429862976074,0.3097524344921112,0.33604270219802856,0.12130801379680634,0.3066052794456482,0.17579582333564758
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3588552474975586,0.3688803017139435,0.31091248989105225
many,0.41474202275276184,0.5168171525001526,0.21933086216449738,0.260356068611145,0.4335206151008606,0.3231674134731293,0.20838510990142822,0.2124512493610382
were,0.3815755248069763,0.2807837128639221,0.23735305666923523,0.590133786201477,0.3906462490558624,0.22209501266479492,0.18561220169067383,0.17890112102031708
part,0.4499994218349457,0.4460882246494293,0.20301291346549988,0.3407018780708313,0.527681291103363,0.14604003727436066,0.21128502488136292,0.08557961881160736
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2864784300327301,0.30752936005592346,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,1.0,0.29557669162750244,0.27512025833129883,0.22068053483963013
salting,0.238237664103508,0.3380662202835083,0.1318628489971161,0.18129965662956238,0.29557669162750244,1.0,0.18132686614990234,0.2930932641029358
bequest,0.2849925756454468,0.22139106690883636,0.2051294893026352,0.3015955984592438,0.27512025833129883,0.18132686614990234,1.0,0.22906942665576935
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2864784300327301,0.30752936005592346,0.1826142966747284
1909,0.12368474900722504,0.11006590723991394,0.1447696089744568,0.2503795623779297,0.21335244178771973,0.09199449419975281,0.21892863512039185,0.057647012174129486
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.29941055178642273,0.26005375385284424,0.4130953550338745
