,how,long,would,tesla,spend,gambling,sometimes,?
during,0.26830652356147766,0.25762128829956055,0.25707411766052246,0.08954931050539017,0.2965388894081116,0.18665249645709991,0.28070172667503357,0.1325719803571701
his,0.24614305794239044,0.18129055202007294,0.292866975069046,0.1580733060836792,0.28552481532096863,0.23911595344543457,0.1898796707391739,0.18075084686279297
second,0.16459402441978455,0.25551390647888184,0.25778821110725403,0.16922037303447723,0.11655545234680176,0.0753292664885521,0.15600278973579407,0.17239587008953094
year,0.19631797075271606,0.21031582355499268,0.259968101978302,0.1455472707748413,0.2029053419828415,0.13559867441654205,0.07398150861263275,0.18315006792545319
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.18837453424930573,0.2479970008134842,0.22215858101844788,0.296434611082077,0.1826142966747284
study,0.2640102803707123,0.16730940341949463,0.1529979407787323,0.1303233504295349,0.2551370859146118,0.16419604420661926,0.2682185769081116,0.15902167558670044
at,0.2154216170310974,0.2525537312030792,0.3073931038379669,0.16552478075027466,0.2675708532333374,0.11465732753276825,0.16720744967460632,0.21978627145290375
graz,0.15024174749851227,0.13019739091396332,0.12808537483215332,0.27265462279319763,0.16263018548488617,0.0768808051943779,0.07045671343803406,0.19033589959144592
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.20599327981472015,0.2790883779525757,0.22777728736400604,0.26600122451782227,0.31091248989105225
tesla,0.19128404557704926,0.14681872725486755,0.14290116727352142,0.9999999403953552,0.03899729624390602,0.11263155937194824,0.129081130027771,0.10250775516033173
developed,0.1512427031993866,0.21542097628116608,0.19658136367797852,0.20067144930362701,0.1120220199227333,0.14693047106266022,0.18506959080696106,0.10763012617826462
a,0.29312583804130554,0.3795371353626251,0.398599237203598,0.2211925983428955,0.19257986545562744,0.19294562935829163,0.3788676857948303,0.23916715383529663
passion,0.25497186183929443,0.1770114004611969,0.1814727634191513,0.16555730998516083,0.1766604334115982,0.2326151430606842,0.22173148393630981,0.10797914862632751
for,0.3308170735836029,0.2547193765640259,0.39877474308013916,0.13983871042728424,0.3409658372402191,0.2504865825176239,0.28293126821517944,0.264628142118454
(,0.1676948219537735,0.2487790733575821,0.21630488336086273,0.2156914919614792,0.18855589628219604,0.13983947038650513,0.19618426263332367,0.40561532974243164
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.19560420513153076,0.2863690257072449,0.27610453963279724,0.35151126980781555,0.20544172823429108
became,0.10954522341489792,0.1088373064994812,0.31390392780303955,0.12976884841918945,0.1605311632156372,0.15314342081546783,0.16697955131530762,0.11374033987522125
very,0.4865594804286957,0.3465041518211365,0.38255003094673157,0.15882818400859833,0.2385655790567398,0.1440613865852356,0.3968949615955353,0.20864155888557434
proficient,0.33969980478286743,0.2017795592546463,0.3296634256839752,0.24549831449985504,0.2480020821094513,0.17581123113632202,0.25450703501701355,0.2286040037870407
at,0.2154216170310974,0.2525537312030792,0.3073931038379669,0.16552478075027466,0.2675708532333374,0.11465732753276825,0.16720744967460632,0.21978627145290375
),0.17939934134483337,0.23425164818763733,0.2093871831893921,0.22692398726940155,0.18727558851242065,0.15603967010974884,0.21177692711353302,0.42300865054130554
billiards,0.23045523464679718,0.17313608527183533,0.19553551077842712,0.20116844773292542,0.18256299197673798,0.3387584388256073,0.23906436562538147,0.1921035647392273
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.20599327981472015,0.2790883779525757,0.22777728736400604,0.26600122451782227,0.31091248989105225
chess,0.2188490480184555,0.09862241894006729,0.14399634301662445,0.2375999242067337,0.06930479407310486,0.24143223464488983,0.05008333921432495,0.10200536996126175
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.19560420513153076,0.2863690257072449,0.27610453963279724,0.35151126980781555,0.20544172823429108
card-playing,0.23129042983055115,0.17729191482067108,0.2496897578239441,0.24938391149044037,0.30199137330055237,0.4064129889011383,0.2765236794948578,0.2564970850944519
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.20599327981472015,0.2790883779525757,0.22777728736400604,0.26600122451782227,0.31091248989105225
sometimes,0.3142040967941284,0.29292017221450806,0.33506664633750916,0.129081130027771,0.20409591495990753,0.2750319838523865,1.0,0.1751544177532196
