,what,types,of,organizations,are,on,a,decline,in,the,us,which,adversely,effects,economic,mobility,?
in,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.25369027256965637,0.3841303884983063,0.46853652596473694,0.539380669593811,0.2551143169403076,1.0,0.6662389636039734,0.19746538996696472,0.4840516746044159,0.2467692792415619,0.18867923319339752,0.22027181088924408,0.18920092284679413,0.20430970191955566
an,0.2821882665157318,0.12193157523870468,0.32280945777893066,0.20419448614120483,0.1556541919708252,0.3192969560623169,0.44552403688430786,0.14901165664196014,0.2605783939361572,0.4207492768764496,0.1722210943698883,0.3611921966075897,0.25786980986595154,0.23655571043491364,0.15034084022045135,0.12027674913406372,0.19793890416622162
analysis,0.2842639982700348,0.257724791765213,0.24679350852966309,0.27186381816864014,0.232616126537323,0.1807575523853302,0.26785340905189514,0.21975217759609222,0.19403725862503052,0.24241644144058228,0.1654118001461029,0.3343304693698883,0.28871098160743713,0.24711112678050995,0.3483000695705414,0.20705489814281464,0.15352053940296173
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
effects,0.22572848200798035,0.3258226811885834,0.21244898438453674,0.20249120891094208,0.27667149901390076,0.2429601550102234,0.20917339622974396,0.2587815225124359,0.18867923319339752,0.25316479802131653,0.13868777453899384,0.2828926146030426,0.4340214729309082,1.0000001192092896,0.25325119495391846,0.24134021997451782,0.16749060153961182
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
intensive,0.2517683506011963,0.18288438022136688,0.28086864948272705,0.2633015215396881,0.20065490901470184,0.30434271693229675,0.28230413794517517,0.2181445211172104,0.2975316345691681,0.22356298565864563,0.08489099889993668,0.3054500222206116,0.4022625982761383,0.33823341131210327,0.3390992283821106,0.2882642447948456,0.11987068504095078
anglo-american,0.22647079825401306,0.226160928606987,0.32769104838371277,0.29273730516433716,0.19147120416164398,0.21545521914958954,0.25839632749557495,0.22353407740592957,0.3069431483745575,0.35784050822257996,0.2491380274295807,0.24985434114933014,0.2265874147415161,0.18542487919330597,0.2332495152950287,0.19277524948120117,0.20568329095840454
liberal,0.20277564227581024,0.1106618195772171,0.21689234673976898,0.24722003936767578,0.14483273029327393,0.14383335411548615,0.14518167078495026,0.20257820188999176,0.1513776332139969,0.17276059091091156,0.15560504794120789,0.1358126997947693,0.19535721838474274,0.13247241079807281,0.32452383637428284,0.1370888501405716,0.13139645755290985
policies,0.37312451004981995,0.19227567315101624,0.210641011595726,0.3915313482284546,0.22035543620586395,0.24371455609798431,0.1655852198600769,0.32050007581710815,0.12669669091701508,0.22566401958465576,0.250236839056015,0.23623785376548767,0.39560243487358093,0.24723058938980103,0.3956981301307678,0.2662181556224823,0.2969106435775757
in,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.25369027256965637,0.3841303884983063,0.46853652596473694,0.539380669593811,0.2551143169403076,1.0,0.6662389636039734,0.19746538996696472,0.4840516746044159,0.2467692792415619,0.18867923319339752,0.22027181088924408,0.18920092284679413,0.20430970191955566
comparison,0.272602915763855,0.21674850583076477,0.2909576892852783,0.1978292316198349,0.25999748706817627,0.23191013932228088,0.22378318011760712,0.18513402342796326,0.19509035348892212,0.2772393822669983,0.23286986351013184,0.25743386149406433,0.2403673380613327,0.19539304077625275,0.2230491191148758,0.259307324886322,0.20726710557937622
to,0.455847829580307,0.20054484903812408,0.41548454761505127,0.27815815806388855,0.3504326641559601,0.41031414270401,0.45503583550453186,0.2630763649940491,0.45010748505592346,0.535392165184021,0.2928973436355591,0.5345056653022766,0.3794064521789551,0.2419324368238449,0.26856908202171326,0.24136675894260406,0.29463258385658264
continental,0.19292454421520233,0.15120439231395721,0.2580660581588745,0.16831493377685547,0.18167200684547424,0.2256879359483719,0.19485482573509216,0.20695491135120392,0.248937726020813,0.32723063230514526,0.2512913644313812,0.24691486358642578,0.21681544184684753,0.12243494391441345,0.17765626311302185,0.21295318007469177,0.1410352885723114
european,0.15324164927005768,0.18207035958766937,0.2507138252258301,0.27219006419181824,0.15548661351203918,0.19710737466812134,0.2254103124141693,0.18186987936496735,0.23319172859191895,0.3423081040382385,0.1852690577507019,0.2234036773443222,0.18608035147190094,0.11844874173402786,0.3065778911113739,0.15646173059940338,0.14560863375663757
liberalism,0.274588406085968,0.18278422951698303,0.24032530188560486,0.3204447031021118,0.16458752751350403,0.1267668455839157,0.2011425793170929,0.25513020157814026,0.15368260443210602,0.20402196049690247,0.19455015659332275,0.21492116153240204,0.29645225405693054,0.21666529774665833,0.42595309019088745,0.18838265538215637,0.17654304206371307
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
where,0.4457937180995941,0.23438596725463867,0.38066378235816956,0.17323508858680725,0.32389864325523376,0.37630224227905273,0.40997210144996643,0.10410817712545395,0.5344807505607605,0.5003893971443176,0.19360023736953735,0.5477990508079529,0.288859486579895,0.1691713035106659,0.1488063931465149,0.18367962539196014,0.24793872237205505
unions,0.19864864647388458,0.2121681571006775,0.2497035413980484,0.47529205679893494,0.31914952397346497,0.14511168003082275,0.1728953719139099,0.2291116565465927,0.21335460245609283,0.2158300280570984,0.19491280615329742,0.265186071395874,0.3607804775238037,0.17124496400356293,0.38844913244247437,0.28933781385421753,0.1424994021654129
have,0.39808809757232666,0.3764505088329315,0.3802283704280853,0.29898571968078613,0.6577680706977844,0.36494916677474976,0.338716596364975,0.26393869519233704,0.36843645572662354,0.40389683842658997,0.2249869704246521,0.49652695655822754,0.35514435172080994,0.30499693751335144,0.18631099164485931,0.2965279519557953,0.32991164922714233
remained,0.1733817607164383,0.06925871223211288,0.35287612676620483,0.1466263234615326,0.19222380220890045,0.23423713445663452,0.23739774525165558,0.25722071528434753,0.30947351455688477,0.3492392301559448,0.08172395080327988,0.22100548446178436,0.24810893833637238,0.14003697037696838,0.20406396687030792,0.23316645622253418,0.08263323456048965
strong,0.19839218258857727,0.18206118047237396,0.2524286210536957,0.2155856341123581,0.23397140204906464,0.19628293812274933,0.3321513831615448,0.16733179986476898,0.21198557317256927,0.22482411563396454,0.15688037872314453,0.32346853613853455,0.374740332365036,0.2873091995716095,0.1784370243549347,0.24744024872779846,0.11990999430418015
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
they,0.4431931674480438,0.34538209438323975,0.3426007330417633,0.26102951169013977,0.610666811466217,0.31295230984687805,0.3528250455856323,0.22854800522327423,0.4330179989337921,0.49925389885902405,0.2260487675666809,0.5165667533874512,0.3212845027446747,0.23242710530757904,0.2067524492740631,0.2929266095161438,0.2753053903579712
concluded,0.29084116220474243,0.06574559211730957,0.29793640971183777,0.1712847799062729,0.17746682465076447,0.2713314890861511,0.24187614023685455,0.2754126489162445,0.2758161425590515,0.3024786412715912,0.20865969359874725,0.2613184452056885,0.28293174505233765,0.2791942059993744,0.1885630190372467,0.1847919374704361,0.13595789670944214
``,0.008517155423760414,0.001780139748007059,0.06780257821083069,0.055416855961084366,0.12624181807041168,-0.03274054825305939,0.07272057235240936,0.09821468591690063,0.04765888676047325,0.029072100296616554,0.01951291412115097,0.05178012326359749,0.06256180256605148,0.009810344316065311,0.05811382457613945,0.12087612599134445,0.0685480609536171
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
u.s.,0.11178889125585556,-0.016985898837447166,0.011562774889171124,-0.037761855870485306,-0.06309524178504944,0.0330372117459774,0.0347411222755909,-0.0074892835691571236,-0.003064807504415512,0.06592652946710587,0.03950560837984085,0.014487938955426216,-0.14086879789829254,-0.14796136319637299,-0.1020386666059494,0.05289843678474426,0.07886100560426712
economic,0.18082544207572937,0.12397056818008423,0.3030148148536682,0.31018510460853577,0.17979218065738678,0.20757777988910675,0.2234611213207245,0.388024240732193,0.22027181088924408,0.282455176115036,0.1569339632987976,0.2570582926273346,0.3729144334793091,0.25325119495391846,0.9999999403953552,0.2547113299369812,0.1206481084227562
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
social,0.22217629849910736,0.1469333916902542,0.2605111300945282,0.3161231577396393,0.21125389635562897,0.24255602061748505,0.2286769598722458,0.2200387567281723,0.23382627964019775,0.21797899901866913,0.12494571506977081,0.22390618920326233,0.3677002787590027,0.257942795753479,0.4703100919723511,0.30563145875930786,0.1615191102027893
model,0.2303347885608673,0.1868731528520584,0.18271391093730927,0.09889978915452957,0.07012248039245605,0.20435898005962372,0.29218459129333496,0.086904376745224,0.2267826348543167,0.14028635621070862,0.15305639803409576,0.22893153131008148,0.2067960649728775,0.07732485234737396,0.17884044349193573,0.1876368224620819,0.14843042194843292
is,0.28837618231773376,0.21496213972568512,0.4854315221309662,0.16318725049495697,0.5330929756164551,0.3635730445384979,0.658733606338501,0.12723320722579956,0.5394441485404968,0.5823672413825989,0.1808239072561264,0.4457404911518097,0.30497604608535767,0.1956818550825119,0.21102669835090637,0.10601465404033661,0.22961433231830597
associated,0.15836219489574432,0.24238809943199158,0.3077163100242615,0.28046050667762756,0.28055059909820557,0.17161807417869568,0.22056666016578674,0.22637653350830078,0.23328746855258942,0.2742886245250702,0.060837168246507645,0.3083685338497162,0.3941549062728882,0.26187774538993835,0.17999763786792755,0.2292259782552719,0.1453326791524887
with,0.2464839518070221,0.2505682706832886,0.41827285289764404,0.2466343492269516,0.38996943831443787,0.40749499201774597,0.3783375024795532,0.18711325526237488,0.4080928862094879,0.4223487675189972,0.1991443932056427,0.46403205394744873,0.2702663838863373,0.2477746307849884,0.21086382865905762,0.19233252108097076,0.2433311939239502
