,in,early,pleistocene,",",what,direction,did,the,rhine,flow,?
in,1.0,0.34672921895980835,0.22095389664173126,0.5201468467712402,0.30808621644973755,0.17485231161117554,0.2593238651752472,0.6662389636039734,0.24648422002792358,0.22435857355594635,0.20430970191955566
the,0.6662389636039734,0.34442198276519775,0.2248685359954834,0.4933079481124878,0.42745697498321533,0.28851455450057983,0.34736719727516174,1.0,0.30735138058662415,0.314039409160614,0.22068053483963013
early,0.34672921895980835,1.0000001192092896,0.37412965297698975,0.3022546172142029,0.2454567849636078,0.09351132065057755,0.32047218084335327,0.34442198276519775,0.17102190852165222,0.13961555063724518,0.15272949635982513
pleistocene,0.22095389664173126,0.37412965297698975,1.0,0.20611579716205597,0.15775245428085327,0.12754729390144348,0.11243121325969696,0.2248685359954834,0.1938689947128296,0.20803871750831604,0.13196146488189697
",",0.5201468467712402,0.3022546172142029,0.20611579716205597,1.0000001192092896,0.3087472915649414,0.23287029564380646,0.3015086054801941,0.4933079481124878,0.167837992310524,0.23027558624744415,0.31091248989105225
the,0.6662389636039734,0.34442198276519775,0.2248685359954834,0.4933079481124878,0.42745697498321533,0.28851455450057983,0.34736719727516174,1.0,0.30735138058662415,0.314039409160614,0.22068053483963013
rhine,0.24648422002792358,0.17102190852165222,0.1938689947128296,0.167837992310524,0.16475653648376465,0.18879841268062592,0.15695837140083313,0.30735138058662415,1.0,0.20253489911556244,0.13754533231258392
followed,0.3307904005050659,0.31131961941719055,0.2141491174697876,0.3097211718559265,0.20169416069984436,0.19538335502147675,0.2675115466117859,0.3567860722541809,0.1637754738330841,0.144918292760849,0.20567169785499573
a,0.539380669593811,0.2710886299610138,0.14816957712173462,0.427140474319458,0.3320399522781372,0.22025705873966217,0.2552328109741211,0.5829201340675354,0.1823403388261795,0.21422207355499268,0.23916715383529663
course,0.27132725715637207,0.20518219470977783,0.20154282450675964,0.3528233766555786,0.3412042260169983,0.3066808879375458,0.28027108311653137,0.32268625497817993,0.259599506855011,0.3173283636569977,0.28826573491096497
to,0.45010748505592346,0.24557004868984222,0.16475363075733185,0.44245919585227966,0.455847829580307,0.32930055260658264,0.4452643394470215,0.535392165184021,0.1736302673816681,0.27439337968826294,0.29463258385658264
the,0.6662389636039734,0.34442198276519775,0.2248685359954834,0.4933079481124878,0.42745697498321533,0.28851455450057983,0.34736719727516174,1.0,0.30735138058662415,0.314039409160614,0.22068053483963013
northwest,0.34818974137306213,0.18218566477298737,0.25205284357070923,0.23353712260723114,0.1776016652584076,0.23292949795722961,0.1470927894115448,0.3162118196487427,0.2332102507352829,0.2930597960948944,0.15228797495365143
",",0.5201468467712402,0.3022546172142029,0.20611579716205597,1.0000001192092896,0.3087472915649414,0.23287029564380646,0.3015086054801941,0.4933079481124878,0.167837992310524,0.23027558624744415,0.31091248989105225
through,0.38533157110214233,0.2987980544567108,0.1756104826927185,0.3060276508331299,0.23167094588279724,0.33746829628944397,0.14190755784511566,0.44071322679519653,0.23343999683856964,0.3991040587425232,0.16913433372974396
the,0.6662389636039734,0.34442198276519775,0.2248685359954834,0.4933079481124878,0.42745697498321533,0.28851455450057983,0.34736719727516174,1.0,0.30735138058662415,0.314039409160614,0.22068053483963013
present,0.23905439674854279,0.16894234716892242,0.20800921320915222,0.267320841550827,0.30940163135528564,0.14331120252609253,0.1261267513036728,0.2829846143722534,0.17266963422298431,0.16181175410747528,0.21759982407093048
north,0.39050599932670593,0.23344731330871582,0.27816057205200195,0.31834840774536133,0.18673177063465118,0.23959305882453918,0.16732536256313324,0.36298373341560364,0.3832572400569916,0.23647426068782806,0.11829731613397598
sea,0.2302369773387909,0.16755881905555725,0.3151075541973114,0.30078184604644775,0.19525039196014404,0.15919090807437897,0.1665116548538208,0.30363768339157104,0.17523105442523956,0.25986477732658386,0.15551945567131042
.,0.5591574311256409,0.3224305212497711,0.2261408269405365,0.6812511086463928,0.3567904531955719,0.23911777138710022,0.35288307070732117,0.5934505462646484,0.2089352011680603,0.191733717918396,0.4130953550338745
