,for,what,league,does,abc,broadcast,games,on,christmas,day,?
abc,0.22510288655757904,0.1317344456911087,0.17539747059345245,0.1641341596841812,1.0000001192092896,0.4876510202884674,0.2072104811668396,0.2862928807735443,0.2213122695684433,0.12723639607429504,0.19065172970294952
airs,0.19832675158977509,0.1629752814769745,0.24632775783538818,0.15868057310581207,0.4698219299316406,0.5592030882835388,0.24984127283096313,0.3490239083766937,0.3083474040031433,0.2550862729549408,0.167576402425766
nba,0.18629950284957886,0.11413844674825668,0.3892441391944885,0.13621310889720917,0.34132346510887146,0.21546703577041626,0.33253806829452515,0.15600796043872833,0.12544959783554077,0.079611636698246,0.17903099954128265
games,0.2952845096588135,0.1820194572210312,0.3706570565700531,0.13517539203166962,0.2072104811668396,0.2351958453655243,1.0000001192092896,0.2148774266242981,0.1650276929140091,0.19796954095363617,0.1360001415014267
on,0.36199691891670227,0.34226128458976746,0.14781074225902557,0.2568802833557129,0.2862928807735443,0.2845228910446167,0.2148774266242981,0.9999999403953552,0.27231931686401367,0.3332281708717346,0.2714994251728058
sundays,0.24578069150447845,0.18735343217849731,0.15827305614948273,0.16769367456436157,0.33209943771362305,0.4359508454799652,0.24310630559921265,0.36681032180786133,0.36343109607696533,0.36210712790489197,0.20735390484333038
",",0.4464869201183319,0.3087472915649414,0.20757631957530975,0.28617382049560547,0.2097204476594925,0.24917922914028168,0.2778109014034271,0.49057599902153015,0.2420792281627655,0.30821847915649414,0.31091248989105225
normally,0.37580928206443787,0.30112072825431824,0.13561004400253296,0.42064526677131653,0.11771911382675171,0.17260953783988953,0.2141638696193695,0.27004700899124146,0.20397377014160156,0.16580119729042053,0.20675471425056458
starting,0.31099238991737366,0.25271084904670715,0.2021057903766632,0.1864539086818695,0.25061655044555664,0.2169523686170578,0.24320347607135773,0.33838358521461487,0.17212693393230438,0.23134486377239227,0.19133803248405457
in,0.4322226941585541,0.30808621644973755,0.22963495552539825,0.214483380317688,0.1697147786617279,0.26723843812942505,0.24802106618881226,0.46853652596473694,0.17820265889167786,0.2671984136104584,0.20430970191955566
january,0.27304044365882874,0.19257698953151703,0.20919391512870789,0.1196434274315834,0.1682562232017517,0.22064052522182465,0.15639139711856842,0.3576357066631317,0.24581721425056458,0.23701950907707214,0.28608936071395874
as,0.44774648547172546,0.31749409437179565,0.1659073382616043,0.31202155351638794,0.2286096066236496,0.19535446166992188,0.1949077993631363,0.36047765612602234,0.23036740720272064,0.23300392925739288,0.27043893933296204
``,0.01270448137074709,0.008517155423760414,0.03209106624126434,0.06539655476808548,-0.04806871339678764,-0.05963921174407005,0.022001298144459724,-0.03274054825305939,-0.026911243796348572,0.055084168910980225,0.0685480609536171
nba,0.18629950284957886,0.11413844674825668,0.3892441391944885,0.13621310889720917,0.34132346510887146,0.21546703577041626,0.33253806829452515,0.15600796043872833,0.12544959783554077,0.079611636698246,0.17903099954128265
sunday,0.2186100333929062,0.2246854603290558,0.1744641363620758,0.12636183202266693,0.29011502861976624,0.35669150948524475,0.2033998966217041,0.34206917881965637,0.30331143736839294,0.4412004053592682,0.23753786087036133
showcase,0.2936731278896332,0.228786900639534,0.2659258246421814,0.17365185916423798,0.2575083076953888,0.3753107190132141,0.2784808874130249,0.2709897756576538,0.1507059782743454,0.15317608416080475,0.2651786506175995
'',-0.04479556903243065,0.08143015950918198,-0.040509432554244995,-0.004023602232336998,-0.05768610164523125,-0.02513778768479824,-0.03335636109113693,0.04238596186041832,-0.01900828257203102,-0.024457471445202827,0.018684765323996544
during,0.3448435664176941,0.24137552082538605,0.21582914888858795,0.15165476500988007,0.18870772421360016,0.24461494386196136,0.22036121785640717,0.3347817361354828,0.1924842894077301,0.3424895405769348,0.1325719803571701
the,0.4739971458911896,0.42745697498321533,0.2724147439002991,0.35928019881248474,0.2068762183189392,0.2713715434074402,0.2676136791706085,0.5107308030128479,0.2044597715139389,0.3062323033809662,0.22068053483963013
regular,0.3314341604709625,0.224887877702713,0.2909901440143585,0.26962804794311523,0.20479580760002136,0.254182904958725,0.24902638792991638,0.26464682817459106,0.17993628978729248,0.1908913105726242,0.18334713578224182
season,0.24490800499916077,0.12117787450551987,0.41418924927711487,0.15798594057559967,0.29887476563453674,0.2577283978462219,0.34330427646636963,0.2107619047164917,0.20110444724559784,0.2332926094532013,0.16793298721313477
",",0.4464869201183319,0.3087472915649414,0.20757631957530975,0.28617382049560547,0.2097204476594925,0.24917922914028168,0.2778109014034271,0.49057599902153015,0.2420792281627655,0.30821847915649414,0.31091248989105225
and,0.5064792633056641,0.31309178471565247,0.211333766579628,0.3461615741252899,0.16453155875205994,0.22526025772094727,0.23353584110736847,0.4077630043029785,0.1769854575395584,0.26673999428749084,0.20544172823429108
shows,0.35496386885643005,0.30282244086265564,0.11957807838916779,0.3030276298522949,0.3304527997970581,0.32133233547210693,0.2310379147529602,0.361020565032959,0.1447698026895523,0.14505472779273987,0.2040930688381195
christmas,0.14492979645729065,0.2578675448894501,0.10220859944820404,0.165972501039505,0.2213122695684433,0.2067520022392273,0.1650276929140091,0.27231931686401367,1.0,0.3427578806877136,0.23817040026187897
day,0.23720888793468475,0.2990210950374603,0.19188623130321503,0.12629863619804382,0.12723639607429504,0.2131737768650055,0.19796954095363617,0.3332281708717346,0.3427578806877136,1.0,0.2141837179660797
games,0.2952845096588135,0.1820194572210312,0.3706570565700531,0.13517539203166962,0.2072104811668396,0.2351958453655243,1.0000001192092896,0.2148774266242981,0.1650276929140091,0.19796954095363617,0.1360001415014267
",",0.4464869201183319,0.3087472915649414,0.20757631957530975,0.28617382049560547,0.2097204476594925,0.24917922914028168,0.2778109014034271,0.49057599902153015,0.2420792281627655,0.30821847915649414,0.31091248989105225
regularly,0.36603260040283203,0.23673877120018005,0.23734262585639954,0.2540016174316406,0.15277884900569916,0.23952271044254303,0.20894455909729004,0.30984732508659363,0.22442543506622314,0.25330451130867004,0.24666962027549744
between,0.24671313166618347,0.2462156116962433,0.1895967423915863,0.16966454684734344,0.07610002905130386,0.16344931721687317,0.1568528115749359,0.3335416913032532,0.03070908971130848,0.15399788320064545,0.12887074053287506
2–7,0.18785551190376282,0.06849237531423569,0.1412157416343689,0.11376479268074036,0.06574579328298569,0.028347091749310493,0.15472641587257385,0.12879304587841034,0.10482950508594513,0.13242687284946442,0.06397698074579239
pm,0.060541704297065735,0.14240477979183197,0.08965359628200531,0.08772119879722595,0.29213300347328186,0.3322434425354004,0.0897868275642395,0.3174555003643036,0.17072106897830963,0.3017048239707947,0.1601153314113617
et,0.13475298881530762,0.11868266761302948,0.12956471741199493,0.0637449249625206,0.1351495087146759,0.13606862723827362,0.14578479528427124,0.1571418046951294,0.14370547235012054,0.08547110110521317,0.10508361458778381
",",0.4464869201183319,0.3087472915649414,0.20757631957530975,0.28617382049560547,0.2097204476594925,0.24917922914028168,0.2778109014034271,0.49057599902153015,0.2420792281627655,0.30821847915649414,0.31091248989105225
and,0.5064792633056641,0.31309178471565247,0.211333766579628,0.3461615741252899,0.16453155875205994,0.22526025772094727,0.23353584110736847,0.4077630043029785,0.1769854575395584,0.26673999428749084,0.20544172823429108
nba,0.18629950284957886,0.11413844674825668,0.3892441391944885,0.13621310889720917,0.34132346510887146,0.21546703577041626,0.33253806829452515,0.15600796043872833,0.12544959783554077,0.079611636698246,0.17903099954128265
playoff,0.21738380193710327,0.1547578126192093,0.4467228949069977,0.13397055864334106,0.24747879803180695,0.2124624252319336,0.4671643376350403,0.16477641463279724,0.13554228842258453,0.15178059041500092,0.12846976518630981
games,0.2952845096588135,0.1820194572210312,0.3706570565700531,0.13517539203166962,0.2072104811668396,0.2351958453655243,1.0000001192092896,0.2148774266242981,0.1650276929140091,0.19796954095363617,0.1360001415014267
during,0.3448435664176941,0.24137552082538605,0.21582914888858795,0.15165476500988007,0.18870772421360016,0.24461494386196136,0.22036121785640717,0.3347817361354828,0.1924842894077301,0.3424895405769348,0.1325719803571701
the,0.4739971458911896,0.42745697498321533,0.2724147439002991,0.35928019881248474,0.2068762183189392,0.2713715434074402,0.2676136791706085,0.5107308030128479,0.2044597715139389,0.3062323033809662,0.22068053483963013
weekends,0.251068651676178,0.194772869348526,0.17515875399112701,0.17012859880924225,0.25743231177330017,0.33446457982063293,0.24788209795951843,0.33371806144714355,0.35582682490348816,0.4277651011943817,0.24341857433319092
",",0.4464869201183319,0.3087472915649414,0.20757631957530975,0.28617382049560547,0.2097204476594925,0.24917922914028168,0.2778109014034271,0.49057599902153015,0.2420792281627655,0.30821847915649414,0.31091248989105225
and,0.5064792633056641,0.31309178471565247,0.211333766579628,0.3461615741252899,0.16453155875205994,0.22526025772094727,0.23353584110736847,0.4077630043029785,0.1769854575395584,0.26673999428749084,0.20544172823429108
exclusive,0.2979920506477356,0.21354709565639496,0.18119385838508606,0.2751061022281647,0.2408915013074875,0.25422632694244385,0.2099197506904602,0.3024895489215851,0.19161227345466614,0.1290053278207779,0.14308638870716095
rights,0.24823954701423645,0.2386135458946228,0.22009842097759247,0.19725890457630157,0.16774038970470428,0.21661575138568878,0.1676299273967743,0.22401921451091766,0.13347859680652618,0.21728062629699707,0.21814769506454468
to,0.4451248347759247,0.455847829580307,0.18720030784606934,0.4391997456550598,0.1762417107820511,0.2326623648405075,0.23381441831588745,0.41031414270401,0.17153602838516235,0.21753256022930145,0.29463258385658264
the,0.4739971458911896,0.42745697498321533,0.2724147439002991,0.35928019881248474,0.2068762183189392,0.2713715434074402,0.2676136791706085,0.5107308030128479,0.2044597715139389,0.3062323033809662,0.22068053483963013
