,what,is,providing,support,networks,considered,to,be,?
there,0.35085538029670715,0.3904260993003845,0.30526748299598694,0.2715086340904236,0.18495255708694458,0.29038745164871216,0.40669289231300354,0.41019052267074585,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.3305915892124176,0.24883949756622314,0.2735958993434906,0.35714471340179443,0.3504326641559601,0.5556803941726685,0.24591213464736938
several,0.22446060180664062,0.20361857116222382,0.27160051465034485,0.19908928871154785,0.24611146748065948,0.24307583272457123,0.36196985840797424,0.3049358129501343,0.15595775842666626
ways,0.394069641828537,0.23305881023406982,0.28102725744247437,0.16794170439243317,0.28514090180397034,0.17442619800567627,0.3916551172733307,0.36912792921066284,0.2710120975971222
to,0.455847829580307,0.42745086550712585,0.3326144516468048,0.2742273211479187,0.23877078294754028,0.2954166829586029,1.0,0.4972836375236511,0.29463258385658264
mitigate,0.3666277825832367,0.2317560911178589,0.34596431255340576,0.27312198281288147,0.223908469080925,0.20732277631759644,0.33896347880363464,0.37605294585227966,0.27815142273902893
the,0.42745697498321533,0.5823672413825989,0.29839932918548584,0.22984638810157776,0.24705806374549866,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
occupational,0.19267335534095764,0.1432134360074997,0.39174020290374756,0.08399994671344757,0.2409573644399643,0.23334051668643951,0.2024950236082077,0.20093098282814026,0.12401652336120605
hazards,0.24034540355205536,0.21223413944244385,0.28213122487068176,0.15845146775245667,0.23431755602359772,0.20396001636981964,0.2605954110622406,0.2697191834449768,0.22479578852653503
of,0.33290785551071167,0.4854315221309662,0.24403119087219238,0.2307697981595993,0.17763681709766388,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.1826142966747284
teaching,0.27416905760765076,0.16213442385196686,0.326090931892395,0.21190223097801208,0.13977816700935364,0.1915973424911499,0.2762126624584198,0.2096574753522873,0.20424684882164001
.,0.3567904531955719,0.4569662809371948,0.23218698799610138,0.2751289904117584,0.24027101695537567,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.4130953550338745
,what,is,providing,support,networks,considered,to,be,?
organizational,0.22883515059947968,0.20280693471431732,0.34838011860847473,0.2612849175930023,0.35479477047920227,0.22044377028942108,0.27986985445022583,0.19491037726402283,0.21536388993263245
interventions,0.33308809995651245,0.18121732771396637,0.41348347067832947,0.3292813301086426,0.31573861837387085,0.25165846943855286,0.3172720670700073,0.2653169631958008,0.21823889017105103
",",0.3087472915649414,0.4691906273365021,0.26877787709236145,0.2733234167098999,0.20105446875095367,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.31091248989105225
like,0.4320242702960968,0.29710376262664795,0.22588005661964417,0.3362846374511719,0.17639312148094177,0.28127408027648926,0.35482415556907654,0.43064841628074646,0.3268813192844391
changing,0.34731432795524597,0.25595417618751526,0.3779776394367218,0.26888155937194824,0.20681995153427124,0.1784990280866623,0.33748573064804077,0.3715363144874573,0.2747461497783661
teachers,0.2526462972164154,0.15701442956924438,0.2285526990890503,0.16779230535030365,0.19053016602993011,0.1886288970708847,0.2668606638908386,0.20256873965263367,0.19522249698638916
',0.3245812654495239,0.5508411526679993,0.12524764239788055,0.26795732975006104,0.17790217697620392,0.2726886570453644,0.34544456005096436,0.2717236876487732,0.330942302942276
schedules,0.20391570031642914,0.15703676640987396,0.3087393343448639,0.2449660748243332,0.33032819628715515,0.1493127942085266,0.2658204436302185,0.27651888132095337,0.14079800248146057
",",0.3087472915649414,0.4691906273365021,0.26877787709236145,0.2733234167098999,0.20105446875095367,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.31091248989105225
providing,0.21766136586666107,0.27256250381469727,1.0,0.341657817363739,0.3571111857891083,0.23041674494743347,0.3326144516468048,0.36757728457450867,0.1936793476343155
support,0.2797985076904297,0.17214131355285645,0.341657817363739,1.0000001192092896,0.1863749623298645,0.17918239533901215,0.2742273211479187,0.3082740604877472,0.22626608610153198
networks,0.18279550969600677,0.22635811567306519,0.3571111857891083,0.1863749623298645,1.0,0.16069775819778442,0.23877078294754028,0.2321242094039917,0.17815114557743073
and,0.31309178471565247,0.3859752118587494,0.381117045879364,0.25609129667282104,0.27532249689102173,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
mentoring,0.45505020022392273,0.21155990660190582,0.36592864990234375,0.3726481795310974,0.23165443539619446,0.2781105041503906,0.3599640727043152,0.37560445070266724,0.37068867683410645
",",0.3087472915649414,0.4691906273365021,0.26877787709236145,0.2733234167098999,0.20105446875095367,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.31091248989105225
changing,0.34731432795524597,0.25595417618751526,0.3779776394367218,0.26888155937194824,0.20681995153427124,0.1784990280866623,0.33748573064804077,0.3715363144874573,0.2747461497783661
