,long-lived,memory,cells,can,remember,previous,encounters,with,what,?
throughout,0.2633730173110962,0.14296430349349976,0.15625086426734924,0.2523190677165985,0.21209517121315002,0.26612648367881775,0.26915544271469116,0.3559260964393616,0.2130906730890274,0.12665234506130219
the,0.3086957037448883,0.1785092055797577,0.19095487892627716,0.312528520822525,0.29700079560279846,0.34706559777259827,0.2514905333518982,0.4223487675189972,0.42745697498321533,0.22068053483963013
lifetime,0.3257189989089966,0.24562545120716095,0.15544721484184265,0.15108023583889008,0.2830735743045807,0.1595384180545807,0.14622126519680023,0.13324721157550812,0.19307348132133484,0.15465202927589417
of,0.3074536621570587,0.17919406294822693,0.21305565536022186,0.2603091299533844,0.23909355700016022,0.2892087996006012,0.19994959235191345,0.41827285289764404,0.33290785551071167,0.1826142966747284
an,0.22187651693820953,0.11904668807983398,0.18335485458374023,0.23671309649944305,0.2407165914773941,0.15614163875579834,0.24325542151927948,0.2730048894882202,0.2821882665157318,0.19793890416622162
animal,0.24246303737163544,0.12210030853748322,0.30846908688545227,0.19811299443244934,0.11763468384742737,0.1323833018541336,0.20590637624263763,0.1670040786266327,0.2420092225074768,0.13991324603557587
",",0.3769347667694092,0.14977091550827026,0.20582014322280884,0.3139454126358032,0.26643550395965576,0.26843470335006714,0.264537513256073,0.4120737314224243,0.3087472915649414,0.31091248989105225
these,0.24559229612350464,0.1923643797636032,0.297294020652771,0.4833051562309265,0.29801708459854126,0.30748817324638367,0.2612343430519104,0.37595367431640625,0.4164220690727234,0.2571668326854706
memory,0.17526155710220337,0.9999999403953552,0.2407664954662323,0.20877830684185028,0.4057387411594391,0.1272905468940735,0.20016920566558838,0.18847763538360596,0.20690667629241943,0.1397676020860672
cells,0.16953180730342865,0.2407664954662323,1.0,0.32483595609664917,0.25401580333709717,0.08339984714984894,0.18455466628074646,0.2187740057706833,0.1758001297712326,0.1898086667060852
remember,0.1977580338716507,0.4057387411594391,0.25401580333709717,0.3262293338775635,1.0,0.24728628993034363,0.2363157868385315,0.28370651602745056,0.4253670573234558,0.40803268551826477
each,0.18892234563827515,0.15498580038547516,0.26087647676467896,0.4078707695007324,0.26806774735450745,0.3121193051338196,0.15493804216384888,0.4100050628185272,0.3353266417980194,0.21173812448978424
specific,0.15906715393066406,0.18864426016807556,0.301485151052475,0.4094622731208801,0.25115856528282166,0.2973310947418213,0.17478318512439728,0.305841326713562,0.37695175409317017,0.30923372507095337
pathogen,0.13251478970050812,0.28101876378059387,0.6038617491722107,0.34024837613105774,0.24204495549201965,0.14886437356472015,0.2828890085220337,0.1530282199382782,0.2550991475582123,0.1893778294324875
encountered,0.25014179944992065,0.15645813941955566,0.19618181884288788,0.24434572458267212,0.2355036586523056,0.1981511116027832,0.8381454348564148,0.3205139636993408,0.1966421753168106,0.12880854308605194
and,0.34082338213920593,0.20261503756046295,0.24033623933792114,0.3675691485404968,0.26347729563713074,0.22210395336151123,0.3093870282173157,0.5477725267410278,0.31309178471565247,0.20544172823429108
can,0.15903517603874207,0.20877830684185028,0.32483595609664917,1.0,0.3262293338775635,0.18248246610164642,0.254753053188324,0.3572797477245331,0.34502777457237244,0.3226337134838104
mount,0.22833384573459625,0.15778546035289764,0.10489597171545029,0.10317651182413101,0.18775483965873718,0.0891331359744072,0.19965440034866333,0.1263875812292099,0.158494234085083,0.10283114016056061
a,0.23902775347232819,0.20081622898578644,0.2297232300043106,0.3915780484676361,0.28552258014678955,0.23051196336746216,0.26366889476776123,0.3783375024795532,0.3320399522781372,0.23916715383529663
strong,0.1903686225414276,0.10156883299350739,0.13613563776016235,0.2925354838371277,0.14853228628635406,0.21828654408454895,0.2005230039358139,0.3258751928806305,0.19839218258857727,0.11990999430418015
response,0.1225297749042511,0.22855053842067719,0.30744311213493347,0.19982025027275085,0.3133527338504791,0.26751708984375,0.29221975803375244,0.19723214209079742,0.3532308340072632,0.2007838636636734
if,0.19484317302703857,0.1372872292995453,0.28476598858833313,0.5903681516647339,0.38944220542907715,0.26456719636917114,0.18504782021045685,0.34021785855293274,0.5277165174484253,0.4441644251346588
the,0.3086957037448883,0.1785092055797577,0.19095487892627716,0.312528520822525,0.29700079560279846,0.34706559777259827,0.2514905333518982,0.4223487675189972,0.42745697498321533,0.22068053483963013
pathogen,0.13251478970050812,0.28101876378059387,0.6038617491722107,0.34024837613105774,0.24204495549201965,0.14886437356472015,0.2828890085220337,0.1530282199382782,0.2550991475582123,0.1893778294324875
is,0.21976596117019653,0.2188194841146469,0.1644774079322815,0.44256699085235596,0.29090118408203125,0.18159280717372894,0.2323472648859024,0.3250955045223236,0.28837618231773376,0.22961433231830597
detected,0.19520223140716553,0.19659999012947083,0.3351874351501465,0.29904064536094666,0.2109178602695465,0.2080240547657013,0.2905021905899048,0.22354952991008759,0.2134944349527359,0.21156318485736847
again,0.21487142145633698,0.1563590168952942,0.1832074671983719,0.2717387080192566,0.30333200097084045,0.25270625948905945,0.27383363246917725,0.33511000871658325,0.3921525180339813,0.2679590880870819
.,0.37740620970726013,0.13056598603725433,0.2868211269378662,0.35783761739730835,0.30402103066444397,0.24575935304164886,0.20152589678764343,0.4446153938770294,0.3567904531955719,0.4130953550338745
