,when,did,the,wahhabi,seized,the,grand,mosque,in,mecca,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.26196205615997314,0.22288110852241516,0.6662389636039734,0.24767720699310303,0.18864239752292633,1.0,0.19501972198486328,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
wake,0.24670018255710602,0.21557745337486267,0.19048289954662323,0.09471666812896729,0.1488083451986313,0.19048289954662323,0.07983710616827011,0.06714200228452682,0.1971532553434372,0.15399669110774994,0.13995933532714844
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
iranian,0.12405554205179214,0.1345420926809311,0.21625958383083344,0.4678497016429901,0.18009351193904877,0.21625958383083344,0.1351226419210434,0.2935771644115448,0.19482189416885376,0.3310050070285797,0.13520781695842743
revolution,0.22921188175678253,0.21807503700256348,0.276140034198761,0.23972263932228088,0.26423680782318115,0.276140034198761,0.10682712495326996,0.14793278276920319,0.23010264337062836,0.16992555558681488,0.1727980077266693
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
saudis,0.22295014560222626,0.1708633154630661,0.3153001368045807,0.503085196018219,0.2315037101507187,0.3153001368045807,0.3125680088996887,0.39858564734458923,0.2720637917518616,0.4833846390247345,0.19360992312431335
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.23077277839183807,0.32434725761413574,0.3906462490558624,0.16882331669330597,0.11053721606731415,0.3815755248069763,0.2057316154241562,0.17890112102031708
forced,0.31717783212661743,0.36753809452056885,0.2571122944355011,0.18167059123516083,0.36417680978775024,0.2571122944355011,0.04887010529637337,0.13190574944019318,0.2043643444776535,0.23583269119262695,0.17547516524791718
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.21853801608085632,0.16663368046283722,0.535392165184021,0.21583840250968933,0.20289093255996704,0.45010748505592346,0.28541168570518494,0.29463258385658264
deal,0.24298062920570374,0.2367614358663559,0.23069973289966583,0.23040524125099182,0.1778009831905365,0.23069973289966583,0.16554395854473114,0.08411021530628204,0.23030675947666168,0.08590137213468552,0.2513751685619354
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.19168992340564728,0.16216841340065002,0.4223487675189972,0.1832142472267151,0.11884912103414536,0.4080928862094879,0.15449556708335876,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
prospect,0.15471681952476501,0.19046460092067719,0.2632376253604889,0.0581941232085228,0.12455137819051743,0.2632376253604889,0.13286665081977844,0.1069575771689415,0.2274644523859024,0.13888981938362122,0.20128807425498962
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
internal,0.28072524070739746,0.13179753720760345,0.24764955043792725,0.21855804324150085,0.22339065372943878,0.24764955043792725,0.14633174240589142,0.14241021871566772,0.20769467949867249,0.15961788594722748,0.1665428727865219
destabilization,0.30127111077308655,0.14360526204109192,0.39475518465042114,0.3021111488342285,0.1983737051486969,0.39475518465042114,0.16716982424259186,0.2190040796995163,0.2882162928581238,0.2479984611272812,0.1687132716178894
via,0.24114570021629333,0.04282603785395622,0.23979412019252777,0.09575190395116806,0.12003161758184433,0.23979412019252777,0.09825191646814346,0.04612566530704498,0.19981135427951813,0.14301317930221558,0.19443516433238983
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
radicalism,0.1651412695646286,0.19818702340126038,0.1739809215068817,0.32898610830307007,0.11183181405067444,0.1739809215068817,0.04827778786420822,0.1756739765405655,0.14765435457229614,0.15580086410045624,0.1581176370382309
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
islamism,0.18733184039592743,0.21327002346515656,0.2584027051925659,0.5934398770332336,0.21316257119178772,0.2584027051925659,0.0843028873205185,0.4245992600917816,0.20508189499378204,0.47750726342201233,0.19147449731826782
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.31867480278015137,0.20312584936618805,0.4933079481124878,0.29582488536834717,0.1946001648902893,0.5201468467712402,0.16229842603206635,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.291128545999527,0.1694433093070984,0.5829201340675354,0.22816790640354156,0.20401568710803986,0.539380669593811,0.22030586004257202,0.23916715383529663
reality,0.19468095898628235,0.19890759885311127,0.2677460014820099,0.2281491607427597,0.11201733350753784,0.2677460014820099,0.19304028153419495,0.06790528446435928,0.22399139404296875,0.14260680973529816,0.20780257880687714
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.25079894065856934,0.18401435017585754,0.6521818041801453,0.20318171381950378,0.19566835463047028,0.4840516746044159,0.22020035982131958,0.25814583897590637
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.19675706326961517,0.19647814333438873,0.4133751392364502,0.21951478719711304,0.13802087306976318,0.30461156368255615,0.2541681230068207,0.37178951501846313
quickly,0.4994966387748718,0.25123196840286255,0.30366459488868713,0.1346665918827057,0.21386955678462982,0.30366459488868713,0.06845924258232117,0.06870570778846741,0.24151866137981415,0.1966114640235901,0.18131443858146667
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.2038830667734146,0.18168652057647705,0.4248143136501312,0.1619567722082138,0.1825316846370697,0.3481820821762085,0.20799271762371063,0.3324260413646698
revealed,0.22710226476192474,0.2510281801223755,0.3230765759944916,0.17995025217533112,0.20595647394657135,0.3230765759944916,0.1278786063194275,0.15720531344413757,0.23558005690574646,0.14634330570697784,0.21034270524978638
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.26196205615997314,0.22288110852241516,0.6662389636039734,0.24767720699310303,0.18864239752292633,1.0,0.19501972198486328,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
