,which,diseases,do,many,scientists,believe,contributed,to,plague,pandemic,?
many,0.5168171525001526,0.31753450632095337,0.38738366961479187,0.9999999403953552,0.3708920478820801,0.3912174105644226,0.2724478840827942,0.40243685245513916,0.2661729156970978,0.2500881552696228,0.2124512493610382
scholars,0.19893908500671387,0.23638126254081726,0.22121398150920868,0.3330962359905243,0.4168859124183655,0.3638225793838501,0.2370058000087738,0.2576902210712433,0.2830389440059662,0.2350449413061142,0.11279910802841187
arguing,0.2326298952102661,0.15028487145900726,0.2917615473270416,0.22578471899032593,0.13300149142742157,0.3256811797618866,0.24119287729263306,0.2889373004436493,0.15982064604759216,0.10623711347579956,0.2956003248691559
for,0.44095608592033386,0.26087135076522827,0.29510271549224854,0.40972793102264404,0.17087750136852264,0.2833847403526306,0.2362648844718933,0.4451248347759247,0.1471073478460312,0.17502062022686005,0.264628142118454
the,0.6521818041801453,0.2655201852321625,0.30239659547805786,0.4335206151008606,0.25988271832466125,0.2972484529018402,0.2633678913116455,0.535392165184021,0.2537761330604553,0.21906514465808868,0.22068053483963013
y.,0.07363233715295792,0.04431315138936043,0.13820956647396088,-0.11216574907302856,-0.009953705593943596,-0.03840697556734085,-0.04246267303824425,0.06021231412887573,-0.05651051923632622,0.0222072321921587,0.14909613132476807
pestis,0.3103539049625397,0.5783546566963196,0.17697733640670776,0.26902535557746887,0.25728869438171387,0.15445369482040405,0.14062176644802094,0.20381589233875275,0.5067715644836426,0.5023187398910522,0.2471543848514557
as,0.41006597876548767,0.2304132580757141,0.38329678773880005,0.4070141911506653,0.15537254512310028,0.26277852058410645,0.26930540800094604,0.42092081904411316,0.1501513570547104,0.13518892228603363,0.27043893933296204
the,0.6521818041801453,0.2655201852321625,0.30239659547805786,0.4335206151008606,0.25988271832466125,0.2972484529018402,0.2633678913116455,0.535392165184021,0.2537761330604553,0.21906514465808868,0.22068053483963013
major,0.31470122933387756,0.19453968107700348,0.19035987555980682,0.2907782793045044,0.10439546406269073,0.12935401499271393,0.23858404159545898,0.19240309298038483,0.1585586667060852,0.24766074120998383,0.19788557291030884
agent,0.16833868622779846,0.21718692779541016,0.13827648758888245,0.11826395988464355,0.0582406260073185,0.1082889661192894,0.05403579771518707,0.21088580787181854,0.1510922610759735,0.09778709709644318,0.13699154555797577
of,0.5011631846427917,0.25425323843955994,0.26150479912757874,0.37253960967063904,0.20474955439567566,0.2925758957862854,0.29837220907211304,0.41548454761505127,0.27455615997314453,0.2478453814983368,0.1826142966747284
the,0.6521818041801453,0.2655201852321625,0.30239659547805786,0.4335206151008606,0.25988271832466125,0.2972484529018402,0.2633678913116455,0.535392165184021,0.2537761330604553,0.21906514465808868,0.22068053483963013
pandemic,0.25891822576522827,0.49073395133018494,0.13759540021419525,0.2500881552696228,0.2072240710258484,0.19295987486839294,0.2913777232170105,0.20765239000320435,0.5034893155097961,0.9999999403953552,0.1620408594608307
suggest,0.3172142803668976,0.25987839698791504,0.35433581471443176,0.2634633481502533,0.27065205574035645,0.4385388493537903,0.29721906781196594,0.3512662351131439,0.17473796010017395,0.2567284107208252,0.39672672748565674
that,0.6894589066505432,0.28569626808166504,0.44533252716064453,0.5391656160354614,0.3470602035522461,0.533393383026123,0.27004948258399963,0.5436353087425232,0.23825600743293762,0.23695684969425201,0.32716336846351624
its,0.5154205560684204,0.1322277933359146,0.18495778739452362,0.3319723308086395,0.2262496054172516,0.1737845242023468,0.18967026472091675,0.3691340684890747,0.19749438762664795,0.21143127977848053,0.15103481709957123
extent,0.3352196216583252,0.23702485859394073,0.3091069459915161,0.2977616488933563,0.1996823102235794,0.2575763165950775,0.3220379948616028,0.26711156964302063,0.1875857263803482,0.29528599977493286,0.1940663903951645
and,0.506277859210968,0.2582131624221802,0.276123583316803,0.5296266674995422,0.20514336228370667,0.29652947187423706,0.2908022403717041,0.48971283435821533,0.2229994833469391,0.192714661359787,0.20544172823429108
symptoms,0.2546262741088867,0.6080877780914307,0.2591025233268738,0.18929922580718994,0.2794418931007385,0.23679174482822418,0.15417303144931793,0.24380181729793549,0.39422205090522766,0.4168583154678345,0.23707963526248932
can,0.41132649779319763,0.32909324765205383,0.45775556564331055,0.4275496006011963,0.2667017877101898,0.322160542011261,0.16669970750808716,0.4979398250579834,0.16363267600536346,0.20814067125320435,0.3226337134838104
be,0.476310670375824,0.24889184534549713,0.36575672030448914,0.3961109519004822,0.24967870116233826,0.3950888514518738,0.25662684440612793,0.4972836375236511,0.15983276069164276,0.2645033895969391,0.3324260413646698
