,what,year,was,the,decision,made,to,cancel,apollo,missions,18,and,19,?
by,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.28215938806533813,0.34175434708595276,0.33534231781959534,0.18276670575141907,0.1803566962480545,0.22033432126045227,-0.08336830884218216,0.4289871156215668,-0.07069040089845657,0.17966607213020325
1971,0.19641290605068207,0.21599116921424866,0.2210383415222168,0.21928679943084717,0.23329362273216248,0.23935793340206146,0.24062956869602203,0.22534330189228058,0.24348324537277222,0.1856469064950943,-0.09056644141674042,0.2786553204059601,-0.04082806408405304,0.29388657212257385
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2818170189857483,0.32507219910621643,0.44245919585227966,0.19993051886558533,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2905151844024658,0.3885267674922943,0.535392165184021,0.2552810311317444,0.2169172167778015,0.26288601756095886,-0.07796193659305573,0.5171257257461548,-0.17766842246055603,0.22068053483963013
decision,0.32053670287132263,0.20575712621212006,0.25498270988464355,0.2905151844024658,1.0,0.21546365320682526,0.35372841358184814,0.2895563542842865,0.2090158760547638,0.19788062572479248,0.023047354072332382,0.20328959822654724,0.025708403438329697,0.2796577215194702
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.25498270988464355,0.3433256447315216,0.3636345863342285,0.18556852638721466,0.2306441366672516,0.1960911750793457,-0.1265212595462799,0.3740963041782379,-0.16212789714336395,0.18412111699581146
made,0.23419176042079926,0.13611415028572083,0.3433256447315216,0.3885267674922943,0.21546365320682526,1.0,0.3377571105957031,0.2332000583410263,0.16819484531879425,0.15863925218582153,-0.07859901338815689,0.34954607486724854,-0.09225960820913315,0.17218779027462006
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.35372841358184814,0.3377571105957031,1.0,0.347001850605011,0.23190522193908691,0.29123765230178833,-0.17942632734775543,0.48971283435821533,-0.09078327566385269,0.29463258385658264
also,0.42747777700424194,0.24424028396606445,0.4032125174999237,0.6021018624305725,0.23834633827209473,0.39542055130004883,0.5348826050758362,0.22422973811626434,0.20789839327335358,0.27933046221733093,-0.06604026257991791,0.5755972862243652,-0.15604834258556366,0.21848613023757935
cancel,0.2838059067726135,0.16985037922859192,0.18556852638721466,0.2552810311317444,0.2895563542842865,0.2332000583410263,0.347001850605011,1.0000001192092896,0.14515283703804016,0.2428845912218094,-0.18775224685668945,0.2417221963405609,0.019355352967977524,0.21890287101268768
missions,0.21898438036441803,0.1521155834197998,0.1960911750793457,0.26288601756095886,0.19788062572479248,0.15863925218582153,0.29123765230178833,0.2428845912218094,0.3512161374092102,1.0,-0.03518155589699745,0.2856438457965851,-0.05529024824500084,0.21422071754932404
18,-0.09284763038158417,-0.00789614487439394,-0.1265212595462799,-0.07796193659305573,0.023047354072332382,-0.07859901338815689,-0.17942632734775543,-0.18775224685668945,-0.0662577822804451,-0.03518155589699745,0.9999999403953552,-0.07680561393499374,-0.0008494934299960732,-0.04919438064098358
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.20328959822654724,0.34954607486724854,0.48971283435821533,0.2417221963405609,0.15251155197620392,0.2856438457965851,-0.07680561393499374,1.0,-0.17724736034870148,0.20544172823429108
19,0.014984339475631714,-0.18842747807502747,-0.16212789714336395,-0.17766842246055603,0.025708403438329697,-0.09225960820913315,-0.09078327566385269,0.019355352967977524,-0.06154908239841461,-0.05529024824500084,-0.0008494934299960732,-0.17724736034870148,1.0,0.008002291433513165
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.3103445768356323,0.4032190144062042,0.4645031690597534,0.25903600454330444,0.22384987771511078,0.2895781993865967,-0.05821654945611954,0.588965117931366,-0.14419695734977722,0.4130953550338745
