,besides,taking,in,boarders,",",how,did,katharina,help,support,the,family,?
between,0.24728286266326904,0.15650783479213715,0.41100412607192993,0.1885526031255722,0.27714940905570984,0.2747800648212433,0.16542956233024597,0.1139465868473053,0.21127207577228546,0.11221223324537277,0.39067012071609497,0.10306567698717117,0.12887074053287506
bearing,0.2690119743347168,0.27561041712760925,0.24194374680519104,0.12398774176836014,0.28194645047187805,0.2902986407279968,0.17917072772979736,0.06570085138082504,0.24416816234588623,0.25944218039512634,0.31904590129852295,0.1495077759027481,0.24770914018154144
six,0.2010943591594696,0.14682845771312714,0.3013422191143036,0.28332629799842834,0.2737274467945099,0.20644865930080414,0.20388470590114594,0.1435965746641159,0.14563746750354767,0.18523602187633514,0.3614266812801361,0.13860231637954712,0.15298804640769958
children,0.21943871676921844,0.14201362431049347,0.2065156251192093,0.32152289152145386,0.28531143069267273,0.16621150076389313,0.2211388200521469,0.31046780943870544,0.19870087504386902,0.12996196746826172,0.15654058754444122,0.30274513363838196,0.21788206696510315
",",0.340058833360672,0.32216814160346985,0.5201468467712402,0.3284558057785034,1.0000001192092896,0.22659391164779663,0.3015086054801941,0.29136550426483154,0.2855570912361145,0.2733234167098999,0.4933079481124878,0.22142739593982697,0.31091248989105225
hans,0.14278584718704224,0.15620499849319458,0.18619494140148163,0.14872924983501434,0.20393957197666168,0.1885872483253479,0.20510689914226532,0.3312995135784149,0.14273382723331451,0.13930360972881317,0.2071325033903122,0.09428182989358902,0.10353465378284454
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
june,0.14535267651081085,0.1810573786497116,0.29047903418540955,0.23968665301799774,0.45453834533691406,0.1188528835773468,0.26244688034057617,0.26092180609703064,0.15057091414928436,0.25924360752105713,0.24568822979927063,0.14891527593135834,0.31416764855384827
1526,-0.020066071301698685,0.06689722090959549,0.04394111782312393,0.13128511607646942,0.08316536992788315,0.002440288895741105,0.05647687613964081,0.13762445747852325,0.008446406573057175,-0.08806231617927551,0.026939382776618004,0.042201071977615356,-0.08619783073663712
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
elizabeth,0.14431004226207733,0.11776968836784363,0.18559834361076355,0.23096776008605957,0.26568669080734253,0.1604616343975067,0.19351956248283386,0.4362321197986603,0.10036492347717285,0.10291405022144318,0.19892844557762146,0.19433264434337616,0.157150536775589
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
10,0.1880812644958496,0.057143162935972214,0.22690178453922272,0.11558232456445694,0.1734008640050888,0.09177426248788834,0.1914099007844925,0.13894112408161163,0.05892317742109299,0.04090040177106857,0.2880653440952301,0.08446551859378815,0.022911956533789635
december,0.13796433806419373,0.19925418496131897,0.25854936242103577,0.2528057098388672,0.4136100113391876,0.08763835579156876,0.2542226016521454,0.26660868525505066,0.13693255186080933,0.23783603310585022,0.23266014456748962,0.15362727642059326,0.2480352818965912
1527,0.17376910150051117,0.09820685535669327,0.18155519664287567,0.16601431369781494,0.1986391693353653,0.10644670575857162,0.1527594029903412,0.21790115535259247,0.12561418116092682,0.11116502434015274,0.23505787551403046,0.1118435338139534,0.17475678026676178
",",0.340058833360672,0.32216814160346985,0.5201468467712402,0.3284558057785034,1.0000001192092896,0.22659391164779663,0.3015086054801941,0.29136550426483154,0.2855570912361145,0.2733234167098999,0.4933079481124878,0.22142739593982697,0.31091248989105225
who,0.3075007498264313,0.2872755825519562,0.2792111933231354,0.27521517872810364,0.3365725874900818,0.4070430099964142,0.34038686752319336,0.2242349237203598,0.3826322555541992,0.21206305921077728,0.3733934462070465,0.23428858816623688,0.26220351457595825
