,how,are,incomes,distributed,in,sweden,?
life,0.24822278320789337,0.194062277674675,0.23811914026737213,0.14356470108032227,0.27054134011268616,0.12258841842412949,0.21677987277507782
expectancy,0.3796457350254059,0.2919004261493683,0.5200306177139282,0.2615867555141449,0.29253846406936646,0.1601925790309906,0.1959744244813919
in,0.2601168751716614,0.3841303884983063,0.19705776870250702,0.2443390041589737,1.0,0.2946893274784088,0.20430970191955566
sweden,0.11154001951217651,0.12436545640230179,0.15781588852405548,0.1180255189538002,0.2946893274784088,1.0,0.1268482208251953
(,0.1676948219537735,0.23263892531394958,0.19627070426940918,0.12887895107269287,0.3087427020072937,0.17344115674495697,0.40561532974243164
80,0.07793577015399933,0.16937381029129028,0.04660889133810997,0.004177805967628956,-0.03062376379966736,-0.0447961650788784,0.04445207491517067
years,0.21949264407157898,0.17491404712200165,0.2706753611564636,0.20118071138858795,0.33554986119270325,0.19978263974189758,0.1914375126361847
),0.17939934134483337,0.2373749315738678,0.18198420107364655,0.11376624554395676,0.3326910734176636,0.18334226310253143,0.42300865054130554
and,0.33647966384887695,0.48576638102531433,0.30554434657096863,0.2595985233783722,0.4954058527946472,0.22991979122161865,0.20544172823429108
japan,0.16129757463932037,0.14791998267173767,0.15369045734405518,0.13053205609321594,0.23087722063064575,0.3040415346622467,0.1312343180179596
(,0.1676948219537735,0.23263892531394958,0.19627070426940918,0.12887895107269287,0.3087427020072937,0.17344115674495697,0.40561532974243164
82,-0.010239015333354473,0.04656638950109482,-0.031196845695376396,0.08705779910087585,-0.02374996244907379,-0.03095528669655323,-0.044889360666275024
),0.17939934134483337,0.2373749315738678,0.18198420107364655,0.11376624554395676,0.3326910734176636,0.18334226310253143,0.42300865054130554
–,0.13681066036224365,0.08885963261127472,0.1556803435087204,0.157703697681427,0.23687128722667694,0.23894618451595306,0.2714554965496063
where,0.41728174686431885,0.32389864325523376,0.223565012216568,0.20924372971057892,0.5344807505607605,0.16838324069976807,0.24793872237205505
income,0.24416807293891907,0.20486517250537872,0.8862435221672058,0.21468792855739594,0.1795814335346222,0.16217781603336334,0.14935168623924255
was,0.16678167879581451,0.3076191842556,0.20157228410243988,0.1954849809408188,0.45514053106307983,0.21913643181324005,0.18412111699581146
more,0.4319567084312439,0.4066504240036011,0.27565503120422363,0.2771220803260803,0.32563260197639465,0.1700425148010254,0.27894994616508484
equally,0.367428183555603,0.41497212648391724,0.3095060884952545,0.2490377426147461,0.16446180641651154,0.10529805719852448,0.22503766417503357
distributed,0.2058178335428238,0.2559286952018738,0.22620634734630585,1.0000001192092896,0.2443390041589737,0.1180255189538002,0.08428370952606201
–,0.13681066036224365,0.08885963261127472,0.1556803435087204,0.157703697681427,0.23687128722667694,0.23894618451595306,0.2714554965496063
was,0.16678167879581451,0.3076191842556,0.20157228410243988,0.1954849809408188,0.45514053106307983,0.21913643181324005,0.18412111699581146
longer,0.2641701102256775,0.29645127058029175,0.2247089296579361,0.14039967954158783,0.2513541877269745,0.16192375123500824,0.24416615068912506
.,0.3287222981452942,0.3452940285205841,0.26861464977264404,0.257533997297287,0.5591574311256409,0.25245529413223267,0.4130953550338745
