,what,is,another,way,to,state,the,condition,that,infinitely,many,primes,can,exist,only,if,a,and,q,are,coprime,?
can,0.34502777457237244,0.44256699085235596,0.3920363187789917,0.4469449520111084,0.4979398250579834,0.13665424287319183,0.312528520822525,0.2928265333175659,0.4522190988063812,0.312574177980423,0.4275496006011963,0.2540391981601715,1.0,0.3189353048801422,0.43433451652526855,0.5903681516647339,0.3915780484676361,0.3675691485404968,0.23100534081459045,0.5408529043197632,0.37120285630226135,0.3226337134838104
have,0.39808809757232666,0.3613572418689728,0.3633967638015747,0.4185628294944763,0.4544740617275238,0.2083192616701126,0.40389683842658997,0.30931687355041504,0.6182622313499451,0.33811646699905396,0.5841760635375977,0.23869918286800385,0.5489245653152466,0.4638937711715698,0.5199421048164368,0.48852935433387756,0.338716596364975,0.4711785912513733,0.17488977313041687,0.6577680706977844,0.35212239623069763,0.32991164922714233
infinitely,0.3249160349369049,0.21537445485591888,0.33429190516471863,0.29542237520217896,0.24499039351940155,0.16846507787704468,0.22954502701759338,0.22920827567577362,0.41766390204429626,1.0,0.3059374988079071,0.38976576924324036,0.312574177980423,0.3369167745113373,0.309212327003479,0.4333735406398773,0.2828744947910309,0.25105470418930054,0.24116100370883942,0.2672266960144043,0.3925171494483948,0.3284112513065338
many,0.36131182312965393,0.2649032473564148,0.33634573221206665,0.3942323327064514,0.40243685245513916,0.23203584551811218,0.4335206151008606,0.22850394248962402,0.5391656160354614,0.3059374988079071,0.9999999403953552,0.2377949059009552,0.4275496006011963,0.3568662405014038,0.4670507609844208,0.2803558111190796,0.2872205972671509,0.5296266674995422,0.11872342228889465,0.5655534863471985,0.26190128922462463,0.2124512493610382
primes,0.2505246102809906,0.2382466346025467,0.2227129191160202,0.24850888550281525,0.22901344299316406,0.14626188576221466,0.22359657287597656,0.208021879196167,0.30276167392730713,0.38976576924324036,0.2377949059009552,1.0,0.2540391981601715,0.2149512618780136,0.27730897068977356,0.23967710137367249,0.21026647090911865,0.24551862478256226,0.22706171870231628,0.2606703042984009,0.6689677834510803,0.18851876258850098
only,0.41415658593177795,0.44708555936813354,0.4895594120025635,0.36440712213516235,0.5096819996833801,0.25976240634918213,0.5497692227363586,0.30045822262763977,0.6004067063331604,0.309212327003479,0.4670507609844208,0.27730897068977356,0.43433451652526855,0.38149672746658325,1.0,0.5164433121681213,0.47549712657928467,0.4542345404624939,0.17225290834903717,0.4533037543296814,0.32362329959869385,0.2767370045185089
when,0.4700249433517456,0.3471449911594391,0.48569372296333313,0.3943900763988495,0.5423505902290344,0.2549494504928589,0.5091903209686279,0.3378337025642395,0.5860282182693481,0.26771280169487,0.36563900113105774,0.21298125386238098,0.39191514253616333,0.21716834604740143,0.5497387051582336,0.5608453154563904,0.44397395849227905,0.4716290831565857,0.14155569672584534,0.29873907566070557,0.2434011846780777,0.22841128706932068
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3330821096897125,0.45503583550453186,0.25097307562828064,0.5829201340675354,0.28835010528564453,0.47537946701049805,0.2828744947910309,0.2872205972671509,0.21026647090911865,0.3915780484676361,0.20179782807826996,0.47549712657928467,0.41272827982902527,1.0,0.3739250600337982,0.17719541490077972,0.265255331993103,0.22763054072856903,0.23916715383529663
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.32150545716285706,0.48971283435821533,0.2653750479221344,0.5171257257461548,0.21314062178134918,0.4731321930885315,0.25105470418930054,0.5296266674995422,0.24551862478256226,0.3675691485404968,0.2538236081600189,0.4542345404624939,0.3498523235321045,0.3739250600337982,1.0,0.22011294960975647,0.48576638102531433,0.24505715072155,0.20544172823429108
q,0.2383371889591217,0.1645382046699524,0.17850716412067413,0.10441738367080688,0.17006663978099823,0.08718108385801315,0.17467540502548218,0.17125071585178375,0.20400522649288177,0.24116100370883942,0.11872342228889465,0.22706171870231628,0.23100534081459045,0.15544374287128448,0.17225290834903717,0.25291842222213745,0.17719541490077972,0.22011294960975647,0.9999998807907104,0.15306033194065094,0.238878533244133,0.31306079030036926
are,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.3754369020462036,0.3504326641559601,0.19951030611991882,0.40399202704429626,0.24499687552452087,0.45265161991119385,0.2672266960144043,0.5655534863471985,0.2606703042984009,0.5408529043197632,0.4066506326198578,0.4533037543296814,0.32547882199287415,0.265255331993103,0.48576638102531433,0.15306033194065094,1.0,0.30422383546829224,0.24591213464736938
coprime,0.30111727118492126,0.2375452220439911,0.2744111120700836,0.2926597595214844,0.30696022510528564,0.17603540420532227,0.230382040143013,0.3348122537136078,0.3454979658126831,0.3925171494483948,0.26190128922462463,0.6689677834510803,0.37120285630226135,0.28008532524108887,0.32362329959869385,0.38513481616973877,0.22763054072856903,0.24505715072155,0.238878533244133,0.30422383546829224,1.0,0.25286412239074707
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2861018478870392,0.44245919585227966,0.29481780529022217,0.4933079481124878,0.16265787184238434,0.4137537479400635,0.23814058303833008,0.40610817074775696,0.29003697633743286,0.3139454126358032,0.2977049946784973,0.4220978021621704,0.257730096578598,0.427140474319458,0.6633074283599854,0.23311607539653778,0.4062570035457611,0.2340814620256424,0.31091248989105225
i.e.,0.012638997286558151,0.005189675372093916,-0.00020545026927720755,0.009667406789958477,-0.003404579358175397,0.049120280891656876,0.0029698489233851433,0.10963429510593414,-0.003975445870310068,0.0021701883524656296,0.030867889523506165,0.06679441034793854,-0.05970696732401848,0.05735710263252258,-0.017858341336250305,-0.04548066109418869,0.03616265580058098,-0.04157005622982979,-0.020962249487638474,-0.08130159974098206,0.0063460650853812695,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2861018478870392,0.44245919585227966,0.29481780529022217,0.4933079481124878,0.16265787184238434,0.4137537479400635,0.23814058303833008,0.40610817074775696,0.29003697633743286,0.3139454126358032,0.2977049946784973,0.4220978021621704,0.257730096578598,0.427140474319458,0.6633074283599854,0.23311607539653778,0.4062570035457611,0.2340814620256424,0.31091248989105225
their,0.35142919421195984,0.2101074606180191,0.3561564087867737,0.34286630153656006,0.44619059562683105,0.18362310528755188,0.516537070274353,0.2575691044330597,0.4266771972179413,0.20585793256759644,0.4574248492717743,0.1745426058769226,0.3564860224723816,0.21805715560913086,0.374733567237854,0.29658177495002747,0.29698723554611206,0.45114588737487793,0.10406789183616638,0.46887820959091187,0.25667643547058105,0.1898253709077835
greatest,0.22948481142520905,0.16166137158870697,0.23774471879005432,0.2080114185810089,0.1702185571193695,0.11556964367628098,0.2877289056777954,0.14285974204540253,0.2497471570968628,0.23534248769283295,0.3293280601501465,0.23875346779823303,0.12415109574794769,0.118430495262146,0.2652651071548462,0.16212953627109528,0.15944629907608032,0.22727768123149872,0.1674349009990692,0.14679330587387085,0.20918317139148712,0.13661223649978638
common,0.19989867508411407,0.2952355444431305,0.2541052997112274,0.2879617512226105,0.21109338104724884,0.14599552750587463,0.2705984115600586,0.2506980001926422,0.2786630392074585,0.06704169511795044,0.3503221273422241,0.17870241403579712,0.37593990564346313,0.24677728116512299,0.2925458550453186,0.22200100123882294,0.29638534784317017,0.229714497923851,0.07584420591592789,0.3463647663593292,0.28796353936195374,0.20434872806072235
divisor,0.22541002929210663,0.25066447257995605,0.2391396015882492,0.29910123348236084,0.25009140372276306,0.16325992345809937,0.23065902292728424,0.24119462072849274,0.25301024317741394,0.3598807156085968,0.17892833054065704,0.5051334500312805,0.2772368788719177,0.22273671627044678,0.2762449085712433,0.29236337542533875,0.23674486577510834,0.21644574403762817,0.22200354933738708,0.2431739866733551,0.5245189666748047,0.180631622672081
is,0.28837618231773376,1.0,0.41278526186943054,0.31685471534729004,0.42745086550712585,0.2627358138561249,0.5823672413825989,0.2536831796169281,0.3995479643344879,0.21537445485591888,0.2649032473564148,0.2382466346025467,0.44256699085235596,0.24373944103717804,0.44708555936813354,0.30927813053131104,0.658733606338501,0.3859752118587494,0.1645382046699524,0.5330929756164551,0.2375452220439911,0.22961433231830597
one,0.376489520072937,0.4544198513031006,0.5444791913032532,0.3798474967479706,0.4025384783744812,0.23717761039733887,0.5514441132545471,0.23796294629573822,0.5133185982704163,0.3392055034637451,0.4223630726337433,0.2931256592273712,0.34032124280929565,0.3030088245868683,0.5699372291564941,0.37931159138679504,0.4910551905632019,0.42438167333602905,0.19573980569839478,0.42537835240364075,0.2643740773200989,0.2673267424106598
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.33520638942718506,0.4645031690597534,0.31380724906921387,0.5934505462646484,0.17553938925266266,0.4460422694683075,0.233517587184906,0.3974229395389557,0.2564551830291748,0.35783761739730835,0.29937607049942017,0.49507418274879456,0.421799898147583,0.50484299659729,0.588965117931366,0.3175239861011505,0.3452940285205841,0.22255641222000122,0.4130953550338745
