,whose,trains,serve,destinations,in,yorkshire,?
train,0.16699358820915222,0.8071229457855225,0.17206324636936188,0.3250133693218231,0.2214587926864624,0.19549231231212616,0.14194068312644958
operator,0.11724165081977844,0.3528516888618469,0.20256955921649933,0.2849675714969635,0.25355902314186096,0.14914242923259735,0.12810945510864258
virgin,0.14950715005397797,0.198319211602211,0.1925487071275711,0.24390020966529846,0.1495865285396576,0.18700149655342102,0.11987020075321198
trains,0.11660297214984894,0.9999999403953552,0.2194414585828781,0.3756697475910187,0.23470787703990936,0.30125707387924194,0.12280461937189102
east,0.19824592769145966,0.2585931122303009,0.14148379862308502,0.29121315479278564,0.32659441232681274,0.3428327441215515,0.10070597380399704
coast,0.14027631282806396,0.28556713461875916,0.1207844614982605,0.30047425627708435,0.2620964050292969,0.24244576692581177,0.15869849920272827
provides,0.15984104573726654,0.27121055126190186,0.3274555504322052,0.3287951350212097,0.22731803357601166,0.21926598250865936,0.1500944346189499
a,0.3225097060203552,0.2166883498430252,0.22927480936050415,0.22449347376823425,0.539380669593811,0.19466717541217804,0.23916715383529663
half-hourly,0.24589453637599945,0.351272314786911,0.28672999143600464,0.32451996207237244,0.34528622031211853,0.316082239151001,0.30623742938041687
frequency,0.18522807955741882,0.2954970598220825,0.11947919428348541,0.19518502056598663,0.17656390368938446,0.1826971471309662,0.17067383229732513
of,0.37058958411216736,0.16788527369499207,0.2656401991844177,0.24543997645378113,0.5696388483047485,0.1620214879512787,0.1826142966747284
trains,0.11660297214984894,0.9999999403953552,0.2194414585828781,0.3756697475910187,0.23470787703990936,0.30125707387924194,0.12280461937189102
to,0.320825457572937,0.27289023995399475,0.3411368131637573,0.27674007415771484,0.45010748505592346,0.20946964621543884,0.29463258385658264
london,0.10032919049263,0.3409048914909363,0.1939992904663086,0.28077560663223267,0.2785358726978302,0.4326174855232239,0.11278104782104492
king,0.0665782168507576,0.16612599790096283,0.1089494526386261,0.1171141266822815,0.2044914960861206,0.13403673470020294,0.19130074977874756
's,-0.019954677671194077,-0.014810417778789997,-0.06989327818155289,0.02312648482620716,-0.037580832839012146,0.0627748891711235,-0.023395681753754616
cross,0.10749571025371552,0.22534696757793427,0.1826399564743042,0.1474914848804474,0.18247009813785553,0.07129384577274323,0.12288589030504227
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
with,0.3480498492717743,0.13365305960178375,0.24509085714817047,0.15393945574760437,0.4080928862094879,0.17413367331027985,0.2433311939239502
a,0.3225097060203552,0.2166883498430252,0.22927480936050415,0.22449347376823425,0.539380669593811,0.19466717541217804,0.23916715383529663
journey,0.11266157031059265,0.2847139239311218,0.1350593864917755,0.34593120217323303,0.1607937216758728,0.14995571970939636,0.06391996890306473
time,0.165165513753891,0.28196752071380615,0.24802979826927185,0.2600061297416687,0.3431483507156372,0.15595896542072296,0.27391523122787476
of,0.37058958411216736,0.16788527369499207,0.2656401991844177,0.24543997645378113,0.5696388483047485,0.1620214879512787,0.1826142966747284
about,0.25663211941719055,0.16962730884552002,0.16091108322143555,0.16560770571231842,0.39797019958496094,0.15822167694568634,0.302409827709198
three,0.23324213922023773,0.17412236332893372,0.2126675695180893,0.17716799676418304,0.34828072786331177,0.21590538322925568,0.20928427577018738
hours,0.06805519014596939,0.3076331913471222,0.17904503643512726,0.230890691280365,0.2001713663339615,0.11869636178016663,0.21755769848823547
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
these,0.30143511295318604,0.2868010401725769,0.2604489326477051,0.2818659245967865,0.3791837692260742,0.19308556616306305,0.2571668326854706
services,0.1661134958267212,0.45800718665122986,0.37943893671035767,0.4524250328540802,0.22287973761558533,0.27242568135261536,0.1328447163105011
call,0.11232279986143112,0.14349547028541565,0.21084031462669373,0.15564864873886108,0.2520289719104767,0.12043339014053345,0.23091886937618256
at,0.17824941873550415,0.2219238579273224,0.1923348307609558,0.20942550897598267,0.4374977946281433,0.2360648363828659,0.21978627145290375
durham,0.12700334191322327,0.2571448087692261,0.17935605347156525,0.1910707652568817,0.24937501549720764,0.5707188248634338,0.12051723152399063
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
darlington,0.15772885084152222,0.27313941717147827,0.21454410254955292,0.14392141997814178,0.25412067770957947,0.40465524792671204,0.1837279349565506
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
york,0.11403568089008331,0.16159477829933167,0.20622029900550842,0.18388032913208008,0.2961827218532562,0.38409554958343506,0.15262620151042938
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
doncaster,0.20304302871227264,0.43502670526504517,0.2008347064256668,0.3085976243019104,0.2480674386024475,0.6004850268363953,0.12163535505533218
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
newark,0.18249553442001343,0.31076836585998535,0.18263323605060577,0.2490522414445877,0.1787518560886383,0.3489595651626587,0.11998245120048523
north,0.1270032376050949,0.2637667655944824,0.12299065291881561,0.2903713285923004,0.39050599932670593,0.3584766983985901,0.11829731613397598
gate,0.09602130949497223,0.21081660687923431,0.14748427271842957,0.17984764277935028,0.19865471124649048,0.18262769281864166,0.071437306702137
and,0.3339773118495941,0.2541063725948334,0.27672067284584045,0.2507134974002838,0.4954058527946472,0.2671181857585907,0.20544172823429108
peterborough,0.1213451623916626,0.3429548442363739,0.21229368448257446,0.24419187009334564,0.23697136342525482,0.5259419679641724,0.19017279148101807
and,0.3339773118495941,0.2541063725948334,0.27672067284584045,0.2507134974002838,0.4954058527946472,0.2671181857585907,0.20544172823429108
north,0.1270032376050949,0.2637667655944824,0.12299065291881561,0.2903713285923004,0.39050599932670593,0.3584766983985901,0.11829731613397598
to,0.320825457572937,0.27289023995399475,0.3411368131637573,0.27674007415771484,0.45010748505592346,0.20946964621543884,0.29463258385658264
scotland,0.08212298899888992,0.20505046844482422,0.1617002785205841,0.12577758729457855,0.24716059863567352,0.4730972945690155,0.09160218387842178
with,0.3480498492717743,0.13365305960178375,0.24509085714817047,0.15393945574760437,0.4080928862094879,0.17413367331027985,0.2433311939239502
all,0.3025509715080261,0.1880621761083603,0.25771576166152954,0.27908727526664734,0.3335905969142914,0.14233236014842987,0.29575422406196594
trains,0.11660297214984894,0.9999999403953552,0.2194414585828781,0.3756697475910187,0.23470787703990936,0.30125707387924194,0.12280461937189102
calling,0.18378135561943054,0.10194572061300278,0.1709887832403183,0.19161918759346008,0.15588504076004028,0.15896384418010712,0.23612231016159058
at,0.17824941873550415,0.2219238579273224,0.1923348307609558,0.20942550897598267,0.4374977946281433,0.2360648363828659,0.21978627145290375
edinburgh,0.13564357161521912,0.22326049208641052,0.07887933403253555,0.1857595294713974,0.19197756052017212,0.43021804094314575,0.09266204386949539
and,0.3339773118495941,0.2541063725948334,0.27672067284584045,0.2507134974002838,0.4954058527946472,0.2671181857585907,0.20544172823429108
a,0.3225097060203552,0.2166883498430252,0.22927480936050415,0.22449347376823425,0.539380669593811,0.19466717541217804,0.23916715383529663
small,0.2179187834262848,0.18504595756530762,0.1813129335641861,0.19717158377170563,0.3722202181816101,0.23356172442436218,0.13914890587329865
number,0.22953078150749207,0.13327457010746002,0.16840016841888428,0.2767409384250641,0.3024539053440094,0.19718711078166962,0.19256845116615295
of,0.37058958411216736,0.16788527369499207,0.2656401991844177,0.24543997645378113,0.5696388483047485,0.1620214879512787,0.1826142966747284
trains,0.11660297214984894,0.9999999403953552,0.2194414585828781,0.3756697475910187,0.23470787703990936,0.30125707387924194,0.12280461937189102
extended,0.15503355860710144,0.19995756447315216,0.18228167295455933,0.2339569628238678,0.22257764637470245,0.11905424296855927,0.17568568885326385
to,0.320825457572937,0.27289023995399475,0.3411368131637573,0.27674007415771484,0.45010748505592346,0.20946964621543884,0.29463258385658264
glasgow,0.11081020534038544,0.35564571619033813,0.2138909250497818,0.2463931143283844,0.2693602442741394,0.510961651802063,0.035187333822250366
",",0.25601375102996826,0.20530615746974945,0.2385157197713852,0.2587198317050934,0.5201468467712402,0.19098259508609772,0.31091248989105225
aberdeen,0.12399348616600037,0.1789441853761673,0.15214544534683228,0.28621140122413635,0.21097546815872192,0.41502952575683594,0.0929538831114769
and,0.3339773118495941,0.2541063725948334,0.27672067284584045,0.2507134974002838,0.4954058527946472,0.2671181857585907,0.20544172823429108
inverness,0.13833171129226685,0.25316089391708374,0.16565729677677155,0.2503119111061096,0.23759925365447998,0.48014920949935913,0.05250139907002449
.,0.2718997597694397,0.19430097937583923,0.26939791440963745,0.2608295679092407,0.5591574311256409,0.20354321599006653,0.4130953550338745
