,what,happens,when,starch,grains,become,overly,large,?
under,0.20154598355293274,0.15321548283100128,0.3172987401485443,0.15959210693836212,0.11492149531841278,0.15131238102912903,0.10220582783222198,0.16858401894569397,0.18233340978622437
conditions,0.27960067987442017,0.3678874373435974,0.3023563623428345,0.2687406539916992,0.33501991629600525,0.20062637329101562,0.3386363685131073,0.20556579530239105,0.17021824419498444
such,0.23989605903625488,0.24574117362499237,0.27679547667503357,0.35507646203041077,0.29501259326934814,0.22353264689445496,0.2736150026321411,0.3375214636325836,0.17851735651493073
as,0.31749409437179565,0.1480354368686676,0.4437963366508484,0.320760041475296,0.2728283405303955,0.36734503507614136,0.2982536852359772,0.24282054603099823,0.27043893933296204
high,0.20466077327728271,0.20403112471103668,0.20577524602413177,0.2151891589164734,0.19683995842933655,0.1814151555299759,0.2639867663383484,0.2578596770763397,0.11137914657592773
atmospheric,0.2079145908355713,0.22470098733901978,0.25964248180389404,0.26102355122566223,0.2322407066822052,0.11880730837583542,0.206773579120636,0.2248309701681137,0.11404281854629517
co2,0.13638697564601898,0.07997114956378937,0.1498085856437683,0.17233441770076752,0.15250186622142792,0.02853105403482914,0.1330697387456894,0.11633849889039993,0.0799083262681961
concentrations,0.21233819425106049,0.2813010513782501,0.26307499408721924,0.37726229429244995,0.3344300389289856,0.1774187982082367,0.17402619123458862,0.24793370068073273,0.12325159460306168
",",0.3087472915649414,0.24968470633029938,0.36674630641937256,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
these,0.4164220690727234,0.32930970191955566,0.3811454772949219,0.32977476716041565,0.3345126509666443,0.2707001268863678,0.35555192828178406,0.42300793528556824,0.2571668326854706
starch,0.23971526324748993,0.2860631048679352,0.30604052543640137,1.0000001192092896,0.6076793074607849,0.19721917808055878,0.1827607899904251,0.23413139581680298,0.1948019117116928
grains,0.22209185361862183,0.23493841290473938,0.21845045685768127,0.6076793074607849,1.0,0.19144923985004425,0.1966591328382492,0.33881184458732605,0.15261265635490417
may,0.25739946961402893,0.2597687542438507,0.3167054355144501,0.24326029419898987,0.2209627777338028,0.20094400644302368,0.1657332181930542,0.17708203196525574,0.2768254578113556
grow,0.23171839118003845,0.32857784628868103,0.27463123202323914,0.3766912519931793,0.42226195335388184,0.3540787100791931,0.13120205700397491,0.3085517883300781,0.12417493760585785
very,0.37053924798965454,0.3299473226070404,0.4456231892108917,0.2591315507888794,0.27572381496429443,0.4164160192012787,0.41762086749076843,0.40810373425483704,0.20864155888557434
large,0.2017821967601776,0.18711313605308533,0.2779814898967743,0.23413139581680298,0.33881184458732605,0.1955120712518692,0.21436046063899994,1.0000001192092896,0.1355665624141693
",",0.3087472915649414,0.24968470633029938,0.36674630641937256,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
distorting,0.33274611830711365,0.2731781303882599,0.2495383620262146,0.24513068795204163,0.19636985659599304,0.13590212166309357,0.3010697066783905,0.16124725341796875,0.21620120108127594
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
grana,0.12482953071594238,0.13290388882160187,0.10210414230823517,0.3674033284187317,0.36260610818862915,0.10676710307598114,0.1433352530002594,0.19926050305366516,0.1099926009774208
and,0.31309178471565247,0.23238006234169006,0.4716290831565857,0.2777917981147766,0.3258484899997711,0.3416603207588196,0.2604144513607025,0.3404269814491272,0.20544172823429108
thylakoids,0.18655724823474884,0.21036659181118011,0.22420722246170044,0.5073124766349792,0.4476320147514343,0.20723673701286316,0.2123694121837616,0.3060617744922638,0.17522360384464264
.,0.3567904531955719,0.24076157808303833,0.475719153881073,0.29690173268318176,0.22477556765079498,0.32859939336776733,0.18052387237548828,0.2304532378911972,0.4130953550338745
,what,happens,when,starch,grains,become,overly,large,?
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
starch,0.23971526324748993,0.2860631048679352,0.30604052543640137,1.0000001192092896,0.6076793074607849,0.19721917808055878,0.1827607899904251,0.23413139581680298,0.1948019117116928
granules,0.1271534413099289,0.2962550222873688,0.25547337532043457,0.6108137369155884,0.5694935917854309,0.19223812222480774,0.2656558156013489,0.32211267948150635,0.15524077415466309
displace,0.25660938024520874,0.22412586212158203,0.25183621048927307,0.20856566727161407,0.2970389425754547,0.17314763367176056,0.24143637716770172,0.3314063847064972,0.1321750432252884
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
thylakoids,0.18655724823474884,0.21036659181118011,0.22420722246170044,0.5073124766349792,0.4476320147514343,0.20723673701286316,0.2123694121837616,0.3060617744922638,0.17522360384464264
",",0.3087472915649414,0.24968470633029938,0.36674630641937256,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
but,0.5029441118240356,0.32392460107803345,0.5599016547203064,0.2549003064632416,0.3024713099002838,0.40939122438430786,0.40740832686424255,0.26450419425964355,0.27921953797340393
leave,0.3595171868801117,0.28061753511428833,0.4004695415496826,0.14794690907001495,0.20213072001934052,0.326453298330307,0.15488210320472717,0.23050525784492493,0.23890845477581024
them,0.4994642734527588,0.2772316336631775,0.4773717522621155,0.35032400488853455,0.3431530296802521,0.3289830982685089,0.3514260947704315,0.32619860768318176,0.35435691475868225
intact,0.2567657232284546,0.1814023107290268,0.28195029497146606,0.21958228945732117,0.18607822060585022,0.2827962040901184,0.2783476710319519,0.23796746134757996,0.1481182724237442
.,0.3567904531955719,0.24076157808303833,0.475719153881073,0.29690173268318176,0.22477556765079498,0.32859939336776733,0.18052387237548828,0.2304532378911972,0.4130953550338745
