,who,did,luther,banish,?
after,0.32549580931663513,0.30330467224121094,0.17198127508163452,0.27678388357162476,0.16608688235282898
banishing,0.30699968338012695,0.25050488114356995,0.15384377539157867,0.7304006814956665,0.1535506248474121
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2515052556991577,0.22068053483963013
zwickau,0.1340731680393219,0.1890689581632614,0.3148396611213684,0.18478542566299438,0.14503100514411926
prophets,0.3047522008419037,0.22936053574085236,0.3252599537372589,0.3266184628009796,0.2357759326696396
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.24521343410015106,0.31091248989105225
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.3005580008029938,0.2089974731206894
now,0.29819536209106445,0.2646316885948181,0.15390604734420776,0.17253944277763367,0.29641881585121155
faced,0.2300131767988205,0.2337440401315689,0.05951286479830742,0.2313416302204132,0.12312540411949158
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.20446830987930298,0.23916715383529663
battle,0.16377700865268707,0.12105695903301239,0.13679459691047668,0.2945651412010193,0.1680624783039093
against,0.2942115366458893,0.22514554858207703,0.18804924190044403,0.2745134234428406,0.18095137178897858
not,0.369414746761322,0.6481515765190125,0.21636232733726501,0.21817363798618317,0.41942933201789856
only,0.4202229380607605,0.4039593040943146,0.10428047180175781,0.20755712687969208,0.2767370045185089
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2515052556991577,0.22068053483963013
established,0.20118318498134613,0.18989217281341553,0.1317099928855896,0.18184539675712585,0.15917523205280304
church,0.19418756663799286,0.16781097650527954,0.379041463136673,0.2265450805425644,0.18081501126289368
but,0.4487357437610626,0.49033689498901367,0.20694120228290558,0.28842952847480774,0.27921953797340393
also,0.47919341921806335,0.39334940910339355,0.22154976427555084,0.2112884670495987,0.21848613023757935
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2515052556991577,0.22068053483963013
radical,0.2508828043937683,0.2183472216129303,0.21041326224803925,0.15575499832630157,0.1306871920824051
reformers,0.307693749666214,0.21056096255779266,0.38068896532058716,0.21557338535785675,0.11762229353189468
who,0.9999998807907104,0.34038686752319336,0.21013082563877106,0.32562676072120667,0.26220351457595825
threatened,0.18551406264305115,0.2603054344654083,0.22111496329307556,0.20722469687461853,0.1536843329668045
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2515052556991577,0.22068053483963013
new,0.2378052920103073,0.227974995970726,0.14555130898952484,0.12796586751937866,0.14782847464084625
order,0.226639986038208,0.22891858220100403,0.15481990575790405,0.03750124201178551,0.13725648820400238
by,0.39727845788002014,0.18574509024620056,0.15382802486419678,0.19380415976047516,0.17966607213020325
fomenting,0.2882528007030487,0.31123170256614685,0.1991346776485443,0.2763553559780121,0.29675883054733276
social,0.26409217715263367,0.1977856606245041,0.1586531102657318,0.14367499947547913,0.1615191102027893
unrest,0.1525976061820984,0.1337405890226364,0.1681666076183319,0.22911350429058075,0.08488935232162476
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.3334520161151886,0.20544172823429108
violence,0.2254926860332489,0.22152221202850342,0.21486099064350128,0.2675444781780243,0.20634515583515167
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.20113863050937653,0.4130953550338745
