,what,job,did,tesla,'s,father,have,in,gospic,?
in,0.30808621644973755,0.2114088088274002,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.25954100489616394,0.36843645572662354,1.0,0.32087790966033936,0.20430970191955566
1862,0.069773368537426,0.03194358944892883,0.01475259754806757,0.10354484617710114,-0.01758434623479843,0.14568550884723663,0.04315472021698952,0.07496397942304611,0.12596802413463593,0.06664664298295975
",",0.3087472915649414,0.27190712094306946,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.3541618287563324,0.5201468467712402,0.33991190791130066,0.31091248989105225
the,0.42745697498321533,0.24242734909057617,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.40389683842658997,0.6662389636039734,0.26443415880203247,0.22068053483963013
tesla,0.23221199214458466,0.18396559357643127,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.12181562930345535,0.17097744345664978,0.18164220452308655,0.10250775516033173
family,0.16391263902187347,0.24395982921123505,0.19502942264080048,0.04926548898220062,-0.053779419511556625,0.4191097319126129,0.15777942538261414,0.2165997177362442,0.24125789105892181,0.15222905576229095
moved,0.20601840317249298,0.24413661658763885,0.27509647607803345,0.09426514059305191,-0.05324588716030121,0.24759311974048615,0.17197979986667633,0.3323737680912018,0.1374485045671463,0.15112607181072235
to,0.455847829580307,0.2869062125682831,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.4544740617275238,0.45010748505592346,0.2824999690055847,0.29463258385658264
gospić,0.25793588161468506,0.2553304433822632,0.174786776304245,0.28443384170532227,-0.020462486892938614,0.22963403165340424,0.16507768630981445,0.2824176847934723,0.74547278881073,0.15864557027816772
",",0.3087472915649414,0.27190712094306946,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.3541618287563324,0.5201468467712402,0.33991190791130066,0.31091248989105225
austrian,0.1206708550453186,0.17764201760292053,0.1650308519601822,0.21734847128391266,0.016239698976278305,0.12035156041383743,0.13180860877037048,0.16418905556201935,0.17579272389411926,0.10452693700790405
empire,0.21723191440105438,0.1643916517496109,0.18850058317184448,0.22401677072048187,-0.011798231862485409,0.2288135588169098,0.14067283272743225,0.24110576510429382,0.19906775653362274,0.14909450709819794
",",0.3087472915649414,0.27190712094306946,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.3541618287563324,0.5201468467712402,0.33991190791130066,0.31091248989105225
where,0.4457937180995941,0.2095899134874344,0.24159270524978638,0.12761090695858002,0.0007701900321990252,0.26822009682655334,0.412650465965271,0.5344807505607605,0.2795642912387848,0.24793872237205505
tesla,0.23221199214458466,0.18396559357643127,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.12181562930345535,0.17097744345664978,0.18164220452308655,0.10250775516033173
's,0.02692362666130066,-0.03254055604338646,0.05069678649306297,0.06449045985937119,0.9999999403953552,0.029256420210003853,-0.02807004563510418,-0.037580832839012146,-0.05140997841954231,-0.023395681753754616
father,0.21527598798274994,0.327441543340683,0.3227277100086212,0.08892767131328583,0.029256420210003853,1.0,0.1205211728811264,0.25954100489616394,0.21133951842784882,0.14826634526252747
worked,0.168898344039917,0.46610283851623535,0.3377852141857147,0.15985111892223358,-0.054441310465335846,0.37203603982925415,0.17699386179447174,0.28707414865493774,0.25048133730888367,0.0901828184723854
as,0.31749409437179565,0.2932385802268982,0.3596470057964325,0.10285310447216034,-0.05775856226682663,0.2646642327308655,0.37788212299346924,0.3887844979763031,0.27189135551452637,0.27043893933296204
a,0.3320399522781372,0.2834402620792389,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.338716596364975,0.539380669593811,0.22361163794994354,0.23916715383529663
pastor,0.14023858308792114,0.25905582308769226,0.1603202521800995,0.17546460032463074,0.004898123908787966,0.3530603051185608,0.11718092858791351,0.203180730342865,0.3810437023639679,0.1683567762374878
.,0.3567904531955719,0.2807863652706146,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.2509099841117859,0.41614407300949097,0.5591574311256409,0.26635870337486267,0.4130953550338745
